* Theory file for HERA1+2 NCep 920
&Data 
   Name = "Theory for HERA1+2 NCep 920"
   NData =   377
   NColumn =     6
   ColumnType = 3*"Bin","Theory",  2*"Error"
   ColumnName = "Q2","x","y","theory","alphas+","alphas-"
   Percent =   2*True
&End 
  0.350000E+01  0.406000E-04  0.851850E+00  0.102524E+01  0.193066E+01 -0.177257E+01
  0.350000E+01  0.432300E-04  0.800020E+00  0.102388E+01  0.196159E+01 -0.180170E+01
  0.350000E+01  0.460000E-04  0.751850E+00  0.102150E+01  0.198461E+01 -0.182358E+01
  0.350000E+01  0.512400E-04  0.674960E+00  0.101483E+01  0.200701E+01 -0.184536E+01
  0.350000E+01  0.531000E-04  0.651320E+00  0.101204E+01  0.201077E+01 -0.184920E+01
  0.350000E+01  0.800000E-04  0.432310E+00  0.964883E+00  0.195995E+01 -0.180435E+01
  0.350000E+01  0.130000E-03  0.266040E+00  0.893756E+00  0.179544E+01 -0.165836E+01
  0.350000E+01  0.200000E-03  0.172920E+00  0.829593E+00  0.162524E+01 -0.150395E+01
  0.350000E+01  0.320000E-03  0.108080E+00  0.763318E+00  0.143647E+01 -0.133185E+01
  0.350000E+01  0.500000E-03  0.691700E-01  0.705343E+00  0.126249E+01 -0.117263E+01
  0.350000E+01  0.800000E-03  0.432310E-01  0.650048E+00  0.109045E+01 -0.101458E+01
  0.350000E+01  0.130000E-02  0.266040E-01  0.599154E+00  0.927712E+00 -0.864528E+00
  0.350000E+01  0.200000E-02  0.172920E-01  0.559149E+00  0.796445E+00 -0.743078E+00
  0.350000E+01  0.800000E-02  0.432310E-02  0.460774E+00  0.432271E+00 -0.404390E+00
  0.450000E+01  0.522000E-04  0.851850E+00  0.108545E+01  0.237259E+01 -0.218153E+01
  0.450000E+01  0.592000E-04  0.751120E+00  0.108408E+01  0.240222E+01 -0.221135E+01
  0.450000E+01  0.617600E-04  0.719990E+00  0.108246E+01  0.240684E+01 -0.221642E+01
  0.450000E+01  0.683000E-04  0.651050E+00  0.107620E+01  0.240867E+01 -0.221973E+01
  0.450000E+01  0.732000E-04  0.607460E+00  0.107038E+01  0.240370E+01 -0.221621E+01
  0.450000E+01  0.818000E-04  0.543600E+00  0.105875E+01  0.238695E+01 -0.220228E+01
  0.450000E+01  0.130000E-03  0.342050E+00  0.993237E+00  0.225220E+01 -0.208266E+01
  0.450000E+01  0.200000E-03  0.222330E+00  0.923821E+00  0.208589E+01 -0.193227E+01
  0.450000E+01  0.320000E-03  0.138960E+00  0.849319E+00  0.189310E+01 -0.175678E+01
  0.450000E+01  0.500000E-03  0.889330E-01  0.782908E+00  0.170905E+01 -0.158855E+01
  0.450000E+01  0.800000E-03  0.555830E-01  0.718748E+00  0.151994E+01 -0.141509E+01
  0.450000E+01  0.130000E-02  0.342050E-01  0.658973E+00  0.133193E+01 -0.124206E+01
  0.450000E+01  0.200000E-02  0.222330E-01  0.611479E+00  0.117218E+01 -0.109461E+01
  0.450000E+01  0.320000E-02  0.138960E-01  0.565332E+00  0.100401E+01 -0.938994E+00
  0.450000E+01  0.130000E-01  0.342050E-02  0.461126E+00  0.509533E+00 -0.478890E+00
  0.650000E+01  0.754000E-04  0.851850E+00  0.117570E+01  0.280726E+01 -0.259157E+01
  0.650000E+01  0.802900E-04  0.799970E+00  0.117796E+01  0.281673E+01 -0.260180E+01
  0.650000E+01  0.855000E-04  0.751220E+00  0.117837E+01  0.282098E+01 -0.260709E+01
  0.650000E+01  0.951500E-04  0.675030E+00  0.117491E+01  0.281759E+01 -0.260602E+01
  0.650000E+01  0.986000E-04  0.651410E+00  0.117278E+01  0.281432E+01 -0.260358E+01
  0.650000E+01  0.130000E-03  0.494070E+00  0.114300E+01  0.275621E+01 -0.255371E+01
  0.650000E+01  0.200000E-03  0.321150E+00  0.107192E+01  0.260549E+01 -0.241852E+01
  0.650000E+01  0.320000E-03  0.200720E+00  0.985410E+00  0.240957E+01 -0.224057E+01
  0.650000E+01  0.500000E-03  0.128460E+00  0.905024E+00  0.221288E+01 -0.206100E+01
  0.650000E+01  0.800000E-03  0.802870E-01  0.825891E+00  0.200243E+01 -0.186819E+01
  0.650000E+01  0.130000E-02  0.494070E-01  0.751255E+00  0.178510E+01 -0.166840E+01
  0.650000E+01  0.200000E-02  0.321150E-01  0.691351E+00  0.159259E+01 -0.149093E+01
  0.650000E+01  0.320000E-02  0.200720E-01  0.632582E+00  0.138232E+01 -0.129656E+01
  0.650000E+01  0.500000E-02  0.128460E-01  0.583075E+00  0.118117E+01 -0.111009E+01
  0.650000E+01  0.130000E-01  0.494070E-02  0.496914E+00  0.737852E+00 -0.696905E+00
  0.650000E+01  0.200000E-01  0.321150E-02  0.466674E+00  0.528187E+00 -0.500203E+00
  0.850000E+01  0.986000E-04  0.851850E+00  0.123891E+01  0.300663E+01 -0.278409E+01
  0.850000E+01  0.104990E-03  0.800000E+00  0.124277E+01  0.301334E+01 -0.279170E+01
  0.850000E+01  0.111800E-03  0.751270E+00  0.124427E+01  0.301474E+01 -0.279431E+01
  0.850000E+01  0.124430E-03  0.675010E+00  0.124195E+01  0.300821E+01 -0.279014E+01
  0.850000E+01  0.129000E-03  0.651100E+00  0.123990E+01  0.300313E+01 -0.278606E+01
  0.850000E+01  0.139000E-03  0.604260E+00  0.123400E+01  0.299046E+01 -0.277542E+01
  0.850000E+01  0.200000E-03  0.419960E+00  0.118198E+01  0.288346E+01 -0.268060E+01
  0.850000E+01  0.320000E-03  0.262480E+00  0.109030E+01  0.269306E+01 -0.250811E+01
  0.850000E+01  0.500000E-03  0.167980E+00  0.999553E+00  0.249120E+01 -0.232395E+01
