After minimisation    3292.69  2249     1.464

  Partial chi2s 
Dataset    1    592.51   377  HERA1+2 NCep 920                                
Dataset    2     77.96    70  HERA1+2 NCep 820                                
Dataset    3    262.84   254  HERA1+2 NCep 575                                
Dataset    4    253.26   204  HERA1+2 NCep 460                                
Dataset    5    247.39   159  HERA1+2 NCem                                    
Dataset    6     44.06    39  HERA1+2 CCep                                    
Dataset    7     72.33    42  HERA1+2 CCem                                    
Dataset    8     11.87    24  H1 inclusive jet 99-00 data                     
Dataset    9     20.62    28  H1 low Q2 inclusive jet 99-00 data              
Dataset   10     29.84    30  ZEUS inclusive jet 96-97 data                   
Dataset   11     25.91    30  ZEUS inclusive jet 98-00 data                   
Dataset   12     15.37    22  ZEUS inclusive dijet 98-00/04-07 data           
Dataset   13     38.08    47  Charm cross section H1-ZEUS combined            
Dataset   14     18.05    17  Beauty cross section ZEUS Vertex                
Dataset   15      7.44    12  H1 F2 Beauty Vertex                             
Dataset   16    114.10    83  BCDMS F2p 100GeV                                
Dataset   17     74.97    91  BCDMS F2p 120GeV                                
Dataset   18     93.61    79  BCDMS F2p 200GeV                                
Dataset   19     69.32    75  BCDMS F2p 280GeV                                
Dataset   20    130.84    72  CDF inclusive jets                              
Dataset   21    132.16   110  D0 pp jets                                      
Dataset   22     68.73    35  CMS Boson rapidity                              
Dataset   23     15.08    11  CMS electon Asymmetry rapidity                  
Dataset   24     18.03    11  CMS W muon asymmetry                            
Dataset   25     95.66   133  CMS inclusive jets 2011                         
Dataset   26     16.30    11  ATLAS W+ lepton pseudorapidity, 2010 data       
Dataset   27     10.45    11  ATLAS W- lepton pseudorapidity, 2010 data       
Dataset   28      4.09     8  ATLAS Z rapidity, 2010 data                     
Dataset   29      9.10    13  ATLAS high mass DY mass 2011                    
Dataset   30     10.28     8  ATLAS low mass DY 2011                          
Dataset   31      7.67     6  ATLAS DY mass 2010 extended data                
Dataset   32     16.65    16  ATLAS Jet data 0 <= |y| < 0.3 R=0.6             
Dataset   33      6.29    16  ATLAS Jet data 0.3 <= |y| < 0.8 R=0.6           
Dataset   34      6.43    16  ATLAS Jet data 0.8 <= |y| < 1.2 R=0.6           
Dataset   35      6.19    15  ATLAS Jet data 1.2 <= |y| < 2.1 R=0.6           
Dataset   36      3.72    12  ATLAS Jet data 2.1 <= |y| < 2.8 R=0.6           
Dataset   37      2.14     9  ATLAS Jet data 2.8 <= |y| < 3.6 R=0.6           
Dataset   38      0.51     6  ATLAS Jet data 3.6 <= |y| < 4.4 R=0.6           
Dataset   39     17.06    11  ATLAS W- lepton rapidity 2011                   
Dataset   40     22.62    11  ATLAS W+ lepton rapidity 2011                   
Dataset   41      6.09     6  ATLAS high mass CC Z rapidity 2011              
Dataset   42      4.53     6  ATLAS high mass CF Z rapidity 2011              
Dataset   43     21.48     6  ATLAS low mass Z rapidity 2011                  
Dataset   44     31.74    12  ATLAS peak CC Z rapidity 2011                   
Dataset   45     13.82     9  ATLAS peak CF Z rapidity 2011                   

 Correlated Chi2    545.50949208450413     
 Systematic shifts          621
  
                                Name          Shift   +/-    Error          Type
    1  sysHZComb1001                         -0.6055   +/-   0.9327        :N:M:D
    2  sysHZComb1002                         -0.7687   +/-   0.9365        :N:M:D
    3  sysHZComb1003                          1.9146   +/-   0.5577        :N:M:D
    4  sysHZComb1004                          0.4194   +/-   0.6195        :N:M:D
    5  sysHZComb1005                         -2.1063   +/-   0.6095        :N:M:D
    6  sysHZComb1006                          0.8853   +/-   0.7880        :N:M:D
    7  sysHZComb1007                          0.0940   +/-   0.9982        :N:M:D
    8  sysHZComb1008                          0.1382   +/-   0.9983        :N:M:D
    9  sysHZComb1009                         -0.0959   +/-   0.9013        :N:M:D
   10  sysHZComb1010                         -1.1757   +/-   0.9935        :N:M:D
   11  sysHZComb1011                          0.1361   +/-   0.9663        :N:M:D
   12  sysHZComb1012                          0.0293   +/-   0.9722        :N:M:D
   13  sysHZComb1013                          0.3143   +/-   0.9620        :N:M:D
   14  sysHZComb1014                         -0.3467   +/-   0.9874        :N:M:D
   15  sysHZComb1015                         -0.0964   +/-   0.9631        :N:M:D
   16  sysHZComb1016                         -0.4090   +/-   0.9751        :N:M:D
   17  sysHZComb1017                         -0.7618   +/-   0.9710        :N:M:D
   18  sysHZComb1018                         -0.4461   +/-   0.8236        :N:M:D
   19  sysHZComb1019                         -0.5267   +/-   0.9838        :N:M:D
   20  sysHZComb1020                         -0.6541   +/-   0.9815        :N:M:D
   21  sysHZComb1021                         -0.8606   +/-   0.9742        :N:M:D
   22  sysHZComb1022                         -0.3657   +/-   0.9687        :N:M:D
   23  sysHZComb1023                          0.0956   +/-   0.9457        :N:M:D
   24  sysHZComb1024                         -0.2269   +/-   0.9881        :N:M:D
   25  sysHZComb1025                          0.0737   +/-   0.9934        :N:M:D
   26  sysHZComb1026                         -1.8089   +/-   0.9198        :N:M:D
   27  sysHZComb1027                         -1.8532   +/-   0.9543        :N:M:D
   28  sysHZComb1028                          1.3074   +/-   0.9749        :N:M:D
   29  sysHZComb1029                          0.6251   +/-   0.9189        :N:M:D
   30  sysHZComb1030                          0.3981   +/-   0.9438        :N:M:D
   31  sysHZComb1031                         -1.9203   +/-   0.8393        :N:M:D
   32  sysHZComb1032                          0.1990   +/-   0.9643        :N:M:D
   33  sysHZComb1033                          0.1079   +/-   0.9711        :N:M:D
   34  sysHZComb1034                          0.1215   +/-   0.9842        :N:M:D
   35  sysHZComb1035                          0.5137   +/-   0.9785        :N:M:D
   36  sysHZComb1036                         -0.8371   +/-   0.9742        :N:M:D
   37  sysHZComb1037                         -0.8574   +/-   0.9702        :N:M:D
   38  sysHZComb1038                         -1.6276   +/-   0.9130        :N:M:D
   39  sysHZComb1039                         -0.5029   +/-   0.9536        :N:M:D
   40  sysHZComb1040                          0.4019   +/-   0.9305        :N:M:D
   41  sysHZComb1041                         -1.3141   +/-   0.8141        :N:M:D
   42  sysHZComb1042                         -0.4583   +/-   0.8755        :N:M:D
   43  sysHZComb1043                          0.7659   +/-   0.9101        :N:M:D
   44  sysHZComb1044                         -0.3067   +/-   0.9371        :N:M:D
   45  sysHZComb1045                         -0.8365   +/-   0.9314        :N:M:D
