After minimisation      80.07    -2   -40.037

  Partial chi2s 
Dataset    1     54.16( -0.15)    12  ATLAS peak CC Z rapidity 2011                   

 Correlated Chi2    26.063345617175635     
 Log penalty Chi2  -0.15250299784935617     
 Systematic shifts          131
  
                                Name          Shift   +/-    Error          Type
    1  sysATLAS1001                           0.7807   +/-   0.9894        :N:M:D
    2  sysATLAS1002                           1.1211   +/-   0.9869        :N:M:D
    3  sysATLAS1003                          -1.9213   +/-   0.9685        :N:M:D
    4  sysATLAS1004                           0.1591   +/-   0.9984        :N:M:D
    5  sysATLAS1005                           0.1923   +/-   0.9956        :N:M:D
    6  sysATLAS1006                          -0.5115   +/-   0.9976        :N:M:D
    7  sysATLAS1007                          -0.2396   +/-   0.9986        :N:M:D
    8  sysATLAS1008                          -0.3515   +/-   0.9715        :N:M:D
    9  sysATLAS1009                          -0.5572   +/-   0.9970        :N:M:D
   10  sysATLAS1010                          -0.2731   +/-   0.9969        :N:M:D
   11  sysATLAS1011                          -1.2863   +/-   0.9866        :N:M:D
   12  sysATLAS1012                          -0.2508   +/-   0.9995        :N:M:D
   13  sysATLAS1013                           0.0000   +/-   1.0000        :N:M:D
   14  sysATLAS1014                           0.0013   +/-   1.0000        :N:M:D
   15  sysATLAS1015                           0.0287   +/-   1.0000        :N:M:D
   16  sysATLAS1016                          -0.0548   +/-   1.0000        :N:M:D
   17  sysATLAS1017                          -0.0041   +/-   1.0000        :N:M:D
   18  sysATLAS1018                           0.0028   +/-   1.0000        :N:M:D
   19  sysATLAS1019                          -0.1444   +/-   0.9997        :N:M:D
   20  sysATLAS1020                           0.4904   +/-   0.9981        :N:M:D
   21  sysATLAS1021                          -0.4402   +/-   0.9985        :N:M:D
   22  sysATLAS1022                          -0.0133   +/-   0.9994        :N:M:D
   23  sysATLAS1023                           0.1545   +/-   0.9995        :N:M:D
   24  sysATLAS1024                           0.1417   +/-   0.9998        :N:M:D
   25  sysATLAS1025                          -0.4029   +/-   0.9982        :N:M:D
   26  sysATLAS1026                           0.0590   +/-   0.9996        :N:M:D
   27  sysATLAS1027                          -0.1903   +/-   0.9995        :N:M:D
   28  sysATLAS1028                           0.2313   +/-   0.9994        :N:M:D
   29  sysATLAS1029                          -0.0964   +/-   0.9999        :N:M:D
   30  sysATLAS1030                          -0.0733   +/-   0.9999        :N:M:D
