 40
  1  1.0000 -0.0694 -0.0392  0.0646 -0.0327 -0.2567 -0.0626  0.0032 -0.1643  0.0479 -0.0129 -0.0146 -0.0054  0.0010 -0.0685 -0.0139 -0.1239 -0.1125  0.0154 -0.0337 -0.0545  0.0048 -0.0577  0.0030  0.0125 -0.1543  0.0146 -0.0802 -0.0137 -0.0845  0.0485 -0.2611 -0.0294 -0.0530  0.0166  0.0202  0.0184 -0.0117 -0.0007 -0.0069
  2 -0.0694  1.0000 -0.0234  0.0310  0.0229 -0.0103  0.0257 -0.2988  0.0248  0.0181 -0.0208 -0.0428  0.0524  0.0155  0.0929  0.2197  0.1320 -0.0465  0.0759 -0.0112 -0.1295  0.0749 -0.0255  0.0479 -0.0051 -0.0725 -0.0155 -0.1603 -0.1666  0.0303  0.0131 -0.1210  0.0204 -0.0241  0.0115  0.1341  0.0023  0.0017  0.4154  0.0639
  3 -0.0392 -0.0234  1.0000  0.0210 -0.0098  0.0014 -0.0015 -0.0175 -0.0387  0.0054 -0.0002  0.0316 -0.0051 -0.0261 -0.0100 -0.0163  0.0123 -0.0074 -0.0060 -0.0005  0.0096 -0.0090 -0.0038  0.0383 -0.0523  0.0154 -0.0264 -0.0205  0.0203  0.0040 -0.0057 -0.0011  0.0032  0.0046  0.0024  0.0167 -0.0058 -0.0087  0.0048  0.0134
  4  0.0646  0.0310  0.0210  1.0000  0.0163  0.0133  0.0089  0.0225  0.0745 -0.0308  0.0086 -0.0015 -0.0203  0.0293  0.0247  0.1520  0.0167  0.0234 -0.0793  0.0166 -0.0034 -0.0114 -0.0118 -0.0475  0.0262  0.0312 -0.0063 -0.0581  0.0618 -0.0037 -0.0073  0.0617  0.0016  0.0027  0.0071 -0.0436  0.0068  0.0380 -0.0205  0.0035
  5 -0.0327  0.0229 -0.0098  0.0163  1.0000 -0.0027 -0.0099 -0.0003 -0.0068  0.0111  0.0017  0.0301 -0.0087 -0.0126 -0.0122 -0.0001 -0.0257 -0.0148  0.0047 -0.0036  0.0171 -0.0082  0.0000  0.0276  0.0087 -0.0282  0.0196 -0.0109 -0.0012 -0.0106 -0.0172  0.0273 -0.0032  0.0147  0.0008 -0.0050  0.0011 -0.0085 -0.0133  0.0070
  6 -0.2567 -0.0103  0.0014  0.0133 -0.0027  1.0000 -0.0760  0.0437 -0.2290  0.0449 -0.0509 -0.0692 -0.0297 -0.0457 -0.0535  0.0464 -0.0673 -0.0970 -0.0393 -0.0373 -0.0192 -0.0064 -0.0638  0.0035 -0.0569 -0.1003 -0.0390 -0.1207  0.0661 -0.0812  0.0489 -0.2334 -0.0207 -0.0317  0.0157 -0.0021  0.0130 -0.0200 -0.0674  0.0440
  7 -0.0626  0.0257 -0.0015  0.0089 -0.0099 -0.0760  1.0000  0.0080 -0.0148  0.0167 -0.0013 -0.0024  0.0208 -0.0257 -0.0183  0.0298 -0.0287 -0.0239  0.0035 -0.0170  0.0032  0.0047 -0.0152  0.0285 -0.0472 -0.0255 -0.0226 -0.0494 -0.0111 -0.0134  0.0029 -0.0518 -0.0027  0.0038  0.0001 -0.0038  0.0047 -0.0112 -0.0477  0.0059
  8  0.0032 -0.2988 -0.0175  0.0225 -0.0003  0.0437  0.0080  1.0000  0.0386 -0.0297  0.0090  0.0099  0.0256 -0.0034  0.0206  0.0547 -0.0015 -0.0423  0.0284  0.0117 -0.0145  0.0278 -0.0007  0.0442 -0.0090  0.0004 -0.0139 -0.0751 -0.0417  0.0410 -0.0109  0.0023  0.0122 -0.0044 -0.0035  0.0650  0.0100  0.0119  0.2192 -0.0171
  9 -0.1643  0.0248 -0.0387  0.0745 -0.0068 -0.2290 -0.0148  0.0386  1.0000  0.0000 -0.0091  0.0251 -0.0076 -0.1075 -0.0645 -0.0989 -0.0498 -0.0139 -0.1594  0.0007 -0.0342 -0.0218 -0.0824 -0.0181 -0.0578  0.0786 -0.0195 -0.1952 -0.0705 -0.0426  0.0396  0.1207 -0.0146 -0.0117  0.0312  0.0209  0.0314 -0.0326  0.0285 -0.0098
 10  0.0479  0.0181  0.0054 -0.0308  0.0111  0.0449  0.0167 -0.0297  0.0000  1.0000  0.0007  0.0050 -0.0376  0.0084  0.0125  0.0154 -0.0045 -0.0036 -0.0287  0.0169  0.0236  0.0030 -0.0025 -0.0139  0.0330  0.0423  0.0039 -0.0030  0.0297  0.0200  0.0004  0.0479  0.0098 -0.0036  0.0051  0.0039  0.0059  0.0057  0.0463 -0.0406
 11 -0.0129 -0.0208 -0.0002  0.0086  0.0017 -0.0509 -0.0013  0.0090 -0.0091  0.0007  1.0000 -0.0086 -0.0743 -0.0007 -0.0025 -0.0055  0.0364 -0.0325 -0.0128 -0.0026  0.0258 -0.0177  0.0041 -0.0040 -0.0127 -0.0056  0.0070  0.0106  0.0888 -0.0096  0.0060 -0.0233  0.0006 -0.0050  0.0008 -0.0019  0.0072 -0.0089  0.0034  0.0296
 12 -0.0146 -0.0428  0.0316 -0.0015  0.0301 -0.0692 -0.0024  0.0099  0.0251  0.0050 -0.0086  1.0000  0.0001  0.0426  0.0039  0.0194 -0.0165 -0.0204  0.0304 -0.0122 -0.0145  0.0080 -0.0079 -0.0556  0.0267 -0.0313 -0.0124  0.0339 -0.0095 -0.0125  0.0389 -0.0934 -0.0088 -0.0343  0.0040  0.0063 -0.0043  0.0014  0.0074  0.0008
