* Theory file for FLArE10 inclusive $\bar{\nu}_{\mu}$
&Data 
   Name = "Theory for FLArE10 inclusive $\bar{\nu}_{\mu}$"
   NData =    38
   NColumn =    43
   ColumnType = 2*"Bin","Theory", 40*"Error"
   ColumnName = "x","Q2","theory","PDF_nuisance_param_1","PDF_nuisance_param_2","PDF_nuisance_param_3","PDF_nuisance_param_4","PDF_nuisance_param_5","PDF_nuisance_param_6","PDF_nuisance_param_7","PDF_nuisance_param_8","PDF_nuisance_param_9","PDF_nuisance_param_10","PDF_nuisance_param_11","PDF_nuisance_param_12","PDF_nuisance_param_13","PDF_nuisance_param_14","PDF_nuisance_param_15","PDF_nuisance_param_16","PDF_nuisance_param_17","PDF_nuisance_param_18","PDF_nuisance_param_19","PDF_nuisance_param_20","PDF_nuisance_param_21","PDF_nuisance_param_22","PDF_nuisance_param_23","PDF_nuisance_param_24","PDF_nuisance_param_25","PDF_nuisance_param_26","PDF_nuisance_param_27","PDF_nuisance_param_28","PDF_nuisance_param_29","PDF_nuisance_param_30","PDF_nuisance_param_31","PDF_nuisance_param_32","PDF_nuisance_param_33","PDF_nuisance_param_34","PDF_nuisance_param_35","PDF_nuisance_param_36","PDF_nuisance_param_37","PDF_nuisance_param_38","PDF_nuisance_param_39","PDF_nuisance_param_40"
   Percent =  40*True
&End 
  0.5401E-02  0.6252E+01  0.1988E+01 -0.9535E-01  0.1359E+01  0.1049E-01 -0.1543E+00 -0.4644E-01 -0.1441E+00 -0.9867E-01  0.1048E+01 -0.6832E-01  0.1595E+00 -0.8633E-01  0.3120E-01  0.3620E+00 -0.1136E+00 -0.3804E+00 -0.1377E+00  0.3162E+00  0.1254E+00 -0.6169E-01 -0.1047E+00  0.2075E+00 -0.1545E+00  0.2153E-01 -0.6733E-01 -0.7677E-01 -0.8573E-02  0.7309E-02  0.2481E+00  0.4302E-01 -0.2400E+00 -0.7844E-03 -0.5546E-01 -0.1407E+00  0.6326E-01 -0.5897E-01 -0.4108E+00 -0.3510E-01 -0.9407E-01 -0.1106E+01 -0.1238E-01
  0.7410E-02  0.6388E+01  0.1434E+01  0.4556E-02  0.1203E+01  0.4776E-01 -0.1764E+00 -0.3984E-01 -0.8241E-01 -0.6262E-01  0.1015E+01  0.4870E-02  0.1216E+00 -0.1002E+00  0.4690E-01  0.7670E-01 -0.8188E-01 -0.2398E+00 -0.1363E+00  0.3007E+00  0.1300E+00 -0.7400E-01 -0.1036E+00  0.2200E+00 -0.1482E+00  0.3437E-01 -0.5988E-01 -0.8652E-01  0.2090E-01  0.2595E-01  0.2798E+00  0.1465E+00 -0.1860E+00  0.1088E-01 -0.4252E-01 -0.8243E-01  0.9987E-01 -0.6322E-02 -0.3909E+00 -0.2758E-01 -0.6309E-01 -0.1089E+01 -0.6050E-02
  0.1012E-01  0.6470E+01  0.1051E+01  0.7839E-01  0.1007E+01  0.7720E-01 -0.2041E+00 -0.2024E-01 -0.1790E-01 -0.2824E-01  0.9291E+00  0.6729E-01  0.8534E-01 -0.1032E+00  0.7239E-01 -0.1375E+00 -0.2927E-01 -0.1124E+00 -0.1477E+00  0.2683E+00  0.1163E+00 -0.9870E-01 -0.7892E-01  0.1993E+00 -0.1436E+00  0.3027E-01 -0.5519E-01 -0.8225E-01  0.4440E-01  0.3011E-01  0.2914E+00  0.2549E+00 -0.1422E+00  0.1052E-01 -0.1872E-01 -0.2205E-01  0.1076E+00  0.2885E-01 -0.3540E+00 -0.2182E-01 -0.4432E-01 -0.9855E+00  0.7069E-02
  0.1022E-01  0.1881E+02  0.1053E+01  0.8048E-01  0.1277E+01  0.7080E-01 -0.2370E+00 -0.3050E-01 -0.3367E-01 -0.3427E-01  0.8734E+00  0.4676E-01  0.7922E-01 -0.4805E-01  0.7047E-01 -0.9978E-01 -0.3868E-01 -0.1029E+00 -0.1541E+00  0.1988E+00  0.1452E+00 -0.1156E+00 -0.6259E-01  0.1496E+00 -0.1541E+00  0.2814E-01 -0.5714E-01 -0.7715E-01  0.4223E-01  0.2436E-01  0.2957E+00  0.2461E+00 -0.1363E+00  0.4700E-02 -0.1917E-01 -0.3585E-01  0.1146E+00  0.1980E-01 -0.3530E+00 -0.3281E-01 -0.4383E-01 -0.1014E+01  0.1045E-01
  0.1389E-01  0.6540E+01  0.7707E+00  0.1439E+00  0.7947E+00  0.5798E-01 -0.2382E+00  0.4097E-03  0.2293E-01  0.7439E-03  0.8095E+00  0.9247E-01  0.6022E-01 -0.8983E-01  0.9049E-01 -0.2647E+00  0.2339E-01 -0.1763E-01 -0.1810E+00  0.2215E+00  0.9842E-01 -0.1392E+00 -0.3935E-01  0.1333E+00 -0.1561E+00  0.1711E-01 -0.4220E-01 -0.5984E-01  0.5787E-01  0.3227E-01  0.2763E+00  0.3611E+00 -0.1146E+00 -0.7265E-03  0.1052E-01  0.1700E-01  0.7818E-01  0.4492E-01 -0.3055E+00 -0.1764E-01 -0.3777E-01 -0.7931E+00  0.1859E-01
  0.1399E-01  0.2138E+02  0.7407E+00  0.1695E+00  0.1117E+01  0.5906E-01 -0.2806E+00 -0.6308E-02  0.2237E-01 -0.9038E-02  0.7650E+00  0.8127E-01  0.3239E-01 -0.6441E-01  0.9473E-01 -0.2686E+00  0.7192E-02 -0.2609E-01 -0.1918E+00  0.1659E+00  0.1254E+00 -0.1574E+00 -0.2277E-01  0.9259E-01 -0.1611E+00  0.2927E-01 -0.3916E-01 -0.5848E-01  0.6393E-01  0.2877E-01  0.3068E+00  0.3611E+00 -0.8951E-01 -0.4947E-02  0.1629E-01  0.1649E-01  0.9086E-01  0.4442E-01 -0.3135E+00 -0.2794E-01 -0.3070E-01 -0.8740E+00  0.1854E-01
  0.1904E-01  0.6631E+01  0.5647E+00  0.1734E+00  0.5844E+00  0.1454E-02 -0.2674E+00  0.1112E-01  0.2624E-01  0.1775E-01  0.6690E+00  0.7158E-01  0.5500E-01 -0.5965E-01  0.9054E-01 -0.3088E+00  0.6147E-01  0.3668E-01 -0.2308E+00  0.1646E+00  0.8776E-01 -0.1885E+00  0.1264E-01  0.3188E-01 -0.1780E+00  0.1882E-02 -0.3707E-01 -0.2461E-01  0.5483E-01  0.3358E-01  0.2362E+00  0.4410E+00 -0.1038E+00 -0.2111E-01  0.3481E-01  0.2999E-01  0.3237E-01  0.4050E-01 -0.2474E+00 -0.1231E-01 -0.3677E-01 -0.5451E+00  0.2137E-01
  0.1917E-01  0.2406E+02  0.5207E+00  0.2228E+00  0.9176E+00  0.1852E-01 -0.3229E+00  0.1176E-01  0.5118E-01  0.1592E-01  0.6282E+00  0.7892E-01  0.1893E-02 -0.6092E-01  0.1070E+00 -0.3661E+00  0.4655E-01  0.1364E-01 -0.2528E+00  0.1267E+00  0.1004E+00 -0.2083E+00  0.2615E-01  0.1235E-01 -0.1777E+00  0.2737E-01 -0.3599E-01 -0.2292E-01  0.7175E-01  0.3153E-01  0.2943E+00  0.4576E+00 -0.6221E-01 -0.1972E-01  0.4877E-01  0.3720E-01  0.5033E-01  0.4746E-01 -0.2604E+00 -0.1795E-01 -0.1686E-01 -0.6627E+00  0.2073E-01
  0.2615E-01  0.6670E+01  0.4171E+00  0.1358E+00  0.3615E+00 -0.5687E-01 -0.2648E+00 -0.4876E-02 -0.2601E-01  0.1196E-01  0.5074E+00 -0.1603E-02  0.6437E-01 -0.2759E-01  0.7283E-01 -0.3048E+00  0.4601E-01  0.5727E-01 -0.2742E+00  0.9463E-01  0.8981E-01 -0.2208E+00  0.6190E-01 -0.9300E-01 -0.1800E+00 -0.9391E-02 -0.3351E-01  0.4351E-02  0.4274E-01  0.3042E-01  0.1805E+00  0.4758E+00 -0.1094E+00 -0.4036E-01  0.3780E-01  0.1605E-01  0.1287E-01  0.3006E-01 -0.1717E+00 -0.7488E-02 -0.2855E-01 -0.2969E+00  0.1082E-01
  0.2631E-01  0.2695E+02  0.3700E+00  0.2202E+00  0.7601E+00 -0.1003E-01 -0.3460E+00  0.1345E-01  0.4897E-01  0.2634E-01  0.5003E+00  0.4752E-01 -0.1272E-01 -0.3650E-01  0.1100E+00 -0.4067E+00  0.5978E-01  0.1315E-01 -0.3158E+00  0.6576E-01  0.8612E-01 -0.2436E+00  0.6471E-01 -0.5480E-01 -0.1891E+00  0.2342E-01 -0.4927E-01  0.1188E-01  0.7024E-01  0.2973E-01  0.2765E+00  0.5111E+00 -0.5646E-01 -0.3195E-01  0.6676E-01  0.2747E-01  0.2523E-01  0.3631E-01 -0.2105E+00  0.7241E-03  0.9004E-02 -0.4769E+00  0.1759E-01
