PdfType: central
Format: lhagrid1
---
1.000000e-06 1.099164e-06 1.208161e-06 1.327967e-06 1.459653e-06 1.604398e-06 1.763495e-06 1.938370e-06 2.130585e-06 2.341861e-06 2.574087e-06 2.829341e-06 3.109907e-06 3.418294e-06 3.757261e-06 4.129839e-06 4.539363e-06 4.989495e-06 5.484262e-06 6.028090e-06 6.625842e-06 7.282866e-06 8.005038e-06 8.798818e-06 9.671306e-06 1.063030e-05 1.168439e-05 1.284299e-05 1.411647e-05 1.551621e-05 1.705474e-05 1.874580e-05 2.060453e-05 2.264753e-05 2.489308e-05 2.736126e-05 3.007411e-05 3.305590e-05 3.633327e-05 3.993552e-05 4.389484e-05 4.824659e-05 5.302967e-05 5.828680e-05 6.406492e-05 7.041565e-05 7.739567e-05 8.506731e-05 9.349902e-05 1.027660e-04 1.129510e-04 1.241448e-04 1.364471e-04 1.499677e-04 1.648269e-04 1.811571e-04 1.991036e-04 2.188260e-04 2.404997e-04 2.643172e-04 2.904900e-04 3.192504e-04 3.508532e-04 3.855785e-04 4.237333e-04 4.656549e-04 5.117135e-04 5.623150e-04 6.179048e-04 6.789717e-04 7.460512e-04 8.197309e-04 9.006546e-04 9.895277e-04 1.087123e-03 1.194287e-03 1.311946e-03 1.441113e-03 1.582897e-03 1.738511e-03 1.909279e-03 2.096646e-03 2.302192e-03 2.527637e-03 2.774856e-03 3.045893e-03 3.342968e-03 3.668495e-03 4.025096e-03 4.415612e-03 4.843121e-03 5.310948e-03 5.822688e-03 6.382211e-03 6.993685e-03 7.661581e-03 8.390693e-03 9.186142e-03 1.005339e-02 1.099825e-02 1.202687e-02 1.314576e-02 1.436176e-02 1.568207e-02 1.711419e-02 1.866592e-02 2.034535e-02 2.216081e-02 2.412083e-02 2.623409e-02 2.850939e-02 3.095557e-02 3.358145e-02 3.639577e-02 3.940710e-02 4.262380e-02 4.605391e-02 4.970507e-02 5.358451e-02 5.769891e-02 6.205439e-02 6.665642e-02 7.150981e-02 7.661867e-02 8.198634e-02 8.761545e-02 9.350787e-02 9.966471e-02 1.060864e-01 1.127726e-01 1.197223e-01 1.269339e-01 1.344053e-01 1.421337e-01 1.501159e-01 1.583482e-01 1.668266e-01 1.755466e-01 1.845037e-01 1.936929e-01 2.031091e-01 2.127470e-01 2.226014e-01 2.326666e-01 2.429373e-01 2.534079e-01 2.640730e-01 2.749270e-01 2.859646e-01 2.971804e-01 3.085691e-01 3.201257e-01 3.318449e-01 3.437219e-01 3.557519e-01 3.679300e-01 3.802519e-01 3.927129e-01 4.053089e-01 4.180355e-01 4.308888e-01 4.438649e-01 4.569599e-01 4.701701e-01 4.834921e-01 4.969224e-01 5.104577e-01 5.240948e-01 5.378306e-01 5.516622e-01 5.655867e-01 5.796014e-01 5.937035e-01 6.078906e-01 6.221602e-01 6.365098e-01 6.509372e-01 6.654401e-01 6.800165e-01 6.946642e-01 7.093813e-01 7.241659e-01 7.390162e-01 7.539302e-01 7.689064e-01 7.839430e-01 7.990385e-01 8.141913e-01 8.293999e-01 8.446630e-01 8.599790e-01 8.753466e-01 8.907646e-01 9.062317e-01 9.217467e-01 9.373084e-01 9.529156e-01 9.685673e-01 9.842625e-01 1.000000e+00 
1.000000e+00 1.023170e+00 1.047273e+00 1.072357e+00 1.098470e+00 1.125667e+00 1.154004e+00 1.183540e+00 1.214339e+00 1.246468e+00 1.280000e+00 
-3 -2 -1 1 2 3 21 
1.815345e+00 9.792628e-01 -2.183931e-01 -2.121523e-01 9.798747e-01 1.815345e+00 -1.343155e+00 
1.810663e+00 9.794318e-01 -2.155384e-01 -2.092695e-01 9.800541e-01 1.810663e+00 -1.230648e+00 
1.807546e+00 9.810592e-01 -2.112752e-01 -2.049786e-01 9.816920e-01 1.807546e+00 -1.084822e+00 
1.806301e+00 9.844136e-01 -2.053550e-01 -1.990311e-01 9.850568e-01 1.806301e+00 -9.009157e-01 
1.806213e+00 9.888419e-01 -1.983979e-01 -1.920471e-01 9.894956e-01 1.806213e+00 -6.963767e-01 
1.807253e+00 9.943314e-01 -1.904096e-01 -1.840320e-01 9.949956e-01 1.807253e+00 -4.696154e-01 
1.809499e+00 1.000967e+00 -1.813023e-01 -1.748980e-01 1.001641e+00 1.809499e+00 -2.161785e-01 
1.813034e+00 1.008837e+00 -1.709824e-01 -1.645515e-01 1.009523e+00 1.813034e+00 6.877109e-02 
1.817943e+00 1.018039e+00 -1.593500e-01 -1.528926e-01 1.018735e+00 1.817943e+00 3.904802e-01 
1.824317e+00 1.028674e+00 -1.462987e-01 -1.398149e-01 1.029380e+00 1.824317e+00 7.546318e-01 
1.832245e+00 1.040838e+00 -1.317276e-01 -1.252173e-01 1.041555e+00 1.832245e+00 1.166752e+00 
1.763535e+00 9.692685e-01 -2.093968e-01 -2.030045e-01 9.699139e-01 1.763535e+00 -1.351839e+00 
1.759025e+00 9.694280e-01 -2.065704e-01 -2.001493e-01 9.700844e-01 1.759025e+00 -1.241277e+00 
1.756059e+00 9.710288e-01 -2.023524e-01 -1.959029e-01 9.716963e-01 1.756059e+00 -1.097677e+00 
1.754941e+00 9.743372e-01 -1.964962e-01 -1.900189e-01 9.750157e-01 1.754941e+00 -9.162797e-01 
1.754967e+00 9.787106e-01 -1.896120e-01 -1.831070e-01 9.794001e-01 1.754967e+00 -7.142869e-01 
1.756109e+00 9.841348e-01 -1.817068e-01 -1.751743e-01 9.848354e-01 1.756109e+00 -4.901812e-01 
1.758442e+00 9.906913e-01 -1.726959e-01 -1.661361e-01 9.914030e-01 1.758442e+00 -2.396291e-01 
1.762044e+00 9.984665e-01 -1.624890e-01 -1.559020e-01 9.991893e-01 1.762044e+00 4.207498e-02 
1.766998e+00 1.007552e+00 -1.509902e-01 -1.443761e-01 1.008286e+00 1.766998e+00 3.600336e-01 
1.773392e+00 1.018046e+00 -1.380971e-01 -1.314559e-01 1.018791e+00 1.773392e+00 7.197724e-01 
1.781311e+00 1.030041e+00 -1.237125e-01 -1.170443e-01 1.030797e+00 1.781311e+00 1.126664e+00 
1.713214e+00 9.590947e-01 -2.006685e-01 -1.941215e-01 9.597750e-01 1.713214e+00 -1.360373e+00 
1.708874e+00 9.592486e-01 -1.978670e-01 -1.912905e-01 9.599406e-01 1.708874e+00 -1.251662e+00 
1.706057e+00 9.608269e-01 -1.936905e-01 -1.870849e-01 9.615305e-01 1.706057e+00 -1.110190e+00 
1.705064e+00 9.640935e-01 -1.878948e-01 -1.812606e-01 9.648086e-01 1.705064e+00 -9.312005e-01 
1.705203e+00 9.684161e-01 -1.810798e-01 -1.744173e-01 9.691429e-01 1.705203e+00 -7.316510e-01 
1.706446e+00 9.737792e-01 -1.732538e-01 -1.665632e-01 9.745177e-01 1.706446e+00 -5.100957e-01 
