   60.000000             101          13  9.99999975E-05  0.99989998    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.100000E-03   8.95918      0.593684      0.722751      0.593684      0.722751       0.00000       0.00000       1.31643      0.297129      0.297129      0.297129      0.296554      0.128492    
  0.109648E-03   8.74337      0.580014      0.705629      0.580014      0.705629       0.00000       0.00000       1.28564      0.290293      0.290293      0.290293      0.289721      0.125043    
  0.120226E-03   8.53422      0.566736      0.689016      0.566736      0.689016       0.00000       0.00000       1.25575      0.283653      0.283653      0.283653      0.283083      0.121710    
  0.131825E-03   8.32775      0.553617      0.672609      0.553617      0.672609       0.00000       0.00000       1.22623      0.277093      0.277093      0.277093      0.276524      0.118424    
  0.144543E-03   8.12513      0.540725      0.656497      0.540725      0.656497       0.00000       0.00000       1.19722      0.270646      0.270646      0.270646      0.270079      0.115206    
  0.158489E-03   7.92769      0.528139      0.640782      0.528139      0.640782       0.00000       0.00000       1.16892      0.264352      0.264352      0.264352      0.263787      0.112078    
  0.173779E-03   7.73278      0.515703      0.625262      0.515703      0.625262       0.00000       0.00000       1.14096      0.258134      0.258134      0.258134      0.257569      0.108995    
  0.190545E-03   7.54273      0.503554      0.610113      0.503554      0.610113       0.00000       0.00000       1.11367      0.252059      0.252059      0.252059      0.251495      0.105996    
  0.208928E-03   7.35642      0.491627      0.595253      0.491627      0.595253       0.00000       0.00000       1.08688      0.246095      0.246095      0.246095      0.245532      0.103062    
  0.229085E-03   7.17254      0.479845      0.580579      0.479845      0.580579       0.00000       0.00000       1.06042      0.240204      0.240204      0.240204      0.239641      0.100170    
  0.251186E-03   6.99440      0.468403      0.566346      0.468403      0.566346       0.00000       0.00000       1.03475      0.234484      0.234484      0.234484      0.233920      0.973787E-01
  0.275420E-03   6.81871      0.457107      0.552302      0.457107      0.552302       0.00000       0.00000       1.00941      0.228836      0.228836      0.228836      0.228271      0.946292E-01
  0.301992E-03   6.64630      0.446007      0.538510      0.446007      0.538510       0.00000       0.00000      0.984517      0.223287      0.223287      0.223287      0.222720      0.919366E-01
  0.331127E-03   6.47851      0.435182      0.525075      0.435182      0.525075       0.00000       0.00000      0.960257      0.217875      0.217875      0.217875      0.217306      0.893239E-01
  0.363073E-03   6.31293      0.424489      0.511810      0.424489      0.511810       0.00000       0.00000      0.936299      0.212530      0.212530      0.212530      0.211958      0.867494E-01
