0.2617000E-03 0.6500000E+01 0.4899708E+00 0.1010697E+01 0.9082890E-02 0.1839478E-01 0.3651147E-01 0.1065 -0.0553 1.1106 -1.4346 2.2030 -0.6285 0.5130 -0.3359 0.5
0.4136000E-03 0.6500000E+01 0.2480181E+00 0.9729126E+00 0.1098937E-01 0.1805790E-01 0.3601804E-01 0.0000 0.0000 1.0170 -1.1962 2.3362 -0.2712 0.9364 -0.3336 0.5
0.1973000E-03 0.8500000E+01 0.8498698E+00 0.9716170E+00 0.4541497E-01 0.3896205E-01 0.7409022E-01 1.4425 2.7778 1.2460 -1.6807 2.0249 -1.2098 0.6079 -0.3346 0.5
0.2236000E-03 0.8500000E+01 0.7499075E+00 0.1010059E+01 0.2401079E-01 0.2868584E-01 0.4917732E-01 0.2719 0.5236 1.1388 -1.4540 2.1860 -1.1248 0.2702 -0.3351 0.5
0.2580000E-03 0.8500000E+01 0.6499199E+00 0.1089965E+01 0.1807216E-01 0.2528731E-01 0.4723166E-01 0.0691 0.1331 1.1095 -1.4548 2.2011 -1.3950 0.6112 -0.3342 0.5
0.3422000E-03 0.8500000E+01 0.4900039E+00 0.1053639E+01 0.8942690E-02 0.1907097E-01 0.3810775E-01 0.1952 -0.1014 1.1067 -1.4233 2.2108 -0.6625 0.5883 -0.3357 0.5
0.5409000E-03 0.8500000E+01 0.2480005E+00 0.1019812E+01 0.7872697E-02 0.1317205E-01 0.3303127E-01 0.0000 0.0000 1.0134 -1.2024 2.3427 -0.4688 0.2121 -0.0337 0.5
0.8384000E-03 0.8500000E+01 0.1599994E+00 0.9414053E+00 0.8076670E-02 0.1234243E-01 0.3139274E-01 0.0000 0.0000 1.0140 -1.1995 2.3524 -0.4299 0.6912 -0.0380 0.5
0.1397000E-02 0.8500000E+01 0.9602252E-01 0.8459135E+00 0.9807713E-02 0.1222264E-01 0.2999178E-01 0.0000 0.0000 1.0153 -1.2011 2.3546 -0.3155 1.0034 -0.1192 0.5
0.2785000E-03 0.1200000E+02 0.8499955E+00 0.1130252E+01 0.4401513E-01 0.4498429E-01 0.7600066E-01 1.0185 1.9613 1.2065 -1.6071 2.0742 -0.6988 0.6190 -0.3356 0.5
0.3156000E-03 0.1200000E+02 0.7500753E+00 0.1113517E+01 0.2646167E-01 0.3173540E-01 0.5389471E-01 0.2811 0.5414 1.1405 -1.5855 2.1132 -0.6466 0.6876 -0.3357 0.5
0.3642000E-03 0.1200000E+02 0.6499828E+00 0.1097549E+01 0.2038881E-01 0.2590233E-01 0.4664012E-01 0.0876 0.1686 1.1017 -1.4517 2.2003 -0.8476 0.0876 -0.3358 0.5
0.4831000E-03 0.1200000E+02 0.4900098E+00 0.1110673E+01 0.9872983E-02 0.2010330E-01 0.4027759E-01 0.1065 -0.0553 1.0825 -1.3750 2.2485 -0.9153 0.0407 -0.3357 0.5
0.7636000E-03 0.1200000E+02 0.2480081E+00 0.1043555E+01 0.7622010E-02 0.1339248E-01 0.3416868E-01 0.0000 0.0000 1.0132 -1.2025 2.3451 -0.6889 0.3051 -0.0297 0.5
0.1184000E-02 0.1200000E+02 0.1599485E+00 0.9937824E+00 0.7708205E-02 0.1289791E-01 0.3273765E-01 0.0000 0.0000 1.0139 -1.1995 2.3538 -0.5552 0.4996 -0.0294 0.5
0.1973000E-02 0.1200000E+02 0.9598530E-01 0.8782812E+00 0.9108777E-02 0.1233136E-01 0.3140246E-01 0.0000 0.0000 1.0147 -1.2012 2.3610 -0.9226 0.9099 -0.1061 0.5
0.3481000E-03 0.1500000E+02 0.8500565E+00 0.1221818E+01 0.4758357E-01 0.4960612E-01 0.8035805E-01 0.7789 1.4998 1.1375 -1.5339 2.1402 -0.5852 0.2576 -0.3362 0.5
0.3945000E-03 0.1500000E+02 0.7500752E+00 0.1112150E+01 0.2587669E-01 0.3158527E-01 0.5256882E-01 0.2535 0.4881 1.1415 -1.5451 2.1314 -0.4602 0.0472 -0.3367 0.5
0.4552000E-03 0.1500000E+02 0.6500542E+00 0.1141033E+01 0.2336331E-01 0.2738494E-01 0.5088871E-01 0.1106 0.2130 1.1048 -1.4833 2.1865 -1.1938 0.3764 -0.3348 0.5
0.6039000E-03 0.1500000E+02 0.4899895E+00 0.1164644E+01 0.1116547E-01 0.2131312E-01 0.4290232E-01 0.3727 -0.1936 1.0774 -1.4238 2.2250 -0.8395 0.4115 -0.3355 0.5
0.9545000E-03 0.1500000E+02 0.2480081E+00 0.1050410E+01 0.7997069E-02 0.1352174E-01 0.3426626E-01 0.0000 0.0000 1.0157 -1.1978 2.3465 -0.6564 0.0317 -0.0287 0.5
0.1479000E-02 0.1500000E+02 0.1600566E+00 0.9552884E+00 0.7569729E-02 0.1240059E-01 0.3220198E-01 0.0000 0.0000 1.0135 -1.1995 2.3582 -0.9647 0.3028 -0.0295 0.5
0.2466000E-02 0.1500000E+02 0.9599503E-01 0.8589122E+00 0.8761992E-02 0.1194014E-01 0.3108832E-01 0.0000 0.0000 1.0145 -1.2012 2.3633 -1.1460 0.8642 -0.1007 0.5
0.4642000E-03 0.2000000E+02 0.8499344E+00 0.1005540E+01 0.5362760E-01 0.4233348E-01 0.7711584E-01 0.7189 1.3845 1.1952 -1.7244 2.0236 -1.1281 0.5763 -0.3348 0.5
0.5261000E-03 0.2000000E+02 0.7499326E+00 0.1203731E+01 0.2728228E-01 0.3454728E-01 0.5711297E-01 0.1751 0.3372 1.1090 -1.5146 2.1617 -0.5199 0.6428 -0.3359 0.5
0.6070000E-03 0.2000000E+02 0.6499828E+00 0.1180652E+01 0.2322609E-01 0.2821779E-01 0.5015151E-01 0.0876 0.1686 1.0812 -1.4548 2.2031 -0.4157 -0.0104 -0.3368 0.5
0.8052000E-03 0.2000000E+02 0.4899895E+00 0.1169003E+01 0.1237607E-01 0.2162669E-01 0.4372187E-01 0.0000 0.0000 1.0746 -1.3525 2.2649 -1.0538 0.3296 -0.3352 0.5
0.1273000E-02 0.2000000E+02 0.2479432E+00 0.1093947E+01 0.9081555E-02 0.1425123E-01 0.3659769E-01 0.0000 0.0000 1.0113 -1.1967 2.3525 -0.9011 0.0634 -0.0308 0.5
0.1973000E-02 0.2000000E+02 0.1599755E+00 0.9850000E+00 0.8421461E-02 0.1293794E-01 0.3309043E-01 0.0000 0.0000 1.0137 -1.1995 2.3578 -0.8838 0.1480 -0.0324 0.5
0.3288000E-02 0.2000000E+02 0.9599503E-01 0.8685780E+00 0.9510645E-02 0.1233157E-01 0.3075142E-01 0.0000 0.0000 1.0146 -1.2010 2.3626 -1.0498 0.3895 -0.1114 0.5
0.6165000E-03 0.2500000E+02 0.7999586E+00 0.1215725E+01 0.2938692E-01 0.3574255E-01 0.5927526E-01 0.1751 0.3372 1.0620 -1.5492 2.1676 -0.8456 -0.2953 -0.3362 0.5
0.7587000E-03 0.2500000E+02 0.6500257E+00 0.1239959E+01 0.2476797E-01 0.3013124E-01 0.5341997E-01 0.0553 0.1065 1.0572 -1.4064 2.2385 -0.4593 -0.4690 -0.3372 0.5
0.1007000E-02 0.2500000E+02 0.4897462E+00 0.1192894E+01 0.1310506E-01 0.2218795E-01 0.4468764E-01 0.3195 -0.1659 1.0816 -1.4151 2.2287 -0.9442 0.3064 -0.3354 0.5
0.1591000E-02 0.2500000E+02 0.2479821E+00 0.1105635E+01 0.1023159E-01 0.1466461E-01 0.3693511E-01 0.0000 0.0000 1.0158 -1.1979 2.3475 -0.7419 0.1205 -0.0375 0.5
0.2466000E-02 0.2500000E+02 0.1599917E+00 0.1001309E+01 0.9503835E-02 0.1337837E-01 0.3497833E-01 0.0000 0.0000 1.0133 -1.1995 2.3611 -1.2059 0.1440 -0.0350 0.5
0.4110000E-02 0.2500000E+02 0.9599502E-01 0.8676859E+00 0.1057685E-01 0.1273252E-01 0.3112670E-01 0.0000 0.0000 1.0144 -1.2006 2.3629 -1.0759 -0.0561 -0.1230 0.5
0.9206000E-03 0.3500000E+02 0.7499937E+00 0.1109701E+01 0.4254167E-01 0.3684222E-01 0.6666334E-01 0.0922 0.1775 1.0471 -1.6759 2.1074 -0.6388 1.2091 -0.3351 0.5
0.1062000E-02 0.3500000E+02 0.6501358E+00 0.1227854E+01 0.2734827E-01 0.3069653E-01 0.5598150E-01 0.0369 0.0710 1.0402 -1.4016 2.2553 -1.1144 0.2879 -0.3351 0.5
0.1409000E-02 0.3500000E+02 0.4900243E+00 0.1198304E+01 0.1364300E-01 0.2240842E-01 0.4440646E-01 0.1775 -0.0922 1.0609 -1.4182 2.2345 -0.7976 0.1437 -0.3359 0.5
0.2227000E-02 0.3500000E+02 0.2480267E+00 0.1099877E+01 0.1074344E-01 0.1474139E-01 0.3677616E-01 0.0000 0.0000 1.0163 -1.1982 2.3475 -0.6632 -0.0922 -0.0455 0.5
0.3452000E-02 0.3500000E+02 0.1600103E+00 0.9774860E+00 0.1043190E-01 0.1331255E-01 0.3322846E-01 0.0000 0.0000 1.0139 -1.1993 2.3558 -0.6548 -0.3393 -0.0453 0.5
0.5754000E-02 0.3500000E+02 0.9599503E-01 0.8487052E+00 0.1156991E-01 0.1291553E-01 0.3264431E-01 0.0000 0.0000 1.0143 -1.2012 2.3673 -1.4678 0.6104 -0.1310 0.5
0.1366000E-02 0.4500000E+02 0.6498638E+00 0.1261198E+01 0.3942322E-01 0.3581829E-01 0.6471616E-01 0.0323 0.0621 1.0408 -1.4010 2.2474 -0.3641 -0.3815 -0.3373 0.5
0.1812000E-02 0.4500000E+02 0.4899084E+00 0.1189032E+01 0.1531724E-01 0.2271064E-01 0.4502580E-01 0.0000 0.0000 1.0783 -1.3838 2.2445 -0.7808 0.4408 -0.3356 0.5
0.2864000E-02 0.4500000E+02 0.2479648E+00 0.1095466E+01 0.1107605E-01 0.1475015E-01 0.3642935E-01 0.0000 0.0000 1.0167 -1.1985 2.3464 -0.4915 -0.0668 -0.0433 0.5
0.4439000E-02 0.4500000E+02 0.1599845E+00 0.9479800E+00 0.1029192E-01 0.1295299E-01 0.3251306E-01 0.0000 0.0000 1.0139 -1.1997 2.3577 -0.8260 0.0822 -0.0478 0.5
0.7398000E-02 0.4500000E+02 0.9599503E-01 0.8115639E+00 0.1148893E-01 0.1249160E-01 0.3086704E-01 0.0000 0.0000 1.0145 -1.2013 2.3651 -1.2549 0.6580 -0.1373 0.5
0.2416000E-02 0.6000000E+02 0.4899084E+00 0.1204348E+01 0.1960240E-01 0.2420753E-01 0.4774694E-01 0.0000 0.0000 1.0445 -1.4130 2.2434 -0.7021 0.5498 -0.3357 0.5
0.3818000E-02 0.6000000E+02 0.2480081E+00 0.1032414E+01 0.1198705E-01 0.1426418E-01 0.3497956E-01 0.0000 0.0000 1.0123 -1.1972 2.3494 -0.4626 -0.1688 -0.0470 0.5
0.5918000E-02 0.6000000E+02 0.1600025E+00 0.9566522E+00 0.1128851E-01 0.1338708E-01 0.3280688E-01 0.0000 0.0000 1.0141 -1.1996 2.3557 -0.6230 -0.0484 -0.0479 0.5
0.9864000E-02 0.6000000E+02 0.9599503E-01 0.7906702E+00 0.1196596E-01 0.1250155E-01 0.2942433E-01 0.0000 0.0000 1.0148 -1.2010 2.3625 -0.9808 0.1539 -0.1392 0.5
0.3623000E-02 0.9000000E+02 0.4900436E+00 0.1100324E+01 0.3692015E-01 0.2992898E-01 0.5821526E-01 0.0000 0.0000 1.0361 -1.4103 2.2503 -0.8890 0.5529 -0.3353 0.5
0.5727000E-02 0.9000000E+02 0.2480081E+00 0.9543041E+00 0.1360559E-01 0.1380425E-01 0.3343175E-01 0.0000 0.0000 1.0150 -1.2042 2.3452 -0.3858 0.1305 -0.0409 0.5
0.8877000E-02 0.9000000E+02 0.1600025E+00 0.8499802E+00 0.1180726E-01 0.1231230E-01 0.3029381E-01 0.0000 0.0000 1.0142 -1.2000 2.3572 -0.7450 0.3035 -0.0497 0.5
0.1480000E-01 0.9000000E+02 0.9596909E-01 0.7281886E+00 0.1263550E-01 0.1215993E-01 0.2769963E-01 0.0000 0.0000 1.0150 -1.2010 2.3600 -0.7379 0.2454 -0.1523 0.5
0.2790000E-04 0.1500000E+01 0.8484722E+00 0.6605363E+00 0.6189312E-01 0.3263036E-01 0.7681362E-01 1.2581 2.4228 1.2957 -1.6557 1.9980 -0.5831 2.5899 0.3427 0.5
0.3720000E-04 0.2000000E+01 0.8484722E+00 0.7580246E+00 0.4835275E-01 0.3289813E-01 0.6637197E-01 1.0968 2.1122 1.2663 -1.8468 1.9126 -0.5603 1.5409 0.3416 0.5
0.4150000E-04 0.2000000E+01 0.7605582E+00 0.6626700E+00 0.4926396E-01 0.2630771E-01 0.6106324E-01 0.5069 0.9762 1.1426 -1.5035 2.1230 1.2267 1.7268 0.3382 0.5
0.4650000E-04 0.2500000E+01 0.8484722E+00 0.8259422E+00 0.4492429E-01 0.3402883E-01 0.6587640E-01 0.9909 1.9081 1.1962 -1.6027 2.0751 -1.2899 1.5318 0.3431 0.5
0.5190000E-04 0.2500000E+01 0.7601919E+00 0.8340400E+00 0.3217051E-01 0.2585520E-01 0.4920997E-01 0.3180 0.6124 1.2284 -1.6529 2.0328 -1.0377 0.5306 0.3416 0.5
0.5800000E-04 0.2500000E+01 0.6802406E+00 0.7650131E+00 0.3815990E-01 0.2402125E-01 0.5024529E-01 0.1659 0.3195 1.0319 -1.3564 2.2613 -0.2916 0.2194 0.3397 0.5
0.6510000E-04 0.3500000E+01 0.8484722E+00 0.8684359E+00 0.4835901E-01 0.3517161E-01 0.6995206E-01 0.9816 1.8903 1.2507 -1.7817 1.9580 -1.0718 1.7595 0.3429 0.5
0.7270000E-04 0.3500000E+01 0.7597736E+00 0.8701494E+00 0.3059114E-01 0.2540830E-01 0.4923129E-01 0.3180 0.6124 1.1562 -1.5490 2.1157 -0.8911 1.2350 0.3420 0.5
0.8120000E-04 0.3500000E+01 0.6802406E+00 0.8665544E+00 0.2732874E-01 0.2157708E-01 0.4560922E-01 0.1659 0.3195 1.1121 -1.5043 2.1512 -0.2660 1.7641 0.3413 0.5
0.9210000E-04 0.3500000E+01 0.5997344E+00 0.9362261E+00 0.3149943E-01 0.2490339E-01 0.4856065E-01 0.0553 0.1065 1.0993 -1.5293 2.1383 0.2535 0.4416 0.3388 0.5
0.1062000E-03 0.3500000E+01 0.5201086E+00 0.9554923E+00 0.5154464E-01 0.3124430E-01 0.6825636E-01 0.0000 0.0000 1.1421 -1.3123 2.2275 0.5761 1.6736 0.3394 0.5
0.9310000E-04 0.5000000E+01 0.8475608E+00 0.8462406E+00 0.5492629E-01 0.3376491E-01 0.7361607E-01 1.2259 2.3607 1.2682 -1.7467 1.9660 -0.8656 1.0778 0.3418 0.5
0.1038000E-03 0.5000000E+01 0.7601919E+00 0.8797039E+00 0.3101519E-01 0.2498345E-01 0.4803203E-01 0.3134 0.6035 1.1973 -1.5820 2.0762 -0.4312 0.5526 0.3403 0.5
0.1160000E-03 0.5000000E+01 0.6802406E+00 0.1002474E+01 0.2670702E-01 0.2375851E-01 0.4703329E-01 0.1290 0.2485 1.1217 -1.4266 2.1891 -0.5178 0.8657 0.3409 0.5
0.1315000E-03 0.5000000E+01 0.6000602E+00 0.9432092E+00 0.2456146E-01 0.2235396E-01 0.4422649E-01 0.0645 0.1242 1.0926 -1.4272 2.2025 -0.6162 0.9956 0.3412 0.5
0.1517000E-03 0.5000000E+01 0.5201576E+00 0.1008437E+01 0.2453969E-01 0.2057197E-01 0.4733687E-01 1.5708 -0.8157 1.1429 -1.4232 2.1779 -0.1513 0.7777 0.3400 0.5
0.2013000E-03 0.5000000E+01 0.3919916E+00 0.9379753E+00 0.2422846E-01 0.1932212E-01 0.4200968E-01 0.0000 0.0000 1.1312 -1.4092 2.1858 0.2671 0.9559 0.3393 0.5
0.1210000E-03 0.6500000E+01 0.8477710E+00 0.8995146E+00 0.6470572E-01 0.3625030E-01 0.8432436E-01 1.5208 2.9286 1.1921 -1.6104 2.0672 -0.7644 0.1256 0.3406 0.5
0.1350000E-03 0.6500000E+01 0.7598540E+00 0.9882736E+00 0.3445718E-01 0.2816573E-01 0.5416280E-01 0.2627 0.5059 1.1933 -1.5506 2.0996 -0.9827 0.3375 0.3413 0.5
0.1509000E-03 0.6500000E+01 0.6797898E+00 0.1065058E+01 0.2731599E-01 0.2502880E-01 0.4945824E-01 0.0968 0.1864 1.1681 -1.5626 2.1039 -0.9397 0.4329 0.3413 0.5
0.1710000E-03 0.6500000E+01 0.5998847E+00 0.1045226E+01 0.2407279E-01 0.2424906E-01 0.4608321E-01 0.0507 0.0976 1.0892 -1.4156 2.2034 0.0001 0.7610 0.3397 0.5
0.1973000E-03 0.6500000E+01 0.5199203E+00 0.1102067E+01 0.2262921E-01 0.2160040E-01 0.4558825E-01 0.5591 -0.2903 1.0887 -1.4155 2.2085 -0.4720 0.5018 0.3404 0.5
0.2617000E-03 0.6500000E+01 0.3919766E+00 0.9982270E+00 0.1379613E-01 0.1826744E-01 0.3743515E-01 0.0000 0.0000 1.0702 -1.3189 2.2644 -0.3284 0.7541 0.3404 0.5
0.1582000E-03 0.8500000E+01 0.8479359E+00 0.9724017E+00 0.6916752E-01 0.3889616E-01 0.9347861E-01 1.6499 3.1772 1.1551 -1.5692 2.1131 -1.5921 1.4443 0.3437 0.5
0.1765000E-03 0.8500000E+01 0.7600195E+00 0.1067409E+01 0.4074810E-01 0.3095467E-01 0.6061610E-01 0.2903 0.5591 1.1193 -1.5256 2.1394 -0.5315 -0.5601 0.3394 0.5
0.1973000E-03 0.8500000E+01 0.6798959E+00 0.1088488E+01 0.3053136E-01 0.2601479E-01 0.5244073E-01 0.0876 0.1686 1.1157 -1.4951 2.1608 -0.9136 0.7032 0.3415 0.5
0.2236000E-03 0.8500000E+01 0.5999260E+00 0.1098881E+01 0.2554184E-01 0.2560383E-01 0.4866365E-01 0.0415 0.0799 1.0801 -1.4126 2.2166 -0.7583 0.0740 0.3405 0.5
0.2580000E-03 0.8500000E+01 0.5199359E+00 0.1029378E+01 0.2093266E-01 0.1986692E-01 0.4294487E-01 0.5502 -0.2857 1.1132 -1.4237 2.1969 -0.7790 0.5870 0.3411 0.5
0.3422000E-03 0.8500000E+01 0.3920031E+00 0.1083202E+01 0.1301876E-01 0.1960583E-01 0.3934341E-01 0.0000 0.0000 1.0663 -1.3074 2.2718 -0.3182 0.4975 0.3401 0.5
0.2233000E-03 0.1200000E+02 0.8480923E+00 0.1233896E+01 0.6810228E-01 0.4935582E-01 0.9870769E-01 1.0738 2.0678 1.0902 -1.6988 2.0713 -1.2296 1.4525 0.3429 0.5
0.2492000E-03 0.1200000E+02 0.7599478E+00 0.1079500E+01 0.4390021E-01 0.3141331E-01 0.6373051E-01 0.3595 0.6922 1.1037 -1.4811 2.1708 -0.6812 0.7313 0.3411 0.5
0.2785000E-03 0.1200000E+02 0.6799964E+00 0.1162216E+01 0.3575379E-01 0.2824176E-01 0.5771367E-01 0.1106 0.2130 1.1320 -1.4999 2.1510 -0.9074 -0.3687 0.3404 0.5
0.3156000E-03 0.1200000E+02 0.6000602E+00 0.1182998E+01 0.3022771E-01 0.2803700E-01 0.5493690E-01 0.0507 0.0976 1.0750 -1.4413 2.2076 -1.0884 0.0225 0.3412 0.5
0.3642000E-03 0.1200000E+02 0.5199863E+00 0.1170680E+01 0.2486474E-01 0.2294523E-01 0.4825298E-01 0.0000 0.0000 1.0880 -1.4352 2.2006 -0.6578 -0.0434 0.3402 0.5
0.4831000E-03 0.1200000E+02 0.3920079E+00 0.1123350E+01 0.1339197E-01 0.2033254E-01 0.4108767E-01 0.0000 0.0000 1.0542 -1.2733 2.2984 -0.7042 0.2316 0.3406 0.5
0.2792000E-03 0.1500000E+02 0.8478644E+00 0.1106040E+01 0.6991367E-01 0.4468391E-01 0.9314366E-01 0.9770 1.8814 1.1503 -1.6174 2.0844 -1.0011 0.8630 0.3418 0.5
0.3115000E-03 0.1500000E+02 0.7599478E+00 0.1289689E+01 0.4392610E-01 0.3740078E-01 0.6924006E-01 0.2304 0.4437 1.1268 -1.5687 2.1138 -0.4836 0.1209 0.3400 0.5
0.3481000E-03 0.1500000E+02 0.6800452E+00 0.1221956E+01 0.3892390E-01 0.3018211E-01 0.6053144E-01 0.1106 0.2130 1.0853 -1.3838 2.2241 -0.2809 0.0073 0.3395 0.5
0.3945000E-03 0.1500000E+02 0.6000602E+00 0.1151837E+01 0.3427614E-01 0.2798952E-01 0.5598618E-01 0.0737 0.1420 1.0787 -1.4724 2.1866 -0.7648 -0.1609 0.3403 0.5
0.4552000E-03 0.1500000E+02 0.5200434E+00 0.1250036E+01 0.2917983E-01 0.2512562E-01 0.5723145E-01 1.4466 -0.7512 1.0758 -1.4213 2.2142 -0.7698 0.1650 0.3407 0.5
0.6039000E-03 0.1500000E+02 0.3919916E+00 0.1157492E+01 0.1496023E-01 0.2106630E-01 0.4365731E-01 0.0000 0.0000 1.0700 -1.2988 2.2817 -1.0024 0.2900 0.3413 0.5
0.3722000E-03 0.2000000E+02 0.8480163E+00 0.1282890E+01 0.8467542E-01 0.5452278E-01 0.1117178E+00 0.6176 1.1892 1.1638 -1.5720 2.1031 -1.1187 1.6714 0.3429 0.5
0.4153000E-03 0.2000000E+02 0.7600088E+00 0.1242011E+01 0.4540858E-01 0.3639074E-01 0.6912743E-01 0.1982 0.3816 1.0907 -1.5068 2.1618 -0.5541 0.5334 0.3406 0.5
0.4642000E-03 0.2000000E+02 0.6799476E+00 0.1288023E+01 0.3922558E-01 0.3168516E-01 0.6271724E-01 0.0876 0.1686 1.0721 -1.4097 2.2178 -0.4030 -0.1206 0.3396 0.5
0.5261000E-03 0.2000000E+02 0.5999461E+00 0.1130848E+01 0.3591562E-01 0.2781877E-01 0.5672672E-01 0.0783 0.1509 1.0948 -1.4980 2.1675 -0.8451 0.1573 0.3408 0.5
0.6070000E-03 0.2000000E+02 0.5199862E+00 0.1219184E+01 0.3140100E-01 0.2511517E-01 0.6052434E-01 1.7572 -0.9125 1.0791 -1.4325 2.2119 -1.2553 -0.2133 0.3413 0.5
0.8052000E-03 0.2000000E+02 0.3919916E+00 0.1207099E+01 0.1705310E-01 0.2221053E-01 0.4541362E-01 0.0000 0.0000 1.0532 -1.3131 2.2793 -0.7838 -0.1196 0.3404 0.5
0.4932000E-03 0.2500000E+02 0.7999586E+00 0.1264860E+01 0.4991641E-01 0.3819851E-01 0.7302906E-01 0.2304 0.4437 1.1070 -1.5320 2.1389 -0.2700 0.2349 0.3397 0.5
0.6165000E-03 0.2500000E+02 0.6399669E+00 0.1268146E+01 0.2782072E-01 0.3119620E-01 0.5570395E-01 0.0553 0.1065 1.0456 -1.4817 2.1930 -0.4424 0.0829 0.3399 0.5
0.7587000E-03 0.2500000E+02 0.5200205E+00 0.1215510E+01 0.3177977E-01 0.2503940E-01 0.5430802E-01 0.0000 0.0000 1.0511 -1.4133 2.2281 -0.6910 0.4716 0.3408 0.5
