After minimisation    1425.28  1131     1.260

  Partial chi2s 
Dataset    1    478.23( +9.81)   377  HERA1+2 NCep 920                                
Dataset    2     68.52( -0.05)    70  HERA1+2 NCep 820                                
Dataset    3    214.79( +2.71)   254  HERA1+2 NCep 575                                
Dataset    4    214.36( +0.60)   204  HERA1+2 NCep 460                                
Dataset    5    223.58( +1.28)   159  HERA1+2 NCem                                    
Dataset    6     48.20( -0.10)    39  HERA1+2 CCep                                    
Dataset    7     61.76( -1.26)    42  HERA1+2 CCem                                    

 Correlated Chi2    102.83262053533109     
 Log penalty Chi2    12.994604636068622     
 Systematic shifts          169
  
                                Name          Shift   +/-    Error          Type
    1  sysHZComb1001                          0.5761   +/-   0.9327        :N:M:D
    2  sysHZComb1002                         -0.5666   +/-   0.9364        :N:M:D
    3  sysHZComb1003                          1.4003   +/-   0.5565        :N:M:D
    4  sysHZComb1004                          0.1990   +/-   0.6187        :N:M:D
    5  sysHZComb1005                          1.8946   +/-   0.6092        :N:M:D
    6  sysHZComb1006                         -1.6155   +/-   0.7878        :N:M:D
    7  sysHZComb1007                          0.1028   +/-   0.9982        :N:M:D
    8  sysHZComb1008                          0.0607   +/-   0.9983        :N:M:D
    9  sysHZComb1009                          0.0044   +/-   0.8995        :N:M:D
   10  sysHZComb1010                         -0.3009   +/-   0.9936        :N:M:D
   11  sysHZComb1011                         -0.7991   +/-   0.9662        :N:M:D
   12  sysHZComb1012                          0.2155   +/-   0.9721        :N:M:D
   13  sysHZComb1013                         -0.5095   +/-   0.9620        :N:M:D
   14  sysHZComb1014                         -0.0419   +/-   0.9875        :N:M:D
   15  sysHZComb1015                          0.1556   +/-   0.9634        :N:M:D
   16  sysHZComb1016                          0.0333   +/-   0.9748        :N:M:D
   17  sysHZComb1017                         -0.3596   +/-   0.9709        :N:M:D
   18  sysHZComb1018                          0.4392   +/-   0.8227        :N:M:D
   19  sysHZComb1019                         -0.4568   +/-   0.9836        :N:M:D
   20  sysHZComb1020                         -0.4265   +/-   0.9814        :N:M:D
   21  sysHZComb1021                         -0.0613   +/-   0.9744        :N:M:D
   22  sysHZComb1022                         -0.0130   +/-   0.9687        :N:M:D
   23  sysHZComb1023                          0.3139   +/-   0.9451        :N:M:D
   24  sysHZComb1024                          0.1081   +/-   0.9879        :N:M:D
   25  sysHZComb1025                          0.0832   +/-   0.9933        :N:M:D
   26  sysHZComb1026                         -0.5783   +/-   0.9202        :N:M:D
   27  sysHZComb1027                         -0.8441   +/-   0.9544        :N:M:D
   28  sysHZComb1028                          0.8235   +/-   0.9749        :N:M:D
   29  sysHZComb1029                         -1.3212   +/-   0.9183        :N:M:D
   30  sysHZComb1030                         -0.3563   +/-   0.9437        :N:M:D
   31  sysHZComb1031                         -0.3026   +/-   0.8386        :N:M:D
   32  sysHZComb1032                          0.6872   +/-   0.9642        :N:M:D
   33  sysHZComb1033                          0.8429   +/-   0.9708        :N:M:D
   34  sysHZComb1034                         -0.4672   +/-   0.9840        :N:M:D
   35  sysHZComb1035                         -0.0464   +/-   0.9781        :N:M:D
   36  sysHZComb1036                         -0.1362   +/-   0.9742        :N:M:D
   37  sysHZComb1037                          0.5868   +/-   0.9701        :N:M:D
   38  sysHZComb1038                         -1.0066   +/-   0.9124        :N:M:D
   39  sysHZComb1039                         -0.7111   +/-   0.9535        :N:M:D
   40  sysHZComb1040                         -0.3749   +/-   0.9301        :N:M:D
   41  sysHZComb1041                         -0.6495   +/-   0.8121        :N:M:D
   42  sysHZComb1042                          0.0150   +/-   0.8743        :N:M:D
   43  sysHZComb1043                          0.0354   +/-   0.9094        :N:M:D
   44  sysHZComb1044                         -0.1559   +/-   0.9367        :N:M:D
   45  sysHZComb1045                         -0.2044   +/-   0.9310        :N:M:D
   46  sysHZComb1046                         -0.0042   +/-   0.9569        :N:M:D
   47  sysHZComb1047                          0.2954   +/-   0.9469        :N:M:D
   48  sysHZComb1048                          0.1944   +/-   0.9609        :N:M:D
   49  sysHZComb1049                         -0.6692   +/-   0.9462        :N:M:D
   50  sysHZComb1050                          0.7737   +/-   0.9430        :N:M:D
   51  sysHZComb1051                          0.1120   +/-   0.9523        :N:M:D
   52  sysHZComb1052                          1.1451   +/-   0.9507        :N:M:D
   53  sysHZComb1053                         -2.4053   +/-   0.9190        :N:M:D
