  0.1800E-01  0.1000E+03  0.3300E-02  0.6121E+00  0.3458E-02 -0.1695E-01  0.1165E-02 -0.2693E+00  0.2687E+00  0.8098E+00 -0.4256E+00  0.9738E-01 -0.2415E+00  0.1388E+00  0.4742E-01 -0.2987E+00 -0.1340E+00  0.4088E+00 -0.9754E-01  0.1564E+00 -0.1078E+00 -0.7222E-01  0.2027E-01  0.2365E+00 -0.1873E+00  0.3013E+00 -0.7593E+00 -0.2005E+00  0.6696E-01  0.3789E+00  0.9877E-01  0.1654E+00 -0.7806E-01
  0.2500E-01  0.1000E+03  0.2400E-02  0.4970E+00  0.4889E-02 -0.2028E-01  0.1205E-02 -0.2800E+00  0.3141E+00  0.8472E+00 -0.4476E+00  0.9203E-01 -0.2480E+00  0.1077E+00  0.4911E-01 -0.1043E+00 -0.6423E-01  0.3858E+00 -0.1490E+00  0.1471E+00 -0.1040E+00 -0.9008E-01 -0.1150E-01  0.1786E+00 -0.1024E+00  0.2665E+00 -0.5912E+00 -0.1922E+00  0.1228E+00  0.3262E+00  0.1653E+00  0.1519E+00 -0.4750E-01
  0.2500E-03  0.1800E+03  0.4286E+00  0.2500E+01 -0.8576E-02  0.1455E-01  0.7861E-03 -0.1968E+00 -0.2898E+00  0.3822E+00 -0.1389E+00 -0.4773E-01 -0.1126E+00  0.2532E+00  0.1702E-01 -0.8128E+00 -0.6276E+00  0.5123E+00  0.2386E+00  0.1418E+00 -0.1634E+00 -0.3756E-01  0.1860E+00  0.1902E+00 -0.3736E+00  0.5861E+00 -0.1579E+01 -0.1451E+00  0.1433E+00  0.6986E+00 -0.3463E+00  0.9865E-01 -0.1926E-01
  0.3500E-03  0.1800E+03  0.3061E+00  0.2584E+01 -0.7016E-02  0.1084E-01  0.8470E-03 -0.2093E+00 -0.2244E+00  0.4431E+00 -0.1742E+00 -0.2982E-01 -0.1224E+00  0.2753E+00  0.2310E-01 -0.9981E+00 -0.6385E+00  0.5389E+00  0.2384E+00  0.1496E+00 -0.1539E+00 -0.3114E-01  0.1935E+00  0.2483E+00 -0.4364E+00  0.6848E+00 -0.1820E+01 -0.1705E+00  0.1382E+00  0.7949E+00 -0.4418E+00  0.9007E-01 -0.4603E-02
  0.5000E-03  0.1800E+03  0.2143E+00  0.2546E+01 -0.5921E-02  0.7937E-02  0.8884E-03 -0.2171E+00 -0.1700E+00  0.4876E+00 -0.2025E+00 -0.1190E-01 -0.1331E+00  0.2852E+00  0.2774E-01 -0.1091E+01 -0.6272E+00  0.5486E+00  0.2284E+00  0.1555E+00 -0.1467E+00 -0.2640E-01  0.1915E+00  0.2912E+00 -0.4718E+00  0.7256E+00 -0.1925E+01 -0.1874E+00  0.1207E+00  0.8342E+00 -0.4906E+00  0.8503E-01 -0.1344E-02
  0.1000E-02  0.1800E+03  0.1071E+00  0.2242E+01 -0.4621E-02  0.3796E-02  0.9319E-03 -0.2233E+00 -0.8706E-01  0.5429E+00 -0.2434E+00  0.2116E-01 -0.1540E+00  0.2819E+00  0.3374E-01 -0.1101E+01 -0.5668E+00  0.5374E+00  0.1923E+00  0.1630E+00 -0.1371E+00 -0.2151E-01  0.1714E+00  0.3416E+00 -0.4876E+00  0.7023E+00 -0.1882E+01 -0.2041E+00  0.7171E-01  0.8087E+00 -0.4905E+00  0.8509E-01 -0.1644E-01
  0.2500E-02  0.1800E+03  0.4290E-01  0.1678E+01 -0.3326E-02 -0.8713E-03  0.9621E-03 -0.2254E+00  0.7279E-02  0.5945E+00 -0.2880E+00  0.6146E-01 -0.1814E+00  0.2540E+00  0.3872E-01 -0.9488E+00 -0.4483E+00  0.4955E+00  0.1252E+00  0.1682E+00 -0.1279E+00 -0.2289E-01  0.1305E+00  0.3645E+00 -0.4501E+00  0.5810E+00 -0.1597E+01 -0.2109E+00  0.1166E-01  0.6833E+00 -0.3725E+00  0.1037E+00 -0.5724E-01
  0.3500E-02  0.1800E+03  0.3060E-01  0.1473E+01 -0.2777E-02 -0.2691E-02  0.9726E-03 -0.2263E+00  0.4213E-01  0.6135E+00 -0.3044E+00  0.7480E-01 -0.1913E+00  0.2395E+00  0.4011E-01 -0.8651E+00 -0.3980E+00  0.4766E+00  0.9618E-01  0.1691E+00 -0.1248E+00 -0.2617E-01  0.1134E+00  0.3611E+00 -0.4237E+00  0.5258E+00 -0.1460E+01 -0.2111E+00 -0.1696E-02  0.6257E+00 -0.3043E+00  0.1150E+00 -0.7356E-01
  0.5000E-02  0.1800E+03  0.2140E-01  0.1266E+01 -0.2088E-02 -0.4786E-02  0.9860E-03 -0.2280E+00  0.8041E-01  0.6358E+00 -0.3226E+00  0.8747E-01 -0.2016E+00  0.2218E+00  0.4140E-01 -0.7635E+00 -0.3418E+00  0.4558E+00  0.6275E-01  0.1692E+00 -0.1214E+00 -0.3169E-01  0.9461E-01  0.3495E+00 -0.3883E+00  0.4657E+00 -0.1303E+01 -0.2102E+00 -0.7472E-02  0.5621E+00 -0.2207E+00  0.1287E+00 -0.8911E-01
  0.1000E-01  0.1800E+03  0.1070E-01  0.9063E+00 -0.3312E-03 -0.9554E-02  0.1024E-02 -0.2350E+00  0.1610E+00  0.6882E+00 -0.3615E+00  0.1058E+00 -0.2207E+00  0.1796E+00  0.4363E-01 -0.5206E+00 -0.2231E+00  0.4133E+00 -0.1210E-01  0.1658E+00 -0.1146E+00 -0.4977E-01  0.5436E-01  0.2993E+00 -0.2929E+00  0.3503E+00 -0.9719E+00 -0.2049E+00  0.1365E-01  0.4351E+00 -0.3533E-01  0.1538E+00 -0.1057E+00
  0.1200E-01  0.1800E+03  0.8900E-02  0.8216E+00  0.2430E-03 -0.1101E-01  0.1037E-02 -0.2379E+00  0.1839E+00  0.7045E+00 -0.3727E+00  0.1087E+00 -0.2253E+00  0.1665E+00  0.4421E-01 -0.4450E+00 -0.1896E+00  0.4017E+00 -0.3442E-01  0.1638E+00 -0.1126E+00 -0.5637E-01  0.4244E-01  0.2792E+00 -0.2610E+00  0.3223E+00 -0.8814E+00 -0.2026E+00  0.2789E-01  0.4024E+00  0.1444E-01  0.1580E+00 -0.1047E+00
  0.1800E-01  0.1800E+03  0.6000E-02  0.6486E+00  0.1724E-02 -0.1464E-01  0.1075E-02 -0.2470E+00  0.2374E+00  0.7457E+00 -0.3989E+00  0.1105E+00 -0.2340E+00  0.1344E+00  0.4563E-01 -0.2570E+00 -0.1123E+00  0.3760E+00 -0.8846E-01  0.1567E+00 -0.1079E+00 -0.7414E-01  0.1292E-01  0.2230E+00 -0.1780E+00  0.2696E+00 -0.6835E+00 -0.1957E+00  0.7614E-01  0.3353E+00  0.1172E+00  0.1595E+00 -0.8930E-01
  0.2500E-01  0.1800E+03  0.4300E-02  0.5235E+00  0.3128E-02 -0.1806E-01  0.1113E-02 -0.2570E+00  0.2835E+00  0.7839E+00 -0.4216E+00  0.1063E+00 -0.2386E+00  0.1049E+00  0.4722E-01 -0.7897E-01 -0.4567E-01  0.3545E+00 -0.1378E+00  0.1475E+00 -0.1034E+00 -0.9151E-01 -0.1657E-01  0.1669E+00 -0.9775E-01  0.2421E+00 -0.5337E+00 -0.1881E+00  0.1328E+00  0.2896E+00  0.1795E+00  0.1468E+00 -0.5842E-01
  0.2500E-03  0.3200E+03  0.7619E+00  0.1960E+01 -0.1333E-01  0.2431E-01  0.6029E-03 -0.1413E+00 -0.4031E+00  0.1854E+00 -0.5526E-01 -0.2194E-01 -0.1476E+00  0.1748E+00  0.1113E-01 -0.1065E+00 -0.4358E+00  0.3570E+00  0.1798E+00  0.1455E+00 -0.1889E+00 -0.5771E-01  0.9996E-01  0.8211E-01 -0.1827E+00  0.1413E+00 -0.5330E+00 -0.9801E-01  0.8000E-01  0.2437E+00 -0.4327E-01  0.9084E-01 -0.9603E-01
  0.3500E-03  0.3200E+03  0.5442E+00  0.2190E+01 -0.1088E-01  0.1875E-01  0.6979E-03 -0.1638E+00 -0.3157E+00  0.2822E+00 -0.1058E+00 -0.7281E-02 -0.1510E+00  0.2164E+00  0.1887E-01 -0.4565E+00 -0.4892E+00  0.4159E+00  0.1959E+00  0.1539E+00 -0.1740E+00 -0.4791E-01  0.1267E+00  0.1634E+00 -0.2910E+00  0.3447E+00 -0.1019E+01 -0.1359E+00  0.9720E-01  0.4444E+00 -0.2090E+00  0.8262E-01 -0.6389E-01
  0.5000E-03  0.3200E+03  0.3810E+00  0.2327E+01 -0.8864E-02  0.1398E-01  0.7736E-03 -0.1812E+00 -0.2388E+00  0.3621E+00 -0.1494E+00  0.7449E-02 -0.1554E+00  0.2436E+00  0.2503E-01 -0.6993E+00 -0.5158E+00  0.4554E+00  0.1995E+00  0.1600E+00 -0.1615E+00 -0.3979E-01  0.1420E+00  0.2281E+00 -0.3673E+00  0.4803E+00 -0.1345E+01 -0.1640E+00  0.9819E-01  0.5787E+00 -0.3213E+00  0.7830E-01 -0.4449E-01
  0.1000E-02  0.3200E+03  0.1905E+00  0.2241E+01 -0.6571E-02  0.7771E-02  0.8536E-03 -0.1980E+00 -0.1314E+00  0.4561E+00 -0.2069E+00  0.3617E-01 -0.1676E+00  0.2581E+00  0.3232E-01 -0.8717E+00 -0.4971E+00  0.4765E+00  0.1779E+00  0.1667E+00 -0.1457E+00 -0.3076E-01  0.1411E+00  0.3013E+00 -0.4265E+00  0.5593E+00 -0.1542E+01 -0.1915E+00  0.6779E-01  0.6561E+00 -0.3889E+00  0.7984E-01 -0.4236E-01
  0.2500E-02  0.3200E+03  0.7620E-01  0.1754E+01 -0.4784E-02  0.1901E-02  0.9011E-03 -0.2055E+00 -0.2419E-01  0.5288E+00 -0.2604E+00  0.7318E-01 -0.1868E+00  0.2402E+00  0.3755E-01 -0.8157E+00 -0.4041E+00  0.4529E+00  0.1201E+00  0.1703E+00 -0.1321E+00 -0.2902E-01  0.1120E+00  0.3372E+00 -0.4140E+00  0.4986E+00 -0.1399E+01 -0.2032E+00  0.1710E-01  0.5915E+00 -0.3120E+00  0.9920E-01 -0.7315E-01
  0.3500E-02  0.3200E+03  0.5440E-01  0.1548E+01 -0.4158E-02 -0.1777E-03  0.9140E-03 -0.2072E+00  0.1305E-01  0.5519E+00 -0.2785E+00  0.8575E-01 -0.1942E+00  0.2277E+00  0.3889E-01 -0.7543E+00 -0.3598E+00  0.4380E+00  0.9342E-01  0.1705E+00 -0.1279E+00 -0.3140E-01  0.9781E-01  0.3368E+00 -0.3934E+00  0.4572E+00 -0.1293E+01 -0.2042E+00  0.5292E-02  0.5476E+00 -0.2540E+00  0.1105E+00 -0.8720E-01
  0.5000E-02  0.3200E+03  0.3810E-01  0.1334E+01 -0.3420E-02 -0.2491E-02  0.9287E-03 -0.2095E+00  0.5315E-01  0.5774E+00 -0.2980E+00  0.9781E-01 -0.2019E+00  0.2119E+00  0.4010E-01 -0.6726E+00 -0.3090E+00  0.4205E+00  0.6226E-01  0.1699E+00 -0.1235E+00 -0.3603E-01  0.8152E-01  0.3281E+00 -0.3633E+00  0.4092E+00 -0.1165E+01 -0.2040E+00  0.5009E-03  0.4959E+00 -0.1798E+00  0.1240E+00 -0.1008E+00
  0.1000E-01  0.3200E+03  0.1900E-01  0.9532E+00 -0.1629E-02 -0.7585E-02  0.9659E-03 -0.2168E+00  0.1361E+00  0.6339E+00 -0.3387E+00  0.1157E+00 -0.2166E+00  0.1728E+00  0.4214E-01 -0.4624E+00 -0.1987E+00  0.3827E+00 -0.8595E-02  0.1656E+00 -0.1150E+00 -0.5252E-01  0.4538E-01  0.2827E+00 -0.2768E+00  0.3126E+00 -0.8790E+00 -0.1996E+00  0.2236E-01  0.3875E+00 -0.1007E-01  0.1486E+00 -0.1147E+00
  0.1200E-01  0.3200E+03  0.1590E-01  0.8626E+00 -0.1057E-02 -0.9110E-02  0.9787E-03 -0.2197E+00  0.1594E+00  0.6510E+00 -0.3502E+00  0.1186E+00 -0.2201E+00  0.1605E+00  0.4267E-01 -0.3946E+00 -0.1671E+00  0.3722E+00 -0.2991E-01  0.1634E+00 -0.1126E+00 -0.5874E-01  0.3444E-01  0.2637E+00 -0.2470E+00  0.2888E+00 -0.7986E+00 -0.1975E+00  0.3668E-01  0.3590E+00  0.3617E-01  0.1527E+00 -0.1131E+00
  0.1800E-01  0.3200E+03  0.1060E-01  0.6779E+00  0.4110E-03 -0.1287E-01  0.1014E-02 -0.2285E+00  0.2137E+00  0.6936E+00 -0.3772E+00  0.1207E+00 -0.2266E+00  0.1299E+00  0.4398E-01 -0.2231E+00 -0.9356E-01  0.3484E+00 -0.8180E-01  0.1561E+00 -0.1071E+00 -0.7580E-01  0.7110E-02  0.2098E+00 -0.1688E+00  0.2446E+00 -0.6216E+00 -0.1911E+00  0.8530E-01  0.3002E+00  0.1320E+00  0.1542E+00 -0.9658E-01
  0.2500E-01  0.3200E+03  0.7600E-02  0.5446E+00  0.1796E-02 -0.1638E-01  0.1051E-02 -0.2382E+00  0.2605E+00  0.7327E+00 -0.4004E+00  0.1171E+00 -0.2296E+00  0.1016E+00  0.4547E-01 -0.5819E-01 -0.2968E-01  0.3283E+00 -0.1294E+00  0.1468E+00 -0.1020E+00 -0.9279E-01 -0.2048E-01  0.1550E+00 -0.9205E-01  0.2231E+00 -0.4868E+00 -0.1840E+00  0.1428E+00  0.2604E+00  0.1899E+00  0.1417E+00 -0.6481E-01
  0.4000E-01  0.3200E+03  0.4800E-02  0.3794E+00  0.4088E-02 -0.2227E-01  0.1117E-02 -0.2570E+00  0.3311E+00  0.7959E+00 -0.4352E+00  0.1008E+00 -0.2282E+00  0.5562E-01  0.4906E-01  0.2260E+00  0.6902E-01  0.2978E+00 -0.2073E+00  0.1262E+00 -0.9331E-01 -0.1212E+00 -0.7371E-01  0.6399E-01  0.3772E-01  0.2326E+00 -0.3349E+00 -0.1708E+00  0.2557E+00  0.2272E+00  0.2145E+00  0.9071E-01  0.2098E-01
  0.5000E-03  0.5600E+03  0.6667E+00  0.1851E+01 -0.1282E-01  0.2183E-01  0.5908E-03 -0.1327E+00 -0.3287E+00  0.1958E+00 -0.7937E-01  0.3292E-01 -0.1781E+00  0.1869E+00  0.2030E-01 -0.1910E+00 -0.3699E+00  0.3317E+00  0.1617E+00  0.1630E+00 -0.1789E+00 -0.5410E-01  0.7730E-01  0.1502E+00 -0.2318E+00  0.1596E+00 -0.5893E+00 -0.1303E+00  0.5820E-01  0.2441E+00 -0.1004E+00  0.7113E-01 -0.1057E+00
  0.1000E-02  0.5600E+03  0.3333E+00  0.2052E+01 -0.8890E-02  0.1233E-01  0.7401E-03 -0.1679E+00 -0.1827E+00  0.3549E+00 -0.1645E+00  0.5366E-01 -0.1798E+00  0.2298E+00  0.3006E-01 -0.6100E+00 -0.4168E+00  0.4054E+00  0.1614E+00  0.1695E+00 -0.1545E+00 -0.3963E-01  0.1062E+00  0.2579E+00 -0.3571E+00  0.3949E+00 -0.1152E+01 -0.1755E+00  0.5733E-01  0.4802E+00 -0.2727E+00  0.7459E-01 -0.7491E-01
  0.2500E-02  0.5600E+03  0.1333E+00  0.1759E+01 -0.6183E-02  0.4524E-02  0.8260E-03 -0.1856E+00 -0.5368E-01  0.4648E+00 -0.2336E+00  0.8491E-01 -0.1905E+00  0.2263E+00  0.3620E-01 -0.6896E+00 -0.3608E+00  0.4111E+00  0.1150E+00  0.1715E+00 -0.1355E+00 -0.3424E-01  0.9421E-01  0.3119E+00 -0.3797E+00  0.4198E+00 -0.1208E+01 -0.1954E+00  0.2054E-01  0.5031E+00 -0.2537E+00  0.9534E-01 -0.8946E-01
  0.3500E-02  0.5600E+03  0.9520E-01  0.1575E+01 -0.5410E-02  0.2088E-02  0.8452E-03 -0.1890E+00 -0.1279E-01  0.4945E+00 -0.2544E+00  0.9624E-01 -0.1956E+00  0.2164E+00  0.3759E-01 -0.6539E+00 -0.3237E+00  0.4015E+00  0.9067E-01  0.1711E+00 -0.1301E+00 -0.3576E-01  0.8334E-01  0.3149E+00 -0.3656E+00  0.3945E+00 -0.1141E+01 -0.1975E+00  0.1082E-01  0.4757E+00 -0.2072E+00  0.1067E+00 -0.1004E+00
  0.5000E-02  0.5600E+03  0.6670E-01  0.1370E+01 -0.4573E-02 -0.5056E-03  0.8641E-03 -0.1924E+00  0.2998E-01  0.5248E+00 -0.2760E+00  0.1073E+00 -0.2012E+00  0.2026E+00  0.3879E-01 -0.5930E+00 -0.2788E+00  0.3881E+00  0.6156E-01  0.1700E+00 -0.1247E+00 -0.3960E-01  0.6983E-01  0.3089E+00 -0.3408E+00  0.3593E+00 -0.1043E+01 -0.1980E+00  0.7411E-02  0.4371E+00 -0.1428E+00  0.1200E+00 -0.1115E+00
  0.1000E-01  0.5600E+03  0.3330E-01  0.9849E+00 -0.2689E-02 -0.5976E-02  0.9053E-03 -0.2009E+00  0.1160E+00  0.5872E+00 -0.3192E+00  0.1240E+00 -0.2120E+00  0.1664E+00  0.4071E-01 -0.4137E+00 -0.1769E+00  0.3558E+00 -0.5962E-02  0.1648E+00 -0.1146E+00 -0.5478E-01  0.3781E-01  0.2676E+00 -0.2624E+00  0.2810E+00 -0.7999E+00 -0.1945E+00  0.3054E-01  0.3472E+00  0.1191E-01  0.1441E+00 -0.1217E+00
  0.1200E-01  0.5600E+03  0.2780E-01  0.8913E+00 -0.2107E-02 -0.7576E-02  0.9186E-03 -0.2039E+00  0.1399E+00  0.6054E+00 -0.3312E+00  0.1268E+00 -0.2146E+00  0.1547E+00  0.4120E-01 -0.3527E+00 -0.1471E+00  0.3463E+00 -0.2648E-01  0.1624E+00 -0.1119E+00 -0.6070E-01  0.2780E-01  0.2495E+00 -0.2344E+00  0.2610E+00 -0.7287E+00 -0.1926E+00  0.4504E-01  0.3224E+00  0.5482E-01  0.1482E+00 -0.1194E+00
  0.1800E-01  0.5600E+03  0.1850E-01  0.6991E+00 -0.6318E-03 -0.1148E-01  0.9542E-03 -0.2128E+00  0.1952E+00  0.6498E+00 -0.3590E+00  0.1289E+00 -0.2192E+00  0.1254E+00  0.4242E-01 -0.1954E+00 -0.7717E-01  0.3246E+00 -0.7664E-01  0.1548E+00 -0.1057E+00 -0.7721E-01  0.2449E-02  0.1973E+00 -0.1599E+00  0.2244E+00 -0.5699E+00 -0.1866E+00  0.9413E-01  0.2711E+00  0.1440E+00  0.1493E+00 -0.1013E+00
  0.2500E-01  0.5600E+03  0.1330E-01  0.5599E+00  0.7480E-03 -0.1507E-01  0.9900E-03 -0.2223E+00  0.2425E+00  0.6901E+00 -0.3828E+00  0.1256E+00 -0.2209E+00  0.9808E-01  0.4382E-01 -0.4122E-01 -0.1581E-01  0.3058E+00 -0.1228E+00  0.1453E+00 -0.1001E+00 -0.9389E-01 -0.2349E-01  0.1434E+00 -0.8602E-01  0.2082E+00 -0.4480E+00 -0.1799E+00  0.1523E+00  0.2367E+00  0.1974E+00  0.1367E+00 -0.6825E-01
  0.4000E-01  0.5600E+03  0.8300E-02  0.3878E+00  0.3024E-02 -0.2106E-01  0.1055E-02 -0.2407E+00  0.3139E+00  0.7546E+00 -0.4184E+00  0.1102E+00 -0.2178E+00  0.5334E-01  0.4724E-01  0.2281E+00  0.7976E-01  0.2770E+00 -0.1989E+00  0.1248E+00 -0.9082E-01 -0.1223E+00 -0.7403E-01  0.5240E-01  0.4023E-01  0.2241E+00 -0.3118E+00 -0.1672E+00  0.2674E+00  0.2099E+00  0.2166E+00  0.8544E-01  0.1987E-01
  0.5500E-01  0.5600E+03  0.6100E-02  0.2892E+00  0.4747E-02 -0.2584E-01  0.1109E-02 -0.2569E+00  0.3640E+00  0.8023E+00 -0.4428E+00  0.9002E-01 -0.2093E+00  0.1999E-01  0.5144E-01  0.4487E+00  0.1501E+00  0.2557E+00 -0.2577E+00  0.1041E+00 -0.8293E-01 -0.1436E+00 -0.1232E+00 -0.1270E-01  0.1374E+00  0.2840E+00 -0.2818E+00 -0.1572E+00  0.3712E+00  0.2216E+00  0.1631E+00  0.1686E-01  0.1191E+00
  0.1000E-02  0.1000E+04  0.5952E+00  0.1630E+01 -0.1245E-01  0.1904E-01  0.5503E-03 -0.1222E+00 -0.2597E+00  0.2036E+00 -0.1013E+00  0.7937E-01 -0.1932E+00  0.1868E+00  0.2595E-01 -0.2273E+00 -0.2994E+00  0.2996E+00  0.1380E+00  0.1717E+00 -0.1664E+00 -0.5067E-01  0.5499E-01  0.1970E+00 -0.2562E+00  0.1529E+00 -0.5790E+00 -0.1499E+00  0.3462E-01  0.2209E+00 -0.1023E+00  0.6789E-01 -0.1266E+00
  0.2500E-02  0.1000E+04  0.2381E+00  0.1648E+01 -0.7930E-02  0.7679E-02  0.7224E-03 -0.1611E+00 -0.8964E-01  0.3868E+00 -0.2012E+00  0.9938E-01 -0.1936E+00  0.2095E+00  0.3437E-01 -0.5405E+00 -0.3090E+00  0.3604E+00  0.1094E+00  0.1725E+00 -0.1391E+00 -0.3984E-01  0.7284E-01  0.2832E+00 -0.3395E+00  0.3257E+00 -0.9822E+00 -0.1855E+00  0.2224E-01  0.3973E+00 -0.1841E+00  0.9107E-01 -0.1106E+00
