 29
  1  1.0000  0.0002  0.0000 -0.0000 -0.0026 -0.0007  0.0000  0.0014 -0.0012  0.0012  0.0001 -0.0013 -0.0011  0.0009  0.0013  0.0013 -0.0011 -0.0005  0.0003  0.0009 -0.0017 -0.0005 -0.0013 -0.0010  0.0006 -0.0002  0.0009  0.0007 -0.0017
  2  0.0002  1.0000  0.0000 -0.0020  0.0077  0.0097 -0.0048  0.0003 -0.0006 -0.0014  0.0004  0.0074  0.0046  0.0005 -0.0044 -0.0004  0.0007 -0.0010 -0.0019 -0.0014  0.0035  0.0031 -0.0001 -0.0005  0.0039  0.0015  0.0013 -0.0009  0.0035
  3  0.0000  0.0000  1.0000  0.0001 -0.0001 -0.0005  0.0002 -0.0001  0.0002 -0.0001 -0.0000 -0.0001 -0.0000 -0.0002  0.0001 -0.0001  0.0001  0.0001  0.0000 -0.0001  0.0000 -0.0001  0.0003  0.0001 -0.0001 -0.0001 -0.0001 -0.0001  0.0000
  4 -0.0000 -0.0020  0.0001  1.0000  0.0328  0.1127 -0.0553  0.0170 -0.0313  0.0128  0.0063  0.0119  0.0000  0.0428 -0.0188  0.0201 -0.0149 -0.0149 -0.0056  0.0151 -0.0063  0.0296 -0.0720 -0.0245  0.0293  0.0314  0.0271  0.0154 -0.0069
  5 -0.0026  0.0077 -0.0001  0.0328  1.0000 -0.1596  0.0823 -0.0188  0.0218  0.0160 -0.0076 -0.1018 -0.0757 -0.0110  0.0687 -0.0028 -0.0068  0.0171  0.0295  0.0056 -0.0412 -0.0303 -0.0195  0.0173 -0.0468 -0.0114 -0.0441  0.0014 -0.0310
  6 -0.0007  0.0097 -0.0005  0.1127 -0.1596  1.0000  0.2143 -0.0709  0.1123 -0.0352 -0.0237 -0.0776 -0.0397 -0.1384  0.0897 -0.0690  0.0454  0.0573  0.0307 -0.0454  0.0044 -0.1015  0.2081  0.0893 -0.1189 -0.0982 -0.1177 -0.0517  0.0140
  7  0.0000 -0.0048  0.0002 -0.0553  0.0823  0.2143  1.0000  0.0446 -0.0613  0.0183  0.0128  0.0527  0.0308  0.0655 -0.0476  0.0388 -0.0245 -0.0317 -0.0191  0.0235 -0.0019  0.0445 -0.0833 -0.0489  0.0656  0.0397  0.0694  0.0264 -0.0105
  8  0.0014  0.0003 -0.0001  0.0170 -0.0188 -0.0709  0.0446  1.0000  0.0388 -0.0169 -0.0067 -0.0098 -0.0188 -0.0236  0.0110 -0.0300  0.0177  0.0166  0.0078 -0.0224  0.0180  0.0065 -0.0021  0.0311 -0.0231  0.0064 -0.0544 -0.0214  0.0311
  9 -0.0012 -0.0006  0.0002 -0.0313  0.0218  0.1123 -0.0613  0.0388  1.0000  0.0236  0.0083  0.0012  0.0030  0.0471 -0.0127  0.0361 -0.0246 -0.0188 -0.0053  0.0322 -0.0249  0.0034 -0.0369 -0.0376  0.0208  0.0110  0.0594  0.0305 -0.0382
 10  0.0012 -0.0014 -0.0001  0.0128  0.0160 -0.0352  0.0183 -0.0169  0.0236  1.0000 -0.0030  0.0722  0.0304 -0.0342 -0.0147 -0.0216  0.0161  0.0046 -0.0110 -0.0281  0.0368 -0.0027  0.0704  0.0196  0.0075 -0.0181 -0.0181 -0.0244  0.0364
 11  0.0001  0.0004 -0.0000  0.0063 -0.0076 -0.0237  0.0128 -0.0067  0.0083 -0.0030  1.0000 -0.0077 -0.0038 -0.0077  0.0049 -0.0057  0.0037  0.0041  0.0029 -0.0040  0.0016 -0.0058  0.0115  0.0067 -0.0086 -0.0044 -0.0063 -0.0022  0.0013
 12 -0.0013  0.0074 -0.0001  0.0119 -0.1018 -0.0776  0.0527 -0.0098  0.0012  0.0722 -0.0077  1.0000 -0.2040  0.0790  0.1250  0.0215 -0.0102  0.0472  0.1080  0.1161 -0.1868 -0.0518 -0.2811 -0.0070 -0.2060  0.0641  0.0041  0.1152 -0.1787
