   8317.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   80.9765       6.57708       9.39145       6.56263       9.38617      0.144425E-01  0.528534E-02   15.9488       3.57843       3.57768       3.42283       2.98421       2.38587       0.00000    
  0.109648E-03   78.0977       6.37277       9.09584       6.35747       9.09023      0.153013E-01  0.561154E-02   15.4477       3.47143       3.47062       3.31767       2.88604       2.30215       0.00000    
  0.120226E-03   75.3418       6.17616       8.81144       6.15992       8.80547      0.162428E-01  0.597205E-02   14.9654       3.36829       3.36742       3.21633       2.79163       2.22193       0.00000    
  0.131825E-03   72.6354       5.98269       8.53159       5.96547       8.52524      0.172218E-01  0.634835E-02   14.4907       3.26672       3.26578       3.11656       2.69875       2.14311       0.00000    
  0.144543E-03   70.0000       5.79369       8.25824       5.77544       8.25149      0.182545E-01  0.674724E-02   14.0269       3.16739       3.16639       3.01900       2.60805       2.06630       0.00000    
  0.158489E-03   67.4599       5.61077       7.99368       5.59140       7.98650      0.193684E-01  0.718080E-02   13.5779       3.07111       3.07003       2.92446       2.52030       1.99221       0.00000    
  0.173779E-03   64.9662       5.43082       7.73341       5.41030       7.72578      0.205247E-01  0.763254E-02   13.1361       2.97631       2.97515       2.83140       2.43399       1.91944       0.00000    
  0.190545E-03   62.5614       5.25658       7.48139       5.23481       7.47327      0.217663E-01  0.812126E-02   12.7081       2.88436       2.88312       2.74116       2.35045       1.84920       0.00000    
  0.208928E-03   60.2249       5.08676       7.23574       5.06368       7.22710      0.230819E-01  0.864249E-02   12.2908       2.79463       2.79329       2.65311       2.26906       1.78090       0.00000    
  0.229085E-03   57.9327       4.91982       6.99423       4.89537       6.98504      0.244459E-01  0.918498E-02   11.8804       2.70632       2.70490       2.56648       2.18905       1.71387       0.00000    
  0.251186E-03   55.7446       4.75968       6.76248       4.73374       6.75270      0.259372E-01  0.978425E-02   11.4864       2.62141       2.61988       2.48321       2.11233       1.64981       0.00000    
  0.275420E-03   53.6006       4.60244       6.53489       4.57495       6.52448      0.274892E-01  0.104110E-01   11.0994       2.53795       2.53630       2.40138       2.03701       1.58700       0.00000    
  0.301992E-03   51.5157       4.44911       6.31289       4.41998       6.30181      0.291227E-01  0.110748E-01   10.7218       2.45642       2.45466       2.32146       1.96357       1.52589       0.00000    
