   5.00000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   4.42856      0.905876       1.39157      0.900731       1.39026      0.514440E-02  0.131847E-02   2.29099      0.780009      0.779733      0.610608      0.120722       0.00000       0.00000    
  0.109648E-03   4.54943      0.895225       1.37328      0.889728       1.37187      0.549753E-02  0.141360E-02   2.26160      0.769836      0.769537      0.602420      0.119891       0.00000       0.00000    
  0.120226E-03   4.65530      0.884559       1.35502      0.878668       1.35350      0.589102E-02  0.152102E-02   2.23216      0.759688      0.759363      0.594221      0.118980       0.00000       0.00000    
  0.131825E-03   4.75534      0.873898       1.33677      0.867595       1.33513      0.630317E-02  0.163425E-02   2.20273      0.749555      0.749203      0.586022      0.118040       0.00000       0.00000    
  0.144543E-03   4.84703      0.863244       1.31855      0.856502       1.31679      0.674205E-02  0.175581E-02   2.17330      0.739444      0.739063      0.577823      0.117058       0.00000       0.00000    
  0.158489E-03   4.92787      0.852624       1.30039      0.845402       1.29850      0.722220E-02  0.189048E-02   2.14391      0.729374      0.728960      0.569636      0.116027       0.00000       0.00000    
  0.173779E-03   5.00354      0.842025       1.28227      0.834301       1.28024      0.772405E-02  0.203214E-02   2.11454      0.719327      0.718878      0.561456      0.114974       0.00000       0.00000    
  0.190545E-03   5.06944      0.831478       1.26423      0.823208       1.26204      0.827017E-02  0.218819E-02   2.08525      0.709326      0.708840      0.553296      0.113882       0.00000       0.00000    
  0.208928E-03   5.12810      0.820987       1.24626      0.812132       1.24390      0.885545E-02  0.235727E-02   2.05604      0.699368      0.698842      0.545158      0.112763       0.00000       0.00000    
  0.229085E-03   5.18207      0.810534       1.22834      0.801067       1.22581      0.946634E-02  0.253489E-02   2.02687      0.689439      0.688870      0.537033      0.111628       0.00000       0.00000    
  0.251186E-03   5.22536      0.800192       1.21056      0.790046       1.20782      0.101460E-01  0.273593E-02   1.99787      0.679587      0.678969      0.528952      0.110459       0.00000       0.00000    
  0.275420E-03   5.26430      0.789909       1.19285      0.779049       1.18990      0.108592E-01  0.294867E-02   1.96895      0.669770      0.669102      0.520892      0.109279       0.00000       0.00000    
  0.301992E-03   5.29737      0.779704       1.17522      0.768086       1.17205      0.116175E-01  0.317712E-02   1.94013      0.660003      0.659280      0.512863      0.108083       0.00000       0.00000    
  0.331127E-03   5.32253      0.769631       1.15775      0.757182       1.15431      0.124485E-01  0.343159E-02   1.91150      0.650313      0.649529      0.504882      0.106869       0.00000       0.00000    
  0.363073E-03   5.34399      0.759627       1.14034      0.746309       1.13664      0.133173E-01  0.369974E-02   1.88295      0.640661      0.639814      0.496926      0.105648       0.00000       0.00000    
  0.398101E-03   5.35862      0.749761       1.12309      0.735500       1.11909      0.142611E-01  0.399539E-02   1.85459      0.631085      0.630167      0.489019      0.104415       0.00000       0.00000    
  0.436509E-03   5.36797      0.740022       1.10596      0.724748       1.10164      0.152743E-01  0.431713E-02   1.82639      0.621573      0.620580      0.481158      0.103175       0.00000       0.00000    
  0.478622E-03   5.37401      0.730366       1.08892      0.714034       1.08426      0.163319E-01  0.465562E-02   1.79829      0.612103      0.611031      0.473324      0.101930       0.00000       0.00000    
  0.524798E-03   5.37262      0.720922       1.07208      0.703415       1.06704      0.175065E-01  0.503922E-02   1.77046      0.602736      0.601574      0.465562      0.100679       0.00000       0.00000    
  0.575429E-03   5.36805      0.711584       1.05535      0.692843       1.04990      0.187409E-01  0.544655E-02   1.74275      0.593417      0.592161      0.457834      0.994261E-01   0.00000       0.00000    
  0.630945E-03   5.35948      0.702382       1.03875      0.682330       1.03286      0.200511E-01  0.588385E-02   1.71519      0.584160      0.582802      0.450150      0.981709E-01   0.00000       0.00000    
  0.691816E-03   5.34528      0.693400       1.02234      0.671911       1.01597      0.214890E-01  0.637307E-02   1.68788      0.574996      0.573527      0.442533      0.969149E-01   0.00000       0.00000    
  0.758561E-03   5.32851      0.684529       1.00604      0.661537      0.999154      0.229920E-01  0.688927E-02   1.66069      0.565878      0.564292      0.434948      0.956588E-01   0.00000       0.00000    
  0.831745E-03   5.30710      0.675870      0.989931      0.651249      0.982473      0.246215E-01  0.745833E-02   1.63372      0.556845      0.555131      0.427425      0.944034E-01   0.00000       0.00000    
  0.911989E-03   5.28196      0.667409      0.973988      0.641036      0.965909      0.263731E-01  0.807979E-02   1.60694      0.547886      0.546033      0.419955      0.931496E-01   0.00000       0.00000    
  0.999975E-03   5.25454      0.659071      0.958151      0.630870      0.949416      0.282014E-01  0.873431E-02   1.58029      0.538973      0.536975      0.412519      0.918967E-01   0.00000       0.00000    
  0.109645E-02   5.22212      0.651040      0.942568      0.620814      0.933092      0.302267E-01  0.947587E-02   1.55391      0.530167      0.528006      0.405160      0.906468E-01   0.00000       0.00000    
  0.120223E-02   5.18748      0.643168      0.927112      0.610810      0.916847      0.323581E-01  0.102656E-01   1.52766      0.521412      0.519078      0.397837      0.893984E-01   0.00000       0.00000    
  0.131822E-02   5.15019      0.635484      0.911807      0.600869      0.900695      0.346153E-01  0.111124E-01   1.50156      0.512717      0.510201      0.390559      0.881518E-01   0.00000       0.00000    
  0.144540E-02   5.10903      0.628118      0.896749      0.591024      0.884686      0.370940E-01  0.120627E-01   1.47571      0.504116      0.501398      0.383348      0.869079E-01   0.00000       0.00000    
  0.158485E-02   5.06615      0.620908      0.881808      0.581224      0.868742      0.396840E-01  0.130660E-01   1.44997      0.495559      0.492628      0.376168      0.856650E-01   0.00000       0.00000    
  0.173775E-02   5.02024      0.613989      0.867084      0.571504      0.852914      0.424845E-01  0.141705E-01   1.42442      0.487080      0.483918      0.369044      0.844237E-01   0.00000       0.00000    
  0.190540E-02   4.97179      0.607349      0.852563      0.561853      0.837183      0.454963E-01  0.153796E-01   1.39904      0.478670      0.475258      0.361968      0.831830E-01   0.00000       0.00000    
  0.208923E-02   4.92183      0.600881      0.838164      0.552243      0.821510      0.486383E-01  0.166536E-01   1.37375      0.470300      0.466626      0.354920      0.819425E-01   0.00000       0.00000    
  0.229079E-02   4.86863      0.594828      0.824055      0.542722      0.805961      0.521068E-01  0.180940E-01   1.34868      0.462021      0.458056      0.347935      0.807009E-01   0.00000       0.00000    
  0.251180E-02   4.81392      0.589001      0.810099      0.533242      0.790468      0.557588E-01  0.196308E-01   1.32371      0.453784      0.449512      0.340978      0.794578E-01   0.00000       0.00000    
  0.275413E-02   4.75752      0.583424      0.796312      0.523809      0.775037      0.596155E-01  0.212752E-01   1.29885      0.445596      0.440999      0.334054      0.782128E-01   0.00000       0.00000    
  0.301984E-02   4.69854      0.578291      0.782816      0.514444      0.759693      0.638477E-01  0.231229E-01   1.27414      0.437481      0.432524      0.327177      0.769624E-01   0.00000       0.00000    
  0.331118E-02   4.63845      0.573371      0.769458      0.505106      0.744384      0.682649E-01  0.250730E-01   1.24949      0.429398      0.424065      0.320319      0.757086E-01   0.00000       0.00000    
  0.363064E-02   4.57642      0.568840      0.756346      0.495817      0.729133      0.730228E-01  0.272135E-01   1.22495      0.421369      0.415630      0.313495      0.744479E-01   0.00000       0.00000    
  0.398091E-02   4.51268      0.564699      0.743478      0.486564      0.713920      0.781350E-01  0.295581E-01   1.20048      0.413385      0.407208      0.306695      0.731784E-01   0.00000       0.00000    
  0.436498E-02   4.44796      0.560792      0.730755      0.477331      0.698728      0.834610E-01  0.320267E-01   1.17606      0.405427      0.398792      0.299910      0.719033E-01   0.00000       0.00000    
  0.478610E-02   4.38112      0.557441      0.718371      0.468133      0.683566      0.893085E-01  0.348056E-01   1.15170      0.397520      0.390381      0.293150      0.706127E-01   0.00000       0.00000    
  0.524785E-02   4.31324      0.554406      0.706177      0.458946      0.668405      0.954604E-01  0.377715E-01   1.12735      0.389634      0.381964      0.286398      0.693119E-01   0.00000       0.00000    
