   100.0000             101          13  9.9999997E-05  0.9999000    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.100000E-03   38.1446       2.99721       3.77031       2.97873       3.76055      0.184772E-01  0.975790E-02   6.73928       1.71678       1.71657       1.46944       1.26195      0.574537    
  0.109648E-03   37.0603       2.92266       3.67423       2.90316       3.66394      0.194909E-01  0.102935E-01   6.56710       1.67583       1.67560       1.43193       1.22734      0.556412    
  0.120226E-03   36.0147       2.85061       3.58139       2.83001       3.57051      0.205932E-01  0.108760E-01   6.40052       1.63615       1.63590       1.39561       1.19386      0.538991    
  0.131825E-03   34.9848       2.77958       3.48984       2.75784       3.47836      0.217353E-01  0.114795E-01   6.23620       1.59699       1.59672       1.35979       1.16085      0.521854    
  0.144543E-03   33.9772       2.71000       3.40016       2.68706       3.38805      0.229345E-01  0.121132E-01   6.07511       1.55857       1.55828       1.32465       1.12849      0.505123    
  0.158489E-03   32.9995       2.64238       3.31299       2.61816       3.30020      0.242193E-01  0.127922E-01   5.91837       1.52114       1.52082       1.29045       1.09703      0.488933    
  0.173779E-03   32.0365       2.57573       3.22705       2.55018       3.21355      0.255482E-01  0.134946E-01   5.76373       1.48419       1.48384       1.25670       1.06599      0.473008    
  0.190545E-03   31.1013       2.51091       3.14344       2.48395       3.12920      0.269662E-01  0.142442E-01   5.61315       1.44816       1.44779       1.22383       1.03578      0.457587    
  0.208928E-03   30.1876       2.44753       3.06165       2.41907       3.04662      0.284607E-01  0.150342E-01   5.46568       1.41285       1.41244       1.19162       1.00621      0.442553    
  0.229085E-03   29.2878       2.38506       2.98103       2.35506       2.96518      0.300051E-01  0.158506E-01   5.32024       1.37800       1.37756       1.15985      0.977058      0.427770    
  0.251186E-03   28.4207       2.32480       2.90318       2.29312       2.88644      0.316797E-01  0.167360E-01   5.17956       1.34424       1.34377       1.12910      0.948876      0.413577    
  0.275420E-03   27.5675       2.26547       2.82650       2.23205       2.80885      0.334157E-01  0.176540E-01   5.04090       1.31094       1.31043       1.09879      0.921107      0.399631    
  0.301992E-03   26.7329       2.20739       2.75140       2.17216       2.73279      0.352345E-01  0.186158E-01   4.90495       1.27827       1.27771       1.06906      0.893894      0.386021    
  0.331127E-03   25.9244       2.15111       2.67853       2.11392       2.65889      0.371825E-01  0.196461E-01   4.77281       1.24646       1.24586       1.04015      0.867461      0.372878    
  0.363073E-03   25.1283       2.09567       2.60673       2.05648       2.58602      0.391963E-01  0.207113E-01   4.64250       1.21508       1.21443       1.01163      0.841401      0.359958    
  0.398101E-03   24.3555       2.04186       2.53693       2.00052       2.51508      0.413391E-01  0.218449E-01   4.51560       1.18447       1.18378      0.983850      0.816042      0.347457    
  0.436509E-03   23.6016       1.98935       2.46874       1.94575       2.44570      0.435974E-01  0.230398E-01   4.39145       1.15450       1.15375      0.956661      0.791246      0.335290    
  0.478622E-03   22.8595       1.93767       2.40157       1.89174       2.37730      0.459295E-01  0.242738E-01   4.26904       1.12493       1.12412      0.929847      0.766806      0.323335    
  0.524798E-03   22.1448       1.88793       2.33678       1.83948       2.31118      0.484496E-01  0.256076E-01   4.15065       1.09628       1.09541      0.903901      0.743193      0.311868    
  0.575429E-03   21.4423       1.83906       2.27306       1.78800       2.24607      0.510628E-01  0.269910E-01   4.03407       1.06805       1.06711      0.878342      0.719950      0.300619    
