   8317.000             101          13  9.9999997E-05  0.9999000    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.100000E-03   85.5498       6.57941       9.18675       6.55452       9.17360      0.248890E-01  0.131443E-01   15.7281       3.49487       3.49452       3.25814       3.05965       2.42094    
  0.109648E-03   82.2990       6.36333       8.87723       6.33713       8.86339      0.261995E-01  0.138366E-01   15.2005       3.38313       3.38276       3.14970       2.95400       2.33094    
  0.120226E-03   79.2109       6.15698       8.58176       6.12936       8.56718      0.276179E-01  0.145861E-01   14.6965       3.27627       3.27586       3.04606       2.85309       2.24526    
  0.131825E-03   76.1874       5.95450       8.29189       5.92542       8.27653      0.290845E-01  0.153611E-01   14.2019       3.17134       3.17091       2.94433       2.75407       2.16129    
  0.144543E-03   73.2563       5.75758       8.01002       5.72696       7.99385      0.306202E-01  0.161726E-01   13.7208       3.06919       3.06872       2.84534       2.65776       2.07979    
  0.158489E-03   70.4474       5.56804       7.73880       5.53578       7.72176      0.322588E-01  0.170385E-01   13.2575       2.97074       2.97023       2.74998       2.56504       2.00156    
  0.173779E-03   67.6977       5.38208       7.47273       5.34813       7.45480      0.339503E-01  0.179325E-01   12.8029       2.87407       2.87352       2.65638       2.47406       1.92490    
  0.190545E-03   65.0603       5.20295       7.21648       5.16720       7.19760      0.357482E-01  0.188827E-01   12.3648       2.78080       2.78021       2.56614       2.38639       1.85124    
  0.208928E-03   62.5081       5.02902       6.96770       4.99139       6.94782      0.376366E-01  0.198809E-01   11.9392       2.69013       2.68950       2.47845       2.30125       1.77987    
  0.229085E-03   60.0111       4.85847       6.72377       4.81889       6.70286      0.395842E-01  0.209103E-01   11.5217       2.60115       2.60046       2.39242       2.21774       1.70998    
  0.251186E-03   57.6422       4.69580       6.49113       4.65412       6.46910      0.416848E-01  0.220208E-01   11.1232       2.51607       2.51533       2.31024       2.13804       1.64353    
  0.275420E-03   55.3267       4.53645       6.26322       4.49259       6.24005      0.438571E-01  0.231693E-01   10.7326       2.43265       2.43185       2.22967       2.05994       1.57852    
  0.301992E-03   53.0830       4.38154       6.04167       4.33541       6.01730      0.461259E-01  0.243689E-01   10.3527       2.35143       2.35057       2.15128       1.98399       1.51545    
  0.331127E-03   50.9387       4.23283       5.82897       4.18428       5.80332      0.485442E-01  0.256476E-01   9.98760       2.27327       2.27235       2.07591       1.91101       1.45506    
  0.363073E-03   48.8413       4.08706       5.62045       4.03602       5.59348      0.510381E-01  0.269665E-01   9.62950       2.19657       2.19558       2.00197       1.83945       1.39593    
  0.398101E-03   46.8316       3.94680       5.41977       3.89312       5.39141      0.536799E-01  0.283637E-01   9.28453       2.12259       2.12153       1.93070       1.77053       1.33918    
  0.436509E-03   44.8912       3.81093       5.22532       3.75448       5.19549      0.564529E-01  0.298305E-01   8.94997       2.05077       2.04963       1.86155       1.70371       1.28431    
  0.478622E-03   42.9946       3.67784       5.03481       3.61853       5.00347      0.593095E-01  0.313416E-01   8.62200       1.98032       1.97910       1.79375       1.63821       1.23062    
  0.524798E-03   41.1980       3.55113       4.85333       3.48875       4.82037      0.623777E-01  0.329649E-01   8.30912       1.91300       1.91169       1.72903       1.57575       1.17965    
  0.575429E-03   39.4453       3.42725       4.67584       3.36170       4.64120      0.655496E-01  0.346433E-01   8.00290       1.84706       1.84565       1.66566       1.51464       1.12988    
  0.630945E-03   37.7480       3.30693       4.50337       3.23808       4.46698      0.688524E-01  0.363912E-01   7.70506       1.78286       1.78136       1.60401       1.45522       1.08162    
  0.691816E-03   36.1306       3.19181       4.33821       3.11945       4.29996      0.723662E-01  0.382511E-01   7.41941       1.72120       1.71958       1.54484       1.39825       1.03554    
  0.758561E-03   34.5503       3.07911       4.17644       3.00313       4.13627      0.759845E-01  0.401665E-01   7.13940       1.66071       1.65898       1.48682       1.34242      0.990476    
  0.831745E-03   33.0377       2.97086       4.02090       2.89106       3.97871      0.798023E-01  0.421879E-01   6.86977       1.60237       1.60052       1.43092       1.28869      0.947268    
  0.911989E-03   31.5812       2.86632       3.87053       2.78252       3.82622      0.838032E-01  0.443067E-01   6.60873       1.54582       1.54384       1.37678       1.23669      0.905597    
  0.999975E-03   30.1590       2.76406       3.72333       2.67614       3.67685      0.879183E-01  0.464862E-01   6.35299       1.49038       1.48826       1.32372       1.18576      0.864871    
  0.109645E-02   28.8142       2.66697       3.58333       2.57466       3.53452      0.923147E-01  0.488155E-01   6.10918       1.43742       1.43515       1.27310       1.13724      0.826275    
  0.120223E-02   27.5051       2.57230       3.44667       2.47545       3.39545      0.968547E-01  0.512212E-01   5.87090       1.38561       1.38318       1.22360       1.08984      0.788662    
  0.131822E-02   26.2383       2.48049       3.31395       2.37893       3.26024      0.101565      0.537176E-01   5.63916       1.33516       1.33257       1.17545       1.04377      0.752216    
  0.144540E-02   25.0352       2.39305       3.18724       2.28649       3.13088      0.106559      0.563655E-01   5.41737       1.28679       1.28402       1.12932      0.999701      0.717536    
  0.158485E-02   23.8611       2.30760       3.06327       2.19590       3.00418      0.111691      0.590867E-01   5.20009       1.23935       1.23640       1.08412      0.956550      0.683658    
  0.173775E-02   22.7389       2.22574       2.94422       2.10866       2.88227      0.117078      0.619440E-01   4.99094       1.19362       1.19047       1.04059      0.915045      0.651221    
  0.190540E-02   21.6614       2.14702       2.82943       2.02431       2.76450      0.122706      0.649303E-01   4.78881       1.14934       1.14598      0.998485      0.874966      0.620028    
  0.208923E-02   20.6108       2.07018       2.71720       1.94169       2.64920      0.128482      0.679952E-01   4.59090       1.10595       1.10237      0.957247      0.835741      0.589582    
  0.229079E-02   19.6194       1.99754       2.61066       1.86293       2.53942      0.134608      0.712477E-01   4.40235       1.06452       1.06070      0.917927      0.798419      0.560791    
  0.251180E-02   18.6566       1.92697       2.50690       1.78605       2.43230      0.140918      0.745990E-01   4.21835       1.02403       1.01996      0.879537      0.762020      0.532802    
  0.275413E-02   17.7257       1.85869       2.40622       1.71125       2.32816      0.147434      0.780607E-01   4.03941      0.984599      0.980270      0.842184      0.726652      0.505708    
  0.301984E-02   16.8452       1.79407       2.31045       1.63977       2.22874      0.154303      0.817114E-01   3.86851      0.946848      0.942236      0.806477      0.692920      0.480028    
  0.331119E-02   15.9870       1.73110       2.21687       1.56976       2.13142      0.161337      0.854507E-01   3.70119      0.909846      0.904940      0.771504      0.659919      0.454978    
  0.363064E-02   15.1682       1.67103       2.12716       1.50237       2.03781      0.168667      0.893497E-01   3.54018      0.874162      0.868945      0.737824      0.628205      0.431039    
  0.398091E-02   14.3846       1.61361       2.04093       1.43733       1.94753      0.176284      0.934024E-01   3.38486      0.839669      0.834121      0.705312      0.597656      0.408099    
  0.436498E-02   13.6217       1.55773       1.95675       1.37366       1.85921      0.184069      0.975461E-01   3.23287      0.805873      0.799982      0.673483      0.567789      0.385744    
  0.478610E-02   12.9037       1.50526       1.87705       1.31302       1.77515      0.192240      0.101898       3.08817      0.773600      0.767338      0.643149      0.539415      0.364667    
