   1.900000             101          13  9.9999997E-05  0.9999000    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.100000E-03   1.86596      0.493435      0.705637      0.483298      0.700288      0.101367E-01  0.534927E-02   1.18359      0.483298      0.483199      0.217089       0.00000       0.00000    
  0.109648E-03   1.87733      0.487331      0.696230      0.476598      0.690566      0.107334E-01  0.566422E-02   1.16716      0.476598      0.476490      0.214075       0.00000       0.00000    
  0.120226E-03   1.88879      0.481430      0.687061      0.470042      0.681052      0.113876E-01  0.600953E-02   1.15109      0.470042      0.469926      0.211126       0.00000       0.00000    
  0.131825E-03   1.90029      0.475613      0.677991      0.463545      0.671622      0.120680E-01  0.636866E-02   1.13517      0.463545      0.463419      0.208203       0.00000       0.00000    
  0.144543E-03   1.91184      0.469918      0.669061      0.457132      0.662313      0.127858E-01  0.674757E-02   1.11945      0.457132      0.456996      0.205317       0.00000       0.00000    
  0.158489E-03   1.92347      0.464393      0.660324      0.450832      0.653167      0.135603E-01  0.715649E-02   1.10400      0.450832      0.450685      0.202482       0.00000       0.00000    
  0.173779E-03   1.93513      0.458953      0.651681      0.444588      0.644100      0.143645E-01  0.758103E-02   1.08869      0.444588      0.444429      0.199671       0.00000       0.00000    
  0.190545E-03   1.94685      0.453679      0.643223      0.438450      0.635186      0.152285E-01  0.803721E-02   1.07364      0.438450      0.438279      0.196908       0.00000       0.00000    
  0.208928E-03   1.95862      0.448540      0.634911      0.432395      0.626390      0.161446E-01  0.852089E-02   1.05879      0.432395      0.432209      0.194181       0.00000       0.00000    
  0.229085E-03   1.97043      0.443488      0.626693      0.426393      0.617670      0.170947E-01  0.902254E-02   1.04406      0.426393      0.426193      0.191478       0.00000       0.00000    
  0.251186E-03   1.98230      0.438653      0.618703      0.420518      0.609132      0.181345E-01  0.957165E-02   1.02965      0.420518      0.420301      0.188831       0.00000       0.00000    
  0.275420E-03   1.99421      0.433914      0.610813      0.414697      0.600670      0.192174E-01  0.101435E-01   1.01537      0.414697      0.414462      0.186208       0.00000       0.00000    
  0.301992E-03   2.00615      0.429306      0.603057      0.408948      0.592311      0.203580E-01  0.107459E-01   1.00126      0.408948      0.408695      0.183616       0.00000       0.00000    
  0.331127E-03   2.01815      0.424893      0.595495      0.403302      0.584098      0.215903E-01  0.113968E-01  0.987400      0.403302      0.403028      0.181070       0.00000       0.00000    
  0.363073E-03   2.03016      0.420575      0.588027      0.397705      0.575954      0.228696E-01  0.120726E-01  0.973660      0.397705      0.397409      0.178546       0.00000       0.00000    
  0.398101E-03   2.04221      0.416443      0.580739      0.392201      0.567942      0.242417E-01  0.127975E-01  0.960143      0.392201      0.391880      0.176062       0.00000       0.00000    
  0.436509E-03   2.05429      0.412469      0.573601      0.386771      0.560034      0.256981E-01  0.135671E-01  0.946805      0.386771      0.386424      0.173611       0.00000       0.00000    
  0.478622E-03   2.06639      0.408597      0.566559      0.381388      0.552194      0.272085E-01  0.143652E-01  0.933582      0.381388      0.381014      0.171180       0.00000       0.00000    
