   6464.000             101          13  9.9999997E-05  0.9999000    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.100000E-03   82.8912       6.37053       8.87152       6.34596       8.85855      0.245673E-01  0.129744E-01   15.2045       3.39104       3.39070       3.15383       2.95493       2.31402    
  0.109648E-03   79.7750       6.16353       8.57567       6.13766       8.56201      0.258632E-01  0.136591E-01   14.6997       3.28384       3.28347       3.04993       2.85382       2.22860    
  0.120226E-03   76.8130       5.96573       8.29309       5.93846       8.27869      0.272662E-01  0.144005E-01   14.2171       3.18125       3.18086       2.95058       2.75721       2.14725    
  0.131825E-03   73.9121       5.77161       8.01580       5.74289       8.00063      0.287172E-01  0.151672E-01   13.7435       3.08051       3.08008       2.85303       2.66238       2.06752    
  0.144543E-03   71.0988       5.58275       7.74609       5.55251       7.73012      0.302366E-01  0.159701E-01   13.2826       2.98240       2.98193       2.75808       2.57012       1.99010    
  0.158489E-03   68.4014       5.40089       7.48644       5.36903       7.46961      0.318581E-01  0.168270E-01   12.8386       2.88778       2.88728       2.66658       2.48125       1.91576    
  0.173779E-03   65.7601       5.22243       7.23168       5.18890       7.21396      0.335321E-01  0.177117E-01   12.4029       2.79487       2.79433       2.57674       2.39403       1.84290    
  0.190545E-03   63.2253       5.05046       6.98621       5.01514       6.96755      0.353117E-01  0.186523E-01   11.9827       2.70518       2.70460       2.49008       2.30996       1.77287    
  0.208928E-03   60.7714       4.88342       6.74782       4.84624       6.72818      0.371812E-01  0.196405E-01   11.5744       2.61796       2.61734       2.40585       2.22827       1.70499    
  0.229085E-03   58.3699       4.71959       6.51402       4.68048       6.49336      0.391095E-01  0.206598E-01   11.1738       2.53234       2.53167       2.32318       2.14814       1.63851    
  0.251186E-03   56.0900       4.56324       6.29092       4.52206       6.26916      0.411898E-01  0.217595E-01   10.7912       2.45044       2.44971       2.24418       2.07162       1.57527    
  0.275420E-03   53.8609       4.41005       6.07231       4.36671       6.04941      0.433414E-01  0.228971E-01   10.4161       2.37010       2.36931       2.16671       1.99661       1.51339    
  0.301992E-03   51.7000       4.26109       5.85973       4.21550       5.83565      0.455888E-01  0.240854E-01   10.0511       2.29185       2.29101       2.09130       1.92364       1.45333    
  0.331127E-03   49.6337       4.11802       5.65554       4.07003       5.63019      0.479848E-01  0.253524E-01   9.70022       2.21653       2.21562       2.01876       1.85350       1.39581    
  0.363073E-03   47.6120       3.97775       5.45533       3.92729       5.42867      0.504560E-01  0.266593E-01   9.35596       2.14258       2.14161       1.94758       1.78471       1.33948    
  0.398101E-03   45.6737       3.84272       5.26256       3.78965       5.23452      0.530744E-01  0.280442E-01   9.02416       2.07123       2.07019       1.87894       1.71842       1.28539    
  0.436509E-03   43.8015       3.71188       5.07571       3.65606       5.04621      0.558233E-01  0.294982E-01   8.70227       2.00193       2.00081       1.81232       1.65413       1.23308    
  0.478622E-03   41.9709       3.58368       4.89260       3.52503       4.86160      0.586554E-01  0.309964E-01   8.38663       1.93393       1.93273       1.74698       1.59109       1.18189    
  0.524798E-03   40.2356       3.46157       4.71807       3.39987       4.68546      0.616981E-01  0.326063E-01   8.08534       1.86892       1.86763       1.68457       1.53095       1.13327    
  0.575429E-03   38.5422       3.34216       4.54733       3.27731       4.51306      0.648440E-01  0.342710E-01   7.79037       1.80522       1.80384       1.62345       1.47209       1.08577    
  0.630945E-03   36.9015       3.22614       4.38138       3.15802       4.34537      0.681204E-01  0.360050E-01   7.50340       1.74319       1.74171       1.56396       1.41483       1.03971    
  0.691816E-03   35.3372       3.11509       4.22237       3.04348       4.18452      0.716070E-01  0.378506E-01   7.22801       1.68357       1.68198       1.50684       1.35992      0.995710    
  0.758561E-03   33.8082       3.00635       4.06660       2.93115       4.02685      0.751979E-01  0.397515E-01   6.95800       1.62506       1.62336       1.45082       1.30609      0.952670    
  0.831745E-03   32.3440       2.90186       3.91675       2.82287       3.87500      0.789875E-01  0.417581E-01   6.69787       1.56862       1.56680       1.39681       1.25425      0.911387    
  0.911989E-03   30.9332       2.80091       3.77183       2.71795       3.72797      0.829598E-01  0.438619E-01   6.44592       1.51388       1.51193       1.34448       1.20407      0.871559    
  0.999975E-03   29.5554       2.70215       3.62995       2.61510       3.58392      0.870461E-01  0.460263E-01   6.19902       1.46020       1.45811       1.29319       1.15490      0.832626    
  0.109645E-02   28.2515       2.60834       3.49492       2.51692       3.44658      0.914132E-01  0.483401E-01   5.96350       1.40888       1.40665       1.24421       1.10804      0.795711    
  0.120223E-02   26.9817       2.51684       3.36306       2.42091       3.31233      0.959237E-01  0.507304E-01   5.73325       1.35867       1.35628       1.19632       1.06224      0.759728    
  0.131822E-02   25.7524       2.42808       3.23499       2.32747       3.18177      0.100604      0.532112E-01   5.50925       1.30976       1.30721       1.14971       1.01771      0.724851    
  0.144540E-02   24.5842       2.34350       3.11264       2.23793       3.05679      0.105569      0.558435E-01   5.29472       1.26284       1.26011       1.10504      0.975095      0.691648    
  0.158485E-02   23.4437       2.26084       2.99290       2.15016       2.93435      0.110671      0.585491E-01   5.08452       1.21681       1.21390       1.06124      0.933355      0.659205    
  0.173775E-02   22.3529       2.18162       2.87787       2.06559       2.81647      0.116028      0.613910E-01   4.88207       1.17240       1.16930       1.01904      0.893188      0.628131    
  0.190540E-02   21.3050       2.10541       2.76691       1.98379       2.70254      0.121627      0.643620E-01   4.68633       1.12940       1.12609      0.978217      0.854382      0.598238    
  0.208923E-02   20.2828       2.03101       2.65839       1.90364       2.59098      0.127373      0.674117E-01   4.49462       1.08724       1.08371      0.938215      0.816395      0.569053    
  0.229079E-02   19.3176       1.96065       2.55533       1.82718       2.48468      0.133470      0.706493E-01   4.31187       1.04696       1.04319      0.900048      0.780226      0.541440    
  0.251180E-02   18.3798       1.89228       2.45492       1.75252       2.38093      0.139753      0.739863E-01   4.13345       1.00758       1.00357      0.862772      0.744942      0.514590    
  0.275413E-02   17.4726       1.82611       2.35746       1.67986       2.28003      0.146242      0.774338E-01   3.95989      0.969220      0.964947      0.826489      0.710644      0.488589    
  0.301984E-02   16.6139       1.76346       2.26470       1.61038       2.18363      0.153084      0.810714E-01   3.79401      0.932468      0.927914      0.791783      0.677913      0.463933    
  0.331119E-02   15.7766       1.70241       2.17404       1.54231       2.08925      0.160093      0.847979E-01   3.63156      0.896433      0.891589      0.757780      0.645881      0.439877    
  0.363064E-02   14.9772       1.64415       2.08709       1.47675       1.99840      0.167400      0.886851E-01   3.47515      0.861664      0.856511      0.725017      0.615084      0.416876    
  0.398091E-02   14.2117       1.58844       2.00348       1.41344       1.91076      0.174995      0.927271E-01   3.32420      0.828038      0.822556      0.693373      0.585403      0.394827    
  0.436498E-02   13.4661       1.53422       1.92184       1.35146       1.82498      0.182759      0.968608E-01   3.17644      0.795080      0.789258      0.662385      0.556376      0.373335    
