   6464.000             101          13  9.9999997E-05  0.9999000    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.478610E-02   12.7637       1.48328       1.84449       1.29237       1.74329      0.190913      0.101204       3.03566      0.763586      0.757396      0.632831      0.528782      0.353060    
  0.524785E-02   12.0832       1.43403       1.76933       1.23476       1.66367      0.199275      0.105660       2.89843      0.732836      0.726264      0.604008      0.501920      0.333403    
  0.575415E-02   11.4257       1.38655       1.69647       1.17869       1.58624      0.207853      0.110233       2.76493      0.702868      0.695896      0.575951      0.475824      0.314394    
  0.630929E-02   10.8060       1.34201       1.62743       1.12520       1.51242      0.216805      0.115007       2.63763      0.674197      0.666795      0.549167      0.451007      0.296461    
  0.691799E-02   10.2027       1.29877       1.56006       1.07284       1.44018      0.225921      0.119871       2.51303      0.646093      0.638247      0.522940      0.426751      0.278997    
  0.758542E-02   9.62786       1.25776       1.49557       1.02243       1.37068      0.235324      0.124890       2.39311      0.618969      0.610655      0.497677      0.403464      0.262345    
  0.831724E-02   9.07958       1.21886       1.43379      0.973866       1.30374      0.244995      0.130053       2.27761      0.592770      0.583960      0.473322      0.381096      0.246457    
  0.911966E-02   8.54483       1.18106       1.37342      0.926243       1.23812      0.254816      0.135297       2.16436      0.567044      0.557725      0.449434      0.359199      0.230960    
  0.999950E-02   8.02791       1.14486       1.31500      0.879927       1.17429      0.264934      0.140704       2.05422      0.541974      0.532115      0.426186      0.337953      0.215990    
  0.109642E-01   7.53267       1.11029       1.25873      0.835100       1.11255      0.275193      0.146185       1.94765      0.517647      0.507231      0.403675      0.317454      0.201643    
  0.120220E-01   7.07049       1.07827       1.20581      0.792576       1.05401      0.285693      0.151793       1.84659      0.494467      0.483462      0.382300      0.298108      0.188252    
  0.131819E-01   6.62950       1.04794       1.15508      0.751574      0.997585      0.296369      0.157493       1.74916      0.472045      0.460423      0.361676      0.279529      0.175485    
  0.144536E-01   6.20870       1.01923       1.10644      0.712038      0.943175      0.307192      0.163267       1.65521      0.450350      0.438085      0.341773      0.261688      0.163317    
  0.158481E-01   5.80600      0.991950       1.05968      0.673827      0.890589      0.318123      0.169093       1.56442      0.429311      0.416377      0.322524      0.244517      0.151688    
  0.173770E-01   5.42081      0.966047       1.01473      0.636914      0.839781      0.329133      0.174952       1.47669      0.408911      0.395285      0.303912      0.228003      0.140585    
  0.190535E-01   5.05416      0.941579      0.971697      0.601388      0.790873      0.340192      0.180824       1.39226      0.389194      0.374848      0.285984      0.212193      0.130041    
  0.208917E-01   4.70499      0.918438      0.930452      0.567186      0.743773      0.351253      0.186679       1.31096      0.370127      0.355035      0.268708      0.197059      0.120030    
  0.229073E-01   4.37156      0.896465      0.890810      0.534193      0.698320      0.362272      0.192490       1.23251      0.351651      0.335791      0.252028      0.182543      0.110501    
  0.251174E-01   4.05340      0.875591      0.852706      0.502388      0.654481      0.373204      0.198226       1.15687      0.333753      0.317103      0.235934      0.168634      0.101444    
  0.275406E-01   3.75150      0.855844      0.816219      0.471864      0.612381      0.383980      0.203838       1.08425      0.316479      0.299015      0.220474      0.155386      0.928927E-01
  0.301976E-01   3.46478      0.837095      0.781211      0.442555      0.571926      0.394540      0.209285       1.01448      0.299792      0.281495      0.205614      0.142764      0.848168E-01
  0.331110E-01   3.19184      0.819202      0.747520      0.414367      0.532987      0.404835      0.214532      0.947355      0.283645      0.264500      0.191311      0.130722      0.771763E-01
  0.363055E-01   2.93230      0.802084      0.715073      0.387283      0.495539      0.414801      0.219534      0.882823      0.268029      0.248022      0.177556      0.119254      0.699612E-01
  0.398081E-01   2.68714      0.785722      0.683919      0.361404      0.459719      0.424318      0.224201      0.821123      0.252991      0.232110      0.164402      0.108414      0.632060E-01
  0.436487E-01   2.45529      0.769978      0.653910      0.336658      0.425428      0.433319      0.228482      0.762086      0.238492      0.216733      0.151816      0.981658E-01  0.568784E-01
  0.478598E-01   2.23565      0.754719      0.624899      0.312967      0.392563      0.441752      0.232336      0.705530      0.224496      0.201857      0.139761      0.884717E-01  0.509451E-01
  0.524772E-01   2.02792      0.739852      0.596807      0.290320      0.361109      0.449533      0.235698      0.651429      0.210994      0.187479      0.128233      0.793261E-01  0.453970E-01
  0.575400E-01   1.83310      0.725298      0.569641      0.268820      0.331213      0.456478      0.238428      0.600033      0.198034      0.173656      0.117290      0.707862E-01  0.402674E-01
  0.630913E-01   1.65015      0.710915      0.543246      0.248388      0.302771      0.462527      0.240475      0.551159      0.185577      0.160356      0.106893      0.628114E-01  0.355219E-01
  0.691782E-01   1.47820      0.696578      0.517495      0.228959      0.275700      0.467619      0.241795      0.504659      0.173590      0.147554      0.970147E-01  0.553680E-01  0.311318E-01
  0.758523E-01   1.31701      0.682171      0.492301      0.210518      0.249991      0.471653      0.242310      0.460509      0.162068      0.135252      0.876516E-01  0.484502E-01  0.270877E-01
  0.831703E-01   1.16762      0.667530      0.467621      0.193170      0.225797      0.474360      0.241824      0.418967      0.151057      0.123513      0.788637E-01  0.421139E-01  0.234198E-01
  0.911943E-01   1.02897      0.652514      0.443318      0.176823      0.203004      0.475691      0.240314      0.379827      0.140513      0.112305      0.706088E-01  0.363104E-01  0.200904E-01
  0.999925E-01  0.898320      0.636990      0.419152      0.161245      0.181301      0.475744      0.237851      0.342546      0.130324      0.101514      0.627711E-01  0.309212E-01  0.170159E-01
  0.109639      0.778623      0.620827      0.395257      0.146678      0.161044      0.474149      0.234214      0.307722      0.120609      0.912858E-01  0.554832E-01  0.260683E-01  0.142749E-01
  0.120217      0.670612      0.603720      0.371545      0.133188      0.142356      0.470531      0.229189      0.275544      0.111400      0.816803E-01  0.487924E-01  0.217881E-01  0.118830E-01
  0.131815      0.572157      0.585528      0.347861      0.120584      0.124983      0.464944      0.222879      0.245566      0.102606      0.726097E-01  0.426026E-01  0.179781E-01  0.977029E-02
  0.144533      0.483418      0.565961      0.324144      0.108871      0.108964      0.457090      0.215180      0.217835      0.942307E-01  0.641027E-01  0.369279E-01  0.146401E-01  0.793345E-02
  0.158477      0.403683      0.544833      0.300352      0.979743E-01  0.942173E-01  0.446858      0.206135      0.192192      0.862420E-01  0.561381E-01  0.317353E-01  0.117323E-01  0.634396E-02
  0.173766      0.333060      0.521786      0.276460      0.878922E-01  0.807760E-01  0.433894      0.195684      0.168668      0.786423E-01  0.487449E-01  0.270356E-01  0.924992E-02  0.499557E-02
  0.190530      0.270770      0.496639      0.252479      0.785430E-01  0.685477E-01  0.418096      0.183931      0.147091      0.713969E-01  0.418978E-01  0.227912E-01  0.714611E-02  0.385867E-02
  0.208912      0.216833      0.468996      0.228449      0.699158E-01  0.575579E-01  0.399080      0.170892      0.127474      0.645068E-01  0.356253E-01  0.190086E-01  0.540906E-02  0.292400E-02
  0.229068      0.170395      0.438743      0.204453      0.619262E-01  0.477048E-01  0.376817      0.156748      0.109631      0.579379E-01  0.298970E-01  0.156461E-01  0.398831E-02  0.216171E-02
  0.251167      0.131355      0.405549      0.180624      0.545570E-01  0.390043E-01  0.350992      0.141620      0.935613E-01  0.516919E-01  0.247393E-01  0.127051E-01  0.286508E-02  0.155988E-02
  0.275399      0.987899E-01  0.369504      0.157126      0.477267E-01  0.313471E-01  0.321777      0.125778      0.790738E-01  0.457385E-01  0.201162E-01  0.101412E-01  0.198818E-02  0.108979E-02
  0.301969      0.724636E-01  0.330553      0.134214      0.414181E-01  0.247389E-01  0.289135      0.109475      0.661570E-01  0.400844E-01  0.160501E-01  0.795095E-02  0.133368E-02  0.737887E-03
  0.331102      0.514122E-01  0.289202      0.112126      0.355609E-01  0.190655E-01  0.253641      0.930608E-01  0.546264E-01  0.347073E-01  0.124984E-01  0.608875E-02  0.853570E-03  0.478314E-03
  0.363046      0.352722E-01  0.246002      0.912468E-01  0.301474E-01  0.143219E-01  0.215855      0.769249E-01  0.444693E-01  0.296252E-01  0.947712E-02  0.454738E-02  0.522136E-03  0.297421E-03
  0.398071      0.230939E-01  0.202069      0.718448E-01  0.251273E-01  0.103915E-01  0.176942      0.614533E-01  0.355188E-01  0.248283E-01  0.693574E-02  0.328176E-02  0.298952E-03  0.174008E-03
  0.436476      0.142197E-01  0.158658      0.542612E-01  0.204880E-01  0.721812E-02  0.138170      0.470431E-01  0.277061E-01  0.203311E-01  0.485582E-02  0.226850E-02  0.156870E-03  0.938036E-04
  0.478586      0.828970E-02  0.117779      0.389987E-01  0.162629E-01  0.477629E-02  0.101517      0.342224E-01  0.210392E-01  0.161863E-01  0.323369E-02  0.149520E-02  0.765747E-04  0.473935E-04
  0.524759      0.446420E-02  0.812831E-01  0.262550E-01  0.124474E-01  0.295616E-02  0.688357E-01  0.232989E-01  0.154035E-01  0.124138E-01  0.201197E-02  0.922495E-03  0.335744E-04  0.216877E-04
  0.575386      0.217415E-02  0.509742E-01  0.162079E-01  0.907040E-02  0.167358E-02  0.419038E-01  0.145344E-01  0.107440E-01  0.905752E-02  0.114382E-02  0.521001E-03  0.128777E-04  0.876316E-05
  0.630897      0.929174E-03  0.281182E-01  0.887798E-02  0.617179E-02  0.837228E-03  0.219464E-01  0.804075E-02  0.700902E-02  0.616762E-02  0.574021E-03  0.260192E-03  0.416684E-05  0.301480E-05
  0.691765      0.333179E-03  0.130096E-01  0.408467E-02  0.379721E-02  0.349366E-03  0.921235E-02  0.373531E-02  0.414657E-02  0.379613E-02  0.240078E-03  0.108454E-03  0.107722E-05  0.834423E-06
  0.758504      0.911722E-04  0.467001E-02  0.141332E-02  0.198427E-02  0.108117E-03  0.268574E-02  0.130521E-02  0.209239E-02  0.198408E-02  0.744164E-04  0.335396E-04  0.193052E-06  0.161164E-06
  0.831682      0.167828E-04  0.118224E-02  0.295121E-03  0.772814E-03  0.197432E-04  0.409430E-03  0.275378E-03  0.792557E-03  0.772795E-03  0.136034E-04  0.612213E-05  0.189748E-07  0.176030E-07
  0.911921      0.120370E-05  0.159104E-03  0.178722E-04  0.146396E-03  0.985477E-06  0.127078E-04  0.168867E-04  0.147382E-03  0.146396E-03  0.679674E-06  0.305446E-06  0.155961E-09  0.356324E-09
  0.999900      0.951863E-11  0.743454E-08  0.209759E-10  0.743342E-08  0.689921E-12  0.111431E-11  0.202860E-10  0.743411E-08  0.743343E-08  0.478938E-12  0.212751E-12  -.439849E-14  -.176800E-14
