&Data 
  Name = "Average Z3D 102" 
  Reaction = 'NC pp'
  NData =   72
  NColumn =   221
  ColumnType = 'Flag', 7*"Bin","Sigma", 211*"Error", 'Error'
  ColumnName = 'binFlag', "Bin","CosThLow","CosThHigh","RapLow","RapHigh","MassLow","MassHigh","Sigma", "stat", "uncor","sysZ3D1001","sysZ3D1002","sysZ3D1003","sysZ3D1004","sysZ3D1005","sysZ3D1006","sysZ3D1007","sysZ3D1008","sysZ3D1009","sysZ3D1010","sysZ3D1011","sysZ3D1012","sysZ3D1013","sysZ3D1014","sysZ3D1015","sysZ3D1016","sysZ3D1017","sysZ3D1018","sysZ3D1019","sysZ3D1020","sysZ3D1021","sysZ3D1022","sysZ3D1023","sysZ3D1024","sysZ3D1025","sysZ3D1026","sysZ3D1027","sysZ3D1028","sysZ3D1029","sysZ3D1030","sysZ3D1031","sysZ3D1032","sysZ3D1033","sysZ3D1034","sysZ3D1035","sysZ3D1036","sysZ3D1037","sysZ3D1038","sysZ3D1039","sysZ3D1040","sysZ3D1041","sysZ3D1042","sysZ3D1043","sysZ3D1044","sysZ3D1045","sysZ3D1046","sysZ3D1047","sysZ3D1048","sysZ3D1049","sysZ3D1050","sysZ3D1051","sysZ3D1052","sysZ3D1053","sysZ3D1054","sysZ3D1055","sysZ3D1056","sysZ3D1057","sysZ3D1058","sysZ3D1059","sysZ3D1060","sysZ3D1061","sysZ3D1062","sysZ3D1063","sysZ3D1064","sysZ3D1065","sysZ3D1066","sysZ3D1067","sysZ3D1068","sysZ3D1069","sysZ3D1070","sysZ3D1071","sysZ3D1072","sysZ3D1073","sysZ3D1074","sysZ3D1075","sysZ3D1076","sysZ3D1077","sysZ3D1078","sysZ3D1079","sysZ3D1080","sysZ3D1081","sysZ3D1082","sysZ3D1083","sysZ3D1084","sysZ3D1085","sysZ3D1086","sysZ3D1087","sysZ3D1088","sysZ3D1089","sysZ3D1090","sysZ3D1091","sysZ3D1092","sysZ3D1093","sysZ3D1094","sysZ3D1095","sysZ3D1096","sysZ3D1097","sysZ3D1098","sysZ3D1099","sysZ3D1100","sysZ3D1101","sysZ3D1102","sysZ3D1103","sysZ3D1104","sysZ3D1105","sysZ3D1106","sysZ3D1107","sysZ3D1108","sysZ3D1109","sysZ3D1110","sysZ3D1111","sysZ3D1112","sysZ3D1113","sysZ3D1114","sysZ3D1115","sysZ3D1116","sysZ3D1117","sysZ3D1118","sysZ3D1119","sysZ3D1120","sysZ3D1121","sysZ3D1122","sysZ3D1123","sysZ3D1124","sysZ3D1125","sysZ3D1126","sysZ3D1127","sysZ3D1128","sysZ3D1129","sysZ3D1130","sysZ3D1131","sysZ3D1132","sysZ3D1133","sysZ3D1134","sysZ3D1135","sysZ3D1136","sysZ3D1137","sysZ3D1138","sysZ3D1139","sysZ3D1140","sysZ3D1141","sysZ3D1142","sysZ3D1143","sysZ3D1144","sysZ3D1145","sysZ3D1146","sysZ3D1147","sysZ3D1148","sysZ3D1149","sysZ3D1150","sysZ3D1151","sysZ3D1152","sysZ3D1153","sysZ3D1154","sysZ3D1155","sysZ3D1156","sysZ3D1157","sysZ3D1158","sysZ3D1159","sysZ3D1160","sysZ3D1161","sysZ3D1162","sysZ3D1163","sysZ3D1164","sysZ3D1165","sysZ3D1166","sysZ3D1167","sysZ3D1168","sysZ3D1169","sysZ3D1170","sysZ3D1171","sysZ3D1172","sysZ3D1173","sysZ3D1174","sysZ3D1175","sysZ3D1176","sysZ3D1177","sysZ3D1178","sysZ3D1179","sysZ3D1180","sysZ3D1181","sysZ3D1182","sysZ3D1183","sysZ3D1184","sysZ3D1185","sysZ3D1186","sysZ3D1187","sysZ3D1188","sysZ3D1189","sysZ3D1190","sysZ3D1191","sysZ3D1192","sysZ3D1193","sysZ3D1194","sysZ3D1195","sysZ3D1196","sysZ3D1197","sysZ3D1198","sysZ3D1199","sysZ3D1200","sysZ3D1201","sysZ3D1202","sysZ3D1203","sysZ3D1204","sysZ3D1205","sysZ3D1206","sysZ3D1207","sysZ3D1208","sysZ3D1209", 'Lumi'
  NInfo =  2
  DataInfo = 8000.,     20.
  CInfo    = 'sqrt(S)','pte cut'
  CInfo = "Bla"
  IndexDataset =   102
  Percent = 250*true
  TheoryType     = 'expression'
  TermName = 'A1', 'K1'
  TermType = 'applgrid','kfactor'
  TermInfo =    '',       ''
  TermSource = 'z3d/80_91.root','z3d/k_fact_2.dat'
  TheorExpr= 'A1*K1'
&End 
&PlotDesc
 ! PlotN = 1
 ! PlotDefColumn = 'Bin'
 ! PlotVarColumn = 'Bin'
 ! PlotDefValue = 0., 72.
 ! PlotOptions(1)  = 'Experiment:ATLAS@ExtraLabel:pp #rightarrow Z; #sqrt{s} = 8 TeV; M_{ll} = 80-91GeV @Title:2012 @XTitle: bin=6y+cos#theta^{*} @YTitle: d#sigma [pb]'

 PlotN = 12
 PlotDefColumn = 'RapHigh'
 PlotDefValue = 0.1, 0.3, 0.5, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 1.9, 2.1, 2.3, 2.5
  PlotVarColumn = 'CosThLow'
  PlotOptions(1)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=0.0-0.2, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(2)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=0.2-0.4, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(3)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=0.4-0.6, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(4)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=0.6-0.8, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(5)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=0.8-1.0, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(6)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=1.0-1.2, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(7)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=1.2-1.4, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(8)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=1.4-1.6, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(9)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=1.6-1.8, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(10)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=1.8-2.0, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(11)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=2.0-2.2, cos#theta^{*} @YTitle: d#sigma [pb]'
  PlotOptions(12)  = 'Experiment:ATLAS @Title:M_{ll} = 80-91GeV @XTitle: y=2.2-2.4, cos#theta^{*} @YTitle: d#sigma [pb]'
&End
1.0 1.0 -1.0 -0.7 0.0 0.2 80.0 91.0 2.2561 0.25098 0.16252 -0.022 -0.036 -0.005 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005 0.011 0.004 -0.004 0.015 0.0 -0.005 0.0 0.001 -0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.007 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.007 -0.0 0.0 -0.007 0.0 0.0 -0.007 -0.007 0.007 -0.007 0.007 0.0 -0.0 0.0 -0.0 -0.0 -0.007 0.0 0.006 0.0 0.0 0.0 0.0 0.0 0.0 -0.007 0.0 0.007 0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.013 -0.029 -0.01 -0.0 -0.0 0.0 -0.0 0.0 0.003 -0.0 0.023 0.002 0.002 0.006 -0.025 0.007 0.001 -0.0 -0.0 -0.006 0.006 0.001 0.0 0.039 0.0 -0.01 0.009 -0.01 -0.0 0.0 -0.01 -0.0 0.001 0.016 0.008 -0.009 -0.0 -0.008 -0.007 0.011 0.002 0.009 -0.001 0.012 -0.016 0.001 0.005 -0.001 0.008 0.009 0.092 0.001 0.012 -0.029 0.004 0.056 0.006 -0.011 0.001 -0.007 0.009 -0.0 -0.01 0.004 -0.002 -0.001 0.0 0.005 0.002 -0.001 0.012 0.016 0.003 0.0 0.028 0.017 -0.033 0.014 -0.033 -0.012 0.004 -0.093 -0.025 -0.01 0.068 0.032 0.015 0.002 0.006 0.007 -0.003 -0.007 0.029 2.0 
1.0 2.0 -0.7 -0.4 0.0 0.2 80.0 91.0 3.5865 0.19848 0.1068 -0.019 -0.01 -0.003 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.005 -0.011 -0.006 -0.0 0.011 0.006 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 -0.006 0.0 0.006 -0.0 -0.006 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.006 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.011 -0.019 -0.01 0.0 0.0 -0.0 -0.0 0.0 0.006 0.0 0.013 -0.003 -0.0 -0.001 -0.011 0.0 0.006 0.011 0.01 -0.006 -0.0 -0.0 -0.001 0.03 0.0 -0.0 0.01 -0.01 0.0 0.0 -0.01 -0.0 0.007 0.018 0.017 -0.006 -0.0 -0.007 -0.01 0.01 -0.001 0.009 -0.001 0.002 -0.015 0.002 0.004 -0.002 0.007 0.009 0.075 -0.007 0.012 -0.023 -0.0 0.032 0.009 0.002 0.002 -0.013 0.007 -0.002 0.003 0.001 -0.002 -0.011 0.002 -0.002 0.002 -0.001 0.009 0.004 0.001 0.0 0.024 0.017 -0.011 -0.002 -0.013 -0.008 -0.001 -0.038 -0.019 -0.029 0.074 0.005 0.005 0.001 0.011 0.006 -0.003 -0.005 0.02 2.0 
1.0 3.0 -0.4 0.0 0.0 0.2 80.0 91.0 3.1097 0.20924 0.10645 -0.032 -0.008 -0.004 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.004 -0.001 -0.004 -0.011 -0.011 -0.011 -0.006 0.005 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.006 -0.0 0.0 -0.0 0.005 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.012 -0.015 -0.01 -0.0 -0.0 0.0 -0.0 0.0 0.006 -0.0 0.007 -0.004 -0.001 -0.001 -0.001 0.005 0.006 0.006 -0.016 -0.0 -0.001 -0.001 -0.001 0.031 0.0 0.0 0.009 -0.01 0.0 0.0 -0.01 -0.0 -0.002 0.008 0.009 -0.005 0.0 0.002 -0.005 0.01 0.002 0.01 -0.0 0.001 -0.008 0.001 0.003 -0.001 0.008 0.009 0.085 -0.042 0.022 -0.019 -0.002 0.037 0.015 -0.008 0.003 -0.017 0.011 -0.004 -0.003 0.0 -0.004 -0.012 -0.0 0.005 0.001 -0.003 0.015 0.023 0.004 -0.009 0.026 0.011 -0.006 0.008 -0.014 -0.001 -0.002 -0.033 -0.034 -0.036 0.088 -0.021 0.004 0.002 0.012 0.011 -0.003 -0.009 0.029 2.0 
1.0 4.0 0.0 0.4 0.0 0.2 80.0 91.0 3.1119 0.20211 0.10425 -0.033 -0.006 -0.004 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 0.005 0.011 0.016 0.011 0.005 -0.005 -0.005 0.0 0.0 -0.005 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.005 0.0 -0.005 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 -0.012 -0.015 -0.01 -0.0 -0.0 0.0 -0.0 0.0 0.006 -0.0 0.012 -0.003 -0.0 -0.001 -0.0 -0.0 0.021 0.015 -0.002 -0.0 -0.001 0.0 -0.001 0.03 0.0 -0.0 0.01 -0.01 0.0 0.0 -0.01 -0.0 -0.002 0.012 0.009 0.0 0.0 0.002 -0.005 0.01 0.002 0.01 -0.0 0.002 -0.007 0.001 0.007 -0.002 0.008 0.009 0.087 -0.044 0.023 -0.02 -0.003 0.039 0.017 -0.004 0.003 -0.018 0.011 -0.004 -0.003 0.001 -0.004 -0.015 -0.0 0.006 0.001 -0.003 0.016 0.023 0.004 -0.006 0.028 0.015 -0.009 0.008 -0.014 -0.0 0.005 -0.031 -0.034 -0.038 0.089 -0.022 0.004 0.002 0.013 0.01 -0.003 -0.008 0.029 2.0 
1.0 5.0 0.4 0.7 0.0 0.2 80.0 91.0 3.597 0.19856 0.10806 -0.02 -0.01 -0.003 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.01 0.007 0.01 0.0 -0.011 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.006 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.011 -0.019 -0.01 -0.0 -0.0 0.0 -0.0 0.0 0.006 0.0 0.013 0.0 0.001 -0.001 -0.006 0.011 0.006 -0.0 0.021 -0.006 -0.0 0.001 -0.0 0.031 0.0 -0.0 0.01 -0.01 0.0 0.0 -0.01 -0.0 -0.005 0.005 0.01 0.001 -0.0 0.001 -0.0 0.005 0.001 0.01 -0.0 0.001 -0.008 0.001 0.008 -0.001 0.009 0.009 0.079 -0.012 0.014 -0.022 -0.001 0.034 0.011 -0.002 0.003 -0.01 0.008 -0.002 0.001 0.001 -0.003 -0.011 0.001 -0.001 0.002 -0.001 0.01 0.006 0.0 -0.001 0.02 0.018 -0.018 0.006 -0.012 -0.002 0.004 -0.039 -0.02 -0.029 0.073 0.004 0.004 0.0 0.011 0.006 -0.002 -0.003 0.018 2.0 
1.0 6.0 0.7 1.0 0.0 0.2 80.0 91.0 2.2612 0.25102 0.16294 -0.021 -0.054 -0.002 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 -0.01 -0.011 -0.004 0.004 -0.014 -0.0 0.005 -0.0 -0.001 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.006 0.0 -0.0 -0.0 -0.0 -0.007 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.006 0.0 -0.0 0.0 0.006 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.007 -0.0 -0.0 0.007 0.006 -0.0 0.007 -0.0 0.007 -0.0 0.0 -0.0 0.0 -0.006 0.0 -0.006 0.0 0.0 0.0 0.0 -0.007 -0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.006 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.006 -0.0 0.0 -0.0 -0.007 -0.006 -0.0 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.013 -0.028 -0.01 -0.0 0.0 0.0 -0.0 0.0 0.005 -0.0 0.021 -0.009 -0.001 0.006 0.035 0.005 0.001 0.0 0.011 0.01 0.01 -0.003 -0.002 0.032 0.0 -0.01 0.01 -0.01 -0.0 0.0 -0.011 0.0 -0.0 0.011 0.013 -0.005 -0.001 -0.002 -0.001 0.005 0.001 0.01 0.004 0.002 -0.009 -0.003 0.007 -0.001 0.01 0.01 0.091 -0.005 0.013 -0.023 -0.0 0.052 0.008 -0.017 0.004 -0.005 0.009 0.007 -0.009 0.001 -0.002 0.0 0.003 0.004 0.002 -0.001 0.009 0.016 0.003 -0.002 0.034 0.017 -0.035 0.009 -0.032 -0.012 0.002 -0.098 -0.027 -0.003 0.068 0.037 0.015 0.001 0.005 0.007 -0.002 -0.004 0.027 2.0 
1.0 7.0 -1.0 -0.7 0.2 0.4 80.0 91.0 2.2626 0.2507 0.15316 -0.023 -0.008 -0.003 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.015 0.015 0.018 -0.018 0.018 0.0 0.006 0.004 -0.0 0.005 -0.0 0.0 0.0 0.0 0.0 -0.0 0.006 -0.0 0.0 -0.001 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.007 -0.0 -0.0 0.007 -0.0 0.0 0.0 -0.0 -0.006 -0.0 -0.0 -0.0 -0.006 0.007 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.006 0.007 -0.0 0.0 -0.0 0.0 -0.0 0.007 0.007 -0.0 -0.0 -0.007 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.007 -0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.011 -0.027 -0.01 0.0 0.0 -0.0 -0.0 0.0 -0.002 0.0 0.012 -0.011 0.01 0.017 0.01 0.005 -0.0 0.0 0.004 0.005 0.003 -0.011 -0.003 0.029 0.001 -0.01 0.011 -0.011 0.0 0.001 -0.01 0.0 -0.014 0.005 0.011 -0.009 -0.0 0.001 -0.01 0.011 0.001 0.0 -0.006 0.01 -0.013 -0.0 -0.007 -0.001 0.004 0.01 0.085 -0.005 0.013 -0.018 -0.004 0.027 0.015 -0.002 0.006 -0.005 0.008 0.005 -0.004 0.0 -0.001 -0.031 0.024 0.0 -0.001 -0.002 0.007 0.011 0.003 0.004 0.033 0.023 -0.014 0.011 -0.061 -0.002 0.01 -0.066 -0.04 -0.038 0.064 0.001 0.007 -0.006 0.007 0.009 -0.002 -0.002 0.021 2.0 
1.0 8.0 -0.7 -0.4 0.2 0.4 80.0 91.0 3.5756 0.20262 0.11028 -0.022 -0.002 -0.003 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.014 -0.022 -0.006 -0.0 0.005 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.006 -0.0 0.0 -0.0 0.0 -0.0 -0.006 0.0 0.0 -0.0 0.006 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.006 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 0.006 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.011 -0.019 -0.01 0.0 -0.0 -0.0 0.0 0.0 0.005 0.0 0.011 -0.002 -0.001 -0.006 -0.006 0.005 0.006 0.011 0.014 -0.006 0.0 0.0 -0.001 0.027 0.0 -0.01 0.014 -0.01 0.0 0.0 -0.01 -0.0 -0.023 -0.005 0.003 -0.009 0.0 0.0 -0.001 0.01 -0.0 0.001 0.001 0.01 -0.002 -0.001 -0.017 -0.001 0.002 0.01 0.078 -0.009 0.012 -0.018 -0.0 0.036 0.01 -0.011 0.002 -0.007 0.007 0.004 -0.009 0.001 -0.002 -0.004 0.001 0.006 0.002 -0.001 0.008 0.01 0.004 0.001 0.024 0.014 -0.012 0.009 -0.015 0.0 0.007 -0.043 -0.021 -0.041 0.076 0.002 0.005 -0.001 0.011 0.01 -0.003 -0.005 0.019 2.0 
1.0 9.0 -0.4 0.0 0.2 0.4 80.0 91.0 3.0986 0.20227 0.10063 -0.029 -0.009 -0.004 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.005 -0.005 -0.005 -0.009 -0.021 -0.021 -0.006 0.0 -0.0 0.0 -0.005 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.006 -0.0 0.0 0.0 -0.0 0.005 0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.012 -0.01 -0.01 -0.0 -0.0 0.0 -0.0 -0.0 0.006 -0.0 0.014 -0.002 -0.0 -0.001 -0.0 -0.005 -0.009 0.001 0.011 -0.0 -0.0 -0.0 -0.001 0.03 0.0 0.0 0.009 -0.01 0.0 0.0 -0.009 -0.0 0.005 0.017 0.013 -0.01 0.0 -0.003 -0.01 0.01 -0.003 0.004 -0.0 0.006 -0.011 -0.004 0.006 -0.002 0.003 0.009 0.082 -0.043 0.022 -0.019 -0.003 0.036 0.016 -0.011 0.003 -0.017 0.011 -0.0 -0.004 0.001 -0.004 -0.01 -0.001 0.004 0.001 -0.003 0.016 0.006 0.002 -0.007 0.026 0.012 -0.018 0.005 -0.012 -0.005 0.006 -0.029 -0.033 -0.033 0.083 -0.019 0.003 0.002 0.012 0.008 -0.003 -0.009 0.025 2.0 
1.0 10.0 0.0 0.4 0.2 0.4 80.0 91.0 3.1062 0.19508 0.096352 -0.03 -0.006 -0.004 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 -0.004 0.01 0.001 0.013 0.021 0.022 0.006 0.0 0.0 0.0 0.0 0.0 0.006 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 -0.005 -0.0 0.0 0.0 0.0 0.006 0.005 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.012 -0.015 -0.01 -0.0 -0.0 0.0 -0.0 -0.0 0.006 -0.0 0.014 -0.0 0.0 -0.001 -0.0 0.005 0.005 0.004 0.019 -0.0 -0.0 0.001 -0.001 0.029 -0.0 -0.0 0.004 -0.01 0.0 0.0 -0.01 -0.0 -0.001 0.008 0.009 -0.005 0.0 -0.004 -0.001 0.0 -0.004 0.009 -0.0 0.002 -0.013 -0.004 0.012 -0.002 0.008 0.009 0.084 -0.046 0.024 -0.021 -0.003 0.039 0.016 -0.01 0.003 -0.016 0.011 -0.004 -0.004 0.001 -0.004 -0.011 -0.001 0.004 0.001 -0.003 0.017 0.009 0.003 -0.003 0.028 0.015 -0.011 0.005 -0.013 -0.003 0.006 -0.029 -0.033 -0.035 0.085 -0.019 0.003 0.002 0.013 0.008 -0.003 -0.008 0.029 2.0 
