 29
  1  1.0000  0.0085  0.0091 -0.0103  0.0082 -0.0211 -0.0229 -0.0088  0.0041 -0.0059 -0.0309  0.0182  0.0011 -0.0018 -0.0019 -0.0026  0.0015 -0.0014 -0.0006  0.0220  0.0019 -0.0108  0.0529  0.0054  0.0385  0.0136 -0.0024 -0.0001  0.0077
  2  0.0085  1.0000 -0.0316  0.0206 -0.0237 -0.0108  0.0250 -0.0011 -0.0038 -0.0063  0.0474 -0.0124  0.0079  0.0087 -0.0048 -0.0003  0.0010 -0.0023 -0.0002 -0.0041 -0.0009  0.0027 -0.0474 -0.0039  0.0011 -0.0306  0.0055  0.0018 -0.0005
  3  0.0091 -0.0316  1.0000  0.0640 -0.1940  0.0282 -0.0759  0.1175 -0.0408  0.0333 -0.0312 -0.0483  0.0102  0.0190 -0.0224  0.0049 -0.0197  0.0312  0.0413 -0.0983 -0.0086 -0.0295 -0.2039  0.0048  0.2445 -0.2729  0.0057  0.0621  0.0637
  4 -0.0103  0.0206  0.0640  1.0000  0.0560  0.1056 -0.0122  0.1113  0.0183  0.0119 -0.1039  0.0193 -0.0029 -0.0003  0.0176  0.0046  0.0003  0.0001 -0.0258 -0.0172  0.0023  0.0054  0.1578 -0.0176  0.0188  0.0245  0.0019 -0.0276 -0.0200
  5  0.0082 -0.0237 -0.1940  0.0560  1.0000 -0.0603 -0.0392  0.0582 -0.0586  0.0434 -0.0261 -0.0478  0.0313 -0.0689 -0.0221  0.0124 -0.0335  0.0714  0.0569 -0.0616 -0.0182  0.0109 -0.1493  0.0800  0.0673 -0.0740  0.0339  0.0616  0.0544
  6 -0.0211 -0.0108  0.0282  0.1056 -0.0603  1.0000 -0.0222 -0.4941 -0.0609  0.0086 -0.0310  0.1321 -0.1182  0.0367 -0.0745 -0.0265  0.0149 -0.0011  0.0938  0.1096  0.0171 -0.0779 -0.3179  0.1455  0.0897  0.1651  0.0362  0.0296  0.0059
  7 -0.0229  0.0250 -0.0759 -0.0122 -0.0392 -0.0222  1.0000 -0.0161 -0.0191  0.0437 -0.2102  0.0049 -0.0184 -0.0555  0.0068  0.0153 -0.0328  0.0555  0.0332 -0.0338 -0.0168 -0.0410 -0.0610  0.1071  0.0518  0.0533 -0.0338  0.0607  0.0769
  8 -0.0088 -0.0011  0.1175  0.1113  0.0582 -0.4941 -0.0161  1.0000 -0.0361 -0.0264  0.1669  0.1185 -0.1386 -0.0420 -0.0801 -0.0824  0.0468 -0.0696  0.2033  0.2475  0.0472 -0.0292 -0.0711 -0.1094 -0.0085  0.1011 -0.0596  0.0514  0.0081
  9  0.0041 -0.0038 -0.0408  0.0183 -0.0586 -0.0609 -0.0191 -0.0361  1.0000  0.0474 -0.0292 -0.0031 -0.0013 -0.0909 -0.0237 -0.0080 -0.0158  0.0451  0.0848  0.0077  0.0015  0.0259  0.0385  0.0060  0.0208  0.0062  0.0159  0.0529  0.0259
 10 -0.0059 -0.0063  0.0333  0.0119  0.0434  0.0086  0.0437 -0.0264  0.0474  1.0000  0.1021 -0.0041  0.0054  0.0974  0.0160  0.0039  0.0200 -0.0533 -0.0803  0.0149 -0.0008 -0.0262 -0.1046 -0.0069 -0.0475 -0.0087 -0.0146 -0.0451 -0.0246
 11 -0.0309  0.0474 -0.0312 -0.1039 -0.0261 -0.0310 -0.2102  0.1669 -0.0292  0.1021  1.0000  0.0707 -0.0440 -0.0834  0.0037  0.0253 -0.0458  0.1038  0.0424 -0.1038 -0.0164 -0.0288  0.1585  0.1517  0.1907  0.1056  0.0225  0.0043  0.0382
 12  0.0182 -0.0124 -0.0483  0.0193 -0.0478  0.1321  0.0049  0.1185 -0.0031 -0.0041  0.0707  1.0000  0.0730 -0.0581  0.0191  0.0238 -0.0260  0.0416 -0.0202 -0.0498 -0.0257  0.0382 -0.0579  0.0480 -0.1287  0.0040  0.0021  0.0159  0.0290
 13  0.0011  0.0079  0.0102 -0.0029  0.0313 -0.1182 -0.0184 -0.1386 -0.0013  0.0054 -0.0440  0.0730  1.0000  0.0524 -0.0212 -0.0267  0.0252 -0.0432  0.0352  0.0471  0.0258 -0.0379  0.0240 -0.0622  0.1322 -0.0395 -0.0133 -0.0006 -0.0163
 14 -0.0018  0.0087  0.0190 -0.0003 -0.0689  0.0367 -0.0555 -0.0420 -0.0909  0.0974 -0.0834 -0.0581  0.0524  1.0000 -0.0351 -0.0122 -0.0647  0.1618  0.2504  0.0140 -0.0216  0.1459  0.3281  0.0128 -0.1550  0.1506  0.0115  0.0697  0.0660
 15 -0.0019 -0.0048 -0.0224  0.0176 -0.0221 -0.0745  0.0068 -0.0801 -0.0237  0.0160  0.0037  0.0191 -0.0212 -0.0351  1.0000 -0.0172  0.0022  0.0066  0.0674  0.0269  0.0094  0.0098  0.0350 -0.0351  0.0507 -0.0223  0.0037  0.0153  0.0019
 16 -0.0026 -0.0003  0.0049  0.0046  0.0124 -0.0265  0.0153 -0.0824 -0.0080  0.0039  0.0253  0.0238 -0.0267 -0.0122 -0.0172  1.0000  0.0134 -0.0193  0.0512  0.0424  0.0163  0.0062  0.0732 -0.0762  0.0479 -0.0402 -0.0086  0.0073 -0.0085
 17  0.0015  0.0010 -0.0197  0.0003 -0.0335  0.0149 -0.0328  0.0468 -0.0158  0.0200 -0.0458 -0.0260  0.0252 -0.0647  0.0022  0.0134  1.0000  0.0479  0.0192 -0.0306 -0.0157  0.0194 -0.0013  0.0592 -0.0432  0.0461  0.0080  0.0134  0.0236
 18 -0.0014 -0.0023  0.0312  0.0001  0.0714 -0.0011  0.0555 -0.0696  0.0451 -0.0533  0.1038  0.0416 -0.0432  0.1618  0.0066 -0.0193  0.0479  1.0000 -0.0744  0.0505  0.0275 -0.0526 -0.0501 -0.1044  0.0730 -0.1000 -0.0233 -0.0302 -0.0444
