* Theory file for CMS inclusive jets 13 TeV, 1.5 < |y| < 2.0
&Data 
   Name = "Theory for CMS inclusive jets 13 TeV, 1.5 < |y| < 2.0"
   NData =    16
   NColumn =    59
   ColumnType = 4*"Bin","Theory", 54*"Error"
   ColumnName = "ylow","yhigh","pTlow","pThigh","theory","CI1+","CI1-","PDF_nuisance_param_1+","PDF_nuisance_param_1-","PDF_nuisance_param_2+","PDF_nuisance_param_2-","PDF_nuisance_param_3+","PDF_nuisance_param_3-","PDF_nuisance_param_4+","PDF_nuisance_param_4-","PDF_nuisance_param_5+","PDF_nuisance_param_5-","PDF_nuisance_param_6+","PDF_nuisance_param_6-","PDF_nuisance_param_7+","PDF_nuisance_param_7-","PDF_nuisance_param_8+","PDF_nuisance_param_8-","PDF_nuisance_param_9+","PDF_nuisance_param_9-","PDF_nuisance_param_10+","PDF_nuisance_param_10-","PDF_nuisance_param_11+","PDF_nuisance_param_11-","PDF_nuisance_param_12+","PDF_nuisance_param_12-","PDF_nuisance_param_13+","PDF_nuisance_param_13-","PDF_nuisance_param_14+","PDF_nuisance_param_14-","PDF_nuisance_param_15+","PDF_nuisance_param_15-","PDF_nuisance_param_16+","PDF_nuisance_param_16-","PDF_nuisance_param_17+","PDF_nuisance_param_17-","PDF_nuisance_param_18+","PDF_nuisance_param_18-","PDF_nuisance_param_19+","PDF_nuisance_param_19-","PDF_nuisance_param_20+","PDF_nuisance_param_20-","PDF_nuisance_param_21+","PDF_nuisance_param_21-","PDF_nuisance_param_22+","PDF_nuisance_param_22-","PDF_nuisance_param_23+","PDF_nuisance_param_23-","PDF_nuisance_param_24+","PDF_nuisance_param_24-","PDF_nuisance_param_25+","PDF_nuisance_param_25-","PDF_nuisance_param_26+","PDF_nuisance_param_26-"
   Percent =  54*True
&End 
  0.150000E+01  0.200000E+01  0.970000E+02  0.133000E+03  0.940815E+04  0.234107E-04 -0.233915E-04 -0.120791E+00  0.109452E+00  0.205969E+00 -0.212435E+00  0.584292E+00 -0.529470E+00  0.807133E+00 -0.819924E+00  0.195812E+00 -0.261520E+00  0.182521E-02 -0.210317E-02 -0.239191E+00  0.320980E+00 -0.282275E+00  0.243209E+00 -0.607428E+00  0.346195E+00 -0.246107E+00  0.115958E+00  0.481807E-01 -0.330338E-01  0.964500E+00 -0.110894E+01 -0.101877E+00  0.173235E+00  0.828257E-01 -0.933777E-01 -0.880470E-01  0.571188E-01 -0.617881E-01  0.802386E-01  0.856439E+00 -0.756923E+00  0.190787E+00  0.111141E+00  0.494052E-01 -0.569689E-01 -0.691740E-03  0.160896E+00  0.160236E+00 -0.204284E+00  0.719095E-01 -0.790795E-01 -0.193831E+00  0.285066E+00 -0.429430E-01 -0.786774E+00 -0.517384E-01 -0.441489E+00  0.501953E+00 -0.120017E+01
  0.150000E+01  0.200000E+01  0.133000E+03  0.174000E+03  0.199472E+04  0.341371E-04 -0.340689E-04  0.140734E-01 -0.154743E-01  0.247224E+00 -0.253521E+00  0.233962E+00 -0.228215E+00  0.122142E+01 -0.117828E+01  0.202498E+00 -0.268406E+00  0.671234E-01 -0.393446E-01  0.133762E+00 -0.224926E+00 -0.272703E+00  0.241566E+00 -0.366307E+00  0.193572E+00 -0.460623E+00  0.211607E+00 -0.214798E+00  0.211096E+00  0.180113E+00 -0.141053E+00 -0.153375E+00  0.292372E+00  0.379421E-01 -0.276624E-01  0.756555E-01 -0.631120E-01 -0.288632E+00  0.292605E+00  0.137150E+01 -0.876254E+00  0.491453E+00 -0.168930E+00  0.150092E-02 -0.346378E-01 -0.687768E-01  0.166550E+00  0.255858E+00 -0.280720E+00  0.145540E+00 -0.160197E+00 -0.237488E+00  0.256827E+00 -0.253979E+00 -0.249829E+00 -0.889599E-01 -0.365059E+00  0.537226E+00 -0.140418E+01
  0.150000E+01  0.200000E+01  0.174000E+03  0.220000E+03  0.502429E+03  0.335141E-04 -0.333003E-04  0.155857E+00 -0.146483E+00  0.255506E+00 -0.261083E+00 -0.404487E-01  0.107195E-01  0.149201E+01 -0.140375E+01  0.205000E+00 -0.269549E+00  0.127296E+00 -0.736845E-01  0.447644E+00 -0.670988E+00 -0.241079E+00  0.221473E+00 -0.153165E+00  0.602165E-01 -0.639671E+00  0.292893E+00 -0.401519E+00  0.395139E+00 -0.625196E+00  0.844689E+00 -0.187849E+00  0.378945E+00 -0.122631E-01  0.434021E-01  0.197144E+00 -0.150839E+00 -0.446635E+00  0.435813E+00  0.161586E+01 -0.835241E+00  0.698562E+00 -0.379310E+00 -0.428957E-01 -0.165291E-01 -0.141779E+00  0.177880E+00  0.330563E+00 -0.332663E+00  0.208118E+00 -0.229193E+00 -0.270203E+00  0.222729E+00 -0.290906E+00  0.234067E+00 -0.111860E+00 -0.292753E+00  0.483109E+00 -0.154520E+01
  0.150000E+01  0.200000E+01  0.220000E+03  0.272000E+03  0.144240E+03  0.923979E-06 -0.324485E-06  0.304317E+00 -0.283197E+00  0.241439E+00 -0.246273E+00 -0.263310E+00  0.206241E+00  0.168540E+01 -0.156058E+01  0.198402E+00 -0.258659E+00  0.178038E+00 -0.102439E+00  0.708127E+00 -0.102883E+01 -0.191366E+00  0.186055E+00  0.429697E-01 -0.602557E-01 -0.791781E+00  0.363093E+00 -0.543108E+00  0.544944E+00 -0.137569E+01  0.180269E+01 -0.209202E+00  0.440309E+00 -0.652538E-01  0.115692E+00  0.292899E+00 -0.218483E+00 -0.557767E+00  0.532343E+00  0.163126E+01 -0.660420E+00  0.782672E+00 -0.486712E+00 -0.859909E-01  0.379037E-02 -0.254114E+00  0.238325E+00  0.388973E+00 -0.366133E+00  0.258525E+00 -0.285234E+00 -0.304725E+00  0.201502E+00 -0.197299E+00  0.700130E+00 -0.126101E+00 -0.222179E+00  0.385300E+00 -0.159568E+01
  0.150000E+01  0.200000E+01  0.272000E+03  0.330000E+03  0.447747E+02 -0.105996E-03  0.107556E-03  0.460099E+00 -0.426324E+00  0.208054E+00 -0.211998E+00 -0.445247E+00  0.367502E+00  0.182620E+01 -0.167128E+01  0.176934E+00 -0.227670E+00  0.214437E+00 -0.122856E+00  0.926696E+00 -0.132146E+01 -0.122685E+00  0.135767E+00  0.237883E+00 -0.176921E+00 -0.925913E+00  0.427217E+00 -0.664083E+00  0.678517E+00 -0.205855E+01  0.273698E+01 -0.218151E+00  0.476071E+00 -0.122422E+00  0.188746E+00  0.370840E+00 -0.272250E+00 -0.625006E+00  0.585355E+00  0.144032E+01 -0.362746E+00  0.750515E+00 -0.496363E+00 -0.126916E+00  0.292119E-01 -0.404917E+00  0.350683E+00  0.437268E+00 -0.384308E+00  0.298538E+00 -0.329673E+00 -0.345101E+00  0.199535E+00 -0.414629E-01  0.118425E+01 -0.133672E+00 -0.151835E+00  0.272906E+00 -0.158061E+01
  0.150000E+01  0.200000E+01  0.330000E+03  0.395000E+03  0.147770E+02 -0.374005E-03  0.377785E-03  0.620530E+00 -0.573708E+00  0.161103E+00 -0.164169E+00 -0.600098E+00  0.505305E+00  0.193606E+01 -0.175586E+01  0.134432E+00 -0.168459E+00  0.230985E+00 -0.131863E+00  0.111747E+01 -0.157405E+01 -0.356964E-01  0.705229E-01  0.439029E+00 -0.294578E+00 -0.104906E+01  0.487537E+00 -0.786537E+00  0.809512E+00 -0.265659E+01  0.363650E+01 -0.213289E+00  0.484084E+00 -0.182543E+00  0.260352E+00  0.439900E+00 -0.318425E+00 -0.649173E+00  0.596139E+00  0.109672E+01  0.295012E-01  0.622745E+00 -0.427704E+00 -0.168375E+00  0.661992E-01 -0.593963E+00  0.516002E+00  0.479795E+00 -0.390987E+00  0.331616E+00 -0.365699E+00 -0.394183E+00  0.220961E+00  0.983837E-01  0.173895E+01 -0.136657E+00 -0.788972E-01  0.166483E+00 -0.152973E+01
  0.150000E+01  0.200000E+01  0.395000E+03  0.468000E+03  0.500150E+01 -0.932509E-03  0.941301E-03  0.785496E+00 -0.724299E+00  0.103136E+00 -0.105226E+00 -0.735529E+00  0.627105E+00  0.202316E+01 -0.182049E+01  0.616561E-01 -0.675718E-01  0.219843E+00 -0.124521E+00  0.129659E+01 -0.181159E+01  0.745777E-01 -0.128953E-01  0.649460E+00 -0.414532E+00 -0.116547E+01  0.546525E+00 -0.919398E+00  0.940823E+00 -0.318640E+01  0.453007E+01 -0.189625E+00  0.457522E+00 -0.246676E+00  0.331192E+00  0.506185E+00 -0.360217E+00 -0.614490E+00  0.551745E+00  0.639775E+00  0.509556E+00  0.424306E+00 -0.300745E+00 -0.215565E+00  0.122982E+00 -0.824491E+00  0.744077E+00  0.522186E+00 -0.387786E+00  0.365233E+00 -0.398856E+00 -0.451708E+00  0.267065E+00  0.157944E+00  0.243881E+01 -0.134240E+00  0.143116E-02  0.784857E-01 -0.148056E+01
  0.150000E+01  0.200000E+01  0.468000E+03  0.548000E+03  0.172731E+01 -0.195225E-02  0.197168E-02  0.951368E+00 -0.875549E+00  0.383819E-01 -0.395379E-01 -0.858900E+00  0.738307E+00  0.209358E+01 -0.187077E+01 -0.474041E-01  0.824509E-01  0.175414E+00 -0.976772E-01  0.148000E+01 -0.205814E+01  0.209239E+00 -0.116462E+00  0.862259E+00 -0.533789E+00 -0.127725E+01  0.604172E+00 -0.106435E+01  0.106943E+01 -0.366744E+01  0.543821E+01 -0.143736E+00  0.393695E+00 -0.315464E+00  0.401649E+00  0.573500E+00 -0.399726E+00 -0.510907E+00  0.442653E+00  0.128258E+00  0.105543E+01  0.183145E+00 -0.138856E+00 -0.275830E+00  0.206104E+00 -0.110065E+01  0.104346E+01  0.568472E+00 -0.377833E+00  0.405758E+00 -0.435086E+00 -0.514314E+00  0.333613E+00  0.898024E-01  0.333871E+01 -0.127522E+00  0.938831E-01  0.149345E-01 -0.146403E+01
  0.150000E+01  0.200000E+01  0.548000E+03  0.638000E+03  0.597921E+00 -0.378564E-02  0.382699E-02  0.111609E+01 -0.102529E+01 -0.306506E-01  0.302395E-01 -0.974172E+00  0.842674E+00  0.214310E+01 -0.190270E+01 -0.199036E+00  0.291312E+00  0.923686E-01 -0.483048E-01  0.167598E+01 -0.232434E+01  0.375289E+00 -0.246943E+00  0.105657E+01 -0.640746E+00 -0.137473E+01  0.655343E+00 -0.120995E+01  0.118379E+01 -0.411292E+01  0.637633E+01 -0.700166E-01  0.291201E+00 -0.388615E+00  0.472529E+00  0.649963E+00 -0.441256E+00 -0.327711E+00  0.264929E+00 -0.390028E+00  0.165882E+01 -0.827480E-01  0.487250E-01 -0.359155E+00  0.327978E+00 -0.142911E+01  0.143080E+01  0.622386E+00 -0.362373E+00  0.456201E+00 -0.476062E+00 -0.574478E+00  0.410904E+00 -0.131021E+00  0.454006E+01 -0.117100E+00  0.212779E+00 -0.238818E-01 -0.150156E+01
  0.150000E+01  0.200000E+01  0.638000E+03  0.737000E+03  0.202468E+00 -0.696849E-02  0.705421E-02  0.128161E+01 -0.117515E+01 -0.103320E+00  0.103957E+00 -0.108524E+01  0.943567E+00  0.216983E+01 -0.191419E+01 -0.400856E+00  0.570108E+00 -0.348494E-01  0.270759E-01  0.189671E+01 -0.262407E+01  0.584213E+00 -0.414644E+00  0.121169E+01 -0.723861E+00 -0.144841E+01  0.695171E+00 -0.134335E+01  0.127347E+01 -0.455000E+01  0.738364E+01  0.368118E-01  0.151578E+00 -0.467876E+00  0.546801E+00  0.749675E+00 -0.492807E+00 -0.619706E-01  0.242214E-01 -0.885047E+00  0.232913E+01 -0.365992E+00  0.263329E+00 -0.476262E+00  0.505617E+00 -0.181773E+01  0.192596E+01  0.689397E+00 -0.342093E+00  0.515936E+00 -0.521632E+00 -0.623629E+00  0.487129E+00 -0.512709E+00  0.617717E+01 -0.104694E+00  0.374623E+00 -0.428941E-01 -0.161217E+01
