* Theory file for CMS inclusive jets 13 TeV, |y| < 0.5
&Data 
   Name = "Theory for CMS inclusive jets 13 TeV, |y| < 0.5"
   NData =    22
   NColumn =    63
   ColumnType = 4*"Bin","Theory", 58*"Error"
   ColumnName = "ylow","yhigh","pTlow","pThigh","theory","CI1+","CI1-","PDF_nuisance_param_1+","PDF_nuisance_param_1-","PDF_nuisance_param_2+","PDF_nuisance_param_2-","PDF_nuisance_param_3+","PDF_nuisance_param_3-","PDF_nuisance_param_4+","PDF_nuisance_param_4-","PDF_nuisance_param_5+","PDF_nuisance_param_5-","PDF_nuisance_param_6+","PDF_nuisance_param_6-","PDF_nuisance_param_7+","PDF_nuisance_param_7-","PDF_nuisance_param_8+","PDF_nuisance_param_8-","PDF_nuisance_param_9+","PDF_nuisance_param_9-","PDF_nuisance_param_10+","PDF_nuisance_param_10-","PDF_nuisance_param_11+","PDF_nuisance_param_11-","PDF_nuisance_param_12+","PDF_nuisance_param_12-","PDF_nuisance_param_13+","PDF_nuisance_param_13-","PDF_nuisance_param_14+","PDF_nuisance_param_14-","PDF_nuisance_param_15+","PDF_nuisance_param_15-","PDF_nuisance_param_16+","PDF_nuisance_param_16-","PDF_nuisance_param_17+","PDF_nuisance_param_17-","PDF_nuisance_param_18+","PDF_nuisance_param_18-","PDF_nuisance_param_19+","PDF_nuisance_param_19-","PDF_nuisance_param_20+","PDF_nuisance_param_20-","PDF_nuisance_param_21+","PDF_nuisance_param_21-","PDF_nuisance_param_22+","PDF_nuisance_param_22-","PDF_nuisance_param_23+","PDF_nuisance_param_23-","PDF_nuisance_param_24+","PDF_nuisance_param_24-","PDF_nuisance_param_25+","PDF_nuisance_param_25-","PDF_nuisance_param_26+","PDF_nuisance_param_26-","PDF_nuisance_param_27+","PDF_nuisance_param_27-","PDF_nuisance_param_28+","PDF_nuisance_param_28-"
   Percent =  58*True
&End 
  0.000000E+00  0.500000E+00  0.970000E+02  0.133000E+03  0.136764E+05  0.176483E-04 -0.176300E-04  0.157366E+00  0.224087E+00  0.995880E+00 -0.114942E+01  0.184873E+00 -0.166870E-02  0.876011E+00 -0.720800E+00 -0.103454E+01  0.690741E+00  0.122175E+01 -0.751988E+00 -0.167348E+01  0.853906E+00  0.695885E+00 -0.443747E+00 -0.709830E+00  0.848351E+00  0.918151E+00 -0.100504E+01  0.203983E+00 -0.438617E+00 -0.187568E+00  0.158503E+00  0.750225E-02 -0.653939E-01 -0.115055E+00  0.150536E+00 -0.338112E+00  0.118990E+00  0.212669E+00 -0.278954E+00 -0.279275E+00  0.595682E+00  0.207811E+00 -0.169989E+00  0.389412E+00 -0.721549E+00 -0.849849E-01 -0.118211E+00  0.320396E+00 -0.206362E+00  0.420909E+00 -0.236695E+00 -0.864777E+00 -0.156026E+00 -0.959332E+00 -0.115546E+00 -0.392521E+00 -0.141438E+01 -0.205062E+00 -0.274196E+00 -0.235446E+01  0.849168E+00 -0.651762E+00  0.659576E+00
  0.000000E+00  0.500000E+00  0.133000E+03  0.174000E+03  0.300927E+04  0.243840E-04 -0.243191E-04  0.128960E+00  0.194622E+00  0.442681E+00 -0.114604E+01  0.449925E-01  0.130783E+00  0.709778E+00 -0.833215E+00 -0.580333E+00  0.301947E+00  0.118833E+01 -0.774498E+00 -0.888419E+00  0.417519E+00  0.828197E+00 -0.558176E+00 -0.752968E+00  0.894996E+00  0.783541E+00 -0.839666E+00  0.193520E+00 -0.404447E+00 -0.134590E+00  0.125461E+00  0.488491E+00 -0.522632E+00 -0.973743E-02  0.145168E-01 -0.192181E+00  0.701238E-01  0.238425E+00 -0.311521E+00 -0.367915E+00  0.796130E+00 -0.252043E+00  0.281719E+00  0.217375E+00 -0.419872E+00 -0.484427E-01 -0.740558E-01  0.134939E+00 -0.134631E-01  0.247033E+00  0.607770E-01 -0.673498E+00 -0.298142E-01 -0.752728E+00 -0.523767E+00 -0.681443E+00 -0.112099E+01 -0.120260E+00 -0.200485E+00 -0.231422E+01  0.934248E+00 -0.671158E+00  0.757196E+00
  0.000000E+00  0.500000E+00  0.174000E+03  0.220000E+03  0.797786E+03  0.204523E-04 -0.202526E-04  0.951902E-01  0.164200E+00 -0.121285E+00 -0.104274E+01 -0.710067E-01  0.236312E+00  0.481778E+00 -0.864788E+00 -0.139459E+00 -0.460162E-01  0.108371E+01 -0.747192E+00 -0.144229E+00  0.127887E-01  0.925899E+00 -0.645929E+00 -0.772342E+00  0.913711E+00  0.607252E+00 -0.634708E+00  0.163384E+00 -0.334366E+00 -0.694113E-01  0.784746E-01  0.881673E+00 -0.889862E+00  0.877674E-01 -0.111835E+00 -0.451801E-01  0.201955E-01  0.243032E+00 -0.316897E+00 -0.419278E+00  0.915159E+00 -0.647582E+00  0.669677E+00  0.310645E-01 -0.996203E-01 -0.292503E-01 -0.175985E-01 -0.353661E-01  0.155682E+00  0.344623E-01  0.347258E+00 -0.427498E+00  0.744911E-01 -0.516211E+00 -0.848798E+00 -0.892208E+00 -0.767169E+00 -0.378706E-01 -0.124067E+00 -0.234533E+01  0.962771E+00 -0.652360E+00  0.794562E+00
  0.000000E+00  0.500000E+00  0.220000E+03  0.272000E+03  0.239191E+03 -0.121053E-04  0.126611E-04  0.561805E-01  0.130974E+00 -0.660467E+00 -0.877104E+00 -0.172174E+00  0.320716E+00  0.222934E+00 -0.845149E+00  0.284841E+00 -0.350299E+00  0.934718E+00 -0.689000E+00  0.563602E+00 -0.361337E+00  0.996738E+00 -0.713303E+00 -0.772753E+00  0.910321E+00  0.400441E+00 -0.399920E+00  0.121657E+00 -0.242462E+00  0.333963E-02  0.229316E-01  0.120226E+01 -0.118400E+01  0.177052E+00 -0.227609E+00  0.103208E+00 -0.303206E-01  0.231054E+00 -0.300463E+00 -0.439895E+00  0.966794E+00 -0.988991E+00  0.100364E+01 -0.163593E+00  0.233035E+00 -0.225075E-01  0.487681E-01 -0.189080E+00  0.300428E+00 -0.195651E+00  0.613168E+00 -0.135618E+00  0.159616E+00 -0.266108E+00 -0.108742E+01 -0.102243E+01 -0.386515E+00  0.457167E-01 -0.456326E-01 -0.242297E+01  0.956668E+00 -0.610159E+00  0.788594E+00
  0.000000E+00  0.500000E+00  0.272000E+03  0.330000E+03  0.785866E+02 -0.120125E-03  0.121571E-03  0.104639E-01  0.922937E-01 -0.114749E+01 -0.671243E+00 -0.265457E+00  0.387141E+00 -0.473000E-01 -0.790724E+00  0.693016E+00 -0.610258E+00  0.755764E+00 -0.610421E+00  0.124156E+01 -0.707660E+00  0.104439E+01 -0.763615E+00 -0.756270E+00  0.887040E+00  0.167712E+00 -0.138945E+00  0.725748E-01 -0.136142E+00  0.822623E-01 -0.395654E-01  0.145756E+01 -0.141369E+01  0.258369E+00 -0.333326E+00  0.254301E+00 -0.817397E-01  0.204206E+00 -0.264662E+00 -0.432711E+00  0.956424E+00 -0.128406E+01  0.128984E+01 -0.362915E+00  0.575107E+00 -0.252825E-01  0.124705E+00 -0.325975E+00  0.419274E+00 -0.430359E+00  0.850697E+00  0.201261E+00  0.227418E+00 -0.128104E-01 -0.123031E+01 -0.106356E+01  0.139048E-02  0.133709E+00  0.354270E-01 -0.252728E+01  0.928091E+00 -0.552753E+00  0.750530E+00
  0.000000E+00  0.500000E+00  0.330000E+03  0.395000E+03  0.275787E+02 -0.370368E-03  0.373936E-03 -0.420658E-01  0.460032E-01 -0.155933E+01 -0.445478E+00 -0.357055E+00  0.439211E+00 -0.309916E+00 -0.715297E+00  0.108383E+01 -0.831213E+00  0.560677E+00 -0.520693E+00  0.189071E+01 -0.102776E+01  0.107286E+01 -0.800205E+00 -0.725648E+00  0.847017E+00 -0.843882E-01  0.141341E+00  0.197606E-01 -0.221629E-01  0.165675E+00 -0.107489E+00  0.165289E+01 -0.158573E+01  0.332071E+00 -0.429608E+00  0.406557E+00 -0.134090E+00  0.165099E+00 -0.212996E+00 -0.402041E+00  0.893195E+00 -0.153855E+01  0.153303E+01 -0.561200E+00  0.919267E+00 -0.344305E-01  0.208601E+00 -0.444842E+00  0.510996E+00 -0.654516E+00  0.105044E+01  0.573301E+00  0.280118E+00  0.233277E+00 -0.127523E+01 -0.101591E+01  0.379441E+00  0.226986E+00  0.118346E+00 -0.263899E+01  0.886849E+00 -0.487315E+00  0.692411E+00
  0.000000E+00  0.500000E+00  0.395000E+03  0.468000E+03  0.101467E+02 -0.906077E-03  0.914484E-03 -0.102058E+00 -0.103613E-01 -0.187787E+01 -0.213281E+00 -0.452774E+00  0.478873E+00 -0.549818E+00 -0.627862E+00  0.145507E+01 -0.101953E+01  0.358330E+00 -0.425501E+00  0.250831E+01 -0.132035E+01  0.108375E+01 -0.824160E+00 -0.681402E+00  0.790927E+00 -0.350642E+00  0.436911E+00 -0.334545E-01  0.934221E-01  0.250922E+00 -0.178266E+00  0.178864E+01 -0.170170E+01  0.398027E+00 -0.516100E+00  0.556532E+00 -0.185641E+00  0.116002E+00 -0.148525E+00 -0.351080E+00  0.783865E+00 -0.175226E+01  0.173252E+01 -0.751450E+00  0.125644E+01 -0.464179E-01  0.298310E+00 -0.544173E+00  0.573406E+00 -0.850579E+00  0.120084E+01  0.965798E+00  0.320577E+00  0.467014E+00 -0.122252E+01 -0.881905E+00  0.737114E+00  0.326571E+00  0.204028E+00 -0.274366E+01  0.839255E+00 -0.417872E+00  0.623093E+00
  0.000000E+00  0.500000E+00  0.468000E+03  0.548000E+03  0.387927E+01 -0.198536E-02  0.200442E-02 -0.170052E+00 -0.802236E-01 -0.208665E+01  0.140057E-01 -0.561076E+00  0.510276E+00 -0.752884E+00 -0.535774E+00  0.181042E+01 -0.118961E+01  0.156367E+00 -0.329457E+00  0.309939E+01 -0.158961E+01  0.108064E+01 -0.837695E+00 -0.625070E+00  0.720633E+00 -0.629571E+00  0.746608E+00 -0.853096E-01  0.207521E+00  0.338271E+00 -0.252201E+00  0.186552E+01 -0.176310E+01  0.457738E+00 -0.594447E+00  0.701863E+00 -0.235739E+00  0.592748E-01 -0.738840E-01 -0.282654E+00  0.635439E+00 -0.192814E+01  0.189088E+01 -0.929029E+00  0.158115E+01 -0.585717E-01  0.392922E+00 -0.621611E+00  0.603947E+00 -0.100004E+01  0.128856E+01  0.136418E+01  0.352298E+00  0.684146E+00 -0.107183E+01 -0.664461E+00  0.106904E+01  0.432902E+00  0.293590E+00 -0.282897E+01  0.791442E+00 -0.347908E+00  0.551646E+00
  0.000000E+00  0.500000E+00  0.548000E+03  0.638000E+03  0.153172E+01 -0.398369E-02  0.402550E-02 -0.246096E+00 -0.165190E+00 -0.217964E+01  0.227501E+00 -0.686624E+00  0.535824E+00 -0.908506E+00 -0.445147E+00  0.214930E+01 -0.135545E+01 -0.389299E-01 -0.236349E+00  0.366141E+01 -0.183596E+01  0.106458E+01 -0.841725E+00 -0.556762E+00  0.636492E+00 -0.915357E+00  0.106477E+01 -0.133679E+00  0.315739E+00  0.425035E+00 -0.327248E+00  0.188382E+01 -0.177117E+01  0.510980E+00 -0.664678E+00  0.837357E+00 -0.282723E+00 -0.233782E-02  0.720245E-02 -0.201000E+00  0.457134E+00 -0.206504E+01  0.200631E+01 -0.108706E+01  0.188382E+01 -0.671194E-01  0.489224E+00 -0.675836E+00  0.601329E+00 -0.108501E+01  0.130237E+01  0.174547E+01  0.378934E+00  0.882870E+00 -0.834482E+00 -0.377218E+00  0.137173E+01  0.544797E+00  0.387952E+00 -0.288703E+01  0.747033E+00 -0.280075E+00  0.484071E+00
  0.000000E+00  0.500000E+00  0.638000E+03  0.737000E+03  0.616412E+00 -0.762515E-02  0.771489E-02 -0.331305E+00 -0.268756E+00 -0.215540E+01  0.423495E+00 -0.838516E+00  0.559672E+00 -0.100862E+01 -0.360722E+00  0.247924E+01 -0.153869E+01 -0.224663E+00 -0.148218E+00  0.420283E+01 -0.206431E+01  0.103896E+01 -0.838094E+00 -0.476957E+00  0.539122E+00 -0.120965E+01  0.139373E+01 -0.177238E+00  0.415656E+00  0.510606E+00 -0.402814E+00  0.184454E+01 -0.172700E+01  0.558882E+00 -0.728064E+00  0.959222E+00 -0.325065E+00 -0.665501E-01  0.918812E-01 -0.109353E+00  0.256458E+00 -0.216309E+01  0.207895E+01 -0.122209E+01  0.216129E+01 -0.685262E-01  0.585881E+00 -0.705122E+00  0.563570E+00 -0.108460E+01  0.122977E+01  0.208775E+01  0.405952E+00  0.106803E+01 -0.522888E+00 -0.340947E-01  0.165103E+01  0.662022E+00  0.490812E+00 -0.291479E+01  0.709062E+00 -0.215824E+00  0.425749E+00
