 22
  1  1.0000  0.0032 -0.0008  0.0068 -0.0036 -0.0020  0.0013  0.0004  0.0062  0.0070  0.0059  0.0013 -0.0099 -0.0045  0.0030  0.0026 -0.0053  0.0006  0.0069 -0.0012  0.0042 -0.0101
  2  0.0032  1.0000  0.0010 -0.0147  0.0036 -0.0104  0.0012  0.0001 -0.0190 -0.0195 -0.0133 -0.0074  0.0216  0.0093 -0.0020 -0.0017  0.0047  0.0006 -0.0124  0.0067 -0.0135  0.0195
  3 -0.0008  0.0010  1.0000  0.0017 -0.0030 -0.0103  0.0027  0.0002  0.0021  0.0026  0.0005  0.0004 -0.0020 -0.0009  0.0008  0.0011 -0.0022  0.0007  0.0012  0.0005  0.0000 -0.0063
  4  0.0068 -0.0147  0.0017  1.0000  0.0046 -0.0407  0.0069  0.0008 -0.0493 -0.0499 -0.0327 -0.0202  0.0504  0.0227 -0.0016 -0.0018  0.0076  0.0030 -0.0284  0.0193 -0.0352  0.0326
  5 -0.0036  0.0036 -0.0030  0.0046  1.0000 -0.0900  0.0213 -0.0003  0.0154  0.0194 -0.0096  0.0005 -0.0087 -0.0075  0.0085  0.0119 -0.0135  0.0027  0.0012 -0.0048  0.0056 -0.0320
  6 -0.0020 -0.0104 -0.0103 -0.0407 -0.0900  1.0000  0.1223 -0.0070  0.0310  0.0477 -0.1255 -0.0102  0.0465  0.0035  0.0248  0.0474 -0.0279  0.0108 -0.0649 -0.0155 -0.0081 -0.1243
  7  0.0013  0.0012  0.0027  0.0069  0.0213  0.1223  1.0000  0.0009 -0.0070 -0.0114  0.0243  0.0025 -0.0088 -0.0003 -0.0066 -0.0111  0.0095 -0.0034  0.0113  0.0005  0.0039  0.0275
  8  0.0004  0.0001  0.0002  0.0008 -0.0003 -0.0070  0.0009  1.0000  0.0125  0.0122 -0.0022  0.0064 -0.0013 -0.0012 -0.0031 -0.0014  0.0052 -0.0017 -0.0034 -0.0065  0.0068 -0.0020
  9  0.0062 -0.0190  0.0021 -0.0493  0.0154  0.0310 -0.0070  0.0125  1.0000 -0.2199 -0.0292 -0.0923  0.0346  0.0214  0.0302  0.0133  0.0023  0.0114 -0.0153  0.0290 -0.0571 -0.0409
 10  0.0070 -0.0195  0.0026 -0.0499  0.0194  0.0477 -0.0114  0.0122 -0.2199  1.0000  0.0007 -0.0569  0.0403  0.0073  0.0319  0.0241  0.1170  0.0119 -0.0846 -0.0300 -0.0494 -0.1441
 11  0.0059 -0.0133  0.0005 -0.0327 -0.0096 -0.1255  0.0243 -0.0022 -0.0292  0.0007  1.0000 -0.0571  0.0093  0.0111  0.0054  0.0039 -0.0757 -0.0037  0.0214  0.0175  0.0068  0.0418
 12  0.0013 -0.0074  0.0004 -0.0202  0.0005 -0.0102  0.0025  0.0064 -0.0923 -0.0569 -0.0571  1.0000 -0.0309 -0.0006  0.0166  0.0059 -0.1289 -0.0003  0.0775  0.0382  0.0059  0.0543
 13 -0.0099  0.0216 -0.0020  0.0504 -0.0087  0.0465 -0.0088 -0.0013  0.0346  0.0403  0.0093 -0.0309  1.0000 -0.0724  0.0028  0.0131 -0.0648 -0.0153  0.0851 -0.0788  0.1272 -0.0804
 14 -0.0045  0.0093 -0.0009  0.0227 -0.0075  0.0035 -0.0003 -0.0012  0.0214  0.0073  0.0111 -0.0006 -0.0724  1.0000 -0.0048  0.0303  0.0009 -0.0113  0.0085 -0.0868  0.0800 -0.0134
 15  0.0030 -0.0020  0.0008 -0.0016  0.0085  0.0248 -0.0066 -0.0031  0.0302  0.0319  0.0054  0.0166  0.0028 -0.0048  1.0000 -0.0827  0.0090 -0.0040 -0.0137 -0.0108  0.0167  0.0293
 16  0.0026 -0.0017  0.0011 -0.0018  0.0119  0.0474 -0.0111 -0.0014  0.0133  0.0241  0.0039  0.0059  0.0131  0.0303 -0.0827  1.0000 -0.0047  0.0018  0.0097  0.0400 -0.0155  0.0006
 17 -0.0053  0.0047 -0.0022  0.0076 -0.0135 -0.0279  0.0095  0.0052  0.0023  0.1170 -0.0757 -0.1289 -0.0648  0.0009  0.0090 -0.0047  1.0000 -0.0034  0.1965  0.1138  0.0153  0.2233
 18  0.0006  0.0006  0.0007  0.0030  0.0027  0.0108 -0.0034 -0.0017  0.0114  0.0119 -0.0037 -0.0003 -0.0153 -0.0113 -0.0040  0.0018 -0.0034  1.0000  0.0050 -0.0181  0.0221  0.0095
 19  0.0069 -0.0124  0.0012 -0.0284  0.0012 -0.0649  0.0113 -0.0034 -0.0153 -0.0846  0.0214  0.0775  0.0851  0.0085 -0.0137  0.0097  0.1965  0.0050  1.0000 -0.0624 -0.0366 -0.0987
 20 -0.0012  0.0067  0.0005  0.0193 -0.0048 -0.0155  0.0005 -0.0065  0.0290 -0.0300  0.0175  0.0382 -0.0788 -0.0868 -0.0108  0.0400  0.1138 -0.0181 -0.0624  1.0000  0.1196 -0.1158
 21  0.0042 -0.0135  0.0000 -0.0352  0.0056 -0.0081  0.0039  0.0068 -0.0571 -0.0494  0.0068  0.0059  0.1272  0.0800  0.0167 -0.0155  0.0153  0.0221 -0.0366  0.1196  1.0000  0.0582
 22 -0.0101  0.0195 -0.0063  0.0326 -0.0320 -0.1243  0.0275 -0.0020 -0.0409 -0.1441  0.0418  0.0543 -0.0804 -0.0134  0.0293  0.0006  0.2233  0.0095 -0.0987 -0.1158  0.0582  1.0000
