* Theory file for HERA1+2 CCep
&Data 
   Name = "Theory for HERA1+2 CCep"
   NData =    39
   NColumn =    48
   ColumnType = 3*"Bin","Theory", 44*"Error"
   ColumnName = "Q2","x","y","theory","PDF_nuisance_param_1+","PDF_nuisance_param_1-","PDF_nuisance_param_2+","PDF_nuisance_param_2-","PDF_nuisance_param_3+","PDF_nuisance_param_3-","PDF_nuisance_param_4+","PDF_nuisance_param_4-","PDF_nuisance_param_5+","PDF_nuisance_param_5-","PDF_nuisance_param_6+","PDF_nuisance_param_6-","PDF_nuisance_param_7+","PDF_nuisance_param_7-","PDF_nuisance_param_8+","PDF_nuisance_param_8-","PDF_nuisance_param_9+","PDF_nuisance_param_9-","PDF_nuisance_param_10+","PDF_nuisance_param_10-","PDF_nuisance_param_11+","PDF_nuisance_param_11-","PDF_nuisance_param_12+","PDF_nuisance_param_12-","PDF_nuisance_param_13+","PDF_nuisance_param_13-","PDF_nuisance_param_14+","PDF_nuisance_param_14-","PDF_nuisance_param_15+","PDF_nuisance_param_15-","PDF_nuisance_param_16+","PDF_nuisance_param_16-","PDF_nuisance_param_17+","PDF_nuisance_param_17-","PDF_nuisance_param_18+","PDF_nuisance_param_18-","PDF_nuisance_param_19+","PDF_nuisance_param_19-","PDF_nuisance_param_20+","PDF_nuisance_param_20-","PDF_nuisance_param_21+","PDF_nuisance_param_21-","PDF_nuisance_param_22+","PDF_nuisance_param_22-"
   Percent =  44*True
&End 
  0.300000E+03  0.800000E-02  0.370550E+00  0.111842E+01  0.142734E+00 -0.125886E+00 -0.669090E-01  0.832627E-01  0.716204E-01 -0.552852E-01 -0.201323E+00  0.206049E+00  0.280268E+00 -0.267148E+00  0.122534E+00 -0.104810E+00 -0.139441E+00  0.156719E+00 -0.699646E-01  0.894321E-01  0.671514E-01 -0.645852E-01  0.125109E-01  0.112683E-02 -0.402630E+00  0.334590E+00  0.147386E+00 -0.143255E+00  0.989605E-01 -0.215047E+00  0.135659E+00 -0.786510E-01 -0.399495E+00  0.538735E+00 -0.478053E+00  0.337278E+00  0.378351E+00 -0.398795E+00 -0.144947E+00  0.187013E+00 -0.282575E+00  0.472987E+00 -0.258531E+00  0.258531E+00  0.258106E+00 -0.258106E+00 -0.298412E+00  0.298412E+00
  0.300000E+03  0.130000E-01  0.228030E+00  0.660759E+00  0.141330E+00 -0.125573E+00 -0.117091E+00  0.132439E+00  0.615890E-01 -0.463346E-01 -0.253748E+00  0.257993E+00  0.276318E+00 -0.263168E+00  0.182572E+00 -0.166185E+00 -0.130233E+00  0.144457E+00 -0.921299E-01  0.631507E-01  0.886869E-01 -0.841182E-01  0.235510E-01 -0.122379E-01 -0.319718E+00  0.268538E+00  0.204615E+00 -0.193084E+00  0.288041E+00 -0.380378E+00  0.271855E+00 -0.231314E+00 -0.777434E+00  0.104514E+01 -0.914868E+00  0.649195E+00  0.566761E+00 -0.408121E+00 -0.119937E+00  0.943996E-01 -0.186736E+00  0.702256E+00 -0.688670E-01  0.688670E-01  0.826232E-01 -0.826232E-01 -0.126024E+00  0.126024E+00
  0.300000E+03  0.320000E-01  0.926380E-01  0.210173E+00  0.120244E+00 -0.116359E+00 -0.179290E+00  0.182937E+00  0.397096E-01 -0.362196E-01 -0.376002E+00  0.370218E+00  0.242127E+00 -0.239510E+00  0.219429E+00 -0.222619E+00 -0.970527E-01  0.973458E-01 -0.757438E-01  0.123069E-03 -0.606510E-01  0.577104E-01 -0.101225E+00  0.805212E-01 -0.125514E+00  0.975193E-01  0.261942E+00 -0.234570E+00  0.825591E+00 -0.856485E+00  0.563606E+00 -0.594492E+00 -0.757676E+00  0.913266E+00 -0.876914E+00  0.588384E+00  0.973928E+00 -0.808984E-01 -0.676512E-01 -0.151865E+00  0.166145E+00  0.123138E+01  0.421626E+00 -0.421626E+00 -0.554308E+00  0.554308E+00  0.288683E+00 -0.288683E+00
  0.300000E+03  0.800000E-01  0.370550E-01  0.575649E-01  0.644186E-01 -0.919438E-01 -0.179456E+00  0.151821E+00  0.142468E-02 -0.291746E-01 -0.434439E+00  0.400832E+00  0.929217E-01 -0.121157E+00 -0.217582E+00  0.164024E+00  0.215973E-01 -0.530001E-01 -0.180473E-01 -0.645685E-01 -0.600334E+00  0.569900E+00 -0.829348E+00  0.753267E+00 -0.137054E-01  0.557269E-02  0.266612E+00 -0.202239E+00  0.117396E+01 -0.102494E+01  0.510510E+00 -0.693113E+00 -0.485287E-01 -0.393804E+00 -0.998123E-02 -0.478058E-01  0.173741E+01  0.572047E-01 -0.191088E-01 -0.318621E+00  0.257086E+00  0.193375E+01  0.441641E+00 -0.441641E+00 -0.968376E+00  0.968376E+00 -0.229399E+00  0.229399E+00
  0.300000E+03  0.130000E+00  0.228030E-01  0.273062E-01  0.291493E-01 -0.695936E-01 -0.146353E+00  0.105849E+00 -0.244184E-01 -0.161590E-01 -0.382371E+00  0.338230E+00 -0.768900E-01  0.359048E-01 -0.864648E+00  0.793782E+00  0.180037E+00 -0.223723E+00 -0.252977E-01 -0.473017E-01 -0.832155E+00  0.791245E+00 -0.136746E+01  0.127568E+01 -0.913985E-01  0.113487E+00  0.278208E+00 -0.167097E+00  0.854297E+00 -0.529927E+00  0.856558E-01 -0.351562E+00  0.270435E+00 -0.841197E+00  0.396628E+00 -0.286546E+00  0.218451E+01 -0.472428E+00  0.117140E-02 -0.215590E+00 -0.243951E+00  0.208544E+01 -0.278754E+00  0.278754E+00 -0.464174E+00  0.464174E+00 -0.134259E+01  0.134259E+01
  0.500000E+03  0.800000E-02  0.617590E+00  0.840054E+00  0.129821E+00 -0.111828E+00 -0.517924E-01  0.693582E-01  0.800797E-01 -0.625230E-01 -0.168878E+00  0.176100E+00  0.260821E+00 -0.246104E+00  0.899928E-01 -0.719514E-01 -0.135082E+00  0.153530E+00 -0.725056E-01  0.924011E-01  0.360224E-01 -0.325018E-01 -0.190154E-01  0.321232E-01 -0.479209E+00  0.410163E+00  0.612246E-01 -0.574847E-01 -0.488243E-01 -0.775039E-01 -0.106093E-01  0.613884E-01  0.386201E+00 -0.489661E+00  0.437324E+00 -0.330836E+00  0.187851E+00 -0.385357E+00 -0.159011E+00  0.254680E+00 -0.351912E+00  0.182897E+00 -0.489752E+00  0.489752E+00  0.394419E+00 -0.394419E+00 -0.224626E+00  0.224626E+00
  0.500000E+03  0.130000E-01  0.380050E+00  0.538604E+00  0.130504E+00 -0.113782E+00 -0.105834E+00  0.122189E+00  0.680529E-01 -0.517727E-01 -0.221509E+00  0.227908E+00  0.255507E+00 -0.240945E+00  0.157761E+00 -0.140709E+00 -0.126452E+00  0.141585E+00 -0.953141E-01  0.640525E-01  0.658958E-01 -0.601878E-01  0.332082E-02  0.914394E-02 -0.384611E+00  0.333382E+00  0.125864E+00 -0.114486E+00  0.154578E+00 -0.254739E+00  0.145066E+00 -0.110743E+00 -0.321740E+00  0.445964E+00 -0.381434E+00  0.266976E+00  0.385211E+00 -0.397763E+00 -0.131542E+00  0.153252E+00 -0.247242E+00  0.465281E+00 -0.235477E+00  0.235477E+00  0.215978E+00 -0.215978E+00 -0.499221E-01  0.499221E-01
  0.500000E+03  0.320000E-01  0.154400E+00  0.186653E+00  0.113893E+00 -0.109354E+00 -0.173605E+00  0.177929E+00  0.428229E-01 -0.386365E-01 -0.351651E+00  0.347249E+00  0.223851E+00 -0.220216E+00  0.205392E+00 -0.207524E+00 -0.938477E-01  0.947158E-01 -0.769423E-01 -0.170529E-02 -0.710369E-01  0.692574E-01 -0.100006E+00  0.820172E-01 -0.165492E+00  0.138811E+00  0.194750E+00 -0.167144E+00  0.720254E+00 -0.756024E+00  0.473626E+00 -0.512020E+00 -0.619348E+00  0.734937E+00 -0.712746E+00  0.479507E+00  0.806545E+00 -0.642373E-01 -0.737766E-01 -0.111971E+00  0.135117E+00  0.104556E+01  0.341198E+00 -0.341198E+00 -0.454238E+00  0.454238E+00  0.366307E+00 -0.366307E+00
  0.500000E+03  0.800000E-01  0.617590E-01  0.524116E-01  0.612362E-01 -0.883658E-01 -0.177055E+00  0.149839E+00  0.234687E-02 -0.296894E-01 -0.419110E+00  0.386293E+00  0.785024E-01 -0.106055E+00 -0.228713E+00  0.176384E+00  0.255718E-01 -0.566120E-01 -0.165750E-01 -0.681289E-01 -0.599157E+00  0.569670E+00 -0.807797E+00  0.734143E+00 -0.303675E-01  0.249769E-01  0.211259E+00 -0.145865E+00  0.109387E+01 -0.948380E+00  0.455292E+00 -0.647548E+00 -0.305260E-01 -0.401850E+00  0.117367E-01 -0.553260E-01  0.158316E+01  0.843571E-01 -0.202642E-01 -0.296439E+00  0.253636E+00  0.177268E+01  0.416357E+00 -0.416357E+00 -0.909304E+00  0.909304E+00 -0.164376E+00  0.164376E+00
  0.500000E+03  0.130000E+00  0.380050E-01  0.248641E-01  0.273183E-01 -0.673452E-01 -0.144971E+00  0.104936E+00 -0.241816E-01 -0.159468E-01 -0.371960E+00  0.328491E+00 -0.887976E-01  0.484679E-01 -0.877766E+00  0.808420E+00  0.185155E+00 -0.228389E+00 -0.229322E-01 -0.508296E-01 -0.819691E+00  0.779832E+00 -0.132834E+01  0.123804E+01 -0.963572E-01  0.122221E+00  0.233810E+00 -0.121060E+00  0.793541E+00 -0.473211E+00  0.521275E-01 -0.326805E+00  0.264618E+00 -0.808804E+00  0.389263E+00 -0.276023E+00  0.203970E+01 -0.434178E+00  0.210979E-02 -0.203336E+00 -0.233253E+00  0.194148E+01 -0.278375E+00  0.278375E+00 -0.432678E+00  0.432678E+00 -0.127910E+01  0.127910E+01
