 40
  1  1.0000 -0.0107 -0.2493  0.0476 -0.0573 -0.0827 -0.1425  0.0673 -0.0914  0.0488  0.0127  0.3275 -0.0121  0.2736 -0.0894  0.0917 -0.0666 -0.0812 -0.0064  0.0123 -0.0970 -0.0662 -0.0272 -0.1637  0.0035 -0.0333 -0.0719 -0.0268 -0.0770 -0.0266  0.1200 -0.0998 -0.0794 -0.1816 -0.0092  0.0446  0.0320  0.0028  0.0421  0.0049
  2 -0.0107  1.0000 -0.0190  0.1189  0.0354  0.0453  0.0387 -0.2908 -0.0184  0.1474  0.0393 -0.1022 -0.0907  0.0547  0.1802  0.3737  0.1386  0.0671  0.0727 -0.0692 -0.1784  0.0913 -0.0383  0.0339 -0.1518 -0.1378  0.2011 -0.2409 -0.1510  0.0085  0.0523 -0.1534  0.0183  0.0218  0.0799  0.1988 -0.0741 -0.0241  0.4243  0.3206
  3 -0.2493 -0.0190  1.0000 -0.0207 -0.0644  0.0731  0.1025 -0.0074 -0.1008  0.0577 -0.0274  0.1446 -0.0432 -0.1976 -0.0406 -0.0160  0.0729 -0.0415  0.0565 -0.0119  0.0443 -0.0367  0.0321  0.1616 -0.0634 -0.0274 -0.1071  0.0087 -0.0017 -0.0333 -0.0365  0.0460 -0.0421 -0.0654 -0.0135  0.0070 -0.0596 -0.0266  0.0301 -0.0025
  4  0.0476  0.1189 -0.0207  1.0000  0.0348 -0.1195  0.0447  0.0515  0.2588 -0.0674  0.0356  0.0630 -0.0405  0.0840  0.0457  0.5429  0.1444  0.0751 -0.2294  0.0870 -0.1477 -0.0768 -0.0576 -0.0839  0.1370  0.0109 -0.2248 -0.0270  0.1056 -0.0569 -0.0345  0.0550  0.0006 -0.0064  0.0308 -0.1478  0.0519  0.2310  0.0761  0.0032
  5 -0.0573  0.0354 -0.0644  0.0348  1.0000  0.0146 -0.0188 -0.0093  0.0568  0.0763 -0.0142  0.1925 -0.0413  0.0190 -0.0774  0.0327 -0.0584 -0.0744  0.0339 -0.0111  0.0167 -0.0898 -0.0170  0.2219  0.0782 -0.1788  0.0355 -0.0738 -0.0277 -0.0709 -0.0970  0.1708 -0.0271  0.0414 -0.0099 -0.0126  0.0146 -0.0356 -0.0200  0.0215
  6 -0.0827  0.0453  0.0731 -0.1195  0.0146  1.0000 -0.1733  0.0807 -0.5749  0.0926 -0.1279 -0.2529 -0.0125 -0.0398 -0.0562  0.1999  0.0053 -0.0958 -0.0775  0.0027 -0.1064 -0.0787 -0.0581  0.1460 -0.0494 -0.1991 -0.1603 -0.0023  0.0996 -0.0905  0.0278 -0.3117 -0.0424 -0.0431  0.0024 -0.0542  0.0497  0.0482  0.0513  0.0405
  7 -0.1425  0.0387  0.1025  0.0447 -0.0188 -0.1733  1.0000 -0.0050  0.1462  0.0220  0.0404 -0.0165  0.0298 -0.0744 -0.0081 -0.0226 -0.0727 -0.0585  0.0005  0.0053  0.0308  0.0091 -0.0345  0.1313 -0.1080  0.0027 -0.0212 -0.1230 -0.0332  0.0052 -0.0255 -0.0564  0.0270  0.0629  0.0127 -0.0081  0.0299 -0.0186 -0.0648  0.0327
  8  0.0673 -0.2908 -0.0074  0.0515 -0.0093  0.0807 -0.0050  1.0000  0.0511 -0.1132  0.0352  0.0678  0.0184 -0.0159  0.0202  0.1666 -0.1100 -0.0999  0.0597  0.0103  0.0712  0.0537  0.0168  0.1373 -0.0635 -0.0080  0.0303 -0.1354 -0.0454  0.1024 -0.0262 -0.0636  0.0485  0.0161 -0.0144  0.0872  0.0254  0.0692  0.3627 -0.0627
  9 -0.0914 -0.0184 -0.1008  0.2588  0.0568 -0.5749  0.1462  0.0511  1.0000 -0.0548 -0.0293  0.1069 -0.0344 -0.3367 -0.0051 -0.0447 -0.0685  0.0248 -0.1127 -0.0227 -0.0547 -0.0221 -0.0802 -0.1325  0.0772  0.1525  0.1840 -0.1242 -0.1447 -0.0350  0.0794  0.2874  0.0274 -0.0146  0.0477  0.0601  0.0517 -0.0088 -0.0164 -0.0381
 10  0.0488  0.1474  0.0577 -0.0674  0.0763  0.0926  0.0220 -0.1132 -0.0548  1.0000  0.0152  0.0289 -0.0697 -0.0505  0.0657  0.1258 -0.0193 -0.0345 -0.0894  0.0368  0.0868  0.0970 -0.0224 -0.0703  0.1358  0.1486 -0.0415  0.0174  0.0346  0.0755  0.0382 -0.0832  0.0677  0.0185  0.0139  0.0176  0.0118 -0.0084  0.0935 -0.2270
