* Theory file for FLArE10 inclusive $\nu_{\mu}$
&Data 
   Name = "Theory for FLArE10 inclusive $\nu_{\mu}$"
   NData =    43
   NColumn =    43
   ColumnType = 2*"Bin","Theory", 40*"Error"
   ColumnName = "x","Q2","theory","PDF_nuisance_param_1","PDF_nuisance_param_2","PDF_nuisance_param_3","PDF_nuisance_param_4","PDF_nuisance_param_5","PDF_nuisance_param_6","PDF_nuisance_param_7","PDF_nuisance_param_8","PDF_nuisance_param_9","PDF_nuisance_param_10","PDF_nuisance_param_11","PDF_nuisance_param_12","PDF_nuisance_param_13","PDF_nuisance_param_14","PDF_nuisance_param_15","PDF_nuisance_param_16","PDF_nuisance_param_17","PDF_nuisance_param_18","PDF_nuisance_param_19","PDF_nuisance_param_20","PDF_nuisance_param_21","PDF_nuisance_param_22","PDF_nuisance_param_23","PDF_nuisance_param_24","PDF_nuisance_param_25","PDF_nuisance_param_26","PDF_nuisance_param_27","PDF_nuisance_param_28","PDF_nuisance_param_29","PDF_nuisance_param_30","PDF_nuisance_param_31","PDF_nuisance_param_32","PDF_nuisance_param_33","PDF_nuisance_param_34","PDF_nuisance_param_35","PDF_nuisance_param_36","PDF_nuisance_param_37","PDF_nuisance_param_38","PDF_nuisance_param_39","PDF_nuisance_param_40"
   Percent =  40*True
&End 
  0.5400E-02  0.6220E+01  0.2088E+01 -0.2713E-01  0.1189E+01  0.7238E-01 -0.1131E+00 -0.3051E-01  0.3176E-02 -0.4494E-01  0.9443E+00  0.2062E-01  0.1280E+00  0.2189E-01  0.6414E-01  0.3186E+00 -0.1710E-02 -0.2877E+00 -0.1253E+00  0.2650E+00  0.3125E+00 -0.5342E-01 -0.7353E-01  0.2326E+00 -0.1050E+00  0.5108E-02 -0.9931E-01  0.4439E-01 -0.4760E-02 -0.9401E-02  0.2348E+00  0.2450E-01 -0.1857E+00 -0.2478E-01 -0.1365E-01 -0.6711E-01  0.5386E-01 -0.8087E-01 -0.3927E+00 -0.1146E+00 -0.4152E-01 -0.1086E+01 -0.9238E-02
  0.7387E-02  0.6423E+01  0.1514E+01  0.7198E-01  0.1001E+01  0.7484E-01 -0.8410E-01 -0.3645E-02  0.7811E-01 -0.1762E-02  0.8974E+00  0.1018E+00  0.1085E+00 -0.2525E-02  0.6844E-01  0.6893E-01  0.7551E-01 -0.1361E+00 -0.1207E+00  0.2781E+00  0.3635E+00 -0.4650E-01 -0.7339E-01  0.2476E+00 -0.9068E-01  0.2020E-01 -0.9860E-01  0.4254E-01  0.1374E-01  0.1336E-01  0.2605E+00  0.9331E-01 -0.1323E+00 -0.1149E-01 -0.2356E-01 -0.9065E-02  0.4120E-01 -0.3795E-01 -0.3734E+00 -0.1435E+00 -0.2452E-01 -0.1078E+01  0.7532E-02
  0.7494E-02  0.1778E+02  0.1657E+01  0.3042E-01  0.1101E+01  0.6909E-01 -0.9525E-01 -0.2101E-01  0.2960E-01 -0.3066E-01  0.7790E+00  0.5809E-01  0.1263E+00  0.5887E-01  0.5911E-01  0.1291E+00  0.4521E-01 -0.1024E+00 -0.1160E+00  0.1887E+00  0.3374E+00 -0.5562E-01 -0.5920E-01  0.2010E+00 -0.8939E-01  0.8213E-02 -0.9076E-01  0.4215E-01  0.3343E-02  0.1525E-02  0.2269E+00  0.6078E-01 -0.1447E+00 -0.1329E-01 -0.2585E-01 -0.2379E-01  0.4259E-01 -0.5892E-01 -0.3378E+00 -0.1378E+00 -0.2957E-01 -0.1010E+01  0.3848E-01
  0.1012E-01  0.6481E+01  0.1091E+01  0.1289E+00  0.7716E+00  0.5145E-01 -0.5392E-01  0.7235E-02  0.9715E-01  0.3281E-01  0.8172E+00  0.1492E+00  0.1064E+00 -0.4093E-01  0.7497E-01 -0.1168E+00  0.1152E+00 -0.1305E-01 -0.1341E+00  0.2911E+00  0.3799E+00 -0.4853E-01 -0.6528E-01  0.2362E+00 -0.9743E-01  0.3865E-01 -0.8398E-01  0.4153E-01  0.6703E-02  0.2090E-01  0.2688E+00  0.1848E+00 -0.8401E-01 -0.9037E-02  0.5483E-02  0.3259E-01  0.3217E-01 -0.9964E-02 -0.3299E+00 -0.1601E+00 -0.1729E-01 -0.9924E+00  0.3687E-01
  0.1022E-01  0.2001E+02  0.1165E+01  0.8564E-01  0.9318E+00  0.6151E-01 -0.6604E-01 -0.1394E-01  0.6141E-01  0.1774E-02  0.7110E+00  0.1029E+00  0.1129E+00  0.4890E-02  0.6142E-01 -0.6940E-01  0.9110E-01 -0.1559E-01 -0.1265E+00  0.1971E+00  0.3653E+00 -0.5682E-01 -0.5471E-01  0.1957E+00 -0.9070E-01  0.2848E-01 -0.8123E-01  0.4025E-01  0.7333E-02  0.1251E-01  0.2433E+00  0.1307E+00 -0.1008E+00 -0.1002E-01 -0.1423E-01  0.1827E-01  0.3484E-01 -0.3335E-01 -0.3085E+00 -0.1586E+00 -0.2759E-01 -0.9650E+00  0.6615E-01
  0.1389E-01  0.6552E+01  0.7804E+00  0.1480E+00  0.5363E+00  0.2425E-01 -0.3158E-01 -0.5886E-02  0.6898E-01  0.5514E-01  0.7174E+00  0.1568E+00  0.1206E+00 -0.7417E-01  0.7611E-01 -0.2245E+00  0.1147E+00  0.6072E-01 -0.1577E+00  0.2953E+00  0.3606E+00 -0.7393E-01 -0.5409E-01  0.1851E+00 -0.1245E+00  0.5257E-01 -0.5636E-01  0.3654E-01  0.1394E-01  0.2251E-01  0.2523E+00  0.2883E+00 -0.6439E-01 -0.1647E-01  0.3211E-01  0.4268E-01  0.3016E-01 -0.7694E-02 -0.2728E+00 -0.1589E+00 -0.2608E-01 -0.8210E+00  0.7965E-01
  0.1399E-01  0.2252E+02  0.8244E+00  0.1166E+00  0.7212E+00  0.4076E-01 -0.3618E-01 -0.2111E-01  0.5086E-01  0.2852E-01  0.6038E+00  0.1205E+00  0.1109E+00 -0.4748E-01  0.6799E-01 -0.2016E+00  0.1023E+00  0.4029E-01 -0.1488E+00  0.2050E+00  0.3558E+00 -0.7069E-01 -0.4350E-01  0.1590E+00 -0.1081E+00  0.5146E-01 -0.5990E-01  0.3349E-01  0.1677E-02  0.1402E-01  0.2416E+00  0.2155E+00 -0.6393E-01 -0.2172E-01  0.2015E-01  0.3770E-01  0.3373E-01 -0.2615E-01 -0.2559E+00 -0.1620E+00 -0.3294E-01 -0.8331E+00  0.9824E-01
  0.1904E-01  0.6663E+01  0.5624E+00  0.1249E+00  0.3158E+00 -0.3964E-02 -0.2728E-01 -0.2588E-01  0.9735E-02  0.5930E-01  0.6005E+00  0.1281E+00  0.1444E+00 -0.9670E-01  0.6967E-01 -0.2558E+00  0.8882E-01  0.8780E-01 -0.1849E+00  0.2869E+00  0.3069E+00 -0.1160E+00 -0.2836E-01  0.9102E-01 -0.1534E+00  0.5182E-01 -0.2617E-01  0.1630E-01  0.4191E-01  0.2192E-01  0.2148E+00  0.3823E+00 -0.7278E-01 -0.2319E-01  0.3130E-01  0.2937E-01  0.2914E-01 -0.2942E-01 -0.2063E+00 -0.1374E+00 -0.4638E-01 -0.5747E+00  0.1274E+00
  0.1919E-01  0.2528E+02  0.5944E+00  0.1201E+00  0.5787E+00  0.2148E-01 -0.2154E-01 -0.2893E-01  0.2042E-01  0.4040E-01  0.5040E+00  0.1149E+00  0.1105E+00 -0.8258E-01  0.7188E-01 -0.2699E+00  0.9465E-01  0.5464E-01 -0.1764E+00  0.1925E+00  0.3271E+00 -0.9323E-01 -0.2574E-01  0.1011E+00 -0.1247E+00  0.6378E-01 -0.4010E-01  0.1056E-01  0.1704E-01  0.1319E-01  0.2371E+00  0.2830E+00 -0.4989E-01 -0.3091E-01  0.3266E-01  0.3234E-01  0.3323E-01 -0.3702E-01 -0.2070E+00 -0.1538E+00 -0.4345E-01 -0.6865E+00  0.1277E+00
  0.2614E-01  0.6702E+01  0.4024E+00  0.3812E-01  0.1382E+00 -0.1799E-01 -0.3543E-01 -0.3818E-01 -0.5729E-01  0.4246E-01  0.4872E+00  0.6690E-01  0.1697E+00 -0.1227E+00  0.6194E-01 -0.2494E+00  0.6737E-01  0.7692E-01 -0.2060E+00  0.2607E+00  0.2231E+00 -0.1579E+00  0.1327E-01 -0.3757E-01 -0.1539E+00  0.3156E-01 -0.1284E-01 -0.3744E-01  0.6376E-01  0.2315E-01  0.1714E+00  0.4419E+00 -0.1175E+00 -0.1841E-01 -0.2894E-01  0.5775E-02  0.2017E-01 -0.5282E-01 -0.1322E+00 -0.9564E-01 -0.7008E-01 -0.3155E+00  0.1668E+00
