   8317.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   81.0048       6.57944       9.39470       6.56500       9.38941      0.144457E-01  0.528668E-02   15.9544       3.57962       3.57887       3.42403       2.98538       2.38673       0.00000    
  0.109648E-03   78.1247       6.37504       9.09896       6.35974       9.09335      0.153046E-01  0.561296E-02   15.4531       3.47257       3.47176       3.31882       2.88717       2.30298       0.00000    
  0.120226E-03   75.3676       6.17835       8.81444       6.16210       8.80846      0.162463E-01  0.597357E-02   14.9706       3.36939       3.36852       3.21744       2.79271       2.22271       0.00000    
  0.131825E-03   72.6601       5.98479       8.53446       5.96756       8.52811      0.172254E-01  0.634996E-02   14.4957       3.26777       3.26684       3.11762       2.69979       2.14386       0.00000    
  0.144543E-03   70.0236       5.79571       8.26099       5.77745       8.25424      0.182583E-01  0.674895E-02   14.0317       3.16841       3.16740       3.02002       2.60904       2.06702       0.00000    
  0.158489E-03   67.4824       5.61270       7.99631       5.59333       7.98913      0.193724E-01  0.718262E-02   13.5825       3.07208       3.07100       2.92544       2.52125       1.99290       0.00000    
  0.173779E-03   64.9877       5.43267       7.73593       5.41214       7.72829      0.205288E-01  0.763447E-02   13.1404       2.97724       2.97608       2.83233       2.43490       1.92009       0.00000    
  0.190545E-03   62.5819       5.25835       7.48380       5.23658       7.47568      0.217706E-01  0.812330E-02   12.7123       2.88525       2.88401       2.74205       2.35133       1.84982       0.00000    
  0.208928E-03   60.2444       5.08846       7.23805       5.06538       7.22940      0.230865E-01  0.864466E-02   12.2948       2.79548       2.79414       2.65397       2.26990       1.78150       0.00000    
  0.229085E-03   57.9512       4.92145       6.99643       4.89699       6.98724      0.244507E-01  0.918728E-02   11.8842       2.70714       2.70571       2.56730       2.18985       1.71444       0.00000    
  0.251186E-03   55.7623       4.76124       6.76459       4.73529       6.75480      0.259422E-01  0.978669E-02   11.4901       2.62219       2.62066       2.48400       2.11310       1.65035       0.00000    
  0.275420E-03   53.6174       4.60393       6.53690       4.57644       6.52649      0.274943E-01  0.104136E-01   11.1029       2.53869       2.53704       2.40212       2.03774       1.58752       0.00000    
  0.301992E-03   51.5317       4.45053       6.31480       4.42140       6.30372      0.291281E-01  0.110775E-01   10.7251       2.45713       2.45537       2.32217       1.96427       1.52638       0.00000    
  0.331127E-03   49.5288       4.30263       6.10056       4.27174       6.08876      0.308907E-01  0.118008E-01   10.3605       2.37830       2.37641       2.24493       1.89344       1.46761       0.00000    
  0.363073E-03   47.5655       4.15737       5.89008       4.12465       5.87753      0.327191E-01  0.125546E-01   10.0022       2.30078       2.29876       2.16898       1.82387       1.40997       0.00000    
  0.398101E-03   45.6761       4.01707       5.68666       3.98240       5.67329      0.346773E-01  0.133694E-01   9.65569       2.22572       2.22355       2.09547       1.75668       1.35445       0.00000    
  0.436509E-03   43.8461       3.88078       5.48892       3.84403       5.47468      0.367528E-01  0.142399E-01   9.31871       2.15263       2.15031       2.02392       1.69140       1.30062       0.00000    
  0.478622E-03   42.0534       3.74702       5.29477       3.70812       5.27962      0.389032E-01  0.151462E-01   8.98774       2.08080       2.07832       1.95360       1.62732       1.24787       0.00000    
  0.524798E-03   40.3471       3.61916       5.10895       3.57791       5.09280      0.412464E-01  0.161461E-01   8.67072       2.01186       2.00921       1.88616       1.56605       1.19760       0.00000    
  0.575429E-03   38.6792       3.49393       4.92684       3.45025       4.90965      0.436861E-01  0.171935E-01   8.35989       1.94422       1.94138       1.81999       1.50603       1.14842       0.00000    
  0.630945E-03   37.0596       3.37203       4.74942       3.32579       4.73112      0.462474E-01  0.183011E-01   8.05691       1.87821       1.87518       1.75544       1.44758       1.10064       0.00000    
  0.691816E-03   35.5105       3.25503       4.57888       3.20603       4.55937      0.490090E-01  0.195092E-01   7.76539       1.81459       1.81135       1.69326       1.39144       1.05488       0.00000    
  0.758561E-03   33.9943       3.14033       4.41155       3.08846       4.39078      0.518709E-01  0.207686E-01   7.47924       1.75209       1.74864       1.63219       1.33637       1.01007       0.00000    
  0.831745E-03   32.5385       3.02987       4.25013       2.97495       4.22801      0.549261E-01  0.221268E-01   7.20295       1.69165       1.68797       1.57316       1.28329      0.966995       0.00000    
  0.911989E-03   31.1330       2.92297       4.09368       2.86481       4.07010      0.581624E-01  0.235798E-01   6.93491       1.63294       1.62900       1.51583       1.23188      0.925370       0.00000    
  0.999975E-03   29.7586       2.81827       3.94028       2.75676       3.91519      0.615121E-01  0.250922E-01   6.67195       1.57528       1.57109       1.45955       1.18148      0.884638       0.00000    
  0.109645E-02   28.4543       2.71860       3.79385       2.65346       3.76709      0.651464E-01  0.267562E-01   6.42055       1.52004       1.51557       1.40567       1.13341      0.845930       0.00000    
  0.120223E-02   27.1827       2.62129       3.65066       2.55236       3.62216      0.689292E-01  0.285010E-01   6.17452       1.46593       1.46116       1.35289       1.08643      0.808164       0.00000    
  0.131822E-02   25.9498       2.52677       3.51133       2.45389       3.48099      0.728883E-01  0.303416E-01   5.93487       1.41315       1.40808       1.30144       1.04073      0.771515       0.00000    
  0.144540E-02   24.7757       2.43657       3.37790       2.35942       3.34555      0.771486E-01  0.323494E-01   5.70497       1.36241       1.35701       1.25201      0.997004      0.736566       0.00000    
  0.158485E-02   23.6285       2.34834       3.24718       2.26678       3.21274      0.815568E-01  0.344406E-01   5.47952       1.31261       1.30686       1.20350      0.954170      0.702394       0.00000    
  0.173775E-02   22.5296       2.26368       3.12133       2.17744       3.08464      0.862422E-01  0.366889E-01   5.26208       1.26448       1.25837       1.15665      0.912955      0.669619       0.00000    
  0.190540E-02   21.4726       2.18216       2.99973       2.09097       2.96063      0.911966E-01  0.390932E-01   5.05160       1.21782       1.21131       1.11125      0.873148      0.638058       0.00000    
  0.208923E-02   20.4408       2.10253       2.88069       2.00622       2.83909      0.963156E-01  0.415932E-01   4.84531       1.17203       1.16512       1.06671      0.834186      0.607224       0.00000    
  0.229079E-02   19.4649       2.02715       2.76737       1.92531       2.72303      0.101836      0.443312E-01   4.64835       1.12820       1.12086       1.02412      0.797111      0.578014       0.00000    
  0.251180E-02   18.5163       1.95385       2.65685       1.84628       2.60964      0.107574      0.472012E-01   4.45592       1.08532       1.07753      0.982460      0.760955      0.549594       0.00000    
  0.275413E-02   17.5980       1.88288       2.54945       1.76933       2.49923      0.113555      0.502183E-01   4.26856       1.04350       1.03524      0.941855      0.725826      0.522055       0.00000    
  0.301984E-02   16.7278       1.81567       2.44705       1.69570       2.39354      0.119964      0.535012E-01   4.08925       1.00337      0.994602      0.902924      0.692329      0.495916       0.00000    
  0.331118E-02   15.8791       1.75014       2.34688       1.62356       2.28997      0.126578      0.569137E-01   3.91353      0.963998      0.954706      0.864739      0.659563      0.470403       0.00000    
  0.363064E-02   15.0683       1.68760       2.25068       1.55404       2.19011      0.133564      0.605635E-01   3.74415      0.925952      0.916110      0.827873      0.628084      0.445992       0.00000    
  0.398091E-02   14.2917       1.62780       2.15807       1.48688       2.09362      0.140923      0.644556E-01   3.58050      0.889106      0.878685      0.792196      0.597772      0.422579       0.00000    
  0.436498E-02   13.5350       1.56961       2.06758       1.42110       1.99909      0.148503      0.684932E-01   3.42019      0.852962      0.841946      0.757217      0.568142      0.399750       0.00000    
  0.478610E-02   12.8220       1.51496       1.98174       1.35836       1.90886      0.156604      0.728803E-01   3.26722      0.818353      0.806704      0.723764      0.540008      0.378199       0.00000    
  0.524785E-02   12.1312       1.46216       1.89828       1.29716       1.82082      0.164996      0.774667E-01   3.11798      0.784524      0.772220      0.691087      0.512636      0.357300       0.00000    
  0.575415E-02   11.4637       1.41127       1.81733       1.23758       1.73507      0.173691      0.822621E-01   2.97265      0.751512      0.738532      0.659224      0.486065      0.337083       0.00000    
  0.630929E-02   10.8348       1.36361       1.74056       1.18068       1.65312      0.182933      0.874439E-01   2.83380      0.719855      0.706161      0.628712      0.460826      0.318001       0.00000    
  0.691799E-02   10.2226       1.31738       1.66564       1.12496       1.57283      0.192426      0.928073E-01   2.69779      0.688788      0.674363      0.598792      0.436168      0.299416       0.00000    
  0.758542E-02   9.63945       1.27362       1.59391       1.07126       1.49541      0.202361      0.984932E-01   2.56667      0.658740      0.643555      0.569892      0.412518      0.281689       0.00000    
  0.831724E-02   9.08354       1.23221       1.52521       1.01947       1.42069      0.212739      0.104512       2.44016      0.629648      0.613677      0.541953      0.389819      0.264770       0.00000    
  0.911966E-02   8.54142       1.19201       1.45806      0.968647       1.34734      0.223364      0.110716       2.31599      0.601042      0.584271      0.514504      0.367605      0.248262       0.00000    
  0.999950E-02   8.01700       1.15360       1.39309      0.919113       1.27579      0.234483      0.117297       2.19490      0.573076      0.555474      0.487701      0.346037      0.232294       0.00000    
  0.109642E-01   7.51524       1.11703       1.33058      0.871146       1.20647      0.245886      0.124106       2.07762      0.545893      0.527447      0.461692      0.325253      0.216997       0.00000    
  0.120220E-01   7.04785       1.08336       1.27188      0.825577       1.14056      0.257787      0.131318       1.96614      0.519905      0.500595      0.436898      0.305672      0.202725       0.00000    
  0.131819E-01   6.60231       1.05164       1.21572      0.781562       1.07686      0.270082      0.138859       1.85842      0.494687      0.474497      0.412893      0.286874      0.189113       0.00000    
  0.144536E-01   6.17760       1.02179       1.16199      0.739035       1.01527      0.282753      0.146720       1.75431      0.470205      0.449124      0.389648      0.268831      0.176136       0.00000    
  0.158481E-01   5.77157      0.993606       1.11047      0.697852      0.955597      0.295754      0.154871       1.65345      0.446383      0.424408      0.367090      0.251469      0.163731       0.00000    
  0.173770E-01   5.38363      0.967043       1.06110      0.657978      0.897795      0.309065      0.163302       1.55577      0.423205      0.400334      0.345205      0.234773      0.151882       0.00000    
  0.190535E-01   5.01483      0.942185       1.01402      0.619501      0.841997      0.322684      0.172021       1.46150      0.400711      0.376950      0.324043      0.218791      0.140628       0.00000    
  0.208917E-01   4.66407      0.918922      0.969113      0.582354      0.788115      0.336568      0.180998       1.37047      0.378866      0.354228      0.303573      0.203488      0.129936       0.00000    
  0.229073E-01   4.32958      0.897078      0.926177      0.546419      0.735990      0.350659      0.190187       1.28241      0.357611      0.332116      0.283740      0.188808      0.119756       0.00000    
  0.251174E-01   4.01084      0.876585      0.885151      0.511671      0.685594      0.364914      0.199557       1.19727      0.336934      0.310608      0.264535      0.174737      0.110075       0.00000    
  0.275406E-01   3.70886      0.857497      0.846160      0.478207      0.637082      0.379291      0.209077       1.11529      0.316880      0.289764      0.246017      0.161327      0.100930       0.00000    
  0.301976E-01   3.42252      0.839674      0.809055      0.445957      0.590370      0.393717      0.218685       1.03633      0.297416      0.269559      0.228157      0.148542      0.922878E-01   0.00000    
  0.331110E-01   3.15037      0.822952      0.773650      0.414832      0.545337      0.408120      0.228313      0.960169      0.278497      0.249958      0.210913      0.136335      0.841065E-01   0.00000    
  0.363055E-01   2.89198      0.807244      0.739871      0.384816      0.501976      0.422428      0.237895      0.886793      0.260118      0.230965      0.194286      0.124699      0.763752E-01   0.00000    
  0.398081E-01   2.64835      0.792549      0.707800      0.356018      0.460471      0.436531      0.247328      0.816489      0.242332      0.212657      0.178344      0.113686      0.691303E-01   0.00000    
  0.436487E-01   2.41835      0.778702      0.677256      0.328370      0.420743      0.450332      0.256513      0.749113      0.225110      0.195015      0.163063      0.103261      0.623375E-01   0.00000    
  0.478598E-01   2.20083      0.765544      0.648055      0.301804      0.382702      0.463740      0.265353      0.684506      0.208421      0.178015      0.148411      0.933835E-01  0.559615E-01   0.00000    
  0.524772E-01   1.99545      0.752964      0.620096      0.276316      0.346362      0.476648      0.273734      0.622678      0.192267      0.161674      0.134396      0.840494E-01  0.499925E-01   0.00000    
  0.575400E-01   1.80320      0.740879      0.593383      0.252030      0.311941      0.488849      0.281441      0.563971      0.176716      0.146089      0.121103      0.753142E-01  0.444658E-01   0.00000    
  0.630913E-01   1.62297      0.729108      0.567701      0.228878      0.279353      0.500230      0.288347      0.508231      0.161740      0.131240      0.108502      0.671375E-01  0.393448E-01   0.00000    
  0.691782E-01   1.45385      0.717491      0.542860      0.206807      0.248531      0.510683      0.294329      0.455339      0.147322      0.117112      0.965711E-01  0.594857E-01  0.345991E-01   0.00000    
  0.758523E-01   1.29556      0.705879      0.518718      0.185824      0.219497      0.520055      0.299221      0.405321      0.133471      0.103727      0.853203E-01  0.523529E-01  0.302187E-01   0.00000    
  0.831703E-01   1.14909      0.694076      0.495171      0.166067      0.192497      0.528009      0.302675      0.358564      0.120273      0.912030E-01  0.748464E-01  0.457943E-01  0.262353E-01   0.00000    
  0.911943E-01   1.01332      0.681892      0.471992      0.147463      0.167415      0.534429      0.304577      0.314877      0.107701      0.795045E-01  0.651079E-01  0.397620E-01  0.226094E-01   0.00000    
  0.999925E-01  0.885414      0.669172      0.448882      0.129768      0.143881      0.539404      0.305001      0.273649      0.956331E-01  0.684896E-01  0.559672E-01  0.341349E-01  0.192501E-01   0.00000    
  0.109639      0.768376      0.655716      0.425867      0.113294      0.122366      0.542422      0.303501      0.235661      0.842537E-01  0.583635E-01  0.476027E-01  0.290406E-01  0.162444E-01   0.00000    
  0.120217      0.662855      0.641149      0.402728      0.981681E-01  0.103074      0.542981      0.299654      0.201242      0.736528E-01  0.492317E-01  0.400955E-01  0.245153E-01  0.136089E-01   0.00000    
  0.131815      0.566660      0.625292      0.379245      0.841950E-01  0.856738E-01  0.541097      0.293571      0.169869      0.637384E-01  0.409632E-01  0.333217E-01  0.204567E-01  0.112690E-01   0.00000    
  0.144533      0.479899      0.607785      0.355246      0.714302E-01  0.702284E-01  0.536355      0.285018      0.141659      0.545619E-01  0.335968E-01  0.273065E-01  0.168683E-01  0.922179E-02   0.00000    
  0.158477      0.401842      0.588391      0.330637      0.598182E-01  0.566110E-01  0.528573      0.274026      0.116429      0.461081E-01  0.270832E-01  0.220021E-01  0.137101E-01  0.743792E-02   0.00000    
  0.173766      0.332559      0.566666      0.305307      0.494084E-01  0.448497E-01  0.517258      0.260457      0.942581E-01  0.384281E-01  0.214439E-01  0.174204E-01  0.109803E-01  0.591193E-02   0.00000    
  0.190530      0.271279      0.542377      0.279268      0.401304E-01  0.347802E-01  0.502247      0.244488      0.749105E-01  0.314957E-01  0.166080E-01  0.134983E-01  0.863471E-02  0.461348E-02   0.00000    
  0.208912      0.218012      0.515024      0.252537      0.320203E-01  0.263875E-01  0.483004      0.226150      0.584078E-01  0.253550E-01  0.125740E-01  0.102305E-01  0.666529E-02  0.353430E-02   0.00000    
  0.229067      0.171942      0.484441      0.225277      0.249885E-01  0.194715E-01  0.459452      0.205806      0.444600E-01  0.199639E-01  0.925015E-02  0.753909E-02  0.502463E-02  0.264384E-02   0.00000    
  0.251167      0.132993      0.450177      0.197698      0.190497E-01  0.139706E-01  0.431128      0.183728      0.330202E-01  0.153513E-01  0.660959E-02  0.540030E-02  0.369836E-02  0.193114E-02   0.00000    
  0.275399      0.100306      0.412289      0.170138      0.140914E-01  0.966040E-02  0.398197      0.160478      0.237518E-01  0.114537E-01  0.454544E-02  0.372640E-02  0.263769E-02  0.136648E-02   0.00000    
  0.301969      0.736980E-01  0.370616      0.143047      0.100991E-01  0.643937E-02  0.360517      0.136607      0.165385E-01  0.827642E-02  0.300900E-02  0.247755E-02  0.182270E-02  0.936832E-03   0.00000    
  0.331102      0.522809E-01  0.325690      0.116904      0.693817E-02  0.408078E-02  0.318752      0.112824      0.110190E-01  0.573218E-02  0.189000E-02  0.156495E-02  0.120599E-02  0.614706E-03   0.00000    
  0.363046      0.357555E-01  0.278045      0.923781E-01  0.456050E-02  0.246170E-02  0.273484      0.899164E-01  0.702220E-02  0.379633E-02  0.112783E-02  0.940260E-03  0.764172E-03  0.386193E-03   0.00000    
  0.398071      0.232302E-01  0.228960      0.699632E-01  0.281700E-02  0.138179E-02  0.226143      0.685815E-01  0.419879E-02  0.236217E-02  0.624386E-03  0.525042E-03  0.454827E-03  0.227701E-03   0.00000    
  0.436476      0.140780E-01  0.179864      0.502053E-01  0.160767E-02  0.706832E-03  0.178256      0.494985E-01  0.231450E-02  0.135856E-02  0.314245E-03  0.266840E-03  0.249112E-03  0.123027E-03   0.00000    
  0.478586      0.799404E-02  0.133140      0.338083E-01  0.845319E-03  0.332294E-03  0.132295      0.334760E-01  0.117761E-02  0.718730E-03  0.144720E-03  0.124385E-03  0.126588E-03  0.617198E-04   0.00000    
  0.524759      0.412143E-02  0.910971E-01  0.209291E-01  0.395972E-03  0.138054E-03  0.907011E-01  0.207910E-01  0.534026E-03  0.338442E-03  0.586242E-04  0.511032E-04  0.575301E-04  0.276150E-04   0.00000    
  0.575386      0.186891E-02  0.560544E-01  0.115889E-01  0.159177E-03  0.488496E-04  0.558952E-01  0.115400E-01  0.208026E-03  0.136592E-03  0.201109E-04  0.178138E-04  0.225845E-04  0.106268E-04   0.00000    
  0.630897      0.709645E-03  0.297339E-01  0.550246E-02  0.518303E-04  0.139103E-04  0.296821E-01  0.548855E-02  0.657407E-04  0.445686E-04  0.551285E-05  0.496859E-05  0.726177E-05  0.332649E-05   0.00000    
  0.691764      0.207907E-03  0.126730E-01  0.208808E-02  0.124184E-04  0.290121E-05  0.126606E-01  0.208518E-02  0.153196E-04  0.106663E-04  0.109670E-05  0.100569E-05  0.175203E-05  0.772554E-06   0.00000    
