   10.0000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   10.1576       1.34471       1.82148       1.33839       1.81966      0.632602E-02  0.181803E-02   3.15804      0.993613      0.993289      0.826490      0.344772       0.00000       0.00000    
  0.109648E-03   10.1582       1.32474       1.79388       1.31800       1.79194      0.674598E-02  0.194259E-02   3.10994      0.978788      0.978437      0.813626      0.339209       0.00000       0.00000    
  0.120226E-03   10.1438       1.30483       1.76638       1.29762       1.76430      0.721224E-02  0.208237E-02   3.06191      0.964019      0.963638      0.800783      0.333597       0.00000       0.00000    
  0.131825E-03   10.1238       1.28495       1.73893       1.27726       1.73670      0.769984E-02  0.222928E-02   3.01396      0.949282      0.948870      0.787957      0.327973       0.00000       0.00000    
  0.144543E-03   10.0957       1.26514       1.71156       1.25692       1.70917      0.821799E-02  0.238642E-02   2.96610      0.934591      0.934145      0.775156      0.322330       0.00000       0.00000    
  0.158489E-03   10.0572       1.24544       1.68433       1.23666       1.68177      0.878313E-02  0.255958E-02   2.91843      0.919980      0.919495      0.762405      0.316678       0.00000       0.00000    
  0.173779E-03   10.0138       1.22581       1.65718       1.21643       1.65444      0.937293E-02  0.274125E-02   2.87087      0.905410      0.904886      0.749682      0.311023       0.00000       0.00000    
  0.190545E-03   9.96128       1.20631       1.63019       1.19630       1.62725      0.100129E-01  0.294038E-02   2.82356      0.890930      0.890363      0.737021      0.305371       0.00000       0.00000    
  0.208928E-03   9.90208       1.18696       1.60336       1.17626       1.60020      0.106972E-01  0.315522E-02   2.77646      0.876531      0.875916      0.724419      0.299731       0.00000       0.00000    
  0.229085E-03   9.83858       1.16769       1.57662       1.15628       1.57324      0.114104E-01  0.338034E-02   2.72952      0.862183      0.861519      0.711855      0.294098       0.00000       0.00000    
  0.251186E-03   9.76550       1.14867       1.55015       1.13647       1.54652      0.122010E-01  0.363352E-02   2.68299      0.847975      0.847256      0.699398      0.288495       0.00000       0.00000    
  0.275420E-03   9.68861       1.12977       1.52382       1.11674       1.51992      0.130292E-01  0.390062E-02   2.63666      0.833834      0.833056      0.686993      0.282910       0.00000       0.00000    
  0.301992E-03   9.60660       1.11104       1.49765       1.09713       1.49346      0.139079E-01  0.418643E-02   2.59059      0.819781      0.818940      0.674657      0.277350       0.00000       0.00000    
