   6464.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   78.3044       6.37178       9.08180       6.35758       9.07662      0.141981E-01  0.517881E-02   15.4342       3.47659       3.47585       3.32071       2.88100       2.28026       0.00000    
  0.109648E-03   75.5595       6.17622       8.79936       6.16118       8.79386      0.150442E-01  0.549897E-02   14.9550       3.37396       3.37316       3.21993       2.78722       2.20097       0.00000    
  0.120226E-03   72.9293       5.98789       8.52742       5.97192       8.52157      0.159720E-01  0.585290E-02   14.4935       3.27496       3.27410       3.12274       2.69696       2.12494       0.00000    
  0.131825E-03   70.3453       5.80251       8.25976       5.78557       8.25354      0.169368E-01  0.622236E-02   14.0391       3.17744       3.17652       3.02701       2.60814       2.05022       0.00000    
  0.144543E-03   67.8276       5.62134       7.99820       5.60339       7.99159      0.179548E-01  0.661408E-02   13.5950       3.08203       3.08104       2.93338       2.52136       1.97738       0.00000    
  0.158489E-03   65.3990       5.44590       7.74491       5.42684       7.73787      0.190530E-01  0.703995E-02   13.1647       2.98948       2.98842       2.84258       2.43736       1.90708       0.00000    
  0.173779E-03   63.0138       5.27325       7.49565       5.25306       7.48817      0.201931E-01  0.748372E-02   12.7412       2.89834       2.89720       2.75317       2.35472       1.83801       0.00000    
  0.190545E-03   60.7119       5.10599       7.25416       5.08457       7.24619      0.214177E-01  0.796393E-02   12.3308       2.80988       2.80866       2.66643       2.27469       1.77131       0.00000    
  0.208928E-03   58.4741       4.94291       7.01867       4.92019       7.01019      0.227155E-01  0.847621E-02   11.9304       2.72352       2.72221       2.58175       2.19667       1.70644       0.00000    
  0.229085E-03   56.2778       4.78254       6.78707       4.75848       6.77806      0.240611E-01  0.900944E-02   11.5365       2.63851       2.63710       2.49842       2.11997       1.64275       0.00000    
  0.251186E-03   54.1792       4.62861       6.56470       4.60308       6.55510      0.255327E-01  0.959867E-02   11.1582       2.55671       2.55519       2.41826       2.04637       1.58185       0.00000    
  0.275420E-03   52.1221       4.47742       6.34624       4.45036       6.33603      0.270644E-01  0.102151E-01   10.7864       2.47627       2.47465       2.33945       1.97409       1.52212       0.00000    
  0.301992E-03   50.1207       4.32993       6.13306       4.30125       6.12219      0.286769E-01  0.108679E-01   10.4234       2.39767       2.39593       2.26247       1.90358       1.46399       0.00000    
  0.331127E-03   48.1972       4.18765       5.92730       4.15723       5.91572      0.304171E-01  0.115794E-01   10.0730       2.32166       2.31980       2.18804       1.83558       1.40807       0.00000    
  0.363073E-03   46.3110       4.04787       5.72510       4.01565       5.71277      0.322224E-01  0.123211E-01   9.72843       2.24688       2.24489       2.11484       1.76877       1.35322       0.00000    
  0.398101E-03   44.4945       3.91280       5.52957       3.87865       5.51645      0.341565E-01  0.131228E-01   9.39509       2.17444       2.17231       2.04395       1.70421       1.30036       0.00000    
  0.436509E-03   42.7339       3.78153       5.33942       3.74533       5.32544      0.362068E-01  0.139798E-01   9.07077       2.10387       2.10159       1.97492       1.64145       1.24910       0.00000    
  0.478622E-03   41.0086       3.65267       5.15267       3.61434       5.13780      0.383314E-01  0.148721E-01   8.75214       2.03449       2.03206       1.90706       1.57985       1.19885       0.00000    
  0.524798E-03   39.3650       3.52941       4.97381       3.48877       4.95796      0.406473E-01  0.158569E-01   8.44672       1.96787       1.96526       1.84193       1.52090       1.15093       0.00000    
  0.575429E-03   37.7576       3.40866       4.79848       3.36560       4.78159      0.430588E-01  0.168888E-01   8.14719       1.90248       1.89968       1.77802       1.46313       1.10404       0.00000    
  0.630945E-03   36.1959       3.29108       4.62759       3.24549       4.60961      0.455912E-01  0.179801E-01   7.85510       1.83863       1.83565       1.71564       1.40685       1.05846       0.00000    
  0.691816E-03   34.7010       3.17816       4.46323       3.12984       4.44406      0.483224E-01  0.191711E-01   7.57390       1.77707       1.77388       1.65552       1.35277       1.01480       0.00000    
  0.758561E-03   33.2374       3.06744       4.30192       3.01629       4.28151      0.511534E-01  0.204127E-01   7.29779       1.71657       1.71316       1.59645       1.29972      0.972022       0.00000    
  0.831745E-03   31.8310       2.96076       4.14624       2.90658       4.12448      0.541763E-01  0.217524E-01   7.03106       1.65803       1.65440       1.53932       1.24855      0.930887       0.00000    
  0.911989E-03   30.4723       2.85748       3.99527       2.80010       3.97208      0.573793E-01  0.231859E-01   6.77218       1.60114       1.59726       1.48381       1.19896      0.891120       0.00000    
  0.999975E-03   29.1431       2.75629       3.84721       2.69560       3.82253      0.606951E-01  0.246783E-01   6.51813       1.54525       1.54112       1.42931       1.15035      0.852197       0.00000    
  0.109645E-02   27.8807       2.65991       3.70577       2.59562       3.67945      0.642939E-01  0.263212E-01   6.27507       1.49167       1.48726       1.37708       1.10395      0.815186       0.00000    
  0.120223E-02   26.6493       2.56579       3.56743       2.49775       3.53939      0.680407E-01  0.280442E-01   6.03714       1.43917       1.43447       1.32592       1.05858      0.779065       0.00000    
  0.131822E-02   25.4548       2.47435       3.43277       2.40239       3.40291      0.719629E-01  0.298624E-01   5.80530       1.38794       1.38294       1.27602       1.01444      0.744001       0.00000    
  0.144540E-02   24.3163       2.38703       3.30374       2.31085       3.27189      0.761851E-01  0.318467E-01   5.58274       1.33867       1.33333       1.22805      0.972178      0.710546       0.00000    
  0.158485E-02   23.2034       2.30161       3.17728       2.22105       3.14337      0.805548E-01  0.339138E-01   5.36442       1.29028       1.28460       1.18096      0.930770      0.677825       0.00000    
  0.173775E-02   22.1367       2.21961       3.05548       2.13441       3.01934      0.852007E-01  0.361372E-01   5.15375       1.24350       1.23746       1.13546      0.890906      0.646428       0.00000    
  0.190540E-02   21.1099       2.14062       2.93774       2.05051       2.89922      0.901149E-01  0.385157E-01   4.94973       1.19812       1.19169       1.09134      0.852387      0.616181       0.00000    
  0.208923E-02   20.1072       2.06345       2.82244       1.96825       2.78145      0.951934E-01  0.409896E-01   4.74970       1.15358       1.14675       1.04805      0.814676      0.586624       0.00000    
  0.229079E-02   19.1580       1.99035       2.71261       1.88967       2.66891      0.100673      0.437005E-01   4.55858       1.11091       1.10364       1.00662      0.778768      0.558605       0.00000    
  0.251180E-02   18.2348       1.91926       2.60546       1.81289       2.55892      0.106369      0.465429E-01   4.37181       1.06915       1.06144      0.966082      0.743740      0.531337       0.00000    
  0.275413E-02   17.3406       1.85041       2.50130       1.73810       2.45177      0.112309      0.495320E-01   4.18987       1.02841       1.02023      0.926556      0.709693      0.504904       0.00000    
  0.301984E-02   16.4926       1.78517       2.40192       1.66650       2.34914      0.118676      0.527864E-01   4.01563      0.989288      0.980605      0.888633      0.677209      0.479801       0.00000    
  0.331118E-02   15.6652       1.72156       2.30469       1.59631       2.24852      0.125248      0.561701E-01   3.84484      0.950891      0.941688      0.851426      0.645424      0.455292       0.00000    
  0.363064E-02   14.8742       1.66083       2.21126       1.52864       2.15147      0.132194      0.597909E-01   3.68011      0.913768      0.904018      0.815482      0.614872      0.431831       0.00000    
  0.398091E-02   14.1159       1.60275       2.12128       1.46323       2.05762      0.139512      0.636540E-01   3.52086      0.877797      0.867470      0.780680      0.585438      0.409318       0.00000    
  0.436498E-02   13.3768       1.54621       2.03332       1.39916       1.96566      0.147053      0.676627E-01   3.36482      0.842500      0.831580      0.746547      0.556658      0.387361       0.00000    
  0.478610E-02   12.6798       1.49311       1.94983       1.33799       1.87781      0.155117      0.720212E-01   3.21580      0.808677      0.797125      0.713878      0.529312      0.366619       0.00000    
  0.524785E-02   12.0041       1.44177       1.86864       1.27830       1.79206      0.163472      0.765796E-01   3.07036      0.775603      0.763397      0.681954      0.502699      0.346498       0.00000    
  0.575415E-02   11.3507       1.39230       1.78985       1.22017       1.70850      0.172132      0.813475E-01   2.92867      0.743314      0.730433      0.650813      0.476853      0.327027       0.00000    
  0.630929E-02   10.7346       1.34595       1.71509       1.16461       1.62858      0.181341      0.865033E-01   2.79320      0.712327      0.698733      0.620969      0.452285      0.308638       0.00000    
