* Theory file for CMS inclusive jets 13 TeV, 1.5 < |y| < 2.0
&Data 
   Name = "Theory for CMS inclusive jets 13 TeV, 1.5 < |y| < 2.0"
   NData =    16
   NColumn =    61
   ColumnType = 4*"Bin","Theory", 56*"Error"
   ColumnName = "ylow","yhigh","pTlow","pThigh","theory","PDF_nuisance_param_1+","PDF_nuisance_param_1-","PDF_nuisance_param_2+","PDF_nuisance_param_2-","PDF_nuisance_param_3+","PDF_nuisance_param_3-","PDF_nuisance_param_4+","PDF_nuisance_param_4-","PDF_nuisance_param_5+","PDF_nuisance_param_5-","PDF_nuisance_param_6+","PDF_nuisance_param_6-","PDF_nuisance_param_7+","PDF_nuisance_param_7-","PDF_nuisance_param_8+","PDF_nuisance_param_8-","PDF_nuisance_param_9+","PDF_nuisance_param_9-","PDF_nuisance_param_10+","PDF_nuisance_param_10-","PDF_nuisance_param_11+","PDF_nuisance_param_11-","PDF_nuisance_param_12+","PDF_nuisance_param_12-","PDF_nuisance_param_13+","PDF_nuisance_param_13-","PDF_nuisance_param_14+","PDF_nuisance_param_14-","PDF_nuisance_param_15+","PDF_nuisance_param_15-","PDF_nuisance_param_16+","PDF_nuisance_param_16-","PDF_nuisance_param_17+","PDF_nuisance_param_17-","PDF_nuisance_param_18+","PDF_nuisance_param_18-","PDF_nuisance_param_19+","PDF_nuisance_param_19-","PDF_nuisance_param_20+","PDF_nuisance_param_20-","PDF_nuisance_param_21+","PDF_nuisance_param_21-","PDF_nuisance_param_22+","PDF_nuisance_param_22-","PDF_nuisance_param_23+","PDF_nuisance_param_23-","PDF_nuisance_param_24+","PDF_nuisance_param_24-","PDF_nuisance_param_25+","PDF_nuisance_param_25-","PDF_nuisance_param_26+","PDF_nuisance_param_26-","PDF_nuisance_param_27+","PDF_nuisance_param_27-","PDF_nuisance_param_28+","PDF_nuisance_param_28-"
   Percent =  56*True
&End 
  0.150000E+01  0.200000E+01  0.970000E+02  0.133000E+03  0.100631E+05 -0.176823E+00 -0.131283E+00 -0.170631E+00 -0.170556E+00 -0.670121E+00 -0.681455E+00 -0.354328E+00 -0.133098E+00  0.373375E-01 -0.169029E+00  0.741388E-01 -0.203792E+00  0.202185E+00  0.247219E+00  0.492399E-01 -0.300201E+00 -0.400279E+00  0.429494E+00  0.273231E+00 -0.278842E+00 -0.269351E-01  0.149858E-01 -0.230787E+00  0.249315E+00  0.194510E+00 -0.162500E+00  0.249879E+00 -0.429649E+00 -0.385846E+00  0.223180E+00 -0.311497E+00  0.436882E+00 -0.593589E-01  0.470559E-01 -0.116240E-01 -0.352340E-01 -0.754848E+00  0.842488E+00  0.870793E+00 -0.454722E+00 -0.121528E+00  0.159386E-01  0.450754E+00 -0.569804E+00  0.429420E+00 -0.824422E+00 -0.263628E-01 -0.594345E-01  0.111391E+00  0.111015E+00  0.136782E+00  0.769905E-01 -0.179071E+01 -0.292861E+00 -0.407110E+00  0.495650E+00
  0.150000E+01  0.200000E+01  0.133000E+03  0.174000E+03  0.212519E+04 -0.522365E-01  0.183737E-01 -0.590711E-01 -0.109194E+00 -0.329452E+00 -0.815517E+00 -0.343433E+00  0.138877E+00 -0.219433E+00 -0.439923E-01  0.232843E+00 -0.236439E+00  0.866073E+00  0.669639E-01 -0.168957E+00  0.372967E+00 -0.524700E+00  0.562565E+00  0.259359E+00 -0.287926E+00 -0.110719E+00  0.705682E-01 -0.244726E+00  0.273872E+00  0.264432E+00 -0.219107E+00  0.527153E-01 -0.933587E-01  0.716192E-01 -0.506884E-01 -0.731547E-01  0.970571E-01 -0.385040E-01  0.484835E-01  0.293441E+00 -0.288899E+00 -0.926290E+00  0.104868E+01  0.802725E+00 -0.445291E+00  0.105128E+00 -0.358497E-01  0.332609E+00  0.486675E-01 -0.186037E+00 -0.780691E+00 -0.283035E+00 -0.213577E+00  0.107696E+00  0.234047E-01  0.826871E-01  0.366732E-01 -0.200581E+01 -0.507356E+00 -0.409798E+00  0.535463E+00
  0.150000E+01  0.200000E+01  0.174000E+03  0.220000E+03  0.539031E+03  0.688948E-01  0.180421E+00  0.401086E-01  0.122104E-01 -0.396500E-01 -0.649630E+00 -0.214298E+00  0.332809E+00 -0.351868E+00  0.384739E-01  0.381458E+00 -0.257852E+00  0.130212E+01 -0.156476E+00 -0.355378E+00  0.977909E+00 -0.584056E+00  0.622365E+00  0.184648E+00 -0.239832E+00 -0.195781E+00  0.126619E+00 -0.255613E+00  0.293544E+00  0.310298E+00 -0.255700E+00 -0.130336E+00  0.220537E+00  0.502938E+00 -0.307457E+00  0.149215E+00 -0.216510E+00 -0.623281E-01  0.862283E-01  0.483538E+00 -0.444337E+00 -0.100173E+01  0.114316E+01  0.719178E+00 -0.422863E+00  0.281329E+00 -0.765365E-01  0.155499E+00  0.605711E+00 -0.541499E+00 -0.676219E+00 -0.416644E+00 -0.369818E+00  0.953005E-01 -0.920174E-01  0.118622E-01 -0.192042E-01 -0.197641E+01 -0.473547E+00 -0.381211E+00  0.545314E+00
  0.150000E+01  0.200000E+01  0.220000E+03  0.272000E+03  0.154260E+03  0.201254E+00  0.338420E+00  0.127888E+00  0.137057E+00  0.199588E+00 -0.343317E+00 -0.418055E-01  0.480184E+00 -0.398266E+00  0.918290E-01  0.508161E+00 -0.255351E+00  0.148867E+01 -0.301282E+00 -0.508316E+00  0.151197E+01 -0.608088E+00  0.640192E+00  0.109646E+00 -0.185572E+00 -0.284605E+00  0.184505E+00 -0.254628E+00  0.298457E+00  0.341765E+00 -0.280279E+00 -0.301689E+00  0.517293E+00  0.894006E+00 -0.536957E+00  0.349307E+00 -0.493670E+00 -0.100343E+00  0.132100E+00  0.598811E+00 -0.537938E+00 -0.102418E+01  0.117366E+01  0.627852E+00 -0.392577E+00  0.448003E+00 -0.121981E+00 -0.128439E+00  0.113742E+01 -0.642603E+00 -0.572169E+00 -0.372326E+00 -0.573559E+00  0.798839E-01 -0.240040E+00 -0.802988E-01 -0.793987E-01 -0.183427E+01 -0.392059E+00 -0.338129E+00  0.549061E+00
  0.150000E+01  0.200000E+01  0.272000E+03  0.330000E+03  0.478810E+02  0.361539E+00  0.478334E+00  0.212621E+00  0.222961E+00  0.441492E+00 -0.302242E-01  0.113801E+00  0.626545E+00 -0.406953E+00  0.140798E+00  0.611489E+00 -0.227717E+00  0.142799E+01 -0.287613E+00 -0.634994E+00  0.199331E+01 -0.607334E+00  0.627378E+00  0.438456E-01 -0.132143E+00 -0.372989E+00  0.241495E+00 -0.236036E+00  0.282831E+00  0.352705E+00 -0.287762E+00 -0.464103E+00  0.801978E+00  0.123849E+01 -0.735210E+00  0.530978E+00 -0.739635E+00 -0.135701E+00  0.170155E+00  0.655088E+00 -0.582747E+00 -0.101058E+01  0.116020E+01  0.520878E+00 -0.350790E+00  0.655970E+00 -0.189952E+00 -0.553798E+00  0.169151E+01 -0.581897E+00 -0.465409E+00 -0.163358E+00 -0.820570E+00  0.587118E-01 -0.417028E+00 -0.196257E+00 -0.138080E+00 -0.174812E+01 -0.446256E+00 -0.291246E+00  0.560384E+00
  0.150000E+01  0.200000E+01  0.330000E+03  0.395000E+03  0.155297E+02  0.554898E+00  0.591242E+00  0.301645E+00  0.238038E+00  0.722998E+00  0.165750E+00  0.202253E+00  0.804842E+00 -0.430641E+00  0.210215E+00  0.688977E+00 -0.175950E+00  0.117362E+01 -0.732823E-01 -0.738083E+00  0.242177E+01 -0.596071E+00  0.599864E+00 -0.597002E-02 -0.864197E-01 -0.451295E+00  0.291418E+00 -0.192767E+00  0.239459E+00  0.335387E+00 -0.272761E+00 -0.613829E+00  0.106763E+01  0.152306E+01 -0.894610E+00  0.692745E+00 -0.952704E+00 -0.156094E+00  0.190073E+00  0.675810E+00 -0.598501E+00 -0.977293E+00  0.112242E+01  0.397520E+00 -0.298010E+00  0.933344E+00 -0.288224E+00 -0.109146E+01  0.228246E+01 -0.473300E+00 -0.358036E+00  0.153440E+00 -0.108638E+01  0.287500E-01 -0.609491E+00 -0.329899E+00 -0.191020E+00 -0.182660E+01 -0.726047E+00 -0.251372E+00  0.596315E+00
  0.150000E+01  0.200000E+01  0.395000E+03  0.468000E+03  0.528178E+01  0.780622E+00  0.680960E+00  0.403698E+00  0.173918E+00  0.108437E+01  0.186875E+00  0.206844E+00  0.103549E+01 -0.509779E+00  0.323781E+00  0.744842E+00 -0.106409E+00  0.799407E+00  0.339436E+00 -0.822325E+00  0.280549E+01 -0.581554E+00  0.566698E+00 -0.540477E-01 -0.362204E-01 -0.510876E+00  0.329330E+00 -0.114780E+00  0.158237E+00  0.276465E+00 -0.223949E+00 -0.752123E+00  0.131583E+01  0.174921E+01 -0.101652E+01  0.839181E+00 -0.113972E+01 -0.162718E+00  0.194780E+00  0.676335E+00 -0.596278E+00 -0.928396E+00  0.106661E+01  0.255536E+00 -0.232421E+00  0.129946E+01 -0.418089E+00 -0.168553E+01  0.291963E+01 -0.423764E+00 -0.230870E+00  0.498893E+00 -0.133473E+01 -0.146053E-01 -0.806982E+00 -0.475402E+00 -0.236682E+00 -0.210740E+01 -0.122581E+01 -0.224654E+00  0.668554E+00
  0.150000E+01  0.200000E+01  0.468000E+03  0.548000E+03  0.180658E+01  0.102448E+01  0.758621E+00  0.521538E+00  0.435932E-01  0.153352E+01  0.301555E-01  0.137971E+00  0.131416E+01 -0.665015E+00  0.492161E+00  0.784346E+00 -0.276397E-01  0.402356E+00  0.898920E+00 -0.890391E+00  0.314361E+01 -0.572863E+00  0.539114E+00 -0.110977E+00  0.259356E-01 -0.546826E+00  0.352590E+00  0.663261E-02  0.312529E-01  0.168744E+00 -0.135903E+00 -0.880323E+00  0.154789E+01  0.192359E+01 -0.110615E+01  0.972702E+00 -0.130480E+01 -0.164022E+00  0.193814E+00  0.673600E+00 -0.589028E+00 -0.869396E+00  0.100013E+01  0.101366E+00 -0.157014E+00  0.174290E+01 -0.569410E+00 -0.224837E+01  0.358097E+01 -0.498609E+00 -0.774997E-01  0.791765E+00 -0.153271E+01 -0.728684E-01 -0.999410E+00 -0.623522E+00 -0.274292E+00 -0.253831E+01 -0.185132E+01 -0.213541E+00  0.780811E+00
  0.150000E+01  0.200000E+01  0.548000E+03  0.638000E+03  0.610120E+00  0.126461E+01  0.836716E+00  0.650776E+00 -0.124007E+00  0.204331E+01 -0.252604E+00  0.327764E-01  0.161019E+01 -0.892360E+00  0.712687E+00  0.810699E+00  0.526748E-01  0.659752E-01  0.152278E+01 -0.939211E+00  0.341745E+01 -0.573969E+00  0.522133E+00 -0.184511E+00  0.104456E+00 -0.554865E+00  0.358902E+00  0.183729E+00 -0.154370E+00  0.596058E-02 -0.279275E-02 -0.100012E+01  0.176485E+01  0.205194E+01 -0.116871E+01  0.109214E+01 -0.144782E+01 -0.175448E+00  0.203135E+00  0.680388E+00 -0.586903E+00 -0.799597E+00  0.922096E+00 -0.558697E-01 -0.765326E-01  0.222789E+01 -0.724877E+00 -0.268459E+01  0.421134E+01 -0.706546E+00  0.101743E+00  0.973571E+00 -0.165853E+01 -0.146636E+00 -0.118080E+01 -0.767582E+00 -0.302232E+00 -0.300629E+01 -0.246021E+01 -0.216122E+00  0.920767E+00
  0.150000E+01  0.200000E+01  0.638000E+03  0.737000E+03  0.205111E+00  0.148391E+01  0.926191E+00  0.785765E+00 -0.296569E+00  0.258217E+01 -0.585251E+00 -0.601609E-01  0.188511E+01 -0.117377E+01  0.977616E+00  0.829306E+00  0.128544E+00 -0.154829E+00  0.213069E+01 -0.968121E+00  0.362120E+01 -0.587274E+00  0.518317E+00 -0.279110E+00  0.202346E+00 -0.537069E+00  0.349556E+00  0.430625E+00 -0.413433E+00 -0.217017E+00  0.179748E+00 -0.112081E+01  0.198137E+01  0.215333E+01 -0.121720E+01  0.120236E+01 -0.157765E+01 -0.215636E+00  0.240828E+00  0.706280E+00 -0.597155E+00 -0.721603E+00  0.834744E+00 -0.208315E+00  0.486999E-02  0.272181E+01 -0.871382E+00 -0.293305E+01  0.476646E+01 -0.102249E+01  0.304400E+00  0.102175E+01 -0.171323E+01 -0.235007E+00 -0.135547E+01 -0.907322E+00 -0.318133E+00 -0.340633E+01 -0.293729E+01 -0.227871E+00  0.106992E+01
