 28
  1  1.0000 -0.0051  0.0035 -0.0148 -0.0104  0.0064  0.0557 -0.0244 -0.0218 -0.0137 -0.0044 -0.0262  0.0134  0.0042  0.0137  0.0045  0.0038  0.0149  0.0044  0.0031 -0.0019 -0.0264  0.0056 -0.0457  0.0104  0.0087 -0.0980 -0.0228
  2 -0.0051  1.0000 -0.0827  0.0481  0.0427  0.0107  0.1207 -0.0172  0.0266 -0.0266 -0.0084 -0.0379  0.0191 -0.0010  0.0203  0.0122 -0.0134 -0.0300  0.0193  0.0007 -0.0364 -0.0133  0.0031  0.0154  0.0022  0.0054 -0.0796  0.0249
  3  0.0035 -0.0827  1.0000  0.2096  0.1840 -0.0114  0.0819  0.0593  0.0643  0.0158 -0.0254 -0.0759  0.0537  0.0339 -0.0019 -0.0291 -0.0299 -0.0965  0.0509  0.0239 -0.1364  0.0287  0.2567  0.2254  0.0275  0.0025 -0.2807  0.0584
  4 -0.0148  0.0481  0.2096  1.0000 -0.0587  0.0048 -0.0645 -0.0450 -0.0705  0.0553  0.0005 -0.0652  0.0505  0.0275 -0.0235 -0.0202  0.0764  0.0788 -0.0763  0.0122  0.0366 -0.0671 -0.0431 -0.1108 -0.0164  0.0169  0.2459 -0.0589
  5 -0.0104  0.0427  0.1840 -0.0587  1.0000 -0.0020 -0.0808 -0.0010 -0.0476 -0.0033  0.0196  0.1075 -0.0677 -0.0316  0.0037  0.0169 -0.0117  0.0643 -0.0253 -0.0089  0.0834  0.0586 -0.0958 -0.0910 -0.0046 -0.0115  0.0273 -0.0376
  6  0.0064  0.0107 -0.0114  0.0048 -0.0020  1.0000 -0.1377  0.0545  0.0058  0.0137  0.0092  0.0287 -0.0196  0.0199 -0.0400 -0.0304  0.0046 -0.0175  0.0250 -0.0058  0.0047  0.0326  0.0402  0.0162  0.0011 -0.0048  0.0118 -0.0043
  7  0.0557  0.1207  0.0819 -0.0645 -0.0808 -0.1377  1.0000  0.2566  0.0372  0.0316  0.0468  0.2026 -0.1652  0.0933 -0.2297 -0.1516  0.0197 -0.1640  0.1854 -0.0506  0.2336 -0.2828  0.2684  0.2485  0.0511 -0.0505  0.2297 -0.1001
  8 -0.0244 -0.0172  0.0593 -0.0450 -0.0010  0.0545  0.2566  1.0000 -0.0222 -0.0313 -0.0453 -0.0940  0.0702 -0.0890  0.1541  0.1194  0.0006  0.0591 -0.0615 -0.0025  0.0375 -0.3167 -0.0833  0.0435  0.0228  0.0057  0.0373 -0.0006
  9 -0.0218  0.0266  0.0643 -0.0705 -0.0476  0.0058  0.0372 -0.0222  1.0000  0.1218 -0.0072  0.0167  0.0313 -0.0127  0.0167 -0.0052  0.0373  0.1515 -0.1457  0.0457  0.0017  0.1096  0.0912 -0.0014  0.0015  0.0003  0.0423 -0.0587
 10 -0.0137 -0.0266  0.0158  0.0553 -0.0033  0.0137  0.0316 -0.0313  0.1218  1.0000  0.0126 -0.0066 -0.0616 -0.0072  0.0169  0.0431 -0.0662 -0.1618  0.1785 -0.0589  0.0473 -0.1801 -0.2041 -0.0894  0.0036  0.0045 -0.1519  0.0421
 11 -0.0044 -0.0084 -0.0254  0.0005  0.0196  0.0092  0.0468 -0.0453 -0.0072  0.0126  1.0000 -0.0355  0.0321 -0.0210  0.0394  0.0245  0.0064  0.0138 -0.0234  0.0041 -0.0047 -0.0909  0.0250  0.0513  0.0116  0.0000  0.0180  0.0022
 12 -0.0262 -0.0379 -0.0759 -0.0652  0.1075  0.0287  0.2026 -0.0940  0.0167 -0.0066 -0.0355  1.0000  0.1522  0.0555  0.0204 -0.0027  0.0688 -0.0391 -0.0172  0.0177 -0.0842 -0.2137  0.0288 -0.0181 -0.0046  0.0421  0.0714  0.0081
 13  0.0134  0.0191  0.0537  0.0505 -0.0677 -0.0196 -0.1652  0.0702  0.0313 -0.0616  0.0321  0.1522  1.0000 -0.0171 -0.0315 -0.0026 -0.0580 -0.0400  0.0774 -0.0290  0.0670  0.0916 -0.0740 -0.0301  0.0001 -0.0219 -0.0885  0.0034
 14  0.0042 -0.0010  0.0339  0.0275 -0.0316  0.0199  0.0933 -0.0890 -0.0127 -0.0072 -0.0210  0.0555 -0.0171  1.0000  0.1040  0.0858 -0.0339  0.0513 -0.0350 -0.0119  0.0477 -0.1143 -0.0500  0.0773  0.0219 -0.0202  0.0035  0.0114
 15  0.0137  0.0203 -0.0019 -0.0235  0.0037 -0.0400 -0.2297  0.1541  0.0167  0.0169  0.0394  0.0204 -0.0315  0.1040  1.0000 -0.1141  0.0253 -0.0587  0.0539  0.0050 -0.0276  0.2076  0.0497 -0.0856 -0.0280  0.0087  0.0292 -0.0141
 16  0.0045  0.0122 -0.0291 -0.0202  0.0169 -0.0304 -0.1516  0.1194 -0.0052  0.0431  0.0245 -0.0027 -0.0026  0.0858 -0.1141  1.0000  0.0309 -0.0253  0.0145  0.0170 -0.0421  0.1823  0.0837 -0.0512 -0.0197  0.0092  0.0205 -0.0170
 17  0.0038 -0.0134 -0.0299  0.0764 -0.0117  0.0046  0.0197  0.0006  0.0373 -0.0662  0.0064  0.0688 -0.0580 -0.0339  0.0253  0.0309  1.0000 -0.0402  0.0511 -0.0158  0.0262  0.0010 -0.0521  0.0173  0.0090 -0.0130 -0.1287  0.0203
 18  0.0149 -0.0300 -0.0965  0.0788  0.0643 -0.0175 -0.1640  0.0591  0.1515 -0.1618  0.0138 -0.0391 -0.0400  0.0513 -0.0587 -0.0253 -0.0402  1.0000  0.2055 -0.0510  0.0038 -0.1573 -0.0723 -0.0060  0.0023  0.0048 -0.0812  0.0539
 19  0.0044  0.0193  0.0509 -0.0763 -0.0253  0.0250  0.1854 -0.0615 -0.1457  0.1785 -0.0234 -0.0172  0.0774 -0.0350  0.0539  0.0145  0.0511  0.2055  1.0000  0.0742 -0.0308  0.1407  0.1077  0.0414 -0.0071  0.0011  0.1403 -0.0484
 20  0.0031  0.0007  0.0239  0.0122 -0.0089 -0.0058 -0.0506 -0.0025  0.0457 -0.0589  0.0041  0.0177 -0.0290 -0.0119  0.0050  0.0170 -0.0158 -0.0510  0.0742  1.0000  0.0277 -0.0849 -0.0704 -0.0105  0.0040 -0.0047  0.0004  0.0203
 21 -0.0019 -0.0364 -0.1364  0.0366  0.0834  0.0047  0.2336  0.0375  0.0017  0.0473 -0.0047 -0.0842  0.0670  0.0477 -0.0276 -0.0421  0.0262  0.0038 -0.0308  0.0277  1.0000  0.1851  0.0677 -0.0271 -0.0208  0.0192 -0.0420  0.0306
 22 -0.0264 -0.0133  0.0287 -0.0671  0.0586  0.0326 -0.2828 -0.3167  0.1096 -0.1801 -0.0909 -0.2137  0.0916 -0.1143  0.2076  0.1823  0.0010 -0.1573  0.1407 -0.0849  0.1851  1.0000 -0.0595  0.2944  0.0999 -0.0048  0.1688  0.0010
 23  0.0056  0.0031  0.2567 -0.0431 -0.0958  0.0402  0.2684 -0.0833  0.0912 -0.2041  0.0250  0.0288 -0.0740 -0.0500  0.0497  0.0837 -0.0521 -0.0723  0.1077 -0.0704  0.0677 -0.0595  1.0000 -0.2703 -0.0366  0.0067  0.0470  0.0524
 24 -0.0457  0.0154  0.2254 -0.1108 -0.0910  0.0162  0.2485  0.0435 -0.0014 -0.0894  0.0513 -0.0181 -0.0301  0.0773 -0.0856 -0.0512  0.0173 -0.0060  0.0414 -0.0105 -0.0271  0.2944 -0.2703  1.0000 -0.0641  0.0362 -0.0310 -0.0126
 25  0.0104  0.0022  0.0275 -0.0164 -0.0046  0.0011  0.0511  0.0228  0.0015  0.0036  0.0116 -0.0046  0.0001  0.0219 -0.0280 -0.0197  0.0090  0.0023 -0.0071  0.0040 -0.0208  0.0999 -0.0366 -0.0641  1.0000  0.0069  0.0321  0.0068
 26  0.0087  0.0054  0.0025  0.0169 -0.0115 -0.0048 -0.0505  0.0057  0.0003  0.0045  0.0000  0.0421 -0.0219 -0.0202  0.0087  0.0092 -0.0130  0.0048  0.0011 -0.0047  0.0192 -0.0048  0.0067  0.0362  0.0069  1.0000  0.0062  0.0020
 27 -0.0980 -0.0796 -0.2807  0.2459  0.0273  0.0118  0.2297  0.0373  0.0423 -0.1519  0.0180  0.0714 -0.0885  0.0035  0.0292  0.0205 -0.1287 -0.0812  0.1403  0.0004 -0.0420  0.1688  0.0470 -0.0310  0.0321  0.0062  1.0000  0.0052
