   3.00000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   1.02562      0.608154       1.10178      0.603978       1.10088      0.417588E-02  0.904812E-03   1.70485      0.636291      0.636048      0.464876      -.323125E-01   0.00000       0.00000    
  0.109648E-03   1.19142      0.602583       1.08855      0.598109       1.08757      0.447381E-02  0.975751E-03   1.68568      0.628648      0.628385      0.459238      -.305386E-01   0.00000       0.00000    
  0.120226E-03   1.34396      0.597043       1.07539      0.592236       1.07433      0.480713E-02  0.105660E-02   1.66657      0.621056      0.620770      0.453614      -.288201E-01   0.00000       0.00000    
  0.131825E-03   1.49132      0.591520       1.06227      0.586364       1.06112      0.515687E-02  0.114216E-02   1.64749      0.613487      0.613177      0.447997      -.271231E-01   0.00000       0.00000    
  0.144543E-03   1.63125      0.586024       1.04919      0.580494       1.04796      0.553014E-02  0.123448E-02   1.62845      0.605951      0.605615      0.442392      -.254568E-01   0.00000       0.00000    
  0.158489E-03   1.76148      0.580574       1.03619      0.574634       1.03485      0.593987E-02  0.133753E-02   1.60949      0.598464      0.598100      0.436806      -.238303E-01   0.00000       0.00000    
  0.173779E-03   1.88707      0.575149       1.02323      0.568780       1.02179      0.636883E-02  0.144633E-02   1.59057      0.591003      0.590609      0.431232      -.222229E-01   0.00000       0.00000    
  0.190545E-03   2.00387      0.569779       1.01036      0.562942       1.00879      0.683704E-02  0.156700E-02   1.57173      0.583593      0.583166      0.425680      -.206513E-01   0.00000       0.00000    
  0.208928E-03   2.11409      0.564460      0.997556      0.557120      0.995857      0.734013E-02  0.169848E-02   1.55298      0.576226      0.575762      0.420149      -.191066E-01   0.00000       0.00000    
  0.229085E-03   2.22006      0.559173      0.984799      0.551307      0.982962      0.786603E-02  0.183706E-02   1.53427      0.568887      0.568385      0.414632      -.175793E-01   0.00000       0.00000    
  0.251186E-03   2.31628      0.553979      0.972164      0.545525      0.970169      0.845342E-02  0.199523E-02   1.51569      0.561618      0.561073      0.409151      -.160922E-01   0.00000       0.00000    
  0.275420E-03   2.40849      0.548829      0.959585      0.539759      0.957422      0.907090E-02  0.216326E-02   1.49718      0.554380      0.553790      0.403687      -.146217E-01   0.00000       0.00000    
  0.301992E-03   2.49530      0.543741      0.947083      0.534012      0.944738      0.972883E-02  0.234453E-02   1.47875      0.547186      0.546547      0.398247      -.131736E-01   0.00000       0.00000    
  0.331127E-03   2.57475      0.538750      0.934696      0.528298      0.932148      0.104523E-01  0.254787E-02   1.46045      0.540055      0.539362      0.392841      -.117568E-01   0.00000       0.00000    
  0.363073E-03   2.65074      0.533810      0.922367      0.522600      0.919604      0.112098E-01  0.276287E-02   1.44220      0.532955      0.532206      0.387454      -.103549E-01   0.00000       0.00000    
  0.398101E-03   2.72033      0.528970      0.910150      0.516935      0.907149      0.120353E-01  0.300137E-02   1.42408      0.525915      0.525104      0.382101      -.898083E-02   0.00000       0.00000    
  0.436509E-03   2.78491      0.524221      0.898031      0.511297      0.894768      0.129237E-01  0.326230E-02   1.40607      0.518926      0.518047      0.376777      -.762935E-02   0.00000       0.00000    
  0.478622E-03   2.84634      0.519530      0.885973      0.505677      0.882436      0.138525E-01  0.353766E-02   1.38811      0.511969      0.511019      0.371472      -.629216E-02   0.00000       0.00000    
  0.524798E-03   2.90066      0.514988      0.874069      0.500101      0.870216      0.148879E-01  0.385208E-02   1.37032      0.505089      0.504059      0.366213      -.498852E-02   0.00000       0.00000    
  0.575429E-03   2.95190      0.510522      0.862236      0.494544      0.858049      0.159782E-01  0.418719E-02   1.35259      0.498244      0.497129      0.360974      -.370020E-02   0.00000       0.00000    
  0.630945E-03   2.99925      0.506151      0.850496      0.489013      0.845947      0.171377E-01  0.454841E-02   1.33496      0.491444      0.490238      0.355762      -.243122E-02   0.00000       0.00000    
  0.691816E-03   3.04106      0.501935      0.838899      0.483520      0.833943      0.184147E-01  0.495521E-02   1.31746      0.484712      0.483405      0.350591      -.119160E-02   0.00000       0.00000    
  0.758561E-03   3.08033      0.497796      0.827371      0.478045      0.821985      0.197517E-01  0.538577E-02   1.30003      0.478011      0.476598      0.345438      0.339287E-04   0.00000       0.00000    
  0.831745E-03   3.11496      0.493808      0.815975      0.472602      0.810112      0.212054E-01  0.586304E-02   1.28271      0.471369      0.469840      0.340321      0.123304E-02   0.00000       0.00000    
  0.911989E-03   3.14582      0.489959      0.804695      0.467187      0.798308      0.227723E-01  0.638688E-02   1.26550      0.464778      0.463123      0.335233      0.240882E-02   0.00000       0.00000    
  0.999975E-03   3.17437      0.486198      0.793488      0.461788      0.786548      0.244103E-01  0.694014E-02   1.24834      0.458218      0.456431      0.330164      0.357010E-02   0.00000       0.00000    
  0.109645E-02   3.19777      0.482657      0.782456      0.456425      0.774885      0.262318E-01  0.757129E-02   1.23131      0.451728      0.449793      0.325136      0.469652E-02   0.00000       0.00000    
  0.120223E-02   3.21882      0.479230      0.771510      0.451078      0.763264      0.281524E-01  0.824579E-02   1.21434      0.445272      0.443180      0.320127      0.580547E-02   0.00000       0.00000    
  0.131822E-02   3.23710      0.475940      0.760667      0.445749      0.751696      0.301906E-01  0.897172E-02   1.19744      0.438856      0.436596      0.315140      0.689369E-02   0.00000       0.00000    
