   4.00000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   2.84522      0.773060       1.26208      0.768325       1.26094      0.473482E-02  0.114391E-02   2.02926      0.715750      0.715488      0.545521      0.525748E-01   0.00000       0.00000    
  0.109648E-03   2.99059      0.764822       1.24620      0.759758       1.24497      0.506465E-02  0.122881E-02   2.00473      0.706779      0.706496      0.538544      0.529783E-01   0.00000       0.00000    
  0.120226E-03   3.12155      0.756579       1.23034      0.751146       1.22902      0.543274E-02  0.132499E-02   1.98016      0.697840      0.697531      0.531560      0.533067E-01   0.00000       0.00000    
  0.131825E-03   3.24688      0.748342       1.21451      0.742524       1.21309      0.581856E-02  0.142653E-02   1.95561      0.688916      0.688582      0.524578      0.536074E-01   0.00000       0.00000    
  0.144543E-03   3.36416      0.740115       1.19871      0.733886       1.19718      0.622977E-02  0.153572E-02   1.93106      0.680017      0.679655      0.517599      0.538683E-01   0.00000       0.00000    
  0.158489E-03   3.47095      0.731919       1.18298      0.725239       1.18132      0.668021E-02  0.165702E-02   1.90656      0.671159      0.670766      0.510630      0.540804E-01   0.00000       0.00000    
  0.173779E-03   3.57271      0.723743       1.16727      0.716592       1.16549      0.715132E-02  0.178479E-02   1.88208      0.662322      0.661897      0.503669      0.542697E-01   0.00000       0.00000    
  0.190545E-03   3.66500      0.715612       1.15164      0.707948       1.14972      0.766459E-02  0.192588E-02   1.85766      0.653530      0.653069      0.496725      0.544174E-01   0.00000       0.00000    
  0.208928E-03   3.75022      0.707530       1.13608      0.699315       1.13400      0.821522E-02  0.207907E-02   1.83331      0.644779      0.644279      0.489800      0.545359E-01   0.00000       0.00000    
  0.229085E-03   3.83088      0.699480       1.12056      0.690689       1.11832      0.879028E-02  0.224018E-02   1.80901      0.636054      0.635513      0.482886      0.546355E-01   0.00000       0.00000    
  0.251186E-03   3.90108      0.691524       1.10516      0.682093       1.10274      0.943107E-02  0.242311E-02   1.78483      0.627398      0.626811      0.476009      0.546945E-01   0.00000       0.00000    
  0.275420E-03   3.96700      0.683617       1.08983      0.673513       1.08721      0.101039E-01  0.261695E-02   1.76072      0.618775      0.618140      0.469149      0.547379E-01   0.00000       0.00000    
  0.301992E-03   4.02716      0.675776       1.07457      0.664956       1.07174      0.108200E-01  0.282546E-02   1.73670      0.610196      0.609509      0.462314      0.547601E-01   0.00000       0.00000    
  0.331127E-03   4.07949      0.668046       1.05944      0.656440       1.05638      0.116057E-01  0.305833E-02   1.71282      0.601685      0.600940      0.455519      0.547555E-01   0.00000       0.00000    
  0.363073E-03   4.12817      0.660374       1.04437      0.647946       1.04106      0.124276E-01  0.330402E-02   1.68901      0.593207      0.592401      0.448744      0.547387E-01   0.00000       0.00000    
  0.398101E-03   4.17006      0.652817       1.02943      0.639495       1.02585      0.133216E-01  0.357553E-02   1.66534      0.584795      0.583922      0.442008      0.546999E-01   0.00000       0.00000    
  0.436509E-03   4.20668      0.645367       1.01459      0.631085       1.01072      0.142823E-01  0.387159E-02   1.64181      0.576440      0.575494      0.435309      0.546448E-01   0.00000       0.00000    
  0.478622E-03   4.23999      0.637985      0.999834      0.622700      0.995651      0.152857E-01  0.418343E-02   1.61835      0.568120      0.567099      0.428632      0.545795E-01   0.00000       0.00000    
  0.524798E-03   4.26584      0.630782      0.985252      0.614380      0.980714      0.164017E-01  0.453783E-02   1.59509      0.559888      0.558781      0.422011      0.544923E-01   0.00000       0.00000    
  0.575429E-03   4.28848      0.623669      0.970755      0.606093      0.965840      0.175756E-01  0.491469E-02   1.57193      0.551698      0.550500      0.415418      0.543958E-01   0.00000       0.00000    
  0.630945E-03   4.30707      0.616669      0.956367      0.597847      0.951047      0.188225E-01  0.531989E-02   1.54889      0.543559      0.542265      0.408858      0.542878E-01   0.00000       0.00000    
  0.691816E-03   4.31993      0.609856      0.942150      0.589664      0.936376      0.201927E-01  0.577436E-02   1.52604      0.535500      0.534099      0.402352      0.541635E-01   0.00000       0.00000    
  0.758561E-03   4.33016      0.603137      0.928017      0.581511      0.921763      0.216260E-01  0.625446E-02   1.50327      0.527479      0.525966      0.395870      0.540317E-01   0.00000       0.00000    
  0.831745E-03   4.33562      0.596598      0.914043      0.573416      0.907259      0.231818E-01  0.678485E-02   1.48067      0.519530      0.517893      0.389436      0.538864E-01   0.00000       0.00000    
  0.911989E-03   4.33724      0.590228      0.900212      0.565372      0.892847      0.248558E-01  0.736520E-02   1.45822      0.511642      0.509872      0.383043      0.537297E-01   0.00000       0.00000    
  0.999975E-03   4.33649      0.583963      0.886469      0.557358      0.878492      0.266043E-01  0.797709E-02   1.43585      0.503792      0.501882      0.376676      0.535659E-01   0.00000       0.00000    
  0.109645E-02   4.33052      0.577961      0.872940      0.549417      0.864268      0.285442E-01  0.867220E-02   1.41368      0.496031      0.493964      0.370367      0.533857E-01   0.00000       0.00000    
  0.120223E-02   4.32220      0.572096      0.859518      0.541509      0.850105      0.305872E-01  0.941345E-02   1.39161      0.488312      0.486078      0.364086      0.531974E-01   0.00000       0.00000    
  0.131822E-02   4.31109      0.566394      0.846223      0.533641      0.836014      0.327527E-01  0.102095E-01   1.36966      0.480642      0.478232      0.357838      0.529995E-01   0.00000       0.00000    
  0.144540E-02   4.29586      0.560968      0.833135      0.525834      0.822030      0.351341E-01  0.111049E-01   1.34786      0.473049      0.470443      0.351639      0.527856E-01   0.00000       0.00000    
  0.158485E-02   4.27879      0.555679      0.820147      0.518055      0.808095      0.376241E-01  0.120515E-01   1.32615      0.465491      0.462679      0.345464      0.525640E-01   0.00000       0.00000    
  0.173775E-02   4.25844      0.550643      0.807341      0.510323      0.794245      0.403198E-01  0.130955E-01   1.30457      0.457996      0.454960      0.339328      0.523279E-01   0.00000       0.00000    
  0.190540E-02   4.23531      0.545854      0.794706      0.502632      0.780465      0.432221E-01  0.142407E-01   1.28310      0.450555      0.447276      0.333227      0.520774E-01   0.00000       0.00000    
  0.208923E-02   4.21054      0.541216      0.782175      0.494965      0.766727      0.462519E-01  0.154485E-01   1.26169      0.443146      0.439614      0.327145      0.518182E-01   0.00000       0.00000    
  0.229079E-02   4.18217      0.536948      0.769890      0.487346      0.753073      0.496018E-01  0.168176E-01   1.24042      0.435809      0.431994      0.321106      0.515371E-01   0.00000       0.00000    
  0.251180E-02   4.15210      0.532880      0.757735      0.479748      0.739454      0.531321E-01  0.182803E-01   1.21920      0.428504      0.424390      0.315085      0.512437E-01   0.00000       0.00000    
  0.275413E-02   4.12013      0.529037      0.745724      0.472174      0.725876      0.568635E-01  0.198476E-01   1.19805      0.421237      0.416806      0.309086      0.509366E-01   0.00000       0.00000    
  0.301984E-02   4.08521      0.525593      0.733961      0.464629      0.712348      0.609645E-01  0.216130E-01   1.17698      0.414025      0.409243      0.303114      0.506042E-01   0.00000       0.00000    
  0.331118E-02   4.04901      0.522343      0.722316      0.457095      0.698838      0.652480E-01  0.234783E-01   1.15593      0.406835      0.401686      0.297154      0.502593E-01   0.00000       0.00000    
  0.363064E-02   4.01053      0.519444      0.710885      0.449577      0.685355      0.698676E-01  0.255295E-01   1.13493      0.399686      0.394139      0.291212      0.498912E-01   0.00000       0.00000    
  0.398091E-02   3.97004      0.516903      0.699663      0.442066      0.671882      0.748377E-01  0.277809E-01   1.11395      0.392567      0.386591      0.285280      0.494988E-01   0.00000       0.00000    
  0.436498E-02   3.92837      0.514577      0.688567      0.434557      0.658414      0.800192E-01  0.301538E-01   1.09297      0.385466      0.379041      0.279354      0.490918E-01   0.00000       0.00000    
  0.478610E-02   3.88414      0.512763      0.677767      0.427045      0.644936      0.857178E-01  0.328317E-01   1.07198      0.378396      0.371476      0.273433      0.486486E-01   0.00000       0.00000    
  0.524785E-02   3.83862      0.511242      0.667134      0.419523      0.631440      0.917188E-01  0.356939E-01   1.05096      0.371338      0.363896      0.267510      0.481843E-01   0.00000       0.00000    
  0.575415E-02   3.79173      0.510027      0.656674      0.411990      0.617925      0.980371E-01  0.387493E-01   1.02992      0.364293      0.356299      0.261584      0.476978E-01   0.00000       0.00000    
  0.630929E-02   3.74258      0.509384      0.646535      0.404425      0.604350      0.104959      0.421852E-01   1.00878      0.357256      0.348657      0.255643      0.471688E-01   0.00000       0.00000    
  0.691799E-02   3.69241      0.509011      0.636548      0.396839      0.590739      0.112172      0.458091E-01  0.987578      0.350220      0.340990      0.249692      0.466195E-01   0.00000       0.00000    
  0.758542E-02   3.64049      0.509119      0.626831      0.389214      0.577059      0.119905      0.497724E-01  0.966273      0.343181      0.333274      0.243719      0.460336E-01   0.00000       0.00000    
  0.831724E-02   3.58687      0.509732      0.617398      0.381537      0.563286      0.128195      0.541121E-01  0.944823      0.336128      0.325496      0.237717      0.454086E-01   0.00000       0.00000    
  0.911966E-02   3.53227      0.510639      0.608130      0.373827      0.549456      0.136812      0.586736E-01  0.923283      0.329066      0.317680      0.231696      0.447610E-01   0.00000       0.00000    
  0.999950E-02   3.47552      0.512208      0.599229      0.366030      0.535471      0.146178      0.637580E-01  0.901501      0.321968      0.309763      0.225620      0.440623E-01   0.00000       0.00000    
  0.109642E-01   3.41780      0.514095      0.590516      0.358191      0.521415      0.155903      0.691016E-01  0.879606      0.314853      0.301799      0.219520      0.433382E-01   0.00000       0.00000    
  0.120220E-01   3.35825      0.516585      0.582160      0.350265      0.507211      0.166320      0.749494E-01  0.857476      0.307699      0.293739      0.213369      0.425659E-01   0.00000       0.00000    
  0.131819E-01   3.29703      0.519627      0.574131      0.342249      0.492852      0.177378      0.812790E-01  0.835100      0.300499      0.285580      0.207163      0.417497E-01   0.00000       0.00000    
  0.144536E-01   3.23411      0.523227      0.566441      0.334132      0.478326      0.189095      0.881151E-01  0.812458      0.293243      0.277314      0.200896      0.408887E-01   0.00000       0.00000    
  0.158481E-01   3.16957      0.527357      0.559080      0.325915      0.463632      0.201442      0.954480E-01  0.789546      0.285929      0.268942      0.194568      0.399853E-01   0.00000       0.00000    
  0.173770E-01   3.10334      0.532024      0.552060      0.317588      0.448758      0.214436      0.103302      0.766347      0.278550      0.260456      0.188175      0.390387E-01   0.00000       0.00000    
  0.190535E-01   3.03519      0.537289      0.545432      0.309133      0.433677      0.228155      0.111755      0.742810      0.271089      0.251840      0.181705      0.380441E-01   0.00000       0.00000    
  0.208917E-01   2.96507      0.543139      0.539202      0.300543      0.418381      0.242597      0.120821      0.718924      0.263540      0.243088      0.175156      0.370022E-01   0.00000       0.00000    
  0.229073E-01   2.89304      0.549537      0.533356      0.291818      0.402879      0.257719      0.130477      0.694696      0.255902      0.234206      0.168532      0.359162E-01   0.00000       0.00000    
  0.251174E-01   2.81902      0.556478      0.527904      0.282952      0.387164      0.273526      0.140741      0.670116      0.248166      0.225191      0.161829      0.347863E-01   0.00000       0.00000    
  0.275406E-01   2.74269      0.564007      0.522900      0.273923      0.371212      0.290083      0.151688      0.645135      0.240314      0.216026      0.155039      0.336089E-01   0.00000       0.00000    
  0.301976E-01   2.66402      0.572086      0.518334      0.264730      0.355032      0.307356      0.163302      0.619762      0.232343      0.206718      0.148166      0.323868E-01   0.00000       0.00000    
  0.331110E-01   2.58309      0.580662      0.514182      0.255378      0.338643      0.325284      0.175539      0.594020      0.224254      0.197277      0.141217      0.311241E-01   0.00000       0.00000    
  0.363055E-01   2.49980      0.589708      0.510442      0.245863      0.322053      0.343845      0.188389      0.567916      0.216040      0.187709      0.134195      0.298228E-01   0.00000       0.00000    
  0.398081E-01   2.41383      0.599234      0.507148      0.236165      0.305257      0.363068      0.201891      0.541423      0.207684      0.178008      0.127101      0.284815E-01   0.00000       0.00000    
  0.436487E-01   2.32522      0.609169      0.504259      0.226293      0.288288      0.382876      0.215971      0.514581      0.199188      0.168195      0.119946      0.271054E-01   0.00000       0.00000    
  0.478598E-01   2.23410      0.619439      0.501724      0.216258      0.271181      0.403181      0.230543      0.487438      0.190557      0.158290      0.112747      0.257002E-01   0.00000       0.00000    
  0.524772E-01   2.14046      0.629985      0.499505      0.206063      0.253969      0.423922      0.245536      0.460032      0.181793      0.148314      0.105515      0.242698E-01   0.00000       0.00000    
