   6464.000             101          13  9.9999997E-05  0.9999000    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.301992E-03   51.2406       4.20707       5.80476       4.16642       5.78119      0.406567E-01  0.235725E-01   9.94761       2.27343       2.27368       2.06644       1.89299       1.44107    
  0.331127E-03   49.2264       4.06883       5.60699       4.02594       5.58213      0.428863E-01  0.248590E-01   9.60807       2.20026       2.20052       1.99647       1.82568       1.38514    
  0.363073E-03   47.2550       3.93322       5.41299       3.88803       5.38680      0.451892E-01  0.261873E-01   9.27483       2.12840       2.12867       1.92778       1.75963       1.33035    
  0.398101E-03   45.3632       3.80254       5.22603       3.75491       5.19843      0.476360E-01  0.275980E-01   8.95334       2.05898       2.05926       1.86148       1.69593       1.27768    
  0.436509E-03   43.5345       3.67581       5.04467       3.62560       5.01559      0.502107E-01  0.290819E-01   8.64120       1.99151       1.99180       1.79709       1.63410       1.22670    
  0.478622E-03   41.7456       3.55157       4.86686       3.49871       4.83625      0.528672E-01  0.306124E-01   8.33496       1.92527       1.92557       1.73390       1.57344       1.17678    
  0.524798E-03   40.0479       3.43307       4.69720       3.37734       4.66493      0.557313E-01  0.322614E-01   8.04228       1.86184       1.86216       1.67347       1.51550       1.12931    
  0.575429E-03   38.3903       3.31712       4.53112       3.25842       4.49715      0.586977E-01  0.339688E-01   7.75557       1.79967       1.80000       1.61425       1.45875       1.08291    
  0.630945E-03   36.7832       3.20437       4.36959       3.14257       4.33384      0.617933E-01  0.357497E-01   7.47641       1.73906       1.73940       1.55657       1.40351       1.03786    
  0.691816E-03   35.2493       3.09630       4.21465       3.03120       4.17700      0.650980E-01  0.376497E-01   7.20820       1.68074       1.68109       1.50113       1.35046      0.994783    
  0.758561E-03   33.7493       2.99041       4.06279       2.92191       4.02318      0.685067E-01  0.396088E-01   6.94509       1.62348       1.62384       1.44672       1.29843      0.952619    
  0.831745E-03   32.3114       2.88854       3.91656       2.81643       3.87488      0.721142E-01  0.416808E-01   6.69131       1.56816       1.56854       1.39421       1.24827      0.912129    
  0.911989E-03   30.9249       2.79002       3.77502       2.71411       3.73116      0.759052E-01  0.438569E-01   6.44528       1.51446       1.51485       1.34329       1.19966      0.873025    
  0.999975E-03   29.5699       2.69356       3.63636       2.61375       3.59026      0.798109E-01  0.460980E-01   6.20401       1.46175       1.46216       1.29333       1.15200      0.834776    
  0.109645E-02   28.2861       2.60179       3.50424       2.51779       3.45574      0.840001E-01  0.484996E-01   5.97352       1.41129       1.41171       1.24557       1.10650      0.798452    
  0.120223E-02   27.0352       2.51220       3.37514       2.42386       3.32415      0.883350E-01  0.509834E-01   5.74802       1.36186       1.36230       1.19883       1.06200      0.763019    
  0.131822E-02   25.8232       2.42520       3.24964       2.33236       3.19607      0.928427E-01  0.535647E-01   5.52843       1.31367       1.31413       1.15330       1.01869      0.728642    
  0.144540E-02   24.6700       2.34216       3.12960       2.24452       3.07329      0.976404E-01  0.563093E-01   5.31781       1.26735       1.26782       1.10960      0.977169      0.695866    
  0.158485E-02   23.5436       2.26094       3.01206       2.15836       2.95292      0.102579      0.591332E-01   5.11128       1.22189       1.22237       1.06673      0.936472      0.663818    
  0.173775E-02   22.4652       2.18298       2.89900       2.07520       2.83690      0.107780      0.621042E-01   4.91210       1.17795       1.17846       1.02536      0.897249      0.633078    
  0.190540E-02   21.4282       2.10787       2.78984       1.99464       2.72463      0.113231      0.652151E-01   4.71926       1.13534       1.13586      0.985293      0.859301      0.603470    
  0.208923E-02   20.4160       2.03447       2.68302       1.91564       2.61461      0.118834      0.684111E-01   4.53025       1.09352       1.09407      0.946001      0.822120      0.574540    
  0.229079E-02   19.4588       1.96491       2.58141       1.84011       2.50959      0.124802      0.718109E-01   4.34971       1.05347       1.05404      0.908441      0.786641      0.547118    
  0.251180E-02   18.5282       1.89723       2.48233       1.76627       2.40701      0.130965      0.753184E-01   4.17328       1.01428       1.01486      0.871722      0.751990      0.520426    
  0.275413E-02   17.6273       1.83165       2.38608       1.69430       2.30714      0.137345      0.789461E-01   4.00144      0.976038      0.976646      0.835940      0.718262      0.494550    
  0.301984E-02   16.7732       1.76941       2.29434       1.62531       2.21156      0.144099      0.827800E-01   3.83687      0.939315      0.939946      0.801646      0.685999      0.469966    
  0.331119E-02   15.9400       1.70869       2.20460       1.55766       2.11789      0.151028      0.867107E-01   3.67555      0.903267      0.903921      0.768015      0.654391      0.445957    
  0.363064E-02   15.1434       1.65062       2.11842       1.49234       2.02761      0.158277      0.908158E-01   3.51995      0.868408      0.869087      0.735555      0.623935      0.422964    
  0.398091E-02   14.3798       1.59498       2.03545       1.42914       1.94036      0.165835      0.950892E-01   3.36951      0.834622      0.835327      0.704150      0.594523      0.400886    
  0.436498E-02   13.6355       1.54076       1.95437       1.36718       1.85490      0.173576      0.994621E-01   3.22209      0.801464      0.802195      0.673364      0.565721      0.379345    
  0.478610E-02   12.9331       1.48967       1.87741       1.30793       1.77334      0.181742      0.104063       3.08128      0.769677      0.770437      0.643932      0.538256      0.358975    
  0.524785E-02   12.2521       1.44020       1.80255       1.25006       1.69377      0.190135      0.108785       2.94383      0.738588      0.739377      0.615189      0.511475      0.339202    
  0.575415E-02   11.5933       1.39241       1.72991       1.19364       1.61627      0.198768      0.113634       2.80991      0.708230      0.709050      0.587168      0.485409      0.320054    
  0.630929E-02   10.9713       1.34744       1.66094       1.13962       1.54224      0.207819      0.118701       2.68186      0.679086      0.679938      0.560351      0.460536      0.301946    
  0.691799E-02   10.3653       1.30371       1.59357       1.08666       1.46971      0.217056      0.123863       2.55637      0.650473      0.651358      0.534060      0.436187      0.284293    
  0.758542E-02   9.78704       1.26214       1.52899       1.03552       1.39980      0.226619      0.129192       2.43532      0.622775      0.623696      0.508680      0.412742      0.267425    
  0.831724E-02   9.23461       1.22259       1.46703      0.986099       1.33236      0.236494      0.134675       2.31846      0.595943      0.596899      0.484162      0.390156      0.251299    
  0.911966E-02   8.69533       1.18410       1.40642      0.937560       1.26618      0.246543      0.140244       2.20374      0.569551      0.570546      0.460084      0.368009      0.235551    
  0.999950E-02   8.17320       1.14715       1.34768      0.890210       1.20170      0.256940      0.145985       2.09191      0.543756      0.544790      0.436600      0.346454      0.220308    
  0.109642E-01   7.67234       1.11179       1.29105      0.844274       1.13924      0.267513      0.151803       1.98352      0.518666      0.519741      0.413825      0.325608      0.205676    
  0.120220E-01   7.20383       1.07891       1.23765      0.800516       1.07990      0.278391      0.157750       1.88042      0.494661      0.495781      0.392139      0.305855      0.191983    
  0.131819E-01   6.75602       1.04769       1.18639      0.758192       1.02261      0.289499      0.163787       1.78080      0.471369      0.472534      0.371172      0.286823      0.178901    
  0.144536E-01   6.32793       1.01806       1.13718      0.717254      0.967282      0.300809      0.169894       1.68454      0.448762      0.449975      0.350899      0.268492      0.166408    
  0.158481E-01   5.91755      0.989858       1.08979      0.677575      0.913745      0.312284      0.176045       1.59132      0.426778      0.428040      0.331257      0.250797      0.154448    
  0.173770E-01   5.52431      0.963026       1.04418      0.639132      0.861961      0.323894      0.182218       1.50109      0.405402      0.406717      0.312236      0.233730      0.143008    
  0.190535E-01   5.14926      0.937637       1.00044      0.602022      0.812058      0.335615      0.188386       1.41408      0.384681      0.386049      0.293883      0.217340      0.132126    
  0.208917E-01   4.79136      0.913596      0.958473      0.566192      0.763960      0.347404      0.194513       1.33015      0.364588      0.366012      0.276173      0.201605      0.121776    
  0.229073E-01   4.44898      0.890753      0.918086      0.531542      0.717517      0.359211      0.200569       1.24906      0.345070      0.346552      0.259055      0.186472      0.111911    
  0.251174E-01   4.12167      0.869050      0.879224      0.498059      0.672708      0.370991      0.206516       1.17077      0.326120      0.327662      0.242523      0.171939      0.102523    
  0.275406E-01   3.81046      0.848532      0.841969      0.465850      0.629675      0.382682      0.212294       1.09553      0.307789      0.309394      0.226632      0.158061      0.936497E-01
  0.301976E-01   3.51434      0.829084      0.806193      0.434863      0.588337      0.394221      0.217856       1.02320      0.290051      0.291719      0.211354      0.144812      0.852635E-01
  0.331110E-01   3.23200      0.810568      0.771736      0.405017      0.548575      0.405551      0.223161      0.953592      0.272864      0.274598      0.196651      0.132154      0.773262E-01
  0.363055E-01   2.96310      0.792916      0.738531      0.376309      0.510377      0.416606      0.228154      0.886687      0.256225      0.258027      0.182520      0.120084      0.698304E-01
  0.398081E-01   2.70874      0.776129      0.706632      0.348861      0.473902      0.427269      0.232729      0.822763      0.240193      0.242064      0.169023      0.108667      0.628155E-01
  0.436487E-01   2.46793      0.760077      0.675891      0.322614      0.439062      0.437463      0.236829      0.761676      0.224739      0.226680      0.156131      0.978747E-01  0.562513E-01
  0.478598E-01   2.23964      0.744630      0.646164      0.297503      0.405757      0.447126      0.240406      0.703261      0.209831      0.211842      0.143810      0.876724E-01  0.501053E-01
  0.524772E-01   2.02366      0.729699      0.617371      0.273530      0.373983      0.456169      0.243388      0.647513      0.195469      0.197551      0.132062      0.780612E-01  0.443707E-01
  0.575400E-01   1.82116      0.715227      0.589516      0.250827      0.343907      0.464400      0.245609      0.594734      0.181717      0.183869      0.120952      0.691102E-01  0.390858E-01
  0.630913E-01   1.63115      0.701069      0.562443      0.229322      0.315424      0.471747      0.247019      0.544747      0.168540      0.170763      0.110445      0.607819E-01  0.342162E-01
  0.691782E-01   1.45285      0.687094      0.536016      0.208956      0.288446      0.478138      0.247570      0.497402      0.155912      0.158203      0.100511      0.530442E-01  0.297326E-01
  0.758523E-01   1.28609      0.673184      0.510140      0.189725      0.262961      0.483459      0.247180      0.452686      0.143831      0.146188      0.911471E-01  0.458945E-01  0.256260E-01
  0.831703E-01   1.13210      0.659188      0.484761      0.171761      0.239130      0.487428      0.245631      0.410891      0.132361      0.134781      0.824190E-01  0.393992E-01  0.219300E-01
  0.911943E-01  0.989833      0.644949      0.459730      0.154965      0.216819      0.489983      0.242910      0.371785      0.121460      0.123938      0.742773E-01  0.335055E-01  0.186039E-01
  0.999925E-01  0.856372      0.630303      0.434790      0.139083      0.195683      0.491220      0.239107      0.334766      0.111000      0.113533      0.665933E-01  0.280825E-01  0.155572E-01
  0.109639      0.734986      0.615135      0.410073      0.124387      0.176079      0.490748      0.233994      0.300467      0.101124      0.103704      0.595029E-01  0.232635E-01  0.128726E-01
  0.120217      0.626524      0.599136      0.385465      0.110962      0.158106      0.488174      0.227359      0.269068      0.918759E-01  0.944945E-01  0.530467E-01  0.190862E-01  0.105650E-01
  0.131815      0.528643      0.582133      0.360803      0.985806E-01  0.141463      0.483553      0.219340      0.240044      0.831489E-01  0.857967E-01  0.471104E-01  0.154317E-01  0.855621E-02
  0.144533      0.441487      0.563823      0.336012      0.872472E-01  0.126151      0.476576      0.209861      0.213398      0.749517E-01  0.776172E-01  0.416945E-01  0.122955E-01  0.683901E-02
  0.158477      0.364204      0.544000      0.311048      0.768677E-01  0.112045      0.467132      0.199003      0.188912      0.672442E-01  0.699146E-01  0.367506E-01  0.962354E-02  0.537933E-02
  0.173766      0.296807      0.522290      0.285884      0.674321E-01  0.991286E-01  0.454858      0.186755      0.166561      0.600307E-01  0.626910E-01  0.322716E-01  0.740136E-02  0.416599E-02
  0.190530      0.238320      0.498490      0.260547      0.588378E-01  0.872710E-01  0.439652      0.173276      0.146109      0.532686E-01  0.559024E-01  0.282046E-01  0.556920E-02  0.316401E-02
  0.208912      0.188597      0.472180      0.235094      0.510639E-01  0.764444E-01  0.421117      0.158649      0.127508      0.469603E-01  0.495488E-01  0.245366E-01  0.410352E-02  0.235900E-02
  0.229068      0.146563      0.443220      0.209641      0.440073E-01  0.665193E-01  0.399213      0.143121      0.110527      0.410643E-01  0.435879E-01  0.212144E-01  0.294299E-02  0.171710E-02
  0.251167      0.111909      0.411237      0.184367      0.376434E-01  0.574667E-01  0.373594      0.126900      0.951101E-01  0.355852E-01  0.380217E-01  0.182227E-01  0.205812E-02  0.122228E-02
  0.275399      0.835218E-01  0.376278      0.159486      0.318789E-01  0.491722E-01  0.344399      0.110314      0.810511E-01  0.304873E-01  0.328146E-01  0.155135E-01  0.139150E-02  0.844138E-03
  0.301969      0.609726E-01  0.338217      0.135323      0.266953E-01  0.416180E-01  0.311522      0.937051E-01  0.683133E-01  0.257829E-01  0.279767E-01  0.130743E-01  0.912469E-03  0.567000E-03
  0.331102      0.431923E-01  0.297497      0.112168      0.220183E-01  0.347161E-01  0.275479      0.774516E-01  0.567343E-01  0.214453E-01  0.234828E-01  0.108672E-01  0.573029E-03  0.366012E-03
  0.363046      0.297045E-01  0.254564      0.904748E-01  0.178447E-01  0.284717E-01  0.236719      0.620031E-01  0.463165E-01  0.174984E-01  0.193562E-01  0.888774E-02  0.346345E-03  0.227768E-03
  0.398071      0.195752E-01  0.210475      0.705385E-01  0.141228E-01  0.228275E-01  0.196353      0.477110E-01  0.369503E-01  0.139253E-01  0.155832E-01  0.711026E-02  0.197501E-03  0.134042E-03
  0.436476      0.121880E-01  0.166421      0.527220E-01  0.108423E-01  0.177803E-01  0.155579      0.349417E-01  0.286226E-01  0.107380E-01  0.121782E-01  0.552897E-02  0.104313E-03  0.731055E-04
  0.478586      0.719886E-02  0.124380      0.375208E-01  0.802933E-02  0.133804E-01  0.116351      0.241403E-01  0.214098E-01  0.797747E-02  0.918691E-02  0.415606E-02  0.518598E-04  0.374651E-04
  0.524759      0.392661E-02  0.863017E-01  0.250647E-01  0.566276E-02  0.961290E-02  0.806389E-01  0.154518E-01  0.152757E-01  0.563937E-02  0.661202E-02  0.298351E-02  0.233828E-04  0.173762E-04
  0.575386      0.192601E-02  0.541879E-01  0.154345E-01  0.374130E-02  0.649149E-02  0.504466E-01  0.894297E-02  0.102328E-01  0.373205E-02  0.447074E-02  0.201369E-02  0.925250E-05  0.705636E-05
  0.630897      0.816258E-03  0.296091E-01  0.853035E-02  0.225790E-02  0.402324E-02  0.273512E-01  0.450711E-02  0.628114E-02  0.225485E-02  0.277323E-02  0.124762E-02  0.305048E-05  0.238582E-05
  0.691765      0.280536E-03  0.132047E-01  0.405690E-02  0.119361E-02  0.219942E-02  0.120111E-01  0.185748E-02  0.339303E-02  0.119284E-02  0.151688E-02  0.681920E-03  0.768439E-06  0.619047E-06
  0.758504      0.683641E-04  0.423658E-02  0.153102E-02  0.508498E-03  0.980353E-03  0.372808E-02  0.550664E-03  0.148885E-02  0.508378E-03  0.676328E-03  0.303924E-03  0.119934E-06  0.101615E-06
  0.831682      0.974131E-05  0.770585E-03  0.394819E-03  0.147428E-03  0.303453E-03  0.623158E-03  0.913662E-04  0.450881E-03  0.147419E-03  0.209374E-03  0.940711E-04  0.827346E-08  0.801310E-08
  0.911921      0.413141E-06  0.394189E-04  0.420628E-04  0.166296E-04  0.384077E-04  0.227893E-04  0.365516E-05  0.550372E-04  0.166296E-04  0.265012E-04  0.119063E-04  -.288800E-12  0.804188E-10
  0.999900      0.926701E-12  0.170345E-09  0.556722E-09  0.166871E-09  0.555664E-09  0.347473E-11  0.105865E-11  0.722534E-09  0.166871E-09  0.383408E-09  0.172256E-09  -.428221E-15  -.172127E-15
