* Theory file for HERA1+2 NCem
&Data 
   Name = "Theory for HERA1+2 NCem"
   NData =   159
   NColumn =     6
   ColumnType = 3*"Bin","Theory",  2*"Error"
   ColumnName = "Q2","x","y","theory","alphas+","alphas-"
   Percent =   2*True
&End 
  0.600000E+02  0.800000E-03  0.741110E+00  0.149772E+01  0.299085E+01 -0.282290E+01
  0.900000E+02  0.130000E-02  0.684100E+00  0.144835E+01  0.279043E+01 -0.264431E+01
  0.900000E+02  0.150000E-02  0.592890E+00  0.141953E+01  0.273031E+01 -0.258949E+01
  0.900000E+02  0.200000E-02  0.444660E+00  0.133484E+01  0.258418E+01 -0.245494E+01
  0.120000E+03  0.160000E-02  0.741110E+00  0.141354E+01  0.267549E+01 -0.254068E+01
  0.120000E+03  0.200000E-02  0.592890E+00  0.137023E+01  0.257839E+01 -0.245191E+01
  0.120000E+03  0.320000E-02  0.370550E+00  0.121876E+01  0.231376E+01 -0.220673E+01
  0.150000E+03  0.200000E-02  0.741110E+00  0.137096E+01  0.255449E+01 -0.243067E+01
  0.150000E+03  0.320000E-02  0.463190E+00  0.124829E+01  0.231223E+01 -0.220706E+01
  0.150000E+03  0.500000E-02  0.296440E+00  0.109208E+01  0.202789E+01 -0.194160E+01
  0.150000E+03  0.800000E-02  0.185280E+00  0.934998E+00  0.170025E+01 -0.163377E+01
  0.150000E+03  0.130000E-01  0.114020E+00  0.792517E+00  0.133651E+01 -0.129010E+01
  0.200000E+03  0.260000E-02  0.760110E+00  0.131146E+01  0.239860E+01 -0.228797E+01
  0.200000E+03  0.320000E-02  0.617590E+00  0.126813E+01  0.229547E+01 -0.219300E+01
  0.200000E+03  0.500000E-02  0.395260E+00  0.112546E+01  0.202527E+01 -0.194115E+01
  0.200000E+03  0.800000E-02  0.247040E+00  0.964420E+00  0.170120E+01 -0.163658E+01
  0.200000E+03  0.130000E-01  0.152020E+00  0.814344E+00  0.133692E+01 -0.129215E+01
  0.200000E+03  0.200000E-01  0.988140E-01  0.701126E+00  0.100235E+01 -0.973817E+00
  0.200000E+03  0.320000E-01  0.617590E-01  0.597686E+00  0.627726E+00 -0.615221E+00
  0.200000E+03  0.500000E-01  0.395260E-01  0.516716E+00  0.272454E+00 -0.272985E+00
  0.200000E+03  0.800000E-01  0.247040E-01  0.445374E+00 -0.917885E-01  0.800924E-01
  0.200000E+03  0.130000E+00  0.152020E-01  0.379255E+00 -0.457797E+00  0.436985E+00
  0.200000E+03  0.180000E+00  0.109790E-01  0.332715E+00 -0.710672E+00  0.684705E+00
  0.250000E+03  0.330000E-02  0.748590E+00  0.125453E+01  0.225205E+01 -0.215308E+01
  0.250000E+03  0.500000E-02  0.494070E+00  0.114421E+01  0.201627E+01 -0.193393E+01
  0.250000E+03  0.800000E-02  0.308790E+00  0.985177E+00  0.169795E+01 -0.163483E+01
  0.250000E+03  0.130000E-01  0.190030E+00  0.830472E+00  0.133439E+01 -0.129093E+01
  0.250000E+03  0.200000E-01  0.123520E+00  0.712719E+00  0.999062E+00 -0.971667E+00
  0.250000E+03  0.320000E-01  0.771990E-01  0.605012E+00  0.622859E+00 -0.611309E+00
  0.250000E+03  0.500000E-01  0.494070E-01  0.520788E+00  0.265528E+00 -0.266841E+00
  0.250000E+03  0.800000E-01  0.308790E-01  0.446725E+00 -0.101760E+00  0.894445E-01
  0.250000E+03  0.130000E+00  0.190030E-01  0.378443E+00 -0.471717E+00  0.450452E+00
  0.250000E+03  0.180000E+00  0.137240E-01  0.330702E+00 -0.728520E+00  0.702213E+00
  0.250000E+03  0.250000E+00  0.988140E-02  0.272694E+00 -0.102164E+01  0.990642E+00
  0.250000E+03  0.400000E+00  0.617590E-02  0.155047E+00 -0.156781E+01  0.153108E+01
  0.300000E+03  0.390000E-02  0.760110E+00  0.121048E+01  0.214232E+01 -0.205156E+01
  0.300000E+03  0.500000E-02  0.592890E+00  0.115173E+01  0.200304E+01 -0.192220E+01
  0.300000E+03  0.800000E-02  0.370550E+00  0.100017E+01  0.169279E+01 -0.163090E+01
  0.300000E+03  0.130000E-01  0.228030E+00  0.843045E+00  0.133055E+01 -0.128817E+01
  0.300000E+03  0.200000E-01  0.148220E+00  0.721910E+00  0.995020E+00 -0.968564E+00
  0.300000E+03  0.320000E-01  0.926380E-01  0.610864E+00  0.618022E+00 -0.607247E+00
  0.300000E+03  0.500000E-01  0.592890E-01  0.524039E+00  0.259257E+00 -0.261200E+00
  0.300000E+03  0.800000E-01  0.370550E-01  0.447806E+00 -0.110184E+00  0.973778E-01
  0.300000E+03  0.130000E+00  0.228030E-01  0.377796E+00 -0.483157E+00  0.461538E+00
  0.300000E+03  0.180000E+00  0.164690E-01  0.329109E+00 -0.742923E+00  0.716356E+00
  0.300000E+03  0.250000E+00  0.118580E-01  0.270315E+00 -0.104059E+01  0.100946E+01
  0.300000E+03  0.400000E+00  0.741110E-02  0.152384E+00 -0.159808E+01  0.156165E+01
  0.400000E+03  0.530000E-02  0.745770E+00  0.112998E+01  0.193728E+01 -0.186100E+01
  0.400000E+03  0.800000E-02  0.494070E+00  0.101770E+01  0.167824E+01 -0.161832E+01
  0.400000E+03  0.130000E-01  0.304040E+00  0.861481E+00  0.132133E+01 -0.128066E+01
  0.400000E+03  0.200000E-01  0.197630E+00  0.735995E+00  0.986560E+00 -0.961574E+00
  0.400000E+03  0.320000E-01  0.123520E+00  0.619946E+00  0.608755E+00 -0.599194E+00
  0.400000E+03  0.500000E-01  0.790510E-01  0.529122E+00  0.248247E+00 -0.251170E+00
  0.400000E+03  0.800000E-01  0.494070E-01  0.449606E+00 -0.123421E+00  0.109892E+00
  0.400000E+03  0.130000E+00  0.304040E-01  0.376879E+00 -0.501192E+00  0.479045E+00
  0.400000E+03  0.180000E+00  0.219590E-01  0.326749E+00 -0.765102E+00  0.738165E+00
  0.400000E+03  0.250000E+00  0.158100E-01  0.266763E+00 -0.106941E+01  0.103812E+01
  0.400000E+03  0.400000E+00  0.988140E-02  0.148404E+00 -0.164389E+01  0.160797E+01
  0.500000E+03  0.660000E-02  0.748590E+00  0.106935E+01  0.177961E+01 -0.171366E+01
  0.500000E+03  0.800000E-02  0.617590E+00  0.102257E+01  0.165993E+01 -0.160153E+01
  0.500000E+03  0.130000E-01  0.380050E+00  0.874025E+00  0.131103E+01 -0.127167E+01
  0.500000E+03  0.200000E-01  0.247040E+00  0.746589E+00  0.978113E+00 -0.954255E+00
  0.500000E+03  0.320000E-01  0.154400E+00  0.627016E+00  0.600306E+00 -0.591673E+00
  0.500000E+03  0.500000E-01  0.988140E-01  0.533174E+00  0.238920E+00 -0.242584E+00
  0.500000E+03  0.800000E-01  0.617590E-01  0.451127E+00 -0.134253E+00  0.120173E+00
  0.500000E+03  0.130000E+00  0.380050E-01  0.376338E+00 -0.514994E+00  0.492467E+00
  0.500000E+03  0.180000E+00  0.274480E-01  0.325091E+00 -0.781997E+00  0.754799E+00
  0.500000E+03  0.250000E+00  0.197630E-01  0.264191E+00 -0.109116E+01  0.105977E+01
  0.500000E+03  0.400000E+00  0.123520E-01  0.145513E+00 -0.167782E+01  0.164233E+01
  0.500000E+03  0.650000E+00  0.760110E-02  0.205740E-01 -0.265926E+01  0.262798E+01
  0.650000E+03  0.850000E-02  0.755640E+00  0.100017E+01  0.159286E+01 -0.153829E+01
  0.650000E+03  0.130000E-01  0.494070E+00  0.885435E+00  0.129456E+01 -0.125671E+01
  0.650000E+03  0.200000E-01  0.321150E+00  0.758709E+00  0.966038E+00 -0.943470E+00
  0.650000E+03  0.320000E-01  0.200720E+00  0.635641E+00  0.589094E+00 -0.581526E+00
  0.650000E+03  0.500000E-01  0.128460E+00  0.538322E+00  0.227208E+00 -0.231717E+00
  0.650000E+03  0.800000E-01  0.802870E-01  0.453251E+00 -0.147446E+00  0.132740E+00
  0.650000E+03  0.130000E+00  0.494070E-01  0.376015E+00 -0.531138E+00  0.508189E+00
  0.650000E+03  0.180000E+00  0.356830E-01  0.323428E+00 -0.801528E+00  0.774049E+00
  0.650000E+03  0.250000E+00  0.256920E-01  0.261435E+00 -0.111600E+01  0.108453E+01
  0.650000E+03  0.400000E+00  0.160570E-01  0.142347E+00 -0.171603E+01  0.168109E+01
