   2.7899999622604806E-005   1.5000000000000000        1.0808969681806875E-005   7.4890326979204065E-007   5.0466076183159505E-006   2.5217243332295333E-007   8.3202962123193892E-007   4.1712535550522756E-008
   3.4410520732000967E-005   1.5000000000000000        1.2540247814107893E-005   8.8941283083929378E-007   5.8091047897468276E-006   2.9413820981242871E-007   9.4084313686151207E-007   4.7845638962092514E-008
   4.2440285056065443E-005   1.5000000000000000        1.4431409250127676E-005   1.0436053398113691E-006   6.6781276147648149E-006   3.4181273473209225E-007   1.0601934477175797E-006   5.4222657855651284E-008
   5.2343811059070738E-005   1.5000000000000000        1.6495502956124039E-005   1.2177579622442176E-006   7.6133945018783902E-006   3.8912651760894729E-007   1.2058467764392205E-006   6.1921245897581827E-008
   6.4558344803014483E-005   1.5000000000000000        1.9048473919958759E-005   1.4120078533233012E-006   8.7107905715210416E-006   4.5084244159626635E-007   1.3597198542712980E-006   7.0325916703014480E-008
   7.9623164599182665E-005   1.5000000000000000        2.1850304352038396E-005   1.6467068704051250E-006   9.9076730563579363E-006   5.1981581219907260E-007   1.5318274998612114E-006   8.0319731283794681E-008
   9.8203390439038842E-005   1.5000000000000000        2.5113173822294501E-005   1.9479327263229351E-006   1.1287549443861780E-005   5.9922577605555205E-007   1.7209350177267614E-006   9.0855966235838522E-008
   1.2111934940377031E-004   1.5000000000000000        2.8400507713779695E-005   2.2567358833147030E-006   1.2819155921677574E-005   6.9418143852742631E-007   1.9395083898842923E-006   1.0289632642801499E-007
   1.4938279355129950E-004   1.5000000000000000        3.2609181812617166E-005   2.6190935086272836E-006   1.4634560682070634E-005   7.9949674989511635E-007   2.1646861278568178E-006   1.1642915192648372E-007
   1.8424156932018260E-004   1.5000000000000000        3.7507031932745299E-005   3.0597656491908883E-006   1.6649191666310298E-005   9.2111281062866991E-007   2.4365631645900680E-006   1.3082332468920844E-007
   2.2723471062888217E-004   1.5000000000000000        4.2939564560856171E-005   3.5976177666956097E-006   1.8987447531962836E-005   1.0573203603358418E-006   2.7140821899401025E-006   1.4766182547258209E-007
   2.8026038806072814E-004   1.5000000000000000        4.9261779150751223E-005   4.1649800624266097E-006   2.1663543811395098E-005   1.2216748035754520E-006   3.0325182825138655E-006   1.6544253357395022E-007
   3.4565971412805146E-004   1.5000000000000000        5.6399429825535116E-005   4.8494523680467849E-006   2.4443225424098682E-005   1.3933624176351595E-006   3.3714971739768357E-006   1.8527085803344208E-007
   4.2632010466351223E-004   1.5000000000000000        6.4434265458334473E-005   5.6646047797560985E-006   2.7722280202282783E-005   1.6086815165759752E-006   3.7343749331880962E-006   2.0703616332291531E-007
