   10.0000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   10.1493       1.34423       1.82097       1.33791       1.81915      0.632389E-02  0.181740E-02   3.15706      0.993363      0.993040      0.826227      0.344548       0.00000       0.00000    
  0.109648E-03   10.1499       1.32428       1.79338       1.31753       1.79144      0.674373E-02  0.194191E-02   3.10898      0.978543      0.978193      0.813370      0.338990       0.00000       0.00000    
  0.120226E-03   10.1357       1.30437       1.76589       1.29716       1.76381      0.720986E-02  0.208163E-02   3.06097      0.963780      0.963400      0.800534      0.333382       0.00000       0.00000    
  0.131825E-03   10.1158       1.28451       1.73845       1.27681       1.73623      0.769733E-02  0.222849E-02   3.01304      0.949049      0.948638      0.787714      0.327762       0.00000       0.00000    
  0.144543E-03   10.0878       1.26470       1.71110       1.25649       1.70871      0.821535E-02  0.238557E-02   2.96520      0.934364      0.933919      0.774919      0.322124       0.00000       0.00000    
  0.158489E-03   10.0494       1.24501       1.68388       1.23623       1.68132      0.878034E-02  0.255867E-02   2.91755      0.919758      0.919275      0.762174      0.316476       0.00000       0.00000    
  0.173779E-03   10.0061       1.22539       1.65674       1.21602       1.65400      0.937000E-02  0.274027E-02   2.87002      0.905194      0.904672      0.749458      0.310826       0.00000       0.00000    
  0.190545E-03   9.95371       1.20591       1.62977       1.19590       1.62683      0.100098E-01  0.293933E-02   2.82272      0.890720      0.890154      0.736803      0.305179       0.00000       0.00000    
  0.208928E-03   9.89463       1.18656       1.60294       1.17587       1.59979      0.106939E-01  0.315409E-02   2.77566      0.876326      0.875713      0.724207      0.299542       0.00000       0.00000    
  0.229085E-03   9.83126       1.16730       1.57622       1.15590       1.57284      0.114070E-01  0.337914E-02   2.72874      0.861984      0.861322      0.711649      0.293914       0.00000       0.00000    
  0.251186E-03   9.75832       1.14829       1.54976       1.13610       1.54613      0.121974E-01  0.363223E-02   2.68222      0.847781      0.847064      0.699197      0.288315       0.00000       0.00000    
  0.275420E-03   9.68156       1.12940       1.52343       1.11638       1.51953      0.130254E-01  0.389923E-02   2.63591      0.833645      0.832869      0.686798      0.282735       0.00000       0.00000    
  0.301992E-03   9.59969       1.11068       1.49728       1.09678       1.49309      0.139039E-01  0.418494E-02   2.58987      0.819597      0.818759      0.674468      0.277179       0.00000       0.00000    
  0.331127E-03   9.51107       1.09222       1.47140       1.07735       1.46689      0.148636E-01  0.450138E-02   2.54425      0.805687      0.804780      0.662248      0.271667       0.00000       0.00000    
  0.363073E-03   9.41937       1.07389       1.44565       1.05802       1.44082      0.158653E-01  0.483394E-02   2.49884      0.791846      0.790866      0.650083      0.266178       0.00000       0.00000    
  0.398101E-03   9.32202       1.05583       1.42017       1.03888       1.41498      0.169504E-01  0.519880E-02   2.45385      0.778139      0.777080      0.638027      0.260737       0.00000       0.00000    
  0.436509E-03   9.22047       1.03800       1.39493       1.01989       1.38934      0.181124E-01  0.559409E-02   2.40923      0.764548      0.763403      0.626067      0.255340       0.00000       0.00000    
  0.478622E-03   9.11627       1.02033       1.36984       1.00100       1.36384      0.193235E-01  0.600892E-02   2.36484      0.751031      0.749796      0.614168      0.249972       0.00000       0.00000    
  0.524798E-03   9.00637       1.00304       1.34513      0.982374       1.33865      0.206636E-01  0.647603E-02   2.32103      0.737696      0.736360      0.602419      0.244678       0.00000       0.00000    
  0.575429E-03   8.89412      0.985936       1.32059      0.963867       1.31362      0.220694E-01  0.697047E-02   2.27749      0.724446      0.723004      0.590743      0.239420       0.00000       0.00000    
  0.630945E-03   8.77893      0.969072       1.29629      0.945514       1.28879      0.235583E-01  0.749943E-02   2.23430      0.711305      0.709750      0.579157      0.234208       0.00000       0.00000    
  0.691816E-03   8.65977      0.952589       1.27233      0.927402       1.26425      0.251867E-01  0.808780E-02   2.19165      0.698332      0.696651      0.567712      0.229070       0.00000       0.00000    
  0.758561E-03   8.53887      0.936293       1.24856      0.909407       1.23985      0.268861E-01  0.870689E-02   2.14926      0.685439      0.683627      0.556335      0.223968       0.00000       0.00000    
  0.831745E-03   8.41487      0.920354       1.22510      0.891631       1.21572      0.287232E-01  0.938608E-02   2.10735      0.672697      0.670742      0.545086      0.218934       0.00000       0.00000    
  0.911989E-03   8.28853      0.904740       1.20195      0.874048       1.19182      0.306925E-01  0.101244E-01   2.06587      0.660087      0.657977      0.533948      0.213961       0.00000       0.00000    
  0.999975E-03   8.16078      0.889329       1.17897      0.856584       1.16807      0.327447E-01  0.109001E-01   2.02465      0.647559      0.645287      0.522879      0.209025       0.00000       0.00000    
  0.109645E-02   8.03012      0.874411       1.15642      0.839402       1.14465      0.350095E-01  0.117733E-01   1.98405      0.635222      0.632771      0.511973      0.204180       0.00000       0.00000    
  0.120223E-02   7.89826      0.859744       1.13409      0.822356       1.12139      0.373879E-01  0.127002E-01   1.94375      0.622978      0.620336      0.501146      0.199378       0.00000       0.00000    
  0.131822E-02   7.76498      0.845372       1.11202      0.805471       1.09833      0.399013E-01  0.136907E-01   1.90380      0.610843      0.607999      0.490411      0.194628       0.00000       0.00000    
  0.144540E-02   7.62983      0.831492       1.09036      0.788841       1.07556      0.426512E-01  0.147957E-01   1.86440      0.598879      0.595814      0.479822      0.189962       0.00000       0.00000    
  0.158485E-02   7.49390      0.817849       1.06889      0.772329       1.05293      0.455195E-01  0.159592E-01   1.82526      0.586996      0.583697      0.469300      0.185333       0.00000       0.00000    
  0.173775E-02   7.35667      0.804644       1.04778      0.756032       1.03055      0.486114E-01  0.172338E-01   1.78658      0.575257      0.571706      0.458901      0.180775       0.00000       0.00000    
  0.190540E-02   7.21851      0.791852       1.02701      0.739926       1.00838      0.519266E-01  0.186226E-01   1.74831      0.563646      0.559822      0.448610      0.176280       0.00000       0.00000    
  0.208923E-02   7.07982      0.779312       1.00643      0.723933      0.986347      0.553791E-01  0.200819E-01   1.71028      0.552112      0.548004      0.438384      0.171822       0.00000       0.00000    
  0.229079E-02   6.94014      0.767374      0.986323      0.708200      0.964601      0.591748E-01  0.217217E-01   1.67280      0.540750      0.536328      0.428303      0.167449       0.00000       0.00000    
  0.251180E-02   6.80012      0.755755      0.966459      0.692593      0.942993      0.631623E-01  0.234652E-01   1.63559      0.529474      0.524720      0.418294      0.163119       0.00000       0.00000    
  0.275413E-02   6.65971      0.744490      0.946865      0.677127      0.921541      0.673637E-01  0.253244E-01   1.59867      0.518292      0.513187      0.408364      0.158835       0.00000       0.00000    
  0.301984E-02   6.51891      0.733840      0.927729      0.661885      0.900329      0.719552E-01  0.274007E-01   1.56221      0.507260      0.501770      0.398558      0.154625       0.00000       0.00000    
  0.331118E-02   6.37801      0.723481      0.908807      0.646743      0.879221      0.767382E-01  0.295857E-01   1.52596      0.496294      0.490402      0.388807      0.150449       0.00000       0.00000    
  0.363064E-02   6.23696      0.713649      0.890268      0.631776      0.858296      0.818730E-01  0.319723E-01   1.49007      0.485444      0.479120      0.379152      0.146332       0.00000       0.00000    
  0.398091E-02   6.09595      0.704335      0.872099      0.616964      0.837525      0.873714E-01  0.345737E-01   1.45449      0.474698      0.467908      0.369582      0.142266       0.00000       0.00000    
  0.436498E-02   5.95496      0.695331      0.854150      0.602242      0.816845      0.930889E-01  0.373052E-01   1.41909      0.464011      0.456737      0.360061      0.138231       0.00000       0.00000    
  0.478610E-02   5.81420      0.687051      0.836709      0.587713      0.796348      0.993382E-01  0.403603E-01   1.38406      0.453451      0.445646      0.350642      0.134262       0.00000       0.00000    
  0.524785E-02   5.67362      0.679173      0.819544      0.573278      0.775935      0.105896      0.436088E-01   1.34921      0.442953      0.434590      0.341273      0.130325       0.00000       0.00000    
  0.575415E-02   5.53326      0.671717      0.802671      0.558941      0.755611      0.112776      0.470601E-01   1.31455      0.432518      0.423571      0.331955      0.126422       0.00000       0.00000    
  0.630929E-02   5.39337      0.665023      0.786317      0.544757      0.735411      0.120265      0.509059E-01   1.28017      0.422183      0.412598      0.322716      0.122574       0.00000       0.00000    
  0.691799E-02   5.25374      0.658683      0.770203      0.530637      0.715259      0.128046      0.549447E-01   1.24590      0.411888      0.401640      0.313509      0.118749       0.00000       0.00000    
  0.758542E-02   5.11455      0.652969      0.754513      0.516624      0.695182      0.136346      0.593311E-01   1.21181      0.401661      0.390706      0.304354      0.114963       0.00000       0.00000    
  0.831724E-02   4.97586      0.647896      0.739256      0.502700      0.675158      0.145196      0.640981E-01   1.17786      0.391489      0.379782      0.295241      0.111212       0.00000       0.00000    
  0.911966E-02   4.83739      0.643186      0.724241      0.488822      0.655155      0.154364      0.690866E-01   1.14398      0.381344      0.368859      0.286150      0.107479       0.00000       0.00000    
  0.999950E-02   4.69904      0.639238      0.709722      0.474997      0.635142      0.164241      0.745799E-01   1.11014      0.371229      0.357908      0.277076      0.103768       0.00000       0.00000    
