   10.00000             101          13  9.9999997E-05  0.9999000    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.100000E-03   13.4740       1.32147       1.54333       1.30983       1.53652      0.116401E-01  0.680963E-02   2.84635      0.903829      0.903890      0.632631      0.405996       0.00000    
  0.109648E-03   13.2357       1.29866       1.51683       1.28633       1.50961      0.123327E-01  0.721438E-02   2.79595      0.888315      0.888378      0.621236      0.398017       0.00000    
  0.120226E-03   13.0030       1.27643       1.49094       1.26333       1.48328      0.130920E-01  0.765806E-02   2.74662      0.873135      0.873202      0.610081      0.390198       0.00000    
  0.131825E-03   12.7725       1.25442       1.46530       1.24054       1.45718      0.138815E-01  0.811942E-02   2.69772      0.858092      0.858161      0.599022      0.382445       0.00000    
  0.144543E-03   12.5452       1.23274       1.44002       1.21803       1.43142      0.147145E-01  0.860610E-02   2.64945      0.843243      0.843316      0.588103      0.374785       0.00000    
  0.158489E-03   12.3222       1.21152       1.41524       1.19591       1.40610      0.156131E-01  0.913109E-02   2.60201      0.828657      0.828733      0.577371      0.367252       0.00000    
  0.173779E-03   12.1014       1.19053       1.39069       1.17398       1.38101      0.165459E-01  0.967601E-02   2.55499      0.814199      0.814279      0.566731      0.359781       0.00000    
  0.190545E-03   11.8847       1.16996       1.36660       1.15242       1.35634      0.175478E-01  0.102612E-01   2.50876      0.799987      0.800071      0.556268      0.352430       0.00000    
  0.208928E-03   11.6711       1.14975       1.34288       1.13114       1.33200      0.186096E-01  0.108814E-01   2.46313      0.785966      0.786054      0.545941      0.345172       0.00000    
  0.229085E-03   11.4595       1.12975       1.31939       1.11004       1.30786      0.197106E-01  0.115245E-01   2.41791      0.772069      0.772161      0.535704      0.337973       0.00000    
  0.251186E-03   11.2529       1.11030       1.29647       1.08938       1.28424      0.209148E-01  0.122277E-01   2.37362      0.758465      0.758561      0.525676      0.330918       0.00000    
  0.275420E-03   11.0483       1.09108       1.27379       1.06891       1.26083      0.221682E-01  0.129597E-01   2.32974      0.744986      0.745087      0.515739      0.323923       0.00000    
  0.301992E-03   10.8464       1.07217       1.25143       1.04869       1.23770      0.234880E-01  0.137303E-01   2.28639      0.731675      0.731780      0.505922      0.317011       0.00000    
  0.331127E-03   10.6485       1.05373       1.22955       1.02882       1.21499      0.249125E-01  0.145619E-01   2.24380      0.718601      0.718711      0.496276      0.310216       0.00000    
  0.363073E-03   10.4525       1.03551       1.20789       1.00912       1.19247      0.263907E-01  0.154249E-01   2.20158      0.705640      0.705756      0.486711      0.303476       0.00000    
  0.398101E-03   10.2600       1.01771       1.18666      0.989735       1.17032      0.279747E-01  0.163495E-01   2.16005      0.692893      0.693014      0.477301      0.296842       0.00000    
  0.436509E-03   10.0704       1.00027       1.16579      0.970613       1.14846      0.296545E-01  0.173300E-01   2.11907      0.680318      0.680445      0.468016      0.290294       0.00000    
  0.478622E-03   9.88256      0.983049       1.14514      0.951653       1.12680      0.313957E-01  0.183462E-01   2.07845      0.667853      0.667986      0.458809      0.283800       0.00000    
  0.524798E-03   9.69892      0.966369       1.12502      0.933074       1.10557      0.332948E-01  0.194545E-01   2.03864      0.655642      0.655781      0.449786      0.277432       0.00000    
  0.575429E-03   9.51716      0.949940       1.10515      0.914666       1.08454      0.352733E-01  0.206090E-01   1.99920      0.643545      0.643690      0.440846      0.271122       0.00000    
  0.630945E-03   9.33776      0.933826       1.08558      0.896474       1.06375      0.373518E-01  0.218217E-01   1.96023      0.631591      0.631743      0.432010      0.264883       0.00000    
  0.691816E-03   9.16185      0.918195       1.06647      0.878600       1.04334      0.395955E-01  0.231307E-01   1.92194      0.619848      0.620008      0.423328      0.258751       0.00000    
  0.758561E-03   8.98757      0.902797       1.04758      0.860874       1.02309      0.419224E-01  0.244881E-01   1.88396      0.608205      0.608373      0.414718      0.252669       0.00000    
  0.831745E-03   8.81628      0.887834       1.02910      0.843424       1.00316      0.444093E-01  0.259387E-01   1.84659      0.596745      0.596920      0.406241      0.246680       0.00000    
  0.911989E-03   8.64752      0.873254       1.01098      0.826206      0.983498      0.470472E-01  0.274771E-01   1.80970      0.585438      0.585622      0.397876      0.240769       0.00000    
  0.999975E-03   8.48031      0.858911      0.993069      0.809131      0.963999      0.497795E-01  0.290705E-01   1.77313      0.574226      0.574418      0.389580      0.234906       0.00000    
  0.109645E-02   8.31663      0.845133      0.975677      0.792383      0.944875      0.527500E-01  0.308026E-01   1.73726      0.563229      0.563432      0.381443      0.229154       0.00000    
  0.120223E-02   8.15460      0.831634      0.958533      0.775788      0.925926      0.558457E-01  0.326074E-01   1.70171      0.552334      0.552546      0.373380      0.223454       0.00000    
  0.131822E-02   7.99453      0.818465      0.941684      0.759375      0.907186      0.590898E-01  0.344986E-01   1.66656      0.541559      0.541781      0.365404      0.217816       0.00000    
  0.144540E-02   7.83743      0.805830      0.925303      0.743241      0.888765      0.625891E-01  0.365383E-01   1.63201      0.530967      0.531201      0.357564      0.212273       0.00000    
  0.158485E-02   7.68169      0.793449      0.909141      0.727234      0.870490      0.662146E-01  0.386513E-01   1.59772      0.520460      0.520704      0.349786      0.206774       0.00000    
  0.173775E-02   7.52840      0.781534      0.893380      0.711458      0.852478      0.700768E-01  0.409019E-01   1.56394      0.510103      0.510359      0.342119      0.201355       0.00000    
  0.190540E-02   7.37721      0.770053      0.877984      0.695882      0.834696      0.741706E-01  0.432872E-01   1.53058      0.499877      0.500147      0.334550      0.196005       0.00000    
  0.208923E-02   7.22729      0.758833      0.862807      0.680427      0.817052      0.784065E-01  0.457550E-01   1.49748      0.489731      0.490013      0.327039      0.190696       0.00000    
  0.229079E-02   7.08017      0.748232      0.848140      0.665240      0.799714      0.829914E-01  0.484256E-01   1.46495      0.479759      0.480056      0.319658      0.185481       0.00000    
  0.251180E-02   6.93439      0.737952      0.833733      0.650185      0.782526      0.877674E-01  0.512072E-01   1.43271      0.469873      0.470185      0.312341      0.180312       0.00000    
  0.275413E-02   6.79010      0.728031      0.819616      0.635275      0.765503      0.927566E-01  0.541125E-01   1.40078      0.460081      0.460408      0.305095      0.175194       0.00000    
  0.301984E-02   6.64814      0.718722      0.805982      0.620595      0.748743      0.981263E-01  0.572386E-01   1.36934      0.450438      0.450783      0.297961      0.170157       0.00000    
  0.331119E-02   6.50719      0.709698      0.792571      0.606018      0.732100      0.103680      0.604713E-01   1.33812      0.440861      0.441223      0.290876      0.165157       0.00000    
  0.363064E-02   6.36802      0.701190      0.779559      0.591621      0.715661      0.109569      0.638988E-01   1.30728      0.431400      0.431781      0.283879      0.160220       0.00000    
  0.398091E-02   6.23037      0.693182      0.766927      0.577384      0.699404      0.115798      0.675229E-01   1.27679      0.422042      0.422443      0.276961      0.155342       0.00000    
  0.436498E-02   6.09361      0.685472      0.754518      0.563241      0.683253      0.122231      0.712648E-01   1.24649      0.412743      0.413165      0.270088      0.150497       0.00000    
  0.478610E-02   5.95870      0.678448      0.742618      0.549300      0.667331      0.129148      0.752873E-01   1.21663      0.403573      0.404017      0.263313      0.145727       0.00000    
  0.524785E-02   5.82465      0.671799      0.730990      0.535459      0.651522      0.136339      0.794681E-01   1.18698      0.394466      0.394934      0.256588      0.140994       0.00000    
  0.575415E-02   5.69150      0.665543      0.719647      0.521724      0.635832      0.143819      0.838151E-01   1.15756      0.385425      0.385917      0.249915      0.136299       0.00000    
  0.630929E-02   5.55968      0.659985      0.708800      0.508159      0.620333      0.151827      0.884667E-01   1.12849      0.376489      0.377009      0.243324      0.131670       0.00000    
  0.691799E-02   5.42838      0.654748      0.698175      0.494666      0.604915      0.160082      0.932606E-01   1.09958      0.367597      0.368145      0.236770      0.127068       0.00000    
  0.758542E-02   5.29792      0.650073      0.687942      0.481296      0.589635      0.168777      0.983067E-01   1.07093      0.358781      0.359359      0.230276      0.122515       0.00000    
  0.831724E-02   5.16806      0.645962      0.678090      0.468038      0.574478      0.177924      0.103611       1.04252      0.350031      0.350641      0.223837      0.118007       0.00000    
  0.911966E-02   5.03848      0.642170      0.668453      0.454839      0.559388      0.187331      0.109065       1.01423      0.341316      0.341960      0.217428      0.113524       0.00000    
  0.999950E-02   4.90895      0.639047      0.659252      0.441737      0.544407      0.197310      0.114845      0.986144      0.332659      0.333340      0.211067      0.109078       0.00000    
  0.109642E-01   4.77975      0.636270      0.650280      0.428705      0.529500      0.207565      0.120781      0.958205      0.324040      0.324759      0.204741      0.104665       0.00000    
  0.120220E-01   4.65086      0.634122      0.641719      0.415786      0.514713      0.218336      0.127006      0.930499      0.315482      0.316241      0.198472      0.100304       0.00000    
  0.131819E-01   4.52181      0.632506      0.633493      0.402945      0.500009      0.229561      0.133484      0.902954      0.306964      0.307767      0.192242      0.959805E-01   0.00000    
  0.144536E-01   4.39244      0.631412      0.625591      0.390176      0.485380      0.241236      0.140211      0.875556      0.298481      0.299330      0.186050      0.916942E-01   0.00000    
  0.158481E-01   4.26260      0.630795      0.617977      0.377470      0.470815      0.253325      0.147162      0.848285      0.290028      0.290925      0.179890      0.874424E-01   0.00000    
  0.173770E-01   4.13214      0.630647      0.610643      0.364825      0.456311      0.265822      0.154332      0.821136      0.281600      0.282549      0.173762      0.832254E-01   0.00000    
  0.190535E-01   4.00082      0.630999      0.603598      0.352243      0.441868      0.278756      0.161730      0.794111      0.273196      0.274200      0.167668      0.790476E-01   0.00000    
  0.208917E-01   3.86846      0.631824      0.596817      0.339723      0.427481      0.292101      0.169335      0.767204      0.264813      0.265875      0.161606      0.749099E-01   0.00000    
  0.229073E-01   3.73498      0.633070      0.590262      0.327258      0.413146      0.305812      0.177117      0.740403      0.256446      0.257571      0.155575      0.708114E-01   0.00000    
  0.251174E-01   3.60024      0.634717      0.583912      0.314850      0.398859      0.319867      0.185053      0.713709      0.248095      0.249285      0.149574      0.667548E-01   0.00000    
  0.275406E-01   3.46394      0.636775      0.577758      0.302507      0.384628      0.334267      0.193130      0.687136      0.239759      0.241018      0.143610      0.627481E-01   0.00000    
