   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -1.63219      0.523869      0.867938      0.520689      0.867461      0.318076E-02  0.477391E-03   1.38815      0.520689      0.520477      0.346984       0.00000       0.00000       0.00000    
  0.109648E-03  -1.45629      0.517992      0.857760      0.514571      0.857236      0.342151E-02  0.523478E-03   1.37181      0.514571      0.514342      0.342894       0.00000       0.00000       0.00000    
  0.120226E-03  -1.29090      0.512255      0.847766      0.508562      0.847189      0.369241E-02  0.577025E-03   1.35575      0.508562      0.508313      0.338875       0.00000       0.00000       0.00000    
  0.131825E-03  -1.12963      0.506575      0.837847      0.502598      0.837213      0.397740E-02  0.634170E-03   1.33981      0.502598      0.502328      0.334885       0.00000       0.00000       0.00000    
  0.144543E-03  -.974256      0.500979      0.828037      0.496696      0.827340      0.428254E-02  0.696465E-03   1.32404      0.496696      0.496404      0.330936       0.00000       0.00000       0.00000    
  0.158489E-03  -.826568      0.495499      0.818372      0.490880      0.817605      0.461908E-02  0.767046E-03   1.30849      0.490880      0.490563      0.327042       0.00000       0.00000       0.00000    
  0.173779E-03  -.682572      0.490078      0.808780      0.485105      0.807938      0.497221E-02  0.842089E-03   1.29304      0.485105      0.484763      0.323175       0.00000       0.00000       0.00000    
  0.190545E-03  -.545550      0.484770      0.799325      0.479411      0.798399      0.535932E-02  0.926395E-03   1.27781      0.479411      0.479039      0.319360       0.00000       0.00000       0.00000    
  0.208928E-03  -.413745      0.479555      0.789978      0.473778      0.788959      0.577676E-02  0.101924E-02   1.26274      0.473778      0.473375      0.315584       0.00000       0.00000       0.00000    
  0.229085E-03  -.285319      0.474400      0.780701      0.468186      0.779583      0.621404E-02  0.111769E-02   1.24777      0.468186      0.467750      0.311833       0.00000       0.00000       0.00000    
  0.251186E-03  -.164639      0.469393      0.771589      0.462688      0.770358      0.670505E-02  0.123176E-02   1.23305      0.462688      0.462215      0.308143       0.00000       0.00000       0.00000    
  0.275420E-03  -.471520E-01  0.464452      0.762549      0.457230      0.761195      0.722248E-02  0.135378E-02   1.21843      0.457230      0.456717      0.304478       0.00000       0.00000       0.00000    
