   100.000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   33.1303       3.00782       4.00536       2.99824       4.00217      0.957255E-02  0.319038E-02   7.00041       1.81107       1.81060       1.64925       1.18717      0.542491       0.00000    
  0.109648E-03   32.3925       2.94024       3.91572       2.93007       3.91233      0.101723E-01  0.339570E-02   6.84240       1.77245       1.77194       1.61254       1.15762      0.528024       0.00000    
  0.120226E-03   31.6627       2.87404       3.82783       2.86320       3.82421      0.108338E-01  0.362410E-02   6.68741       1.73454       1.73398       1.57650       1.12866      0.513909       0.00000    
  0.131825E-03   30.9366       2.80842       3.74069       2.79689       3.73683      0.115235E-01  0.386322E-02   6.53372       1.69693       1.69632       1.54074       1.09997      0.499941       0.00000    
  0.144543E-03   30.2158       2.74364       3.65462       2.73139       3.65050      0.122538E-01  0.411770E-02   6.38188       1.65975       1.65910       1.50540       1.07164      0.486186       0.00000    
  0.158489E-03   29.5032       2.68007       3.57006       2.66702       3.56566      0.130457E-01  0.439597E-02   6.23268       1.62318       1.62248       1.47064       1.04384      0.472725       0.00000    
  0.173779E-03   28.7948       2.61709       3.48626       2.60322       3.48157      0.138700E-01  0.468679E-02   6.08480       1.58692       1.58616       1.43618       1.01630      0.459412       0.00000    
  0.190545E-03   28.0950       2.55531       3.40395       2.54055       3.39894      0.147596E-01  0.500326E-02   5.93950       1.55127       1.55045       1.40229      0.989284      0.446385       0.00000    
  0.208928E-03   27.4024       2.49449       3.32284       2.47879       3.31749      0.157065E-01  0.534252E-02   5.79628       1.51610       1.51522       1.36888      0.962684      0.433585       0.00000    
  0.229085E-03   26.7146       2.43430       3.24251       2.41761       3.23681      0.166908E-01  0.569670E-02   5.65442       1.48125       1.48030       1.33576      0.936356      0.420932       0.00000    
  0.251186E-03   26.0389       2.37565       3.16409       2.35788       3.15800      0.177744E-01  0.609114E-02   5.51587       1.44718       1.44615       1.30339      0.910698      0.408638       0.00000    
  0.275420E-03   25.3688       2.31769       3.08651       2.29878       3.08001      0.189057E-01  0.650531E-02   5.37879       1.41345       1.41234       1.27135      0.885335      0.396501       0.00000    
  0.301992E-03   24.7062       2.26065       3.01007       2.24055       3.00313      0.201013E-01  0.694600E-02   5.24367       1.38018       1.37899       1.23975      0.860369      0.384573       0.00000    
  0.331127E-03   24.0549       2.20496       2.93528       2.18356       2.92785      0.213993E-01  0.742976E-02   5.11142       1.34758       1.34630       1.20879      0.835982      0.372948       0.00000    
  0.363073E-03   23.4091       2.14993       2.86130       2.12718       2.85337      0.227499E-01  0.793592E-02   4.98055       1.31531       1.31393       1.17815      0.811878      0.361470       0.00000    
  0.398101E-03   22.7742       2.09617       2.78885       2.07196       2.78037      0.242048E-01  0.848677E-02   4.85233       1.28365       1.28217       1.14810      0.788310      0.350270       0.00000    
  0.436509E-03   22.1484       2.04346       2.71768       2.01771       2.70860      0.257548E-01  0.907921E-02   4.72630       1.25252       1.25092       1.11855      0.765188      0.339299       0.00000    
  0.478622E-03   21.5286       1.99142       2.64731       1.96406       2.63761      0.273657E-01  0.969831E-02   4.60167       1.22171       1.21999       1.08931      0.742348      0.328473       0.00000    
  0.524798E-03   20.9230       1.94099       2.57886       1.91186       2.56848      0.291347E-01  0.103879E-01   4.48033       1.19168       1.18983       1.06082      0.720181      0.317990       0.00000    
  0.575429E-03   20.3240       1.89130       2.51130       1.86032       2.50019      0.309837E-01  0.111139E-01   4.36051       1.16200       1.16001       1.03267      0.698321      0.307662       0.00000    
  0.630945E-03   19.7335       1.84255       2.44486       1.80962       2.43297      0.329336E-01  0.118859E-01   4.24259       1.13277       1.13063       1.00496      0.676849      0.297532       0.00000    
  0.691816E-03   19.1560       1.79523       2.38009       1.76017       2.36735      0.350514E-01  0.127359E-01   4.12753       1.10421       1.10192      0.977886      0.655961      0.287695       0.00000    
  0.758561E-03   18.5847       1.74858       2.31612       1.71133       2.30250      0.372541E-01  0.136260E-01   4.01382       1.07598       1.07351      0.951124      0.635349      0.277997       0.00000    
  0.831745E-03   18.0251       1.70321       2.25364       1.66358       2.23905      0.396208E-01  0.145939E-01   3.90263       1.04833       1.04569      0.924932      0.615251      0.268557       0.00000    
  0.911989E-03   17.4757       1.65893       2.19244       1.61679       2.17680      0.421433E-01  0.156374E-01   3.79359       1.02120       1.01836      0.899228      0.595593      0.259337       0.00000    
  0.999975E-03   16.9326       1.61534       2.13202       1.57058       2.11529      0.447634E-01  0.167285E-01   3.68588      0.994374      0.991330      0.873826      0.576207      0.250253       0.00000    
  0.109645E-02   16.4045       1.57336       2.07345       1.52573       2.05551      0.476314E-01  0.179426E-01   3.58123      0.968276      0.965008      0.849121      0.557450      0.241482       0.00000    
  0.120223E-02   15.8835       1.53215       2.01576       1.48152       1.99653      0.506305E-01  0.192234E-01   3.47805      0.942523      0.939019      0.824747      0.538992      0.232860       0.00000    
  0.131822E-02   15.3711       1.49185       1.95911       1.43807       1.93852      0.537853E-01  0.205831E-01   3.37659      0.917178      0.913425      0.800767      0.520889      0.224414       0.00000    
  0.144540E-02   14.8723       1.45302       1.90410       1.39581       1.88201      0.572097E-01  0.220831E-01   3.27782      0.892469      0.888444      0.777397      0.503339      0.216244       0.00000    
  0.158485E-02   14.3799       1.41486       1.84985       1.35410       1.82619      0.607679E-01  0.236537E-01   3.18029      0.868053      0.863745      0.754309      0.486044      0.208199       0.00000    
  0.173775E-02   13.8991       1.37796       1.79698       1.31338       1.77163      0.645781E-01  0.253584E-01   3.08501      0.844168      0.839555      0.731732      0.469211      0.200385       0.00000    
