* Theory file for HERA1+2 NCem
&Data 
   Name = "Theory for HERA1+2 NCem"
   NData =   159
   NColumn =   103
   ColumnType = 3*"Bin","Theory", 99*"Error"
   ColumnName = "Q2","x","y","theory","PDF_nuisance_param_1","PDF_nuisance_param_2","PDF_nuisance_param_3","PDF_nuisance_param_4","PDF_nuisance_param_5","PDF_nuisance_param_6","PDF_nuisance_param_7","PDF_nuisance_param_8","PDF_nuisance_param_9","PDF_nuisance_param_10","PDF_nuisance_param_11","PDF_nuisance_param_12","PDF_nuisance_param_13","PDF_nuisance_param_14","PDF_nuisance_param_15","PDF_nuisance_param_16","PDF_nuisance_param_17","PDF_nuisance_param_18","PDF_nuisance_param_19","PDF_nuisance_param_20","PDF_nuisance_param_21","PDF_nuisance_param_22","PDF_nuisance_param_23","PDF_nuisance_param_24","PDF_nuisance_param_25","PDF_nuisance_param_26","PDF_nuisance_param_27","PDF_nuisance_param_28","PDF_nuisance_param_29","PDF_nuisance_param_30","PDF_nuisance_param_31","PDF_nuisance_param_32","PDF_nuisance_param_33","PDF_nuisance_param_34","PDF_nuisance_param_35","PDF_nuisance_param_36","PDF_nuisance_param_37","PDF_nuisance_param_38","PDF_nuisance_param_39","PDF_nuisance_param_40","PDF_nuisance_param_41","PDF_nuisance_param_42","PDF_nuisance_param_43","PDF_nuisance_param_44","PDF_nuisance_param_45","PDF_nuisance_param_46","PDF_nuisance_param_47","PDF_nuisance_param_48","PDF_nuisance_param_49","PDF_nuisance_param_50","PDF_nuisance_param_51","PDF_nuisance_param_52","PDF_nuisance_param_53","PDF_nuisance_param_54","PDF_nuisance_param_55","PDF_nuisance_param_56","PDF_nuisance_param_57","PDF_nuisance_param_58","PDF_nuisance_param_59","PDF_nuisance_param_60","PDF_nuisance_param_61","PDF_nuisance_param_62","PDF_nuisance_param_63","PDF_nuisance_param_64","PDF_nuisance_param_65","PDF_nuisance_param_66","PDF_nuisance_param_67","PDF_nuisance_param_68","PDF_nuisance_param_69","PDF_nuisance_param_70","PDF_nuisance_param_71","PDF_nuisance_param_72","PDF_nuisance_param_73","PDF_nuisance_param_74","PDF_nuisance_param_75","PDF_nuisance_param_76","PDF_nuisance_param_77","PDF_nuisance_param_78","PDF_nuisance_param_79","PDF_nuisance_param_80","PDF_nuisance_param_81","PDF_nuisance_param_82","PDF_nuisance_param_83","PDF_nuisance_param_84","PDF_nuisance_param_85","PDF_nuisance_param_86","PDF_nuisance_param_87","PDF_nuisance_param_88","PDF_nuisance_param_89","PDF_nuisance_param_90","PDF_nuisance_param_91","PDF_nuisance_param_92","PDF_nuisance_param_93","PDF_nuisance_param_94","PDF_nuisance_param_95","PDF_nuisance_param_96","PDF_nuisance_param_97","PDF_nuisance_param_98","PDF_nuisance_param_99"
   Percent =  99*True
&End 
  0.6000E+02  0.8000E-03  0.7411E+00  0.1450E+01 -0.1071E+01  0.8011E-01  0.1687E+00 -0.4634E-01 -0.4285E-01  0.1146E+00  0.1150E+00  0.5264E-01 -0.8060E-01 -0.1130E-01  0.4156E-02  0.2087E-01  0.1250E-01  0.1455E-01 -0.6202E-02 -0.1754E-01  0.3040E-03 -0.7122E-02 -0.3854E-02 -0.1110E-01 -0.1319E-01  0.1607E-03 -0.4136E-02 -0.6853E-03 -0.3900E-02  0.3438E-02 -0.1735E-02 -0.3344E-02 -0.4171E-03  0.3061E-02  0.2022E-02 -0.3747E-03 -0.4467E-03  0.1914E-02  0.3788E-03 -0.2849E-04  0.1662E-02  0.3445E-02 -0.8196E-04 -0.3572E-03 -0.2675E-02 -0.6326E-03  0.1458E-02  0.3304E-03 -0.1540E-02  0.2180E-03 -0.5093E-03 -0.1130E-03 -0.4751E-03 -0.7444E-03 -0.2121E-03  0.5983E-04 -0.2440E-03 -0.4365E-03 -0.6862E-04 -0.9282E-04  0.6679E-03  0.6958E-03  0.6727E-04  0.3658E-04  0.1204E-03 -0.8655E-04  0.2392E-03 -0.1072E-04  0.4302E-03  0.2774E-03 -0.2007E-03 -0.2282E-03  0.2405E-04 -0.1355E-03  0.1317E-03  0.6965E-04  0.7651E-04  0.1252E-03 -0.1125E-03 -0.5072E-04  0.5087E-04 -0.3451E-04 -0.4985E-04 -0.1787E-04 -0.3592E-04 -0.3432E-04  0.3466E-04 -0.9535E-05 -0.4048E-05  0.1713E-05 -0.2293E-04  0.2431E-04  0.6443E-05  0.1048E-04 -0.1182E-04 -0.6445E-05 -0.3632E-05  0.8587E-05 -0.1203E-05 -0.6267E-05  0.4240E-06  0.1572E-05  0.1156E-07
  0.9000E+02  0.1300E-02  0.6841E+00  0.1397E+01 -0.1038E+01 -0.1092E-01  0.2366E-02 -0.1211E+00 -0.2628E-01  0.1495E+00  0.1192E+00 -0.3149E-01 -0.5934E-01 -0.4181E-01  0.2999E-01 -0.1632E-01  0.1821E-01 -0.2016E-01 -0.9862E-02  0.2946E-02  0.4091E-02 -0.5200E-02 -0.9426E-02 -0.5431E-02 -0.1698E-01 -0.8161E-02 -0.1082E-01 -0.7079E-04 -0.1061E-02 -0.2176E-02  0.4717E-02 -0.1290E-02  0.4660E-03  0.3839E-02 -0.1016E-02  0.5365E-04  0.2793E-02  0.2092E-02 -0.1506E-03  0.2992E-02  0.1344E-02 -0.1891E-02  0.2048E-02 -0.2784E-03  0.2120E-02  0.1853E-03 -0.1578E-02 -0.1183E-03 -0.2695E-03  0.3283E-03  0.8493E-04  0.5774E-03  0.1875E-03 -0.7959E-03 -0.7138E-03  0.7113E-04  0.1305E-03 -0.3349E-03  0.5479E-03  0.7087E-03  0.1126E-03  0.2592E-03  0.6776E-03  0.4205E-04  0.1215E-03 -0.4429E-04  0.2953E-03  0.5766E-04  0.5014E-03  0.2493E-03 -0.1763E-03 -0.2745E-03  0.6153E-04 -0.1119E-03  0.1312E-03  0.4179E-04  0.5443E-04  0.8078E-04 -0.6630E-04 -0.6554E-05  0.4339E-04 -0.2423E-04 -0.2290E-04 -0.3660E-05 -0.2507E-04 -0.6509E-05  0.2959E-04 -0.4715E-05 -0.2099E-04  0.1126E-04 -0.3274E-05 -0.1749E-06  0.2588E-05 -0.1228E-04  0.4354E-05  0.1078E-05  0.2002E-05  0.3904E-05 -0.1497E-05  0.1314E-05  0.2423E-05 -0.2507E-06 -0.2439E-07
  0.9000E+02  0.1500E-02  0.5929E+00  0.1368E+01 -0.1025E+01 -0.2766E-01 -0.4204E-01 -0.1368E+00 -0.2128E-01  0.1480E+00  0.1170E+00 -0.5889E-01 -0.4541E-01 -0.4602E-01  0.3769E-01 -0.2058E-01  0.1933E-01 -0.2265E-01 -0.7081E-02  0.6590E-02  0.3194E-02 -0.1836E-02 -0.5501E-02 -0.8358E-03 -0.7549E-02 -0.7719E-02 -0.6454E-02  0.1099E-02  0.1638E-02 -0.4035E-02  0.5976E-02  0.1092E-03  0.5332E-03  0.2649E-02 -0.1620E-02 -0.2336E-03  0.3278E-02  0.2072E-02 -0.1541E-03  0.3411E-02  0.1061E-02 -0.2946E-02  0.2302E-02 -0.1911E-03  0.3072E-02  0.3184E-03 -0.2079E-02 -0.1936E-03  0.5694E-04  0.3381E-03  0.2123E-03  0.7487E-03  0.3050E-03 -0.7182E-03 -0.7622E-03  0.4875E-04  0.2068E-03 -0.2614E-03  0.5925E-03  0.8095E-03 -0.4913E-05  0.1384E-03  0.7263E-03  0.4095E-04  0.8949E-04 -0.2723E-04  0.2616E-03  0.5254E-04  0.4151E-03  0.1839E-03 -0.1371E-03 -0.2349E-03  0.6152E-04 -0.6813E-04  0.9707E-04  0.2143E-04  0.4116E-04  0.4507E-04 -0.3333E-04  0.1619E-05  0.2008E-04 -0.1162E-04 -0.7652E-05  0.1366E-05 -0.1359E-04 -0.1179E-05  0.1274E-04 -0.1330E-05 -0.1594E-04  0.6780E-05 -0.2138E-06 -0.2718E-05  0.1158E-05 -0.1014E-04  0.4067E-05  0.1335E-05  0.1691E-05  0.2321E-05 -0.1447E-05  0.1445E-05  0.1558E-05 -0.2645E-06 -0.9976E-08
  0.9000E+02  0.2000E-02  0.4447E+00  0.1285E+01 -0.9897E+00 -0.4207E-01 -0.1187E+00 -0.1587E+00 -0.1612E-01  0.1234E+00  0.9689E-01 -0.1107E+00 -0.5443E-02 -0.4184E-01  0.4709E-01 -0.1959E-01  0.1527E-01 -0.2140E-01  0.9236E-03  0.5588E-02  0.1098E-02  0.6779E-02  0.7743E-02  0.6806E-02  0.1759E-01 -0.2029E-02  0.7679E-02  0.3366E-02  0.7084E-02 -0.4294E-02  0.4694E-02  0.1828E-02  0.3926E-05 -0.2805E-03 -0.1080E-02 -0.1114E-02  0.2058E-02  0.1974E-02 -0.6183E-04  0.2358E-02  0.8787E-03 -0.1876E-02  0.1643E-02 -0.2887E-03  0.2206E-02  0.3221E-04 -0.1198E-02 -0.2764E-04 -0.2418E-03  0.3835E-03  0.5682E-04  0.8678E-03  0.8046E-04 -0.7066E-03 -0.7430E-03 -0.5280E-04  0.1069E-03 -0.2267E-03  0.3180E-03  0.6044E-03  0.2299E-03  0.2871E-03  0.5628E-03  0.6182E-04 -0.1992E-04 -0.1313E-04  0.1877E-03  0.2345E-04  0.2704E-03  0.6942E-04 -0.5828E-04 -0.1476E-03  0.6177E-04  0.7158E-05  0.3296E-04 -0.1231E-04  0.2203E-04 -0.9678E-05  0.1479E-04  0.6616E-05 -0.2147E-04  0.8691E-05  0.1510E-04  0.4603E-05  0.4043E-05  0.2108E-05 -0.1516E-04  0.5361E-05 -0.2150E-06 -0.2842E-05  0.4710E-06 -0.3754E-05 -0.9102E-06 -0.2202E-06  0.1581E-06  0.1260E-05 -0.6809E-06 -0.1536E-05 -0.4004E-06  0.1868E-07 -0.1198E-05 -0.5785E-06 -0.1775E-07
  0.1200E+03  0.1600E-02  0.7411E+00  0.1363E+01 -0.1013E+01 -0.3317E-01 -0.6355E-01 -0.1470E+00 -0.2952E-01  0.1439E+00  0.1061E+00 -0.7140E-01 -0.3714E-01 -0.4637E-01  0.3841E-01 -0.1600E-01  0.1710E-01 -0.2549E-01 -0.6145E-02  0.2948E-02  0.4793E-02 -0.2342E-03 -0.1338E-02 -0.2233E-04 -0.3222E-02 -0.6854E-02 -0.4015E-02  0.2502E-02  0.3295E-02 -0.3492E-02  0.7018E-02 -0.7247E-03 -0.2664E-03  0.3311E-02 -0.1722E-02 -0.6384E-03  0.3583E-02  0.2358E-02 -0.4179E-03  0.3530E-02  0.1564E-02 -0.2948E-02  0.2821E-02 -0.3862E-03  0.3317E-02  0.1657E-03 -0.2238E-02 -0.2187E-03 -0.2922E-03  0.4437E-03  0.1611E-03  0.1013E-02  0.2783E-03 -0.1042E-02 -0.1044E-02  0.3021E-04  0.2233E-03 -0.3973E-03  0.6819E-03  0.1006E-02  0.1780E-03  0.3181E-03  0.9452E-03  0.7955E-04  0.7533E-04 -0.3581E-04  0.3516E-03  0.6401E-04  0.5438E-03  0.2206E-03 -0.1577E-03 -0.3055E-03  0.8989E-04 -0.6970E-04  0.1195E-03  0.1535E-04  0.5103E-04  0.4476E-04 -0.2827E-04  0.2895E-05  0.1705E-04 -0.9751E-05 -0.4189E-06  0.5094E-05 -0.1121E-04  0.4414E-05  0.8017E-05  0.3023E-05 -0.1768E-04  0.7546E-05  0.2072E-05 -0.4494E-05  0.1107E-05 -0.1211E-04  0.4337E-05  0.1690E-05  0.1972E-05  0.8624E-06 -0.1584E-05  0.2304E-05  0.2147E-05 -0.5424E-06  0.2339E-07
  0.1200E+03  0.2000E-02  0.5929E+00  0.1320E+01 -0.9883E+00 -0.4646E-01 -0.1225E+00 -0.1640E+00 -0.3208E-01  0.1264E+00  0.9218E-01 -0.1139E+00 -0.1412E-01 -0.4453E-01  0.4694E-01 -0.1353E-01  0.1226E-01 -0.2181E-01  0.1714E-02  0.4771E-02  0.1746E-02  0.5786E-02  0.8405E-02  0.7178E-02  0.1625E-01 -0.2254E-02  0.6325E-02  0.4995E-02  0.7761E-02 -0.4586E-02  0.6172E-02  0.8999E-03 -0.5241E-03  0.3633E-03 -0.1507E-02 -0.1236E-02  0.2254E-02  0.1809E-02 -0.4033E-03  0.2067E-02  0.1325E-02 -0.1997E-02  0.2124E-02 -0.5444E-03  0.2403E-02 -0.1347E-03 -0.1325E-02 -0.2247E-04 -0.5536E-03  0.5121E-03  0.5005E-04  0.1172E-02  0.6639E-04 -0.9975E-03 -0.9850E-03 -0.5528E-04  0.1545E-03 -0.3470E-03  0.4157E-03  0.8120E-03  0.3753E-03  0.4333E-03  0.7769E-03  0.9849E-04 -0.2754E-04 -0.2065E-04  0.2748E-03  0.1449E-04  0.3570E-03  0.9483E-04 -0.7840E-04 -0.2144E-03  0.8861E-04  0.1228E-04  0.4915E-04 -0.2016E-04  0.3390E-04 -0.1352E-04  0.2166E-04  0.6760E-05 -0.2937E-04  0.1235E-04  0.2334E-04  0.6736E-05  0.5672E-05  0.4656E-05 -0.2161E-04  0.8783E-05 -0.6294E-07 -0.3951E-05  0.2581E-05 -0.2818E-05 -0.7781E-06 -0.4512E-06 -0.7903E-06  0.3999E-06 -0.9036E-06 -0.1385E-05 -0.9236E-06  0.1498E-06 -0.8973E-06 -0.1041E-05  0.2512E-07
  0.1200E+03  0.3200E-02  0.3705E+00  0.1172E+01 -0.9326E+00 -0.3774E-01 -0.1974E+00 -0.1765E+00 -0.5838E-01  0.4646E-01  0.2303E-01 -0.1487E+00  0.7023E-02  0.1378E-01  0.2056E-01  0.7632E-02 -0.3813E-01  0.1594E-01  0.1195E-01  0.1239E-01 -0.6557E-02  0.1137E-02  0.8873E-02  0.1080E-01  0.1561E-01  0.6703E-02  0.2348E-02  0.4906E-02  0.3288E-02 -0.6331E-02  0.1291E-02  0.1622E-02 -0.5198E-03 -0.4758E-02 -0.1837E-02 -0.4976E-03 -0.3848E-02 -0.3879E-02 -0.1580E-02 -0.5290E-02 -0.2732E-03  0.1268E-02 -0.4025E-03 -0.2034E-02 -0.1471E-02 -0.1041E-02  0.2029E-02  0.9183E-03 -0.1274E-02  0.7450E-03 -0.2745E-03  0.1434E-02 -0.6023E-03 -0.1061E-02 -0.6345E-03 -0.1582E-03  0.8650E-04 -0.3796E-03 -0.6914E-04  0.3678E-03  0.5880E-03  0.5826E-03  0.5335E-03  0.7782E-04 -0.1710E-03 -0.3185E-04  0.9110E-04 -0.5526E-04  0.7258E-04 -0.2505E-04  0.1907E-04 -0.2502E-04  0.2829E-04  0.4211E-04 -0.1037E-04 -0.2123E-04  0.1184E-05 -0.2384E-04  0.2700E-04 -0.6674E-06 -0.2048E-04  0.1624E-04  0.1598E-04  0.9524E-06  0.4254E-05 -0.2005E-06 -0.1673E-04  0.2771E-05  0.5583E-05 -0.5530E-05 -0.9127E-06 -0.4597E-06 -0.7048E-06  0.4926E-05 -0.3277E-05 -0.9989E-06  0.5944E-06 -0.7395E-06  0.3364E-06 -0.1115E-05 -0.6596E-06  0.2677E-06  0.2669E-07
  0.1500E+03  0.2000E-02  0.7411E+00  0.1321E+01 -0.9845E+00 -0.4595E-01 -0.1234E+00 -0.1664E+00 -0.3755E-01  0.1259E+00  0.8656E-01 -0.1126E+00 -0.1351E-01 -0.4372E-01  0.4407E-01 -0.1062E-01  0.1097E-01 -0.2268E-01  0.5217E-03  0.1828E-02  0.3452E-02  0.5313E-02  0.9188E-02  0.6748E-02  0.1505E-01 -0.2307E-02  0.5247E-02  0.5996E-02  0.8354E-02 -0.4250E-02  0.7360E-02 -0.2366E-03 -0.1127E-02  0.1289E-02 -0.1775E-02 -0.1443E-02  0.2524E-02  0.1865E-02 -0.7598E-03  0.2007E-02  0.1876E-02 -0.2076E-02  0.2668E-02 -0.8578E-03  0.2655E-02 -0.2698E-03 -0.1461E-02 -0.1387E-04 -0.9154E-03  0.6428E-03  0.3604E-04  0.1481E-02  0.5239E-04 -0.1334E-02 -0.1278E-02 -0.7093E-04  0.1962E-03 -0.4812E-03  0.5150E-03  0.1041E-02  0.5524E-03  0.6144E-03  0.1023E-02  0.1436E-03 -0.4699E-04 -0.2688E-04  0.3706E-03  0.2693E-04  0.4689E-03  0.1216E-03 -0.9948E-04 -0.2838E-03  0.1167E-03  0.1830E-04  0.6810E-04 -0.2802E-04  0.4316E-04 -0.1873E-04  0.3122E-04  0.5962E-05 -0.3671E-04  0.1713E-04  0.3179E-04  0.1069E-04  0.9871E-05  0.1061E-04 -0.3002E-04  0.1229E-04 -0.1457E-06 -0.4741E-05  0.5129E-05 -0.2583E-05 -0.2279E-06 -0.1690E-05 -0.1919E-05 -0.9738E-06 -0.8704E-06 -0.7868E-06 -0.1426E-05  0.1138E-05  0.3241E-06 -0.1127E-05 -0.8986E-08
  0.1500E+03  0.3200E-02  0.4632E+00  0.1201E+01 -0.9312E+00 -0.4482E-01 -0.2029E+00 -0.1812E+00 -0.6961E-01  0.5101E-01  0.1981E-01 -0.1509E+00 -0.7671E-03  0.9037E-02  0.2173E-01  0.1422E-01 -0.4057E-01  0.1354E-01  0.1332E-01  0.1444E-01 -0.7235E-02  0.3963E-03  0.9401E-02  0.1167E-01  0.1488E-01  0.7129E-02  0.1226E-02  0.6737E-02  0.3992E-02 -0.5911E-02  0.2107E-02  0.8224E-03 -0.9155E-03 -0.4556E-02 -0.2129E-02 -0.6239E-03 -0.4061E-02 -0.4195E-02 -0.2012E-02 -0.5726E-02  0.4288E-05  0.1168E-02 -0.7613E-04 -0.2366E-02 -0.1355E-02 -0.1172E-02  0.2040E-02  0.9742E-03 -0.1549E-02  0.8780E-03 -0.2675E-03  0.1763E-02 -0.6481E-03 -0.1304E-02 -0.8451E-03 -0.1639E-03  0.1185E-03 -0.4575E-03 -0.3454E-04  0.5114E-03  0.6992E-03  0.6844E-03  0.7187E-03  0.1066E-03 -0.1980E-03 -0.3737E-04  0.1272E-03 -0.6965E-04  0.6122E-04 -0.3328E-04  0.2185E-04 -0.4244E-04  0.3813E-04  0.5390E-04 -0.1074E-04 -0.2735E-04  0.5128E-05 -0.2881E-04  0.3307E-04 -0.1507E-05 -0.2580E-04  0.2061E-04  0.2180E-04 -0.1057E-06  0.4832E-05 -0.2017E-06 -0.1987E-04  0.4128E-05  0.7319E-05 -0.7486E-05 -0.7486E-06 -0.4394E-06 -0.8325E-06  0.5623E-05 -0.4412E-05 -0.9760E-06 -0.1012E-05 -0.1109E-05 -0.8250E-06 -0.1224E-05 -0.7211E-06  0.2998E-06 -0.8447E-08
  0.1500E+03  0.5000E-02  0.2964E+00  0.1048E+01 -0.8953E+00  0.8938E-03 -0.2106E+00 -0.1778E+00 -0.1155E+00 -0.4369E-01 -0.7058E-01 -0.9635E-01 -0.3406E-01  0.8433E-01 -0.1792E-01  0.3635E-01 -0.5342E-01  0.3498E-01  0.1329E-01  0.1335E-01 -0.1160E-01 -0.4388E-02 -0.2609E-02  0.3365E-02 -0.1092E-01  0.6309E-02 -0.1289E-01 -0.4948E-02 -0.1012E-01  0.5904E-02 -0.4212E-02 -0.1114E-02  0.8103E-03  0.7172E-03  0.1194E-02 -0.1145E-03 -0.1942E-02 -0.9074E-03 -0.1527E-02  0.1199E-02 -0.8411E-03 -0.1240E-02  0.1968E-02 -0.1651E-02  0.7819E-03  0.1106E-03 -0.5071E-03  0.3988E-03 -0.7770E-03  0.6571E-03 -0.3856E-03  0.1138E-02 -0.4626E-03 -0.7837E-03 -0.1022E-02 -0.8468E-04 -0.2245E-03 -0.2563E-03 -0.2475E-05  0.3210E-03  0.2156E-03  0.1865E-03  0.6569E-03 -0.5735E-05 -0.1269E-03 -0.3491E-04 -0.4828E-04 -0.6550E-04 -0.7789E-04 -0.4689E-04  0.5599E-04  0.8709E-04 -0.3133E-04  0.7613E-05 -0.1739E-04  0.5188E-05 -0.1273E-04  0.9264E-05 -0.6503E-05 -0.6395E-05  0.1924E-04 -0.3876E-05 -0.8832E-05 -0.3739E-05 -0.8717E-05 -0.4005E-05  0.9079E-05 -0.4314E-05 -0.2993E-06  0.1773E-05 -0.1308E-05 -0.7633E-06  0.6491E-06  0.9482E-07  0.1274E-05  0.5214E-06 -0.2358E-06  0.7731E-06 -0.4698E-07  0.5509E-06 -0.7481E-06 -0.4806E-06 -0.1233E-07
