* Theory file for HERA1+2 NCep 820
&Data 
   Name = "Theory for HERA1+2 NCep 820"
   NData =    70
   NColumn =   104
   ColumnType = 3*"Bin","Theory",100*"Error"
   ColumnName = "Q2","x","y","theory","PDF_nuisance_param_1","PDF_nuisance_param_2","PDF_nuisance_param_3","PDF_nuisance_param_4","PDF_nuisance_param_5","PDF_nuisance_param_6","PDF_nuisance_param_7","PDF_nuisance_param_8","PDF_nuisance_param_9","PDF_nuisance_param_10","PDF_nuisance_param_11","PDF_nuisance_param_12","PDF_nuisance_param_13","PDF_nuisance_param_14","PDF_nuisance_param_15","PDF_nuisance_param_16","PDF_nuisance_param_17","PDF_nuisance_param_18","PDF_nuisance_param_19","PDF_nuisance_param_20","PDF_nuisance_param_21","PDF_nuisance_param_22","PDF_nuisance_param_23","PDF_nuisance_param_24","PDF_nuisance_param_25","PDF_nuisance_param_26","PDF_nuisance_param_27","PDF_nuisance_param_28","PDF_nuisance_param_29","PDF_nuisance_param_30","PDF_nuisance_param_31","PDF_nuisance_param_32","PDF_nuisance_param_33","PDF_nuisance_param_34","PDF_nuisance_param_35","PDF_nuisance_param_36","PDF_nuisance_param_37","PDF_nuisance_param_38","PDF_nuisance_param_39","PDF_nuisance_param_40","PDF_nuisance_param_41","PDF_nuisance_param_42","PDF_nuisance_param_43","PDF_nuisance_param_44","PDF_nuisance_param_45","PDF_nuisance_param_46","PDF_nuisance_param_47","PDF_nuisance_param_48","PDF_nuisance_param_49","PDF_nuisance_param_50","PDF_nuisance_param_51","PDF_nuisance_param_52","PDF_nuisance_param_53","PDF_nuisance_param_54","PDF_nuisance_param_55","PDF_nuisance_param_56","PDF_nuisance_param_57","PDF_nuisance_param_58","PDF_nuisance_param_59","PDF_nuisance_param_60","PDF_nuisance_param_61","PDF_nuisance_param_62","PDF_nuisance_param_63","PDF_nuisance_param_64","PDF_nuisance_param_65","PDF_nuisance_param_66","PDF_nuisance_param_67","PDF_nuisance_param_68","PDF_nuisance_param_69","PDF_nuisance_param_70","PDF_nuisance_param_71","PDF_nuisance_param_72","PDF_nuisance_param_73","PDF_nuisance_param_74","PDF_nuisance_param_75","PDF_nuisance_param_76","PDF_nuisance_param_77","PDF_nuisance_param_78","PDF_nuisance_param_79","PDF_nuisance_param_80","PDF_nuisance_param_81","PDF_nuisance_param_82","PDF_nuisance_param_83","PDF_nuisance_param_84","PDF_nuisance_param_85","PDF_nuisance_param_86","PDF_nuisance_param_87","PDF_nuisance_param_88","PDF_nuisance_param_89","PDF_nuisance_param_90","PDF_nuisance_param_91","PDF_nuisance_param_92","PDF_nuisance_param_93","PDF_nuisance_param_94","PDF_nuisance_param_95","PDF_nuisance_param_96","PDF_nuisance_param_97","PDF_nuisance_param_98","PDF_nuisance_param_99","PDF_nuisance_param_100"
   Percent = 100*True
&End 
  0.3500E+01  0.5730E-04  0.6772E+00  0.9361E+00 -0.5689E+00 -0.2826E+01 -0.2042E-01 -0.2216E+00 -0.2338E+00 -0.5771E-01  0.1119E+00  0.1878E+00  0.2812E-01 -0.5722E-01 -0.5475E-01 -0.3640E-01 -0.9422E-01 -0.6380E-01  0.3889E-01  0.5312E-02  0.9933E-01  0.2445E-01 -0.7416E-01  0.5256E-01 -0.2823E-01  0.9355E-01  0.2438E-01  0.4903E-02  0.8873E-02 -0.1454E-01  0.8829E-02  0.7651E-02 -0.6016E-02  0.4038E-02 -0.5708E-02  0.1742E-01 -0.1583E-01 -0.1807E-01 -0.4867E-02  0.1144E-02 -0.2345E-03 -0.3586E-02  0.5637E-02 -0.6351E-03 -0.3316E-02  0.2722E-02  0.5026E-02  0.1752E-02 -0.5210E-03  0.1694E-02 -0.1173E-02  0.1606E-02 -0.4675E-03 -0.1233E-02  0.9235E-03 -0.1680E-03 -0.1187E-02  0.2010E-03  0.1764E-03  0.2222E-04  0.5738E-03 -0.8159E-03  0.4078E-03 -0.6464E-03 -0.1103E-04 -0.1400E-02 -0.4830E-03  0.7212E-03  0.2843E-03  0.1974E-03 -0.5694E-04 -0.6112E-04 -0.2382E-03  0.7187E-04  0.2059E-04 -0.1165E-03  0.1067E-03 -0.6464E-04 -0.1304E-03 -0.1273E-03 -0.5102E-04  0.1002E-03  0.1586E-04 -0.4701E-04  0.8221E-04 -0.2362E-04  0.6975E-04 -0.1555E-04  0.1519E-04  0.1750E-04 -0.7575E-04  0.2328E-04  0.1167E-04 -0.6240E-05  0.1501E-04 -0.1877E-04  0.6293E-05  0.2340E-04  0.7450E-05 -0.6786E-05 -0.1019E-04 -0.5546E-06 -0.3261E-05 -0.1401E-07
  0.3500E+01  0.8000E-04  0.4850E+00  0.9134E+00 -0.5351E+00 -0.1106E+01 -0.8199E+00 -0.8867E+00 -0.3796E+00 -0.7545E-01  0.1873E+00  0.2257E+00  0.1267E+00 -0.1214E+00 -0.9570E-01 -0.5000E-01 -0.1243E+00 -0.9995E-01 -0.3374E-01  0.6610E-01 -0.5051E-01 -0.9843E-02  0.2191E-01  0.2027E-01  0.2213E-01 -0.5205E-01 -0.2253E-01 -0.9183E-02 -0.3149E-02 -0.1801E-01  0.1582E-01 -0.8326E-02  0.7032E-03  0.1266E-01  0.8032E-02 -0.1489E-01  0.2261E-02 -0.1319E-01  0.1587E-02  0.1161E-01 -0.4993E-02  0.1707E-02  0.6552E-02 -0.4637E-02 -0.1931E-02  0.1799E-02  0.7079E-02  0.4000E-02 -0.1381E-02  0.2738E-02 -0.1879E-03  0.4061E-02 -0.4551E-03 -0.1850E-02  0.8827E-03 -0.2285E-03 -0.1256E-02 -0.3782E-03  0.1239E-02  0.1231E-02  0.1322E-02 -0.1286E-02 -0.4269E-03 -0.3389E-04 -0.3976E-03  0.7457E-03 -0.1339E-03  0.5425E-03  0.3051E-03  0.5391E-04 -0.2351E-03  0.1464E-04 -0.7611E-04 -0.9574E-04 -0.8020E-05  0.5035E-05  0.1284E-03 -0.5533E-04  0.1073E-04  0.4436E-04 -0.3285E-04  0.2954E-04  0.5892E-04 -0.2316E-04 -0.3177E-05 -0.4070E-04  0.6638E-04 -0.1505E-04  0.3720E-05 -0.1166E-04 -0.1119E-05 -0.2548E-04  0.1029E-04  0.5950E-05  0.7031E-05 -0.7681E-05  0.8253E-05 -0.8056E-06  0.9679E-05  0.3153E-05  0.1210E-05 -0.5558E-06  0.7046E-06  0.1524E-09
  0.4500E+01  0.8180E-04  0.6099E+00  0.1016E+01 -0.7034E+00 -0.6979E+00 -0.4311E+00 -0.8175E+00 -0.4348E+00 -0.1119E+00  0.2061E+00  0.1411E+00  0.1660E+00 -0.1055E+00 -0.4661E-01 -0.2379E-01 -0.6015E-01 -0.5400E-01 -0.2176E-01  0.5198E-01 -0.6314E-01 -0.1077E-01  0.4694E-01  0.7930E-02  0.2625E-01 -0.1006E+00 -0.3728E-01 -0.1853E-01 -0.7523E-02 -0.3533E-02  0.4332E-02 -0.7760E-02  0.5421E-02  0.6492E-02  0.7528E-02 -0.9752E-02  0.5628E-02 -0.1844E-02  0.4146E-02  0.5907E-02 -0.8673E-03  0.2837E-02  0.2150E-02 -0.2143E-02 -0.2121E-02 -0.4051E-03  0.2399E-02  0.9152E-03 -0.1414E-02  0.7226E-03 -0.1785E-03  0.6964E-03 -0.5839E-04 -0.4907E-03  0.4354E-03 -0.1724E-03 -0.5013E-03 -0.1026E-03  0.4199E-03  0.2328E-03  0.3044E-03 -0.4843E-03  0.8519E-06 -0.2945E-04 -0.6059E-04 -0.3484E-04 -0.6211E-04  0.5576E-04  0.6276E-04  0.8954E-04 -0.3206E-04 -0.7153E-04 -0.1188E-03 -0.3991E-04 -0.7009E-04 -0.3846E-05  0.9433E-04  0.8567E-05 -0.4453E-09 -0.1129E-04 -0.2250E-04  0.3523E-04  0.5647E-06 -0.1874E-04  0.4087E-04  0.3196E-04 -0.7854E-05 -0.1424E-04  0.1840E-04 -0.4427E-05 -0.6941E-05  0.5939E-05 -0.1077E-04 -0.2115E-06 -0.1414E-05  0.4138E-05  0.3162E-05 -0.7789E-05 -0.1094E-04  0.6972E-05  0.2472E-06 -0.1305E-05 -0.9072E-06  0.5871E-08
  0.4500E+01  0.1300E-03  0.3838E+00  0.9654E+00 -0.7312E+00 -0.3726E+00 -0.2628E+00 -0.6721E+00  0.2699E-01 -0.2666E-01 -0.1528E+00 -0.1015E+00  0.1328E+00  0.2637E-01 -0.1304E-01  0.7613E-01  0.7997E-01  0.4335E-01 -0.3238E-01  0.1799E-01 -0.2881E-01 -0.9054E-02 -0.2625E-02 -0.2416E-01  0.6512E-02  0.3423E-01  0.1413E-01  0.1327E-01  0.1263E-02 -0.1738E-02  0.1159E-01 -0.6100E-02 -0.1033E-01  0.4067E-03 -0.5359E-02 -0.5689E-02 -0.6565E-02 -0.9648E-02 -0.7206E-02  0.3020E-02 -0.5469E-02 -0.6535E-02  0.3514E-02 -0.2304E-02  0.4911E-02  0.3991E-02  0.4480E-02  0.2988E-02  0.1291E-02  0.2820E-02  0.9860E-03  0.4308E-02 -0.4194E-03 -0.5711E-03 -0.2026E-03  0.7227E-03 -0.5355E-03  0.3086E-03  0.4193E-03  0.1422E-03  0.2540E-03  0.2486E-04 -0.9613E-03 -0.1461E-03 -0.1552E-03 -0.4944E-04  0.3693E-05  0.1935E-03  0.6343E-04  0.3962E-04 -0.4117E-04 -0.3721E-04 -0.8126E-04 -0.6683E-04 -0.7812E-05  0.6641E-04  0.1057E-04 -0.7288E-05  0.6633E-04  0.5128E-05 -0.2755E-04 -0.2382E-04 -0.1030E-04  0.2052E-04 -0.5234E-05  0.1789E-05 -0.2478E-04 -0.1228E-04  0.2881E-05 -0.6055E-05  0.2943E-04  0.1540E-05 -0.1702E-04  0.1413E-04  0.3033E-06  0.7413E-05  0.1433E-05 -0.2252E-05  0.5157E-05 -0.3919E-05  0.6055E-05 -0.1224E-05 -0.1024E-05 -0.4142E-08
  0.6500E+01  0.9860E-04  0.7308E+00  0.1141E+01 -0.8785E+00 -0.3014E+00 -0.4071E-02 -0.6489E+00 -0.3190E+00 -0.7522E-01  0.8271E-01 -0.3029E-01  0.1597E+00 -0.1900E-01  0.1720E-01  0.5084E-01  0.5752E-01  0.3144E-01  0.9576E-02  0.1277E-01 -0.1785E-01 -0.2601E-02  0.1314E-01 -0.7270E-02  0.3801E-02 -0.2925E-01 -0.9814E-02 -0.4979E-02 -0.3071E-02  0.5284E-02 -0.8763E-03 -0.9801E-03  0.7414E-03 -0.2835E-02 -0.2096E-02  0.7167E-02 -0.1900E-02  0.8540E-03 -0.3312E-03 -0.2511E-02  0.1503E-02 -0.1356E-02 -0.7010E-03  0.1085E-02 -0.3572E-04 -0.3963E-03 -0.1205E-02 -0.6378E-03 -0.1799E-03 -0.6011E-03 -0.1357E-03 -0.9215E-03  0.1316E-03  0.3546E-03 -0.1058E-03  0.4671E-05  0.3624E-03  0.6659E-04 -0.2044E-03 -0.3469E-03 -0.1846E-03  0.2926E-03  0.1448E-03  0.5698E-05  0.8791E-04 -0.1236E-03 -0.4914E-04 -0.1195E-03 -0.1212E-03 -0.1823E-03  0.4482E-04  0.2090E-03  0.1292E-03  0.1621E-03  0.7205E-04 -0.1535E-04  0.1119E-04  0.3398E-04 -0.7710E-04  0.1847E-04 -0.6100E-05  0.4010E-04  0.1855E-04  0.1179E-05  0.2008E-04 -0.1574E-04 -0.3126E-04 -0.2013E-05  0.9591E-05 -0.1440E-04  0.3902E-05 -0.5007E-05 -0.1449E-05  0.3586E-06  0.6547E-06  0.5298E-05 -0.2921E-05  0.4338E-05  0.3390E-05 -0.2400E-05  0.1940E-06  0.9610E-06 -0.9669E-07  0.1397E-08
  0.6500E+01  0.1300E-03  0.5543E+00  0.1123E+01 -0.9074E+00 -0.9367E-01  0.1651E+00 -0.5781E+00 -0.1381E+00 -0.6599E-01 -0.8056E-01 -0.8567E-01  0.1545E+00 -0.2625E-02 -0.1793E-01  0.3276E-01  0.5303E-01  0.1734E-01 -0.1864E-01  0.2531E-01 -0.4521E-01 -0.1362E-01 -0.2325E-02 -0.2287E-01 -0.3533E-02  0.3726E-01  0.1310E-01  0.1351E-01  0.1767E-02 -0.1162E-01  0.1275E-01 -0.1861E-02 -0.3221E-02  0.9117E-03 -0.2746E-02  0.4952E-03 -0.1399E-02 -0.6920E-02 -0.2433E-02  0.2487E-02 -0.1169E-02 -0.1224E-02  0.1424E-02 -0.3663E-03  0.4944E-03  0.1401E-02  0.1797E-02  0.1044E-02  0.3103E-03  0.9018E-03 -0.8222E-04  0.9816E-03 -0.2183E-03 -0.2463E-03  0.1830E-04  0.3072E-04 -0.3091E-03  0.2012E-04  0.1490E-03  0.1156E-03  0.1238E-03 -0.2783E-03 -0.6891E-04 -0.7289E-04  0.2964E-04 -0.2118E-03  0.6053E-04 -0.9985E-04 -0.1795E-04  0.5950E-04  0.2513E-04 -0.8703E-04 -0.7916E-04 -0.3598E-04  0.8575E-05  0.5273E-04 -0.3157E-04  0.8399E-05  0.3430E-04 -0.2580E-05  0.1048E-05 -0.1663E-04  0.3744E-08  0.1624E-04 -0.1564E-04  0.7770E-05 -0.1428E-04 -0.3617E-05 -0.1848E-05 -0.3492E-05  0.1198E-04 -0.4767E-05 -0.2214E-05  0.5780E-05 -0.1195E-05  0.3384E-05 -0.5025E-06 -0.9028E-06  0.3745E-05 -0.3751E-05  0.3352E-05  0.1480E-05 -0.1262E-05 -0.1111E-07
  0.6500E+01  0.2000E-03  0.3603E+00  0.1061E+01 -0.9023E+00  0.4300E-01  0.1357E+00 -0.4459E+00  0.1336E+00 -0.3508E-01 -0.2247E+00 -0.1063E+00  0.1620E-01  0.3990E-01 -0.1130E-01 -0.3914E-01 -0.8609E-02 -0.2966E-01 -0.2425E-01  0.1079E-01  0.4612E-02  0.1578E-03 -0.6613E-02 -0.5636E-02 -0.5282E-02  0.6293E-02 -0.1866E-02  0.9706E-03  0.5412E-03 -0.3690E-03  0.2078E-02 -0.2632E-02 -0.3466E-02  0.2181E-02 -0.2609E-03 -0.7322E-02 -0.2493E-02 -0.2368E-02 -0.2597E-02  0.2146E-02 -0.2469E-02 -0.1863E-02  0.1708E-02 -0.1499E-02  0.2396E-02  0.1915E-02  0.2382E-02  0.1338E-02  0.6278E-03  0.1350E-02  0.7570E-03  0.1901E-02 -0.3569E-03 -0.1650E-03 -0.2064E-03  0.4609E-03  0.6028E-04  0.1545E-03  0.3330E-04 -0.1343E-03 -0.1340E-04  0.2768E-03 -0.5551E-03  0.4027E-04  0.7094E-04 -0.5694E-04  0.8517E-04 -0.1872E-03 -0.2733E-04 -0.2975E-06  0.4522E-04  0.1989E-04 -0.1690E-05  0.6552E-04  0.8298E-05  0.2991E-04 -0.4586E-04  0.1571E-04  0.1848E-04 -0.1241E-04  0.8370E-05  0.4134E-05  0.1245E-04 -0.2541E-04  0.3098E-04  0.5350E-05 -0.6319E-05 -0.1836E-04  0.5963E-05  0.6993E-06 -0.1338E-04 -0.1638E-05 -0.2170E-05  0.8059E-05 -0.4498E-05 -0.1836E-06 -0.5368E-05  0.6036E-06 -0.5434E-05  0.1265E-05 -0.2461E-05  0.3345E-05 -0.3698E-06  0.9554E-08
  0.8500E+01  0.1390E-03  0.6780E+00  0.1216E+01 -0.9788E+00  0.2988E-01  0.3059E+00 -0.5033E+00 -0.1600E+00 -0.6490E-01 -0.6597E-01 -0.9506E-01  0.1259E+00  0.3236E-02 -0.5616E-02  0.1853E-01  0.4877E-01  0.1250E-01 -0.8195E-02  0.1754E-01 -0.4118E-01 -0.1350E-01 -0.2119E-02 -0.2214E-01 -0.7735E-02  0.3350E-01  0.1263E-01  0.1326E-01  0.1696E-02 -0.1109E-01  0.9250E-02  0.2410E-03  0.1327E-03 -0.1680E-03 -0.1730E-02  0.8307E-03  0.2358E-02 -0.2026E-02 -0.2062E-03  0.1379E-02  0.3897E-03  0.5955E-03 -0.9152E-03  0.6673E-03 -0.6722E-05 -0.2593E-04 -0.5697E-03 -0.1654E-03  0.2049E-03 -0.1709E-03 -0.1584E-03 -0.4525E-03 -0.2108E-04  0.1704E-03 -0.1185E-03 -0.2696E-04  0.6379E-04 -0.6164E-04 -0.8232E-04 -0.5049E-05 -0.1152E-03  0.4085E-04  0.1014E-03  0.1208E-04  0.1158E-03 -0.1244E-03  0.2111E-04 -0.9711E-04 -0.3490E-04  0.2857E-04  0.2838E-04 -0.1810E-04 -0.8444E-04  0.5005E-04  0.7073E-04  0.5508E-04 -0.8567E-04  0.1638E-04 -0.3946E-05 -0.9198E-05  0.6469E-05  0.7578E-05  0.4110E-04 -0.1137E-04 -0.8859E-05  0.2385E-05  0.6184E-05  0.5165E-05 -0.4075E-05  0.5742E-05 -0.2428E-05 -0.3560E-05  0.9043E-05 -0.3885E-05  0.3503E-05 -0.5649E-05  0.1806E-05 -0.2104E-05  0.1410E-06 -0.6684E-06  0.1060E-05 -0.4053E-06  0.2552E-06 -0.1778E-08
  0.8500E+01  0.2000E-03  0.4712E+00  0.1175E+01 -0.9885E+00  0.1593E+00  0.3394E+00 -0.4032E+00  0.1560E-01 -0.5746E-01 -0.1672E+00 -0.8914E-01  0.2925E-01  0.2120E-01 -0.1346E-01 -0.5225E-01 -0.1540E-01 -0.3695E-01 -0.1849E-01  0.6607E-02 -0.4615E-02 -0.2576E-02 -0.1985E-02 -0.7355E-02 -0.4026E-02  0.1152E-01  0.6917E-03  0.2477E-02  0.1173E-02  0.6178E-03  0.7711E-03 -0.1292E-02 -0.2374E-02 -0.2714E-03 -0.1522E-02 -0.5895E-02 -0.1299E-02  0.4797E-03 -0.2425E-02  0.5529E-03 -0.2027E-02 -0.2226E-02  0.8200E-04 -0.7347E-03  0.3105E-02  0.1397E-02  0.8797E-03  0.7377E-03  0.8656E-03  0.8629E-03  0.8295E-03  0.1366E-02 -0.1617E-03  0.1461E-03 -0.3177E-03  0.4876E-03  0.1671E-03  0.2081E-03 -0.6777E-04 -0.2014E-03 -0.1603E-03  0.4287E-03 -0.5132E-03  0.2855E-04  0.3489E-04 -0.5047E-04  0.4796E-04 -0.1190E-03 -0.1734E-04  0.5746E-05  0.2326E-04  0.1026E-04  0.1427E-04  0.4191E-04 -0.3121E-05  0.1647E-04 -0.2695E-04  0.6025E-05  0.1822E-04 -0.1816E-05  0.6178E-05  0.7681E-05  0.1354E-04 -0.2294E-04  0.2137E-04  0.7074E-05  0.2655E-05 -0.1280E-04  0.6509E-05 -0.1260E-06 -0.1043E-04 -0.1968E-05  0.5353E-06  0.6028E-05 -0.3352E-05 -0.3099E-05 -0.2851E-05  0.7029E-06 -0.5100E-05  0.9357E-08 -0.6557E-06  0.1684E-05 -0.1412E-06  0.4167E-08
  0.1000E+02  0.1300E-03  0.8528E+00  0.1253E+01 -0.9751E+00 -0.3763E-01  0.2291E+00 -0.4836E+00 -0.1846E+00 -0.4075E-01 -0.2746E-01 -0.9036E-01  0.8625E-01  0.1062E-01  0.7286E-02  0.1586E-01  0.4995E-01  0.1848E-01  0.6645E-02  0.1468E-01 -0.4235E-01 -0.1358E-01 -0.2516E-02 -0.2149E-01 -0.1400E-01  0.3049E-01  0.1134E-01  0.1206E-01  0.1014E-02 -0.1448E-01  0.9575E-02  0.2431E-02  0.3773E-02 -0.7014E-05 -0.7568E-03  0.7958E-02  0.3971E-02 -0.2224E-02  0.2524E-02  0.5071E-03  0.2905E-02  0.2918E-02 -0.1270E-02  0.1621E-02 -0.3289E-02 -0.1582E-02 -0.1886E-02 -0.1027E-02 -0.8367E-03 -0.1285E-02 -0.1009E-02 -0.2106E-02  0.1746E-03  0.2286E-03  0.2056E-03 -0.4725E-03 -0.4739E-05 -0.1456E-03 -0.1835E-03  0.8391E-04 -0.1140E-03 -0.1397E-03  0.4884E-03 -0.6479E-04  0.6030E-04 -0.1044E-03 -0.1198E-03  0.1370E-03  0.1001E-04  0.5657E-04 -0.2332E-04 -0.2562E-04 -0.2087E-04 -0.7755E-05  0.3609E-04  0.5863E-04 -0.1897E-06 -0.5140E-05  0.4564E-04  0.1849E-04 -0.1423E-04 -0.8071E-05  0.4693E-04 -0.4256E-04  0.1170E-04  0.8678E-05  0.1461E-04 -0.1081E-04 -0.9884E-06  0.3599E-05  0.3401E-05  0.4706E-06  0.2724E-05  0.8169E-05 -0.2557E-06  0.4417E-05 -0.4896E-05  0.1247E-05  0.6500E-05 -0.3611E-05  0.1729E-05  0.2754E-05 -0.2032E-05  0.6912E-08
