   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -1.85595      0.525020      0.757868      0.521976      0.756310      0.304434E-02  0.155820E-02   1.27829      0.521976      0.521854      0.234456       0.00000       0.00000       0.00000    
  0.109648E-03  -1.56157      0.518920      0.748798      0.515643      0.747118      0.327666E-02  0.168022E-02   1.26276      0.515643      0.515511      0.231607       0.00000       0.00000       0.00000    
  0.120226E-03  -1.30444      0.512966      0.739912      0.509428      0.738094      0.353835E-02  0.181809E-02   1.24752      0.509428      0.509285      0.228809       0.00000       0.00000       0.00000    
  0.131825E-03  -1.06075      0.507074      0.731101      0.503260      0.729138      0.381375E-02  0.196338E-02   1.23240      0.503260      0.503105      0.226033       0.00000       0.00000       0.00000    
  0.144543E-03  -.836306      0.501269      0.722398      0.497160      0.720279      0.410880E-02  0.211930E-02   1.21744      0.497160      0.496993      0.223287       0.00000       0.00000       0.00000    
  0.158489E-03  -.634974      0.495587      0.713844      0.491153      0.711552      0.443448E-02  0.229185E-02   1.20270      0.491153      0.490971      0.220581       0.00000       0.00000       0.00000    
  0.173779E-03  -.444264      0.489966      0.705361      0.485190      0.702888      0.477636E-02  0.247322E-02   1.18808      0.485190      0.484993      0.217895       0.00000       0.00000       0.00000    
  0.190545E-03  -.272814      0.484465      0.697020      0.479313      0.694347      0.515142E-02  0.267266E-02   1.17366      0.479313      0.479100      0.215248       0.00000       0.00000       0.00000    
  0.208928E-03  -.114568      0.479059      0.688790      0.473503      0.685901      0.555613E-02  0.288829E-02   1.15940      0.473503      0.473272      0.212629       0.00000       0.00000       0.00000    
  0.229085E-03  0.351673E-01  0.473717      0.680631      0.467737      0.677517      0.598024E-02  0.311453E-02   1.14525      0.467737      0.467487      0.210030       0.00000       0.00000       0.00000    
  0.251186E-03  0.166977      0.468529      0.672646      0.462072      0.669277      0.645694E-02  0.336958E-02   1.13135      0.462072      0.461801      0.207476       0.00000       0.00000       0.00000    
  0.275420E-03  0.292052      0.463411      0.664737      0.456451      0.661098      0.695953E-02  0.363886E-02   1.11755      0.456451      0.456157      0.204940       0.00000       0.00000       0.00000    
  0.301992E-03  0.408075      0.458386      0.656928      0.450889      0.653001      0.749692E-02  0.392728E-02   1.10389      0.450889      0.450571      0.202430       0.00000       0.00000       0.00000    
  0.331127E-03  0.512873      0.453499      0.649267      0.445408      0.645020      0.809105E-02  0.424697E-02   1.09043      0.445408      0.445063      0.199956       0.00000       0.00000       0.00000    
  0.363073E-03  0.612679      0.448682      0.641676      0.439967      0.637093      0.871475E-02  0.458300E-02   1.07706      0.439967      0.439594      0.197499       0.00000       0.00000       0.00000    
  0.398101E-03  0.703625      0.443997      0.634221      0.434600      0.629269      0.939756E-02  0.495172E-02   1.06387      0.434600      0.434196      0.195073       0.00000       0.00000       0.00000    
  0.436509E-03  0.788331      0.439427      0.626878      0.429292      0.621527      0.101356E-01  0.535105E-02   1.05082      0.429292      0.428854      0.192673       0.00000       0.00000       0.00000    
  0.478622E-03  0.869143      0.434930      0.619607      0.424021      0.613837      0.109090E-01  0.577003E-02   1.03786      0.424021      0.423547      0.190289       0.00000       0.00000       0.00000    
  0.524798E-03  0.941984      0.430613      0.612506      0.418836      0.606265      0.117763E-01  0.624128E-02   1.02510      0.418836      0.418323      0.187942       0.00000       0.00000       0.00000    
  0.575429E-03   1.01175      0.426383      0.605485      0.413690      0.598746      0.126923E-01  0.673968E-02   1.01244      0.413690      0.413134      0.185611       0.00000       0.00000       0.00000    
  0.630945E-03   1.07763      0.422263      0.598564      0.408593      0.591292      0.136697E-01  0.727235E-02  0.999885      0.408593      0.407991      0.183300       0.00000       0.00000       0.00000    
  0.691816E-03   1.13860      0.418318      0.591796      0.403566      0.583933      0.147518E-01  0.786364E-02  0.987499      0.403566      0.402914      0.181019       0.00000       0.00000       0.00000    
  0.758561E-03   1.19748      0.414459      0.585102      0.398572      0.576617      0.158877E-01  0.848510E-02  0.975189      0.398572      0.397866      0.178751       0.00000       0.00000       0.00000    
  0.831745E-03   1.25275      0.410766      0.578546      0.393637      0.569381      0.171284E-01  0.916543E-02  0.963018      0.393637      0.392873      0.176508       0.00000       0.00000       0.00000    
  0.911989E-03   1.30547      0.407224      0.572113      0.388752      0.562209      0.184713E-01  0.990330E-02  0.950962      0.388752      0.387924      0.174285       0.00000       0.00000       0.00000    
  0.999975E-03   1.35665      0.403777      0.565754      0.383898      0.555077      0.198785E-01  0.106774E-01  0.938975      0.383898      0.383003      0.172074       0.00000       0.00000       0.00000    
  0.109645E-02   1.40482      0.400565      0.559577      0.379112      0.548031      0.214526E-01  0.115457E-01  0.927144      0.379112      0.378142      0.169890       0.00000       0.00000       0.00000    
  0.120223E-02   1.45183      0.397475      0.553490      0.374357      0.541024      0.231173E-01  0.124655E-01  0.915382      0.374357      0.373307      0.167718       0.00000       0.00000       0.00000    
  0.131822E-02   1.49747      0.394529      0.547509      0.369639      0.534063      0.248898E-01  0.134462E-01  0.903702      0.369639      0.368503      0.165559       0.00000       0.00000       0.00000    
  0.144540E-02   1.54139      0.391830      0.541702      0.364976      0.527166      0.268540E-01  0.145359E-01  0.892142      0.364976      0.363744      0.163421       0.00000       0.00000       0.00000    
  0.158485E-02   1.58462      0.389252      0.535978      0.360337      0.520297      0.289153E-01  0.156809E-01  0.880634      0.360337      0.359005      0.161292       0.00000       0.00000       0.00000    
  0.173775E-02   1.62672      0.386901      0.530408      0.355741      0.513477      0.311609E-01  0.169309E-01  0.869218      0.355741      0.354299      0.159178       0.00000       0.00000       0.00000    
  0.190540E-02   1.66803      0.384774      0.524982      0.351180      0.506694      0.335938E-01  0.182879E-01  0.857875      0.351180      0.349619      0.157075       0.00000       0.00000       0.00000    
  0.208923E-02   1.70889      0.382783      0.519645      0.346641      0.499934      0.361422E-01  0.197110E-01  0.846575      0.346641      0.344954      0.154979       0.00000       0.00000       0.00000    
  0.229079E-02   1.74891      0.381130      0.514517      0.342146      0.493215      0.389838E-01  0.213020E-01  0.835361      0.342146      0.340319      0.152897       0.00000       0.00000       0.00000    
  0.251180E-02   1.78860      0.379663      0.509502      0.337671      0.486513      0.419921E-01  0.229889E-01  0.824183      0.337671      0.335694      0.150819       0.00000       0.00000       0.00000    
  0.275413E-02   1.82792      0.378404      0.504611      0.333217      0.479828      0.451865E-01  0.247828E-01  0.813045      0.333217      0.331081      0.148747       0.00000       0.00000       0.00000    
  0.301984E-02   1.86673      0.377521      0.499937      0.328794      0.473161      0.487268E-01  0.267759E-01  0.801955      0.328794      0.326481      0.146680       0.00000       0.00000       0.00000    
  0.331118E-02   1.90533      0.376822      0.495366      0.324383      0.466498      0.524393E-01  0.288684E-01  0.790881      0.324383      0.321884      0.144614       0.00000       0.00000       0.00000    
  0.363064E-02   1.94355      0.376462      0.490984      0.319992      0.459839      0.564702E-01  0.311448E-01  0.779831      0.319992      0.317289      0.142550       0.00000       0.00000       0.00000    
  0.398091E-02   1.98138      0.376451      0.486790      0.315614      0.453174      0.608370E-01  0.336159E-01  0.768788      0.315614      0.312690      0.140484       0.00000       0.00000       0.00000    
  0.436498E-02   2.01898      0.376650      0.482708      0.311243      0.446503      0.654073E-01  0.362048E-01  0.757746      0.311243      0.308087      0.138416       0.00000       0.00000       0.00000    
  0.478610E-02   2.05595      0.377361      0.478893      0.306881      0.439808      0.704800E-01  0.390853E-01  0.746689      0.306881      0.303468      0.136340       0.00000       0.00000       0.00000    
  0.524785E-02   2.09248      0.378370      0.475229      0.302520      0.433090      0.758507E-01  0.421392E-01  0.735610      0.302520      0.298832      0.134258       0.00000       0.00000       0.00000    
  0.575415E-02   2.12855      0.379693      0.471723      0.298159      0.426349      0.815339E-01  0.453749E-01  0.724507      0.298159      0.294181      0.132168       0.00000       0.00000       0.00000    
  0.630929E-02   2.16356      0.381610      0.468510      0.293789      0.419548      0.878209E-01  0.489625E-01  0.713336      0.293789      0.289488      0.130060       0.00000       0.00000       0.00000    
  0.691799E-02   2.19796      0.383813      0.465435      0.289411      0.412713      0.944023E-01  0.527220E-01  0.702124      0.289411      0.284772      0.127941       0.00000       0.00000       0.00000    
  0.758542E-02   2.23123      0.386530      0.462605      0.285018      0.405815      0.101513      0.567903E-01  0.690833      0.285018      0.280012      0.125803       0.00000       0.00000       0.00000    
  0.831724E-02   2.26302      0.389799      0.460033      0.280600      0.398838      0.109199      0.611957E-01  0.679437      0.280600      0.275198      0.123640       0.00000       0.00000       0.00000    
  0.911966E-02   2.29389      0.393394      0.457613      0.276166      0.391812      0.117228      0.658008E-01  0.667978      0.276166      0.270350      0.121462       0.00000       0.00000       0.00000    
  0.999950E-02   2.32229      0.397761      0.455543      0.271688      0.384659      0.126073      0.708841E-01  0.656347      0.271688      0.265415      0.119244       0.00000       0.00000       0.00000    
  0.109642E-01   2.34943      0.402474      0.453628      0.267186      0.377444      0.135288      0.761838E-01  0.644630      0.267186      0.260436      0.117008       0.00000       0.00000       0.00000    
  0.120220E-01   2.37394      0.407868      0.452014      0.262635      0.370103      0.145233      0.819109E-01  0.632738      0.262635      0.255371      0.114732       0.00000       0.00000       0.00000    
  0.131819E-01   2.39565      0.413913      0.450682      0.258031      0.362632      0.155882      0.880498E-01  0.620663      0.258031      0.250216      0.112416       0.00000       0.00000       0.00000    
  0.144536E-01   2.41418      0.420630      0.449637      0.253366      0.355020      0.167264      0.946172E-01  0.608386      0.253366      0.244964      0.110056       0.00000       0.00000       0.00000    
  0.158481E-01   2.42938      0.427996      0.448865      0.248637      0.347264      0.179359      0.101601      0.595901      0.248637      0.239612      0.107652       0.00000       0.00000       0.00000    
  0.173770E-01   2.44088      0.436033      0.448369      0.243838      0.339352      0.192196      0.109017      0.583190      0.243838      0.234153      0.105199       0.00000       0.00000       0.00000    
  0.190535E-01   2.44783      0.444833      0.448182      0.238952      0.331256      0.205881      0.116926      0.570208      0.238952      0.228567      0.102689       0.00000       0.00000       0.00000    
  0.208917E-01   2.44986      0.454398      0.448298      0.233972      0.322964      0.220427      0.125334      0.556936      0.233972      0.222845      0.100119       0.00000       0.00000       0.00000    
  0.229073E-01   2.44684      0.464696      0.448696      0.228895      0.314478      0.235801      0.134218      0.543373      0.228895      0.216990      0.974882E-01   0.00000       0.00000       0.00000    
  0.251174E-01   2.43836      0.475737      0.449374      0.223713      0.305785      0.252024      0.143589      0.529498      0.223713      0.210992      0.947934E-01   0.00000       0.00000       0.00000    
  0.275406E-01   2.42335      0.487606      0.450351      0.218405      0.296851      0.269201      0.153501      0.515255      0.218405      0.204827      0.920237E-01   0.00000       0.00000       0.00000    
  0.301976E-01   2.40156      0.500276      0.451606      0.212963      0.287670      0.287313      0.163936      0.500634      0.212963      0.198492      0.891778E-01   0.00000       0.00000       0.00000    
  0.331110E-01   2.37303      0.513690      0.453105      0.207387      0.278249      0.306303      0.174857      0.485636      0.207387      0.191992      0.862571E-01   0.00000       0.00000       0.00000    
  0.363055E-01   2.33744      0.527832      0.454827      0.201667      0.268578      0.326165      0.186250      0.470244      0.201667      0.185319      0.832590E-01   0.00000       0.00000       0.00000    
  0.398081E-01   2.29368      0.542751      0.456762      0.195775      0.258621      0.346976      0.198141      0.454396      0.195775      0.178449      0.801726E-01   0.00000       0.00000       0.00000    
  0.436487E-01   2.24192      0.558364      0.458857      0.189709      0.248388      0.368655      0.210469      0.438097      0.189709      0.171388      0.770002E-01   0.00000       0.00000       0.00000    
  0.478598E-01   2.18249      0.574578      0.461055      0.183470      0.237890      0.391108      0.223165      0.421359      0.183470      0.164144      0.737459E-01   0.00000       0.00000       0.00000    
  0.524772E-01   2.11541      0.591323      0.463300      0.177048      0.227129      0.414275      0.236171      0.404177      0.177048      0.156719      0.704101E-01   0.00000       0.00000       0.00000    
  0.575400E-01   2.03996      0.608551      0.465512      0.170413      0.216081      0.438139      0.249431      0.386494      0.170413      0.149096      0.669853E-01   0.00000       0.00000       0.00000    
  0.630913E-01   1.95695      0.626107      0.467596      0.163569      0.204774      0.462538      0.262821      0.368344      0.163569      0.141294      0.634800E-01   0.00000       0.00000       0.00000    
  0.691782E-01   1.86720      0.643834      0.469453      0.156522      0.193236      0.487312      0.276216      0.349758      0.156522      0.133333      0.599033E-01   0.00000       0.00000       0.00000    
  0.758523E-01   1.77130      0.661573      0.470968      0.149267      0.181488      0.512306      0.289479      0.330756      0.149267      0.125227      0.562614E-01   0.00000       0.00000       0.00000    
  0.831703E-01   1.66939      0.679093      0.471931      0.141778      0.169539      0.537315      0.302392      0.311317      0.141778      0.116982      0.525572E-01   0.00000       0.00000       0.00000    
  0.911943E-01   1.56293      0.696151      0.472197      0.134072      0.157444      0.562080      0.314753      0.291516      0.134072      0.108636      0.488077E-01   0.00000       0.00000       0.00000    
  0.999925E-01   1.45316      0.712506      0.471611      0.126163      0.145255      0.586343      0.326356      0.271417      0.126163      0.100226      0.450290E-01   0.00000       0.00000       0.00000    
  0.109639       1.34119      0.727883      0.469988      0.118061      0.133023      0.609822      0.336964      0.251084      0.118061      0.917861E-01  0.412372E-01   0.00000       0.00000       0.00000    
  0.120217       1.22815      0.741774      0.466933      0.109758      0.120818      0.632016      0.346116      0.230575      0.109758      0.833641E-01  0.374534E-01   0.00000       0.00000       0.00000    
  0.131815       1.11549      0.753897      0.462299      0.101292      0.108715      0.652605      0.353584      0.210007      0.101292      0.750134E-01  0.337017E-01   0.00000       0.00000       0.00000    
  0.144533       1.00459      0.763712      0.455723      0.926847E-01  0.968118E-01  0.671027      0.358911      0.189497      0.926847E-01  0.668002E-01  0.300117E-01   0.00000       0.00000       0.00000    
  0.158477      0.896558      0.770846      0.447006      0.839779E-01  0.851934E-01  0.686868      0.361813      0.169171      0.839779E-01  0.587835E-01  0.264100E-01   0.00000       0.00000       0.00000    
  0.173766      0.792690      0.774616      0.435738      0.752140E-01  0.739817E-01  0.699402      0.361757      0.149196      0.752140E-01  0.510474E-01  0.229343E-01   0.00000       0.00000       0.00000    
  0.190530      0.693721      0.774613      0.421766      0.664499E-01  0.632638E-01  0.708163      0.358502      0.129714      0.664499E-01  0.436520E-01  0.196118E-01   0.00000       0.00000       0.00000    
  0.208912      0.600710      0.769990      0.404685      0.577552E-01  0.531800E-01  0.712235      0.351505      0.110935      0.577552E-01  0.366942E-01  0.164858E-01   0.00000       0.00000       0.00000    
  0.229067      0.513934      0.760323      0.384456      0.492030E-01  0.438035E-01  0.711120      0.340652      0.930064E-01  0.492030E-01  0.302244E-01  0.135791E-01   0.00000       0.00000       0.00000    
  0.251167      0.434164      0.744584      0.360777      0.408957E-01  0.352768E-01  0.703688      0.325500      0.761725E-01  0.408957E-01  0.243410E-01  0.109358E-01   0.00000       0.00000       0.00000    
  0.275399      0.361272      0.722365      0.333823      0.329202E-01  0.276382E-01  0.689445      0.306185      0.605584E-01  0.329202E-01  0.190704E-01  0.856784E-02   0.00000       0.00000       0.00000    
  0.301969      0.295786      0.692491      0.303550      0.254140E-01  0.210068E-01  0.667077      0.282543      0.464208E-01  0.254140E-01  0.144947E-01  0.651210E-02   0.00000       0.00000       0.00000    
  0.331102      0.237305      0.654680      0.270466      0.184693E-01  0.153627E-01  0.636211      0.255103      0.338320E-01  0.184693E-01  0.106002E-01  0.476242E-02   0.00000       0.00000       0.00000    
  0.363046      0.186196      0.607796      0.234982      0.122526E-01  0.107707E-01  0.595544      0.224212      0.230233E-01  0.122526E-01  0.743176E-02  0.333890E-02   0.00000       0.00000       0.00000    
  0.398071      0.141901      0.552006      0.198035      0.684268E-02  0.713641E-02  0.545164      0.190899      0.139791E-01  0.684268E-02  0.492413E-02  0.221229E-02   0.00000       0.00000       0.00000    
  0.436476      0.104546      0.486965      0.160652      0.239338E-02  0.443152E-02  0.484572      0.156221      0.682490E-02  0.239338E-02  0.305775E-02  0.137377E-02   0.00000       0.00000       0.00000    
  0.478586      0.737950E-01  0.413598      0.124209      -.100905E-02  0.253435E-02  0.414607      0.121674      0.152530E-02  -.100905E-02  0.174870E-02  0.785649E-03   0.00000       0.00000       0.00000    
  0.524759      0.492982E-01  0.333866      0.902490E-01  -.330787E-02  0.130366E-02  0.337174      0.889453E-01  -.200421E-02  -.330787E-02  0.899524E-03  0.404134E-03   0.00000       0.00000       0.00000    
  0.575386      0.306194E-01  0.251241      0.603708E-01  -.450031E-02  0.582880E-03  0.255741      0.597880E-01  -.391743E-02  -.450031E-02  0.402187E-03  0.180693E-03   0.00000       0.00000       0.00000    
  0.630897      0.172005E-01  0.170985      0.360142E-01  -.466183E-02  0.214816E-03  0.175647      0.357994E-01  -.444702E-02  -.466183E-02  0.148223E-03  0.665929E-04   0.00000       0.00000       0.00000    
  0.691764      0.834445E-02  0.999749E-01  0.181647E-01  -.396955E-02  0.597060E-04  0.103944      0.181050E-01  -.390985E-02  -.396955E-02  0.411971E-04  0.185089E-04   0.00000       0.00000       0.00000    
  0.758504      0.320487E-02  0.455580E-01  0.700795E-02  -.272122E-02  0.105808E-04  0.482792E-01  0.699737E-02  -.271064E-02  -.272122E-02  0.730075E-05  0.328005E-05   0.00000       0.00000       0.00000    
  0.831682      0.802641E-03  0.129480E-01  0.165357E-02  -.133621E-02  0.824006E-06  0.142842E-01  0.165275E-02  -.133538E-02  -.133621E-02  0.568564E-06  0.255442E-06   0.00000       0.00000       0.00000    
  0.911920      0.705036E-04  0.107580E-02  0.116840E-03  -.308155E-03  0.855921E-08  0.138395E-02  0.116832E-03  -.308146E-03  -.308155E-03  0.590585E-08  0.265335E-08   0.00000       0.00000       0.00000    
  0.999900      0.182983E-09  -.954789E-08  0.981312E-10  -.120753E-07  0.109262E-16  0.252745E-08  0.981312E-10  -.120753E-07  -.120753E-07  0.753905E-17  0.338711E-17   0.00000       0.00000       0.00000    
