   100.000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   34.5944       2.79206       3.59399       2.78369       3.58954      0.836775E-02  0.445254E-02   6.37323       1.64158       1.64130       1.37234       1.14212      0.575896       0.00000    
  0.109648E-03   33.7839       2.73434       3.51699       2.72542       3.51223      0.892337E-02  0.475225E-02   6.23765       1.60946       1.60916       1.34351       1.11596      0.559564       0.00000    
  0.120226E-03   32.9792       2.67711       3.44087       2.66757       3.43578      0.953893E-02  0.508479E-02   6.10335       1.57759       1.57727       1.31487       1.08998      0.543639       0.00000    
  0.131825E-03   32.1783       2.62016       3.36520       2.60998       3.35977      0.101820E-01  0.543241E-02   5.96975       1.54587       1.54552       1.28636       1.06411      0.527889       0.00000    
  0.144543E-03   31.3827       2.56362       3.29018       2.55275       3.28438      0.108644E-01  0.580163E-02   5.83713       1.51435       1.51398       1.25801       1.03840      0.512391       0.00000    
  0.158489E-03   30.5965       2.50776       3.21620       2.49615       3.20999      0.116070E-01  0.620395E-02   5.70615       1.48318       1.48278       1.22996       1.01297      0.497252       0.00000    
  0.173779E-03   29.8153       2.45227       3.14276       2.43989       3.13614      0.123812E-01  0.662361E-02   5.57603       1.45220       1.45176       1.20208      0.987693      0.482294       0.00000    
  0.190545E-03   29.0449       2.39755       3.07044       2.38433       3.06336      0.132193E-01  0.707852E-02   5.44769       1.42160       1.42113       1.17454      0.962736      0.467690       0.00000    
  0.208928E-03   28.2840       2.34351       2.99907       2.32940       2.99150      0.141136E-01  0.756435E-02   5.32090       1.39133       1.39083       1.14731      0.938065      0.453370       0.00000    
  0.229085E-03   27.5293       2.28992       2.92832       2.27487       2.92025      0.150446E-01  0.807042E-02   5.19512       1.36129       1.36075       1.12027      0.913582      0.439234       0.00000    
  0.251186E-03   26.7910       2.23748       2.85916       2.22141       2.85053      0.160731E-01  0.863037E-02   5.07194       1.33182       1.33123       1.09375      0.889591      0.425549       0.00000    
  0.275420E-03   26.0603       2.18559       2.79072       2.16844       2.78150      0.171487E-01  0.921638E-02   4.94994       1.30261       1.30198       1.06747      0.865829      0.412060       0.00000    
  0.301992E-03   25.3398       2.13441       2.72325       2.11613       2.71342      0.182876E-01  0.983741E-02   4.82954       1.27375       1.27307       1.04151      0.842376      0.398836       0.00000    
  0.331127E-03   24.6348       2.08434       2.65724       2.06481       2.64673      0.195277E-01  0.105145E-01   4.71154       1.24542       1.24469       1.01605      0.819391      0.385994       0.00000    
  0.363073E-03   23.9376       2.03482       2.59195       2.01400       2.58073      0.208198E-01  0.112204E-01   4.59472       1.21736       1.21657      0.990822      0.796637      0.373336       0.00000    
  0.398101E-03   23.2551       1.98634       2.52802       1.96413       2.51604      0.222151E-01  0.119836E-01   4.48017       1.18980       1.18895      0.966066      0.774330      0.361028       0.00000    
  0.436509E-03   22.5852       1.93877       2.46526       1.91506       2.45246      0.237047E-01  0.127993E-01   4.36752       1.16266       1.16174      0.941705      0.752403      0.349007       0.00000    
  0.478622E-03   21.9234       1.89176       2.40322       1.86651       2.38957      0.252547E-01  0.136485E-01   4.25608       1.13579       1.13481      0.917594      0.730716      0.337167       0.00000    
  0.524798E-03   21.2807       1.84614       2.34294       1.81918       2.32835      0.269619E-01  0.145852E-01   4.14753       1.10957       1.10851      0.894088      0.709610      0.325754       0.00000    
  0.575429E-03   20.6470       1.80116       2.28347       1.77242       2.26790      0.287487E-01  0.155663E-01   4.04032       1.08364       1.08251      0.870860      0.688772      0.314534       0.00000    
  0.630945E-03   20.0246       1.75700       2.22502       1.72637       2.20841      0.306361E-01  0.166035E-01   3.93478       1.05809       1.05687      0.847985      0.668274      0.303557       0.00000    
  0.691816E-03   19.4192       1.71409       2.16811       1.68140       2.15038      0.326910E-01  0.177343E-01   3.83178       1.03311       1.03180      0.825642      0.648291      0.292941       0.00000    
  0.758561E-03   18.8220       1.67178       2.11194       1.63695       2.09303      0.348308E-01  0.189126E-01   3.72998       1.00840       1.00699      0.803551      0.628552      0.282495       0.00000    
  0.831745E-03   18.2398       1.63058       2.05714       1.59345       2.03696      0.371346E-01  0.201825E-01   3.63040      0.984179      0.982664      0.781930      0.609268      0.272363       0.00000    
  0.911989E-03   17.6707       1.59036       2.00351       1.55076       1.98197      0.395945E-01  0.215399E-01   3.53273      0.960387      0.958761      0.760710      0.590375      0.262497       0.00000    
  0.999975E-03   17.1096       1.55073       1.95060       1.50858       1.92765      0.421523E-01  0.229522E-01   3.43623      0.936858      0.935115      0.739739      0.571723      0.252795       0.00000    
  0.109645E-02   16.5671       1.51252       1.89937       1.46757       1.87487      0.449591E-01  0.245041E-01   3.34244      0.913935      0.912062      0.719341      0.553630      0.243467       0.00000    
  0.120223E-02   16.0335       1.47500       1.84895       1.42710       1.82282      0.478978E-01  0.261301E-01   3.24992      0.891297      0.889289      0.699214      0.535804      0.234317       0.00000    
  0.131822E-02   15.5104       1.43828       1.79947       1.38729       1.77163      0.509932E-01  0.278442E-01   3.15892      0.868998      0.866846      0.679409      0.518293      0.225376       0.00000    
  0.144540E-02   15.0037       1.40286       1.75148       1.34849       1.72177      0.543607E-01  0.297112E-01   3.07027      0.847223      0.844914      0.660102      0.501272      0.216757       0.00000    
  0.158485E-02   14.5046       1.36803       1.70418       1.31016       1.67252      0.578635E-01  0.316544E-01   2.98269      0.825687      0.823214      0.641023      0.484478      0.208286       0.00000    
  0.173775E-02   14.0192       1.33430       1.65812       1.27268       1.62438      0.616210E-01  0.337410E-01   2.89705      0.804584      0.801935      0.622359      0.468093      0.200082       0.00000    
  0.190540E-02   13.5458       1.30156       1.61316       1.23593       1.57719      0.656304E-01  0.359697E-01   2.81312      0.783860      0.781022      0.604057      0.452069      0.192113       0.00000    
  0.208923E-02   13.0798       1.26942       1.56887       1.19963       1.53059      0.697945E-01  0.382855E-01   2.73021      0.763363      0.760328      0.585973      0.436262      0.184285       0.00000    
  0.229079E-02   12.6302       1.23866       1.52609       1.16432       1.48527      0.743419E-01  0.408175E-01   2.64959      0.743374      0.740123      0.568377      0.420946      0.176772       0.00000    
  0.251180E-02   12.1887       1.20860       1.48406       1.12950       1.44059      0.791013E-01  0.434693E-01   2.57009      0.723631      0.720154      0.551020      0.405871      0.169416       0.00000    
  0.275413E-02   11.7563       1.17932       1.44286       1.09523       1.39661      0.840971E-01  0.462545E-01   2.49184      0.704163      0.700449      0.533928      0.391064      0.162232       0.00000    
  0.301984E-02   11.3385       1.15134       1.40302       1.06182       1.35374      0.895194E-01  0.492807E-01   2.41557      0.685131      0.681157      0.517261      0.376691      0.155326       0.00000    
  0.331118E-02   10.9272       1.12395       1.36380       1.02880       1.31138      0.951492E-01  0.524241E-01   2.34018      0.666293      0.662049      0.500782      0.362512      0.148544       0.00000    
  0.363064E-02   10.5274       1.09763       1.32566      0.996472       1.26988      0.101159      0.557825E-01   2.26635      0.647794      0.643263      0.484636      0.348677      0.141983       0.00000    
  0.398091E-02   10.1383       1.07231       1.28854      0.964757       1.22918      0.107558      0.593603E-01   2.19393      0.629600      0.624762      0.468791      0.335157      0.135623       0.00000    
  0.436498E-02   9.75528       1.04759       1.25200      0.933404       1.18893      0.114190      0.630701E-01   2.12233      0.611584      0.606426      0.453121      0.321820      0.129381       0.00000    
  0.478610E-02   9.38593       1.02423       1.21678      0.902842       1.14968      0.121383      0.670967E-01   2.05252      0.593952      0.588448      0.437835      0.308891      0.123399       0.00000    
  0.524785E-02   9.02355       1.00158       1.18224      0.872682       1.11094      0.128897      0.713045E-01   1.98362      0.576511      0.570646      0.422742      0.296170      0.117551       0.00000    
  0.575415E-02   8.66848      0.979690       1.14843      0.842943       1.07273      0.136748      0.757022E-01   1.91567      0.559273      0.553030      0.407853      0.283670      0.111843       0.00000    
  0.630929E-02   8.32560      0.959124       1.11584      0.813900       1.03538      0.145224      0.804524E-01   1.84928      0.542362      0.535712      0.393300      0.271538      0.106371       0.00000    
  0.691799E-02   7.98804      0.939158       1.08379      0.785162      0.998417      0.153996      0.853690E-01   1.78358      0.525592      0.518520      0.378894      0.259570      0.101003       0.00000    
  0.758542E-02   7.65969      0.920243       1.05268      0.756948      0.962100      0.163294      0.905812E-01   1.71905      0.509063      0.501545      0.364740      0.247885      0.958151E-01   0.00000    
  0.831724E-02   7.34002      0.902370       1.02249      0.729229      0.926390      0.173141      0.961006E-01   1.65562      0.492757      0.484768      0.350823      0.236472      0.907998E-01   0.00000    
  0.911966E-02   7.02485      0.885065      0.992788      0.701765      0.890993      0.183300      0.101795       1.59276      0.476564      0.468089      0.337029      0.225201      0.858748E-01   0.00000    
