   6464.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   79.9032       6.09116       8.57117       6.07850       8.56438      0.126641E-01  0.679073E-02   14.6429       3.27980       3.27938       3.02053       2.79870       2.26447       0.00000    
  0.109648E-03   77.0489       5.90800       8.30581       5.89454       8.29858      0.134601E-01  0.722226E-02   14.1931       3.18491       3.18446       2.92883       2.70963       2.18530       0.00000    
  0.120226E-03   74.3165       5.73117       8.04999       5.71684       8.04229      0.143363E-01  0.769779E-02   13.7591       3.09319       3.09270       2.84023       2.62365       2.10936       0.00000    
  0.131825E-03   71.6335       5.55697       7.79810       5.54172       7.78991      0.152490E-01  0.819337E-02   13.3316       3.00278       3.00225       2.75293       2.53895       2.03473       0.00000    
  0.144543E-03   69.0214       5.38653       7.55185       5.37032       7.54314      0.162139E-01  0.871765E-02   12.9135       2.91424       2.91368       2.66747       2.45608       1.96199       0.00000    
  0.158489E-03   66.5049       5.22128       7.31332       5.20402       7.30404      0.172582E-01  0.928553E-02   12.5081       2.82829       2.82769       2.58455       2.37573       1.89180       0.00000    
  0.173779E-03   64.0351       5.05859       7.07858       5.04024       7.06871      0.183436E-01  0.987614E-02   12.1089       2.74362       2.74297       2.50289       2.29663       1.82285       0.00000    
  0.190545E-03   61.6548       4.90084       6.85116       4.88132       6.84065      0.195127E-01  0.105128E-01   11.7220       2.66140       2.66070       2.42365       2.21992       1.75630       0.00000    
  0.208928E-03   59.3435       4.74696       6.62944       4.72621       6.61825      0.207544E-01  0.111894E-01   11.3445       2.58111       2.58036       2.34630       2.14510       1.69159       0.00000    
  0.229085E-03   57.0770       4.59560       6.41142       4.57356       6.39952      0.220434E-01  0.118922E-01   10.9731       2.50207       2.50126       2.27018       2.07149       1.62808       0.00000    
  0.251186E-03   54.9157       4.45024       6.20219       4.42679       6.18953      0.234577E-01  0.126641E-01   10.6163       2.42600       2.42514       2.19698       2.00079       1.56741       0.00000    
  0.275420E-03   52.7990       4.30747       5.99672       4.28253       5.98325      0.249317E-01  0.134690E-01   10.2658       2.35121       2.35028       2.12504       1.93133       1.50793       0.00000    
  0.301992E-03   50.7421       4.16815       5.79630       4.14167       5.78198      0.264862E-01  0.143183E-01   9.92365       2.27812       2.27713       2.05479       1.86354       1.45006       0.00000    
  0.331127E-03   48.7689       4.03375       5.60301       4.00558       5.58777      0.281680E-01  0.152381E-01   9.59336       2.20746       2.20640       1.98692       1.79812       1.39445       0.00000    
  0.363073E-03   46.8357       3.90171       5.41313       3.87179       5.39694      0.299150E-01  0.161940E-01   9.26873       2.13796       2.13683       1.92019       1.73383       1.33992       0.00000    
  0.398101E-03   44.9771       3.77410       5.22966       3.74231       5.21244      0.317906E-01  0.172210E-01   8.95475       2.07064       2.06942       1.85561       1.67167       1.28741       0.00000    
  0.436509E-03   43.1783       3.65009       5.05136       3.61631       5.03305      0.337827E-01  0.183126E-01   8.64936       2.00508       2.00377       1.79277       1.61123       1.23651       0.00000    
  0.478622E-03   41.4171       3.52835       4.87633       3.49250       4.85688      0.358492E-01  0.194455E-01   8.34938       1.94063       1.93923       1.73101       1.55187       1.18664       0.00000    
  0.524798E-03   39.7428       3.41190       4.70887       3.37379       4.68818      0.381077E-01  0.206849E-01   8.06197       1.87876       1.87726       1.67180       1.49504       1.13912       0.00000    
  0.575429E-03   38.1070       3.29782       4.54478       3.25736       4.52280      0.404624E-01  0.219777E-01   7.78016       1.81803       1.81643       1.61372       1.43933       1.09265       0.00000    
  0.630945E-03   36.5196       3.18673       4.38495       3.14379       4.36161      0.429386E-01  0.233380E-01   7.50540       1.75875       1.75704       1.55706       1.38503       1.04750       0.00000    
  0.691816E-03   35.0027       3.08004       4.23136       3.03442       4.20655      0.456151E-01  0.248096E-01   7.24097       1.70160       1.69977       1.50250       1.33282       1.00428       0.00000    
  0.758561E-03   33.5187       2.97541       4.08069       2.92701       4.05435      0.483924E-01  0.263372E-01   6.98136       1.64543       1.64348       1.44892       1.28158      0.961946       0.00000    
