* info from hepdata:                     
*REACtion       = muon Fe --> muon X                                
*Experiment  = NuTeV-2002                   
*REFerence      = Phys.Rev. D74 (2006) 012008
*Additional info: Precise measurement of neutrino and anti-neutrino differential cross sections.
*
&Data
	 Name = 'NuTeV nu Fe DIS'
     Reaction = 'neutrino+p CC'

         NDATA = 1163

         NColumn = 16
     ColumnType = 2*'Bin', 'Dummy','Bin',2*'Dummy',5*'Dummy','Sigma', 4*'Error'   
     ColumnName = 'Q2','x','ignore','y', 'ignore','ignore','ignore','ignore','ignore','ignore','ignore','reduced x-section','stat','ignore','uncor','ignore'
	 
	 Percent = 4*False
 
         NInfo 	  = 6
         DataInfo =  -1., 0.,        0.,	56, 26.0, 0.
	 CInfo 	  = 'e charge',	'reduced', 'e polarity', 'A1', 'Z1', 'ratio'
	 IndexDataset = 1051
&End
&PlotDesc
   PlotN = 10 
   PlotDefColumn = 'x'
   PlotVarColumn = 'Q2'
   PlotDefValue = 0.045, 0.08, 0.125, 0.175, 0.225, 0.275, 0.35, 0.45, 0.55, 0.65
   PlotOptions(1)  = 'Experiment:NuTev p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 0.75  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:NuTeV p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 1.25  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:NuTeV p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 1.75  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:NuTeV p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 2.5  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(5)  = 'Experiment:NuTeV p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 3.5 @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(6)  = 'Experiment:NuTeV p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 4.5 @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(7)  = 'Experiment:NuTeV p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 5.5  @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(8)  = 'Experiment:NuTeV p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 7  @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(9)  = 'Experiment:NuTeV p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 9 @Ymin:0.01@Ymax:200.@Xlog@Ylog'
   PlotOptions(10)  = 'Experiment:NuTeV p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 11.5 @Ymin:0.01@Ymax:200.@Xlog@Ylog'
&End
*Q2	    x	  E	      y	ylow	yhigh	       sigma	dy+	dy-	dy+	dy-	                  sigma [pb]				
278.94	0.65	305.0	0.75	0.75	0.75	0.0894	0.0276	-0.0276	0.0602	-0.0602	0.27267	0.08418	-0.08418	0.18361	-0.18361
269.49	0.65	340.0	0.65	0.65	0.65	0.1466	0.0372	-0.0372	0.0272	-0.0272	0.49844	0.12648	-0.12648	0.09248	-0.09248
263.11	0.55	340.0	0.75	0.75	0.75	0.208	0.0571	-0.0571	0.0244	-0.0244	0.7072	0.19414	-0.19414	0.08296	-0.08296
251.50	0.75	275.0	0.65	0.65	0.65	0.0332	0.0085	-0.0085	0.0072	-0.0072	0.0913	0.023375	-0.023375	0.0198	-0.0198
251.50	0.65	275.0	0.75	0.75	0.75	0.0992	0.0217	-0.0217	0.0143	-0.0143	0.2728	0.059675	-0.059675	0.039325	-0.039325
243.97	0.45	340.0	0.85	0.85	0.85	0.3278	0.0931	-0.0931	0.0615	-0.0615	1.11452	0.31654	-0.31654	0.2091	-0.2091
241.75	0.65	305.0	0.65	0.65	0.65	0.092	0.0207	-0.0207	0.0199	-0.0199	0.2806	0.063135	-0.063135	0.060695	-0.060695
236.02	0.75	305.0	0.55	0.55	0.55	0.0332	0.0099	-0.0099	0.0113	-0.0113	0.10126	0.030195	-0.030195	0.034465	-0.034465
236.02	0.55	305.0	0.75	0.75	0.75	0.1688	0.0368	-0.0368	0.0218	-0.0218	0.51484	0.11224	-0.11224	0.06649	-0.06649
228.03	0.55	340.0	0.65	0.65	0.65	0.1528	0.045	-0.045	0.0353	-0.0353	0.51952	0.153	-0.153	0.12002	-0.12002
224.06	0.75	245.0	0.65	0.65	0.65	0.0247	0.0056	-0.0056	0.0044	-0.0044	0.060515	0.01372	-0.01372	0.01078	-0.01078
224.06	0.65	245.0	0.75	0.75	0.75	0.0956	0.0163	-0.0163	0.006	-0.006	0.23422	0.039935	-0.039935	0.0147	-0.0147
218.86	0.45	305.0	0.85	0.85	0.85	0.1666	0.0468	-0.0468	0.0251	-0.0251	0.50813	0.14274	-0.14274	0.076555	-0.076555
217.97	0.65	275.0	0.65	0.65	0.65	0.1006	0.0164	-0.0164	0.0132	-0.0132	0.27665	0.0451	-0.0451	0.0363	-0.0363
215.27	0.45	340.0	0.75	0.75	0.75	0.29	0.0681	-0.0681	0.0519	-0.0519	0.986	0.23154	-0.23154	0.17646	-0.17646
212.81	0.75	275.0	0.55	0.55	0.55	0.0322	0.0069	-0.0069	0.004	-0.004	0.08855	0.018975	-0.018975	0.011	-0.011
212.81	0.55	275.0	0.75	0.75	0.75	0.2038	0.0305	-0.0305	0.0212	-0.0212	0.56045	0.083875	-0.083875	0.0583	-0.0583
204.55	0.65	305.0	0.55	0.55	0.55	0.1411	0.0245	-0.0245	0.0255	-0.0255	0.430355	0.074725	-0.074725	0.077775	-0.077775
204.55	0.55	305.0	0.65	0.65	0.65	0.176	0.0314	-0.0314	0.0288	-0.0288	0.5368	0.09577	-0.09577	0.08784	-0.08784
197.33	0.45	275.0	0.85	0.85	0.85	0.3433	0.0548	-0.0548	0.0244	-0.0244	0.944075	0.1507	-0.1507	0.0671	-0.0671
196.63	0.75	215.0	0.65	0.65	0.65	0.0341	0.0061	-0.0061	0.0042	-0.0042	0.073315	0.013115	-0.013115	0.00903	-0.00903
196.63	0.65	215.0	0.75	0.75	0.75	0.1003	0.0155	-0.0155	0.0512	-0.0512	0.215645	0.033325	-0.033325	0.11008	-0.11008
194.19	0.65	245.0	0.65	0.65	0.65	0.1024	0.0131	-0.0131	0.0063	-0.0063	0.25088	0.032095	-0.032095	0.015435	-0.015435
193.11	0.75	305.0	0.45	0.45	0.45	0.0264	0.0068	-0.0068	0.0067	-0.0067	0.08052	0.02074	-0.02074	0.020435	-0.020435
193.11	0.45	305.0	0.75	0.75	0.75	0.3957	0.0552	-0.0552	0.0545	-0.0545	1.206885	0.16836	-0.16836	0.166225	-0.166225
192.95	0.55	340.0	0.55	0.55	0.55	0.227	0.046	-0.046	0.0335	-0.0335	0.7718	0.1564	-0.1564	0.1139	-0.1139
189.76	0.35	340.0	0.85	0.85	0.85	0.6594	0.1224	-0.1224	0.1201	-0.1201	2.24196	0.41616	-0.41616	0.40834	-0.40834
189.59	0.75	245.0	0.55	0.55	0.55	0.0357	0.0057	-0.0057	0.0038	-0.0038	0.087465	0.013965	-0.013965	0.00931	-0.00931
189.59	0.55	245.0	0.75	0.75	0.75	0.2322	0.0244	-0.0244	0.0172	-0.0172	0.56889	0.05978	-0.05978	0.04214	-0.04214
186.57	0.65	340.0	0.45	0.45	0.45	0.072	0.0204	-0.0204	0.0154	-0.0154	0.2448	0.06936	-0.06936	0.05236	-0.05236
186.57	0.45	340.0	0.65	0.65	0.65	0.3377	0.0626	-0.0626	0.0385	-0.0385	1.14818	0.21284	-0.21284	0.1309	-0.1309
184.43	0.65	275.0	0.55	0.55	0.55	0.1	0.014	-0.014	0.0076	-0.0076	0.275	0.0385	-0.0385	0.0209	-0.0209
184.43	0.55	275.0	0.65	0.65	0.65	0.1944	0.024	-0.024	0.0069	-0.0069	0.5346	0.066	-0.066	0.018975	-0.018975
174.12	0.75	275.0	0.45	0.45	0.45	0.0265	0.0052	-0.0052	0.0047	-0.0047	0.072875	0.0143	-0.0143	0.012925	-0.012925
174.12	0.45	275.0	0.75	0.75	0.75	0.4766	0.0447	-0.0447	0.0462	-0.0462	1.31065	0.122925	-0.122925	0.12705	-0.12705
173.76	0.75	190.0	0.65	0.65	0.65	0.0277	0.0069	-0.0069	0.0054	-0.0054	0.05263	0.01311	-0.01311	0.01026	-0.01026
173.08	0.55	305.0	0.55	0.55	0.55	0.1743	0.0287	-0.0287	0.0309	-0.0309	0.531615	0.087535	-0.087535	0.094245	-0.094245
170.41	0.65	215.0	0.65	0.65	0.65	0.1137	0.0127	-0.0127	0.0064	-0.0064	0.244455	0.027305	-0.027305	0.01376	-0.01376
170.22	0.35	305.0	0.85	0.85	0.85	0.748	0.0888	-0.0888	0.1009	-0.1009	2.2814	0.27084	-0.27084	0.307745	-0.307745
167.43	0.35	340.0	0.75	0.75	0.75	0.6461	0.0991	-0.0991	0.1216	-0.1216	2.19674	0.33694	-0.33694	0.41344	-0.41344
167.36	0.65	305.0	0.45	0.45	0.45	0.1115	0.0181	-0.0181	0.0097	-0.0097	0.340075	0.055205	-0.055205	0.029585	-0.029585
167.36	0.45	305.0	0.65	0.65	0.65	0.3737	0.044	-0.044	0.0271	-0.0271	1.139785	0.1342	-0.1342	0.082655	-0.082655
166.38	0.75	215.0	0.55	0.55	0.55	0.0368	0.0053	-0.0053	0.002	-0.002	0.07912	0.011395	-0.011395	0.0043	-0.0043
166.38	0.55	215.0	0.75	0.75	0.75	0.2427	0.0226	-0.0226	0.018	-0.018	0.521805	0.04859	-0.04859	0.0387	-0.0387
164.31	0.65	245.0	0.55	0.55	0.55	0.0945	0.0105	-0.0105	0.0098	-0.0098	0.231525	0.025725	-0.025725	0.02401	-0.02401
164.31	0.55	245.0	0.65	0.65	0.65	0.218	0.0186	-0.0186	0.0084	-0.0084	0.5341	0.04557	-0.04557	0.02058	-0.02058
157.87	0.55	340.0	0.45	0.45	0.45	0.1863	0.0357	-0.0357	0.0276	-0.0276	0.63342	0.12138	-0.12138	0.09384	-0.09384
157.87	0.45	340.0	0.55	0.55	0.55	0.4914	0.0702	-0.0702	0.0784	-0.0784	1.67076	0.23868	-0.23868	0.26656	-0.26656
156.06	0.55	275.0	0.55	0.55	0.55	0.23	0.0226	-0.0226	0.0106	-0.0106	0.6325	0.06215	-0.06215	0.02915	-0.02915
155.47	0.75	170.0	0.65	0.65	0.65	0.0237	0.0073	-0.0073	0.0039	-0.0039	0.04029	0.01241	-0.01241	0.00663	-0.00663
155.12	0.75	245.0	0.45	0.45	0.45	0.0358	0.005	-0.005	0.004	-0.004	0.08771	0.01225	-0.01225	0.0098	-0.0098
155.12	0.45	245.0	0.75	0.75	0.75	0.4737	0.0328	-0.0328	0.0236	-0.0236	1.160565	0.08036	-0.08036	0.05782	-0.05782
153.48	0.35	275.0	0.85	0.85	0.85	0.8005	0.0671	-0.0671	0.0405	-0.0405	2.201375	0.184525	-0.184525	0.111375	-0.111375
150.90	0.65	275.0	0.45	0.45	0.45	0.082	0.0115	-0.0115	0.0116	-0.0116	0.2255	0.031625	-0.031625	0.0319	-0.0319
150.90	0.45	275.0	0.65	0.65	0.65	0.4544	0.036	-0.036	0.0285	-0.0285	1.2496	0.099	-0.099	0.078375	-0.078375
