* info from hepdata:                     
*REACtion       = muon Fe --> muon X                                
*Experiment  = NuTeV-2002                   
*REFerence      = Phys.Rev. D74 (2006) 012008
*Additional info: Precise measurement of neutrino and anti-neutrino differential cross sections.
*
*
&Data
	 Name = 'NuTeV nubar Fe DIS'
     Reaction = 'antineutrino+p CC'

         NDATA = 958

         NColumn = 16
     ColumnType = 2*'Bin', 'Dummy','Bin',2*'Dummy',5*'Dummy','Sigma', 4*'Error'   
     ColumnName = 'Q2','x','ignore','y', 'ignore','ignore','ignore','ignore','ignore','ignore','ignore','reduced x-section','stat','ignore','uncor','ignore'
	 
	 Percent = 4*False
 
         NInfo 	  = 6
         DataInfo =  -1., 0.,        0.,	56, 26.0, 0.
	 CInfo 	  = 'e charge',	'reduced', 'e polarity', 'A1', 'Z1', 'ratio'
	 IndexDataset = 1051
&End
&PlotDesc
   PlotN = 10 
   PlotDefColumn = 'x'
   PlotVarColumn = 'Q2'
   PlotDefValue = 0.045, 0.08, 0.125, 0.175, 0.225, 0.275, 0.35, 0.45, 0.55, 0.65
   PlotOptions(1)  = 'Experiment:NuTeV antineutrino p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 0.75  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:NuTeV antineutrino p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 1.25  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:NuTeV antineutrino p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 1.75  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:NuTeV antineutrino p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 2.5  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(5)  = 'Experiment:NuTeV antineutrino p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 3.5 @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(6)  = 'Experiment:NuTeV antineutrino p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 4.5 @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(7)  = 'Experiment:NuTeV antineutrino p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 5.5  @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(8)  = 'Experiment:NuTeV antineutrino p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 7  @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(9)  = 'Experiment:NuTeV antineutrino p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 9 @Ymin:0.01@Ymax:200.@Xlog@Ylog'
   PlotOptions(10)  = 'Experiment:NuTeV antineutrino p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 11.5 @Ymin:0.01@Ymax:200.@Xlog@Ylog'
&End
*Q2	    x	  E	      y	ylow	yhigh	       sigma	dy+	dy-	dy+	dy-	                  sigma [pb]				
144.194	0.65	215.0	0.55	0.55	0.55	0.03	0.0085	-0.0085	0.0046	-0.0046	0.0645	0.018275	-0.018275	0.00989	-0.00989
144.194	0.55	215.0	0.65	0.65	0.65	0.0422	0.0115	-0.0115	0.0063	-0.0063	0.09073	0.024725	-0.024725	0.013545	-0.013545
139.035	0.55	245.0	0.55	0.55	0.55	0.092	0.0193	-0.0193	0.0049	-0.0049	0.2254	0.047285	-0.047285	0.012005	-0.012005
136.127	0.45	215.0	0.75	0.75	0.75	0.0411	0.0126	-0.0126	0.0355	-0.0355	0.088365	0.02709	-0.02709	0.076325	-0.076325
134.439	0.65	245.0	0.45	0.45	0.45	0.0331	0.009	-0.009	0.0053	-0.0053	0.081095	0.02205	-0.02205	0.012985	-0.012985
134.439	0.45	245.0	0.65	0.65	0.65	0.0544	0.0147	-0.0147	0.0108	-0.0108	0.13328	0.036015	-0.036015	0.02646	-0.02646
127.685	0.55	275.0	0.45	0.45	0.45	0.0599	0.0176	-0.0176	0.0089	-0.0089	0.164725	0.0484	-0.0484	0.024475	-0.024475
127.685	0.45	275.0	0.55	0.55	0.55	0.1074	0.0283	-0.0283	0.0265	-0.0265	0.29535	0.077825	-0.077825	0.072875	-0.072875
122.010	0.55	215.0	0.55	0.55	0.55	0.05	0.0111	-0.0111	0.0068	-0.0068	0.1075	0.023865	-0.023865	0.01462	-0.01462
120.650	0.35	245.0	0.75	0.75	0.75	0.0837	0.0186	-0.0186	0.0058	-0.0058	0.205065	0.04557	-0.04557	0.01421	-0.01421
117.977	0.65	215.0	0.45	0.45	0.45	0.0284	0.0072	-0.0072	0.008	-0.008	0.06106	0.01548	-0.01548	0.0172	-0.0172
117.977	0.45	215.0	0.65	0.65	0.65	0.058	0.0128	-0.0128	0.0026	-0.0026	0.1247	0.02752	-0.02752	0.00559	-0.00559
115.866	0.45	305.0	0.45	0.45	0.45	0.1828	0.0544	-0.0544	0.0372	-0.0372	0.55754	0.16592	-0.16592	0.11346	-0.11346
113.756	0.55	245.0	0.45	0.45	0.45	0.0753	0.0153	-0.0153	0.0061	-0.0061	0.184485	0.037485	-0.037485	0.014945	-0.014945
113.756	0.45	245.0	0.55	0.55	0.55	0.1019	0.019	-0.019	0.0068	-0.0068	0.249655	0.04655	-0.04655	0.01666	-0.01666
105.877	0.75	215.0	0.35	0.35	0.35	0.0169	0.0047	-0.0047	0.002	-0.002	0.036335	0.010105	-0.010105	0.0043	-0.0043
105.877	0.35	215.0	0.75	0.75	0.75	0.0725	0.015	-0.015	0.0075	-0.0075	0.155875	0.03225	-0.03225	0.016125	-0.016125
104.564	0.65	245.0	0.35	0.35	0.35	0.0779	0.0129	-0.0129	0.0054	-0.0054	0.190855	0.031605	-0.031605	0.01323	-0.01323
104.564	0.35	245.0	0.65	0.65	0.65	0.1151	0.0201	-0.0201	0.0079	-0.0079	0.281995	0.049245	-0.049245	0.019355	-0.019355
104.470	0.45	275.0	0.45	0.45	0.45	0.1193	0.0272	-0.0272	0.0122	-0.0122	0.328075	0.0748	-0.0748	0.03355	-0.03355
104.259	0.65	190.0	0.45	0.45	0.45	0.0391	0.0099	-0.0099	0.0068	-0.0068	0.07429	0.01881	-0.01881	0.01292	-0.01292
104.259	0.45	190.0	0.65	0.65	0.65	0.0776	0.0161	-0.0161	0.0076	-0.0076	0.14744	0.03059	-0.03059	0.01444	-0.01444
99.827	0.55	215.0	0.45	0.45	0.45	0.0709	0.0125	-0.0125	0.005	-0.005	0.152435	0.026875	-0.026875	0.01075	-0.01075
99.827	0.45	215.0	0.55	0.55	0.55	0.1012	0.0155	-0.0155	0.0087	-0.0087	0.21758	0.033325	-0.033325	0.018705	-0.018705
99.311	0.55	275.0	0.35	0.35	0.35	0.128	0.0268	-0.0268	0.023	-0.023	0.352	0.0737	-0.0737	0.06325	-0.06325
