   100.000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   32.8361       2.73044       3.53216       2.72188       3.52962      0.855690E-02  0.253733E-02   6.25150       1.64655       1.64593       1.33705       1.07533      0.546636       0.00000    
  0.109648E-03   32.0405       2.67438       3.45711       2.66526       3.45438      0.912200E-02  0.272333E-02   6.11964       1.61491       1.61425       1.30906       1.05035      0.531075       0.00000    
  0.120226E-03   31.2608       2.61926       3.38343       2.60951       3.38050      0.974764E-02  0.293203E-02   5.99001       1.58375       1.58304       1.28150       1.02576      0.515956       0.00000    
  0.131825E-03   30.4880       2.56455       3.31034       2.55415       3.30718      0.104010E-01  0.315131E-02   5.86133       1.55281       1.55205       1.25412       1.00134      0.501021       0.00000    
  0.144543E-03   29.7249       2.51043       3.23809       2.49933       3.23470      0.110942E-01  0.338574E-02   5.73403       1.52217       1.52135       1.22700      0.977163      0.486348       0.00000    
  0.158489E-03   28.9757       2.45715       3.16703       2.44530       3.16338      0.118481E-01  0.364371E-02   5.60869       1.49196       1.49108       1.20027      0.953344      0.472038       0.00000    
  0.173779E-03   28.2334       2.40431       3.09657       2.39167       3.09265      0.126338E-01  0.391411E-02   5.48433       1.46197       1.46102       1.17373      0.929705      0.457906       0.00000    
  0.190545E-03   27.5047       2.35231       3.02728       2.33882       3.02307      0.134840E-01  0.420994E-02   5.36190       1.43240       1.43138       1.14757      0.906422      0.444120       0.00000    
  0.208928E-03   26.7869       2.30100       2.95894       2.28661       2.95441      0.143907E-01  0.452843E-02   5.24102       1.40318       1.40209       1.12172      0.883431      0.430606       0.00000    
  0.229085E-03   26.0762       2.25015       2.89121       2.23482       2.88635      0.153343E-01  0.486175E-02   5.12117       1.37419       1.37301       1.09607      0.860630      0.417269       0.00000    
  0.251186E-03   25.3829       2.20042       2.82500       2.18405       2.81976      0.163761E-01  0.523514E-02   5.00381       1.34575       1.34448       1.07092      0.838300      0.404356       0.00000    
  0.275420E-03   24.6973       2.15120       2.75945       2.13374       2.75382      0.174653E-01  0.562819E-02   4.88755       1.31755       1.31619       1.04600      0.816181      0.391627       0.00000    
  0.301992E-03   24.0220       2.10265       2.69479       2.08404       2.68874      0.186181E-01  0.604769E-02   4.77278       1.28969       1.28823       1.02137      0.794345      0.379145       0.00000    
  0.331127E-03   23.3617       2.05511       2.63144       2.03524       2.62493      0.198724E-01  0.651017E-02   4.66017       1.26231       1.26074      0.997179      0.772927      0.367015       0.00000    
  0.363073E-03   22.7086       2.00806       2.56873       1.98688       2.56174      0.211790E-01  0.699502E-02   4.54862       1.23516       1.23348      0.973203      0.751713      0.355056       0.00000    
  0.398101E-03   22.0695       1.96195       2.50724       1.93936       2.49971      0.225891E-01  0.752451E-02   4.43907       1.20847       1.20666      0.949637      0.730890      0.343417       0.00000    
  0.436509E-03   21.4418       1.91663       2.44675       1.89254       2.43866      0.240938E-01  0.809556E-02   4.33120       1.18214       1.18020      0.926413      0.710395      0.332042       0.00000    
  0.478622E-03   20.8215       1.87182       2.38691       1.84616       2.37821      0.256590E-01  0.869327E-02   4.22438       1.15606       1.15398      0.903405      0.690108      0.320832       0.00000    
  0.524798E-03   20.2185       1.82823       2.32859       1.80085       2.31923      0.273815E-01  0.936149E-02   4.12008       1.13053       1.12830      0.880916      0.670321      0.310013       0.00000    
  0.575429E-03   19.6234       1.78522       2.27098       1.75603       2.26091      0.291837E-01  0.100661E-01   4.01694       1.10527       1.10288      0.858665      0.650764      0.299370       0.00000    
  0.630945E-03   19.0385       1.74291       2.21425       1.71183       2.20343      0.310864E-01  0.108167E-01   3.91526       1.08033       1.07777      0.836714      0.631498      0.288950       0.00000    
  0.691816E-03   18.4686       1.70171       2.15886       1.66856       2.14721      0.331565E-01  0.116454E-01   3.81577       1.05588       1.05313      0.815218      0.612674      0.278861       0.00000    
  0.758561E-03   17.9059       1.66104       2.10411       1.62573       2.09159      0.353112E-01  0.125141E-01   3.71732       1.03167       1.02872      0.793939      0.594062      0.268928       0.00000    
  0.831745E-03   17.3565       1.62136       2.05054       1.58373       2.03708      0.376296E-01  0.134608E-01   3.62081       1.00789       1.00473      0.773061      0.575842      0.259284       0.00000    
  0.911989E-03   16.8186       1.58255       1.99800       1.54244       1.98351      0.401034E-01  0.144831E-01   3.52596      0.984482      0.981099      0.752528      0.557962      0.249885       0.00000    
  0.999975E-03   16.2877       1.54427       1.94608       1.50160       1.93053      0.426748E-01  0.155530E-01   3.43213      0.961303      0.957685      0.732209      0.540293      0.240637       0.00000    
  0.109645E-02   15.7733       1.50726       1.89565       1.46177       1.87890      0.454937E-01  0.167460E-01   3.34067      0.938655      0.934777      0.712387      0.523114      0.231736       0.00000    
  0.120223E-02   15.2667       1.47088       1.84592       1.42243       1.82791      0.484438E-01  0.180056E-01   3.25034      0.916260      0.912110      0.692801      0.506171      0.223001       0.00000    
  0.131822E-02   14.7694       1.43522       1.79703       1.38367       1.77768      0.515494E-01  0.193442E-01   3.16136      0.894165      0.889727      0.673496      0.489509      0.214460       0.00000    
  0.144540E-02   14.2867       1.40075       1.74946       1.34582       1.72863      0.549248E-01  0.208231E-01   3.07446      0.872535      0.867783      0.654629      0.473287      0.206221       0.00000    
  0.158485E-02   13.8107       1.36682       1.70250       1.30839       1.68013      0.584341E-01  0.223728E-01   2.98852      0.851120      0.846042      0.635965      0.457269      0.198122       0.00000    
  0.173775E-02   13.3470       1.33392       1.65667       1.27172       1.63261      0.621956E-01  0.240565E-01   2.90433      0.830095      0.824665      0.617669      0.441625      0.190275       0.00000    
  0.190540E-02   12.8942       1.30193       1.61183       1.23573       1.58596      0.662058E-01  0.258757E-01   2.82168      0.809413      0.803608      0.599699      0.426314      0.182650       0.00000    
  0.208923E-02   12.4479       1.27051       1.56760       1.20014       1.53983      0.703688E-01  0.277785E-01   2.73997      0.788938      0.782742      0.581926      0.411205      0.175159       0.00000    
  0.229079E-02   12.0166       1.24039       1.52476       1.16548       1.49487      0.749096E-01  0.298921E-01   2.66035      0.768927      0.762304      0.564597      0.396556      0.167970       0.00000    
  0.251180E-02   11.5928       1.21094       1.48262       1.13128       1.45049      0.796588E-01  0.321249E-01   2.58178      0.749146      0.742076      0.547487      0.382136      0.160930       0.00000    
  0.275413E-02   11.1772       1.18223       1.44125       1.09759       1.40676      0.846404E-01  0.344906E-01   2.50435      0.729619      0.722079      0.530623      0.367974      0.154057       0.00000    
  0.301984E-02   10.7752       1.15477       1.40116       1.06473       1.36406      0.900404E-01  0.371017E-01   2.42879      0.710501      0.702450      0.514154      0.354231      0.147453       0.00000    
  0.331118E-02   10.3792       1.12789       1.36165       1.03224       1.32182      0.956436E-01  0.398342E-01   2.35406      0.691565      0.682984      0.497863      0.340678      0.140971       0.00000    
  0.363064E-02   9.99420       1.10204       1.32319       1.00042       1.28040      0.101619      0.427906E-01   2.28081      0.672951      0.663805      0.481887      0.327466      0.134703       0.00000    
  0.398091E-02   9.61919       1.07717       1.28569      0.969197       1.23971      0.107973      0.459813E-01   2.20891      0.654629      0.644881      0.466199      0.314568      0.128633       0.00000    
  0.436498E-02   9.25008       1.05289       1.24878      0.938333       1.19946      0.114554      0.493135E-01   2.13780      0.636477      0.626106      0.450679      0.301856      0.122679       0.00000    
  0.478610E-02   8.89411       1.02994       1.21315      0.908254       1.16016      0.121681      0.529922E-01   2.06842      0.618696      0.607650      0.435531      0.289559      0.116981       0.00000    
  0.524785E-02   8.54496       1.00770       1.17822      0.878580       1.12134      0.129118      0.568741E-01   1.99992      0.601101      0.589353      0.420572      0.277478      0.111417       0.00000    
  0.575415E-02   8.20296      0.986211       1.14400      0.849329       1.08303      0.136882      0.609690E-01   1.93236      0.583704      0.571222      0.405813      0.265625      0.105992       0.00000    
  0.630929E-02   7.87308      0.966036       1.11102      0.820787       1.04555      0.145248      0.654700E-01   1.86633      0.566627      0.553356      0.391387      0.254160      0.100802       0.00000    
  0.691799E-02   7.54856      0.946455       1.07859      0.792556       1.00843      0.153899      0.701666E-01   1.80098      0.549688      0.535604      0.377107      0.242868      0.957156E-01   0.00000    
  0.758542E-02   7.23334      0.927918       1.04715      0.764863      0.971932      0.163055      0.752135E-01   1.73679      0.532987      0.518044      0.363078      0.231876      0.908099E-01   0.00000    
  0.831724E-02   6.92705      0.910414       1.01666      0.737678      0.936021      0.172735      0.806351E-01   1.67370      0.516503      0.500657      0.349287      0.221175      0.860769E-01   0.00000    
  0.911966E-02   6.62542      0.893472      0.986680      0.710758      0.900409      0.182713      0.862712E-01   1.61117      0.500130      0.483356      0.335618      0.210628      0.814345E-01   0.00000    
  0.999950E-02   6.33087      0.877557      0.957581      0.684232      0.865210      0.193325      0.923709E-01   1.54944      0.483907      0.466150      0.322127      0.200325      0.769323E-01   0.00000    
  0.109642E-01   6.04322      0.862374      0.929198      0.658093      0.830466      0.204281      0.987322E-01   1.48856      0.467848      0.449083      0.308821      0.190245      0.725625E-01   0.00000    
  0.120220E-01   5.76652      0.848429      0.902002      0.632565      0.796426      0.215864      0.105576       1.42899      0.452039      0.432218      0.295804      0.180526      0.684040E-01   0.00000    
  0.131819E-01   5.49740      0.835441      0.875693      0.607453      0.762848      0.227988      0.112845       1.37030      0.436388      0.415472      0.282983      0.171066      0.643936E-01   0.00000    
  0.144536E-01   5.23560      0.823388      0.850260      0.582740      0.729714      0.240648      0.120547       1.31245      0.420882      0.398836      0.270351      0.161858      0.605270E-01   0.00000    
  0.158481E-01   4.98045      0.812193      0.825638      0.558387      0.696978      0.253806      0.128660       1.25536      0.405502      0.382296      0.257891      0.152884      0.567914E-01   0.00000    
  0.173770E-01   4.73180      0.801843      0.801823      0.534384      0.664634      0.267459      0.137189       1.19902      0.390242      0.365849      0.245600      0.144142      0.531848E-01   0.00000    
  0.190535E-01   4.49011      0.792401      0.778891      0.510757      0.632711      0.281645      0.146179       1.14347      0.375105      0.349501      0.233493      0.135652      0.497173E-01   0.00000    
  0.208917E-01   4.25508      0.783823      0.756814      0.487488      0.601196      0.296336      0.155617       1.08868      0.360080      0.333248      0.221565      0.127408      0.463836E-01   0.00000    
  0.229073E-01   4.02611      0.776027      0.735529      0.464547      0.570062      0.311480      0.165466       1.03461      0.345154      0.317086      0.209804      0.119394      0.431730E-01   0.00000    
  0.251174E-01   3.80311      0.768985      0.715028      0.441931      0.539312      0.327054      0.175716      0.981243      0.330322      0.301016      0.198211      0.111609      0.400840E-01   0.00000    
  0.275406E-01   3.58654      0.762736      0.695377      0.419669      0.508993      0.343067      0.186384      0.928662      0.315591      0.285057      0.186809      0.104078      0.371274E-01   0.00000    
  0.301976E-01   3.37607      0.757207      0.676530      0.397748      0.479106      0.359459      0.197424      0.876854      0.300954      0.269213      0.175596      0.967943E-01  0.342973E-01   0.00000    
  0.331110E-01   3.17124      0.752309      0.658416      0.376149      0.449641      0.376160      0.208775      0.825790      0.286405      0.253490      0.164566      0.897441E-01  0.315848E-01   0.00000    
  0.363055E-01   2.97197      0.747992      0.641010      0.354876      0.420620      0.393116      0.220390      0.775495      0.271946      0.237902      0.153728      0.829298E-01  0.289890E-01   0.00000    
  0.398081E-01   2.77882      0.744250      0.624351      0.333970      0.392124      0.410280      0.232227      0.726094      0.257589      0.222487      0.143115      0.763806E-01  0.265216E-01   0.00000    
  0.436487E-01   2.59147      0.740981      0.608356      0.313425      0.364169      0.427556      0.244187      0.677594      0.243337      0.207262      0.132731      0.700883E-01  0.241760E-01   0.00000    
  0.478598E-01   2.40957      0.738084      0.592936      0.293233      0.336766      0.444851      0.256170      0.629999      0.229191      0.192244      0.122577      0.640425E-01  0.219447E-01   0.00000    
  0.524772E-01   2.23314      0.735480      0.578029      0.273410      0.309960      0.462071      0.268069      0.583370      0.215162      0.177464      0.112669      0.582473E-01  0.198273E-01   0.00000    
  0.575400E-01   2.06285      0.733094      0.563605      0.254018      0.283884      0.479076      0.279721      0.537902      0.201281      0.162990      0.103058      0.527371E-01  0.178363E-01   0.00000    
  0.630913E-01   1.89842      0.730798      0.549532      0.235058      0.258564      0.495740      0.290967      0.493622      0.187557      0.148850      0.937506E-01  0.475010E-01  0.159640E-01   0.00000    
  0.691782E-01   1.73964      0.728474      0.535682      0.216534      0.234029      0.511940      0.301653      0.450564      0.174004      0.135071      0.847541E-01  0.425303E-01  0.142040E-01   0.00000    
  0.758523E-01   1.58662      0.726005      0.521936      0.198475      0.210347      0.527530      0.311589      0.408822      0.160646      0.121700      0.760917E-01  0.378293E-01  0.125556E-01   0.00000    
  0.831703E-01   1.44022      0.723209      0.508134      0.180976      0.187711      0.542233      0.320423      0.368687      0.147540      0.108845      0.678342E-01  0.334361E-01  0.110317E-01   0.00000    
  0.911943E-01   1.30016      0.719937      0.494095      0.164039      0.166138      0.555898      0.327957      0.330177      0.134705      0.965320E-01  0.599833E-01  0.293341E-01  0.962266E-02   0.00000    
