   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -1.72840      0.601926      0.867868      0.598744      0.867391      0.318239E-02  0.477740E-03   1.46613      0.598744      0.598500      0.268891       0.00000       0.00000       0.00000    
  0.109648E-03  -1.55185      0.595134      0.857692      0.591710      0.857168      0.342324E-02  0.523857E-03   1.44888      0.591710      0.591446      0.265722       0.00000       0.00000       0.00000    
  0.120226E-03  -1.38582      0.588496      0.847701      0.584802      0.847123      0.369425E-02  0.577438E-03   1.43193      0.584802      0.584515      0.262608       0.00000       0.00000       0.00000    
  0.131825E-03  -1.22392      0.581924      0.837785      0.577944      0.837150      0.397934E-02  0.634618E-03   1.41509      0.577944      0.577634      0.259517       0.00000       0.00000       0.00000    
  0.144543E-03  -1.06791      0.575444      0.827977      0.571159      0.827280      0.428460E-02  0.696951E-03   1.39844      0.571159      0.570823      0.256457       0.00000       0.00000       0.00000    
  0.158489E-03  -.919606      0.569094      0.818315      0.564473      0.817547      0.462126E-02  0.767575E-03   1.38202      0.564473      0.564107      0.253440       0.00000       0.00000       0.00000    
  0.173779E-03  -.774998      0.562808      0.808724      0.557834      0.807882      0.497453E-02  0.842664E-03   1.36572      0.557834      0.557438      0.250443       0.00000       0.00000       0.00000    
  0.190545E-03  -.637375      0.556648      0.799272      0.551287      0.798345      0.536178E-02  0.927019E-03   1.34963      0.551287      0.550858      0.247487       0.00000       0.00000       0.00000    
  0.208928E-03  -.504975      0.550590      0.789927      0.544810      0.788907      0.577936E-02  0.101992E-02   1.33372      0.544810      0.544346      0.244561       0.00000       0.00000       0.00000    
  0.229085E-03  -.375958      0.544597      0.780652      0.538380      0.779533      0.621679E-02  0.111842E-02   1.31791      0.538380      0.537878      0.241655       0.00000       0.00000       0.00000    
  0.251186E-03  -.254698      0.538767      0.771543      0.532059      0.770310      0.670797E-02  0.123256E-02   1.30237      0.532059      0.531514      0.238796       0.00000       0.00000       0.00000    
  0.275420E-03  -.136635      0.533010      0.762505      0.525784      0.761150      0.722557E-02  0.135464E-02   1.28693      0.525784      0.525193      0.235956       0.00000       0.00000       0.00000    
  0.301992E-03  -.228688E-01  0.527350      0.753562      0.519571      0.752075      0.777870E-02  0.148740E-02   1.27165      0.519571      0.518932      0.233143       0.00000       0.00000       0.00000    
  0.331127E-03  0.850332E-01  0.521835      0.744756      0.513445      0.743118      0.838967E-02  0.163812E-02   1.25656      0.513445      0.512751      0.230367       0.00000       0.00000       0.00000    
  0.363073E-03  0.190180      0.516391      0.736016      0.507361      0.734217      0.903078E-02  0.179839E-02   1.24158      0.507361      0.506610      0.227607       0.00000       0.00000       0.00000    
  0.398101E-03  0.290211      0.511086      0.727399      0.501354      0.725421      0.973208E-02  0.197796E-02   1.22678      0.501354      0.500540      0.224880       0.00000       0.00000       0.00000    
  0.436509E-03  0.386244      0.505900      0.718883      0.495410      0.716707      0.104895E-01  0.217614E-02   1.21212      0.495410      0.494528      0.222179       0.00000       0.00000       0.00000    
  0.478622E-03  0.479757      0.500788      0.710432      0.489505      0.708046      0.112830E-01  0.238629E-02   1.19755      0.489505      0.488552      0.219494       0.00000       0.00000       0.00000    
  0.524798E-03  0.567571      0.495863      0.702131      0.483692      0.699502      0.121718E-01  0.262911E-02   1.18319      0.483692      0.482657      0.216846       0.00000       0.00000       0.00000    
  0.575429E-03  0.652912      0.491028      0.693899      0.477918      0.691010      0.131100E-01  0.288938E-02   1.16893      0.477918      0.476797      0.214213       0.00000       0.00000       0.00000    
