   6464.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.190530      0.281355      0.559721      0.288512      0.442143E-01  0.356539E-01  0.515507      0.252858      0.798682E-01  0.367349E-01  0.188124E-01  0.126505E-01  0.747941E-02  0.419098E-02   0.00000    
  0.208912      0.226674      0.532488      0.261649      0.354300E-01  0.271048E-01  0.497058      0.234544      0.625349E-01  0.297066E-01  0.142770E-01  0.962742E-02  0.572339E-02  0.320038E-02   0.00000    
  0.229067      0.179237      0.501933      0.234111      0.277692E-01  0.200372E-01  0.474164      0.214074      0.478065E-01  0.234981E-01  0.105256E-01  0.712677E-02  0.427111E-02  0.238491E-02   0.00000    
  0.251167      0.139001      0.467558      0.206099      0.212595E-01  0.143977E-01  0.446298      0.191701      0.356571E-01  0.181519E-01  0.753399E-02  0.512947E-02  0.310752E-02  0.173419E-02   0.00000    
  0.275399      0.105128      0.429379      0.177961      0.157931E-01  0.996625E-02  0.413586      0.167995      0.257594E-01  0.136071E-01  0.518783E-02  0.355801E-02  0.218605E-02  0.122042E-02   0.00000    
  0.301969      0.774607E-01  0.387171      0.150151      0.113651E-01  0.664583E-02  0.375806      0.143506      0.180110E-01  0.987849E-02  0.343624E-02  0.237833E-02  0.148664E-02  0.831258E-03   0.00000    
  0.331102      0.551173E-01  0.341428      0.123177      0.783955E-02  0.420949E-02  0.333588      0.118967      0.120490E-01  0.687490E-02  0.215767E-02  0.151079E-02  0.964654E-03  0.541026E-03   0.00000    
  0.363046      0.378146E-01  0.292621      0.977277E-01  0.517228E-02  0.253466E-02  0.287448      0.951930E-01  0.770694E-02  0.457502E-02  0.128546E-02  0.912630E-03  0.597255E-03  0.336575E-03   0.00000    
  0.398071      0.246533E-01  0.242030      0.743430E-01  0.320620E-02  0.141726E-02  0.238824      0.729257E-01  0.462346E-02  0.286098E-02  0.709112E-03  0.512196E-03  0.345214E-03  0.195950E-03   0.00000    
  0.436476      0.150067E-01  0.191099      0.536174E-01  0.183669E-02  0.720322E-03  0.189262      0.528971E-01  0.255702E-02  0.165490E-02  0.354868E-03  0.261337E-03  0.181797E-03  0.104118E-03   0.00000    
  0.478586      0.855794E-02  0.142258      0.363014E-01  0.968137E-03  0.334692E-03  0.141290      0.359667E-01  0.130283E-02  0.880144E-03  0.161657E-03  0.121909E-03  0.879936E-04  0.511257E-04   0.00000    
  0.524759      0.443354E-02  0.979640E-01  0.226091E-01  0.454148E-03  0.136355E-03  0.975099E-01  0.224727E-01  0.590503E-03  0.416689E-03  0.642950E-04  0.498381E-04  0.374593E-04  0.222214E-04   0.00000    
  0.575386      0.202166E-02  0.607271E-01  0.126061E-01  0.182504E-03  0.466780E-04  0.605446E-01  0.125594E-01  0.229182E-03  0.169087E-03  0.213750E-04  0.170925E-04  0.134169E-04  0.821057E-05   0.00000    
  0.630897      0.772676E-03  0.324922E-01  0.603405E-02  0.592268E-04  0.125415E-04  0.324330E-01  0.602151E-02  0.717683E-04  0.554635E-04  0.553886E-05  0.458187E-05  0.376332E-05  0.242077E-05   0.00000    
  0.691764      0.228159E-03  0.139929E-01  0.231220E-02  0.140616E-04  0.234245E-05  0.139788E-01  0.230986E-02  0.164041E-04  0.133352E-04  0.986474E-06  0.844494E-06  0.726427E-06  0.511484E-06   0.00000    
  0.758504      0.432060E-04  0.421340E-02  0.614762E-03  0.197136E-05  0.218222E-06  0.421143E-02  0.614543E-03  0.218958E-05  0.190441E-05  0.849361E-07  0.743728E-07  0.669484E-07  0.589133E-07   0.00000    
  0.831682      0.389904E-05  0.670286E-03  0.859348E-04  0.111338E-06  0.389663E-08  0.670175E-03  0.859309E-04  0.115235E-06  0.110671E-06  0.879362E-09  0.635490E-09  0.666682E-09  0.238178E-08   0.00000    
  0.911920      0.563526E-07  0.222528E-04  0.248286E-05  0.641522E-09  -.101638E-09  0.222522E-04  0.248296E-05  0.539884E-09  0.688726E-09  -.510834E-10  -.513968E-10  -.472043E-10  0.842637E-12   0.00000    
  0.999900      0.169386E-14  0.237956E-11  0.225027E-12  -.207056E-17  -.301245E-17  0.237956E-11  0.225030E-12  -.508301E-17  -.803664E-18  -.132673E-17  -.132673E-17  -.126690E-17  -.358987E-18   0.00000    
