   20.000000             101          13  9.99999975E-05  0.99989998    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.100000E-03   5.60879      0.360408      0.368969      0.360408      0.368969       0.00000       0.00000      0.729376      0.180489      0.180489      0.180489      0.179919      0.799098E-02
  0.109648E-03   5.49519      0.353120      0.361478      0.353120      0.361478       0.00000       0.00000      0.714598      0.176843      0.176843      0.176843      0.176276      0.779152E-02
  0.120226E-03   5.38446      0.346005      0.354167      0.346005      0.354167       0.00000       0.00000      0.700171      0.173284      0.173284      0.173284      0.172721      0.759820E-02
  0.131825E-03   5.27489      0.338960      0.346928      0.338960      0.346928       0.00000       0.00000      0.685888      0.169760      0.169760      0.169760      0.169200      0.740737E-02
  0.144543E-03   5.16699      0.332016      0.339794      0.332016      0.339794       0.00000       0.00000      0.671810      0.166287      0.166287      0.166287      0.165729      0.722009E-02
  0.158489E-03   5.06134      0.325209      0.332802      0.325209      0.332802       0.00000       0.00000      0.658011      0.162882      0.162882      0.162882      0.162327      0.703762E-02
  0.173779E-03   4.95680      0.318468      0.325879      0.318468      0.325879       0.00000       0.00000      0.644347      0.159511      0.159511      0.159511      0.158958      0.685749E-02
  0.190545E-03   4.85438      0.311857      0.319089      0.311857      0.319089       0.00000       0.00000      0.630946      0.156204      0.156204      0.156204      0.155653      0.668186E-02
  0.208928E-03   4.75361      0.305345      0.312403      0.305345      0.312403       0.00000       0.00000      0.617748      0.152947      0.152947      0.152947      0.152398      0.650970E-02
  0.229085E-03   4.65391      0.298898      0.305785      0.298898      0.305785       0.00000       0.00000      0.604683      0.149723      0.149723      0.149723      0.149175      0.633980E-02
  0.251186E-03   4.55675      0.292605      0.299327      0.292605      0.299327       0.00000       0.00000      0.591932      0.146576      0.146576      0.146576      0.146029      0.617522E-02
  0.275420E-03   4.46067      0.286379      0.292937      0.286379      0.292937       0.00000       0.00000      0.579316      0.143462      0.143462      0.143462      0.142916      0.601292E-02
  0.301992E-03   4.36606      0.280241      0.286640      0.280241      0.286640       0.00000       0.00000      0.566881      0.140393      0.140393      0.140393      0.139848      0.585367E-02
  0.331127E-03   4.27351      0.274229      0.280474      0.274229      0.280474       0.00000       0.00000      0.554703      0.137387      0.137387      0.137387      0.136842      0.569872E-02
  0.363073E-03   4.18196      0.268278      0.274370      0.268278      0.274370       0.00000       0.00000      0.542648      0.134412      0.134412      0.134412      0.133866      0.554583E-02
  0.398101E-03   4.09227      0.262441      0.268385      0.262441      0.268385       0.00000       0.00000      0.530827      0.131494      0.131494      0.131494      0.130947      0.539682E-02
  0.436509E-03   4.00411      0.256697      0.262497      0.256697      0.262497       0.00000       0.00000      0.519194      0.128623      0.128623      0.128623      0.128074      0.525093E-02
  0.478622E-03   3.91690      0.251012      0.256670      0.251012      0.256670       0.00000       0.00000      0.507682      0.125782      0.125782      0.125782      0.125230      0.510702E-02
  0.524798E-03   3.83194      0.245464      0.250987      0.245464      0.250987       0.00000       0.00000      0.496451      0.123010      0.123010      0.123010      0.122455      0.496772E-02
  0.575429E-03   3.74799      0.239979      0.245368      0.239979      0.245368       0.00000       0.00000      0.485346      0.120269      0.120269      0.120269      0.119710      0.483048E-02
  0.630945E-03   3.66531      0.234571      0.239830      0.234571      0.239830       0.00000       0.00000      0.474402      0.117567      0.117567      0.117567      0.117004      0.469584E-02
  0.691816E-03   3.58453      0.229280      0.234415      0.229280      0.234415       0.00000       0.00000      0.463695      0.114925      0.114925      0.114925      0.114356      0.456504E-02
  0.758561E-03   3.50463      0.224045      0.229056      0.224045      0.229056       0.00000       0.00000      0.453101      0.112310      0.112310      0.112310      0.111735      0.443604E-02
  0.831745E-03   3.42637      0.218910      0.223804      0.218910      0.223804       0.00000       0.00000      0.442714      0.109747      0.109747      0.109747      0.109164      0.431036E-02
  0.911989E-03   3.34951      0.213862      0.218642      0.213862      0.218642       0.00000       0.00000      0.432504      0.107227      0.107227      0.107227      0.106635      0.418749E-02
  0.999975E-03   3.27351      0.208867      0.213535      0.208867      0.213535       0.00000       0.00000      0.422403      0.104734      0.104734      0.104734      0.104133      0.406635E-02
  0.109645E-02   3.19948      0.203996      0.208558      0.203996      0.208558       0.00000       0.00000      0.412554      0.102304      0.102304      0.102304      0.101691      0.394916E-02
  0.120223E-02   3.12639      0.199182      0.203642      0.199182      0.203642       0.00000       0.00000      0.402825      0.999042E-01  0.999042E-01  0.999042E-01  0.992783E-01  0.383384E-02
  0.131822E-02   3.05440      0.194439      0.198799      0.194439      0.198799       0.00000       0.00000      0.393238      0.975392E-01  0.975392E-01  0.975392E-01  0.968993E-01  0.372073E-02
  0.144540E-02   2.98414      0.189803      0.194070      0.189803      0.194070       0.00000       0.00000      0.383873      0.952295E-01  0.952295E-01  0.952295E-01  0.945730E-01  0.361102E-02
  0.158485E-02   2.91466      0.185216      0.189394      0.185216      0.189394       0.00000       0.00000      0.374610      0.929453E-01  0.929453E-01  0.929453E-01  0.922711E-01  0.350288E-02
  0.173775E-02   2.84663      0.180721      0.184813      0.180721      0.184813       0.00000       0.00000      0.365534      0.907078E-01  0.907078E-01  0.907078E-01  0.900134E-01  0.339758E-02
  0.190540E-02   2.77987      0.176307      0.180318      0.176307      0.180318       0.00000       0.00000      0.356625      0.885118E-01  0.885118E-01  0.885118E-01  0.877949E-01  0.329478E-02
  0.208923E-02   2.71387      0.171941      0.175875      0.171941      0.175875       0.00000       0.00000      0.347816      0.863410E-01  0.863410E-01  0.863410E-01  0.855999E-01  0.319347E-02
  0.229079E-02   2.64960      0.167686      0.171551      0.167686      0.171551       0.00000       0.00000      0.339237      0.842276E-01  0.842276E-01  0.842276E-01  0.834584E-01  0.309555E-02
  0.251180E-02   2.58620      0.163487      0.167285      0.163487      0.167285       0.00000       0.00000      0.330772      0.821431E-01  0.821431E-01  0.821431E-01  0.813435E-01  0.299931E-02
  0.275413E-02   2.52375      0.159349      0.163086      0.159349      0.163086       0.00000       0.00000      0.322435      0.800907E-01  0.800907E-01  0.800907E-01  0.792582E-01  0.290492E-02
  0.301984E-02   2.46286      0.155313      0.158997      0.155313      0.158997       0.00000       0.00000      0.314309      0.780915E-01  0.780915E-01  0.780915E-01  0.772211E-01  0.281354E-02
  0.331118E-02   2.40267      0.151322      0.154957      0.151322      0.154957       0.00000       0.00000      0.306279      0.761166E-01  0.761166E-01  0.761166E-01  0.752059E-01  0.272352E-02
  0.363064E-02   2.34374      0.147415      0.151006      0.147415      0.151006       0.00000       0.00000      0.298421      0.741852E-01  0.741852E-01  0.741852E-01  0.732294E-01  0.263590E-02
  0.398091E-02   2.28595      0.143583      0.147140      0.143583      0.147140       0.00000       0.00000      0.290723      0.722946E-01  0.722946E-01  0.722946E-01  0.712888E-01  0.255049E-02
  0.436498E-02   2.22885      0.139798      0.143323      0.139798      0.143323       0.00000       0.00000      0.283121      0.704283E-01  0.704283E-01  0.704283E-01  0.693694E-01  0.246638E-02
  0.478610E-02   2.17325      0.136114      0.139619      0.136114      0.139619       0.00000       0.00000      0.275732      0.686168E-01  0.686168E-01  0.686168E-01  0.674970E-01  0.238514E-02
  0.524785E-02   2.11844      0.132484      0.135975      0.132484      0.135975       0.00000       0.00000      0.268458      0.668346E-01  0.668346E-01  0.668346E-01  0.656491E-01  0.230538E-02
  0.575415E-02   2.06445      0.128910      0.132394      0.128910      0.132394       0.00000       0.00000      0.261304      0.650832E-01  0.650832E-01  0.650832E-01  0.638270E-01  0.222719E-02
  0.630929E-02   2.01185      0.125434      0.128923      0.125434      0.128923       0.00000       0.00000      0.254357      0.633857E-01  0.633857E-01  0.633857E-01  0.620488E-01  0.215163E-02
  0.691799E-02   1.95988      0.122003      0.125503      0.122003      0.125503       0.00000       0.00000      0.247505      0.617127E-01  0.617127E-01  0.617127E-01  0.602900E-01  0.207723E-02
  0.758542E-02   1.90898      0.118648      0.122170      0.118648      0.122170       0.00000       0.00000      0.240818      0.600827E-01  0.600827E-01  0.600827E-01  0.585652E-01  0.200486E-02
  0.831724E-02   1.85913      0.115369      0.118926      0.115369      0.118926       0.00000       0.00000      0.234295      0.584958E-01  0.584958E-01  0.584958E-01  0.568731E-01  0.193442E-02
  0.911966E-02   1.81124      0.112225      0.115827      0.112225      0.115827       0.00000       0.00000      0.228052      0.569799E-01  0.569799E-01  0.569799E-01  0.552454E-01  0.186690E-02
  0.999950E-02   1.77700      0.109999      0.113682      0.109999      0.113682       0.00000       0.00000      0.223681      0.559320E-01  0.559320E-01  0.559320E-01  0.540668E-01  0.181808E-02
  0.109642E-01   1.73618      0.107340      0.111103      0.107340      0.111103       0.00000       0.00000      0.218443      0.546709E-01  0.546709E-01  0.546709E-01  0.526695E-01  0.176075E-02
  0.120220E-01   1.68934      0.104295      0.108141      0.104295      0.108141       0.00000       0.00000      0.212437      0.532227E-01  0.532227E-01  0.532227E-01  0.510723E-01  0.169593E-02
  0.131819E-01   1.64341      0.101322      0.105269      0.101322      0.105269       0.00000       0.00000      0.206591      0.518181E-01  0.518181E-01  0.518181E-01  0.495040E-01  0.163278E-02
  0.144536E-01   1.59835      0.984214E-01  0.102486      0.984214E-01  0.102486       0.00000       0.00000      0.200908      0.504575E-01  0.504575E-01  0.504575E-01  0.479638E-01  0.157125E-02
  0.158481E-01   1.55410      0.955881E-01  0.997887E-01  0.955881E-01  0.997887E-01   0.00000       0.00000      0.195377      0.491388E-01  0.491388E-01  0.491388E-01  0.464493E-01  0.151119E-02
  0.173770E-01   1.51062      0.928229E-01  0.971782E-01  0.928229E-01  0.971782E-01   0.00000       0.00000      0.190001      0.478628E-01  0.478628E-01  0.478628E-01  0.449601E-01  0.145256E-02
  0.190535E-01   1.46800      0.901333E-01  0.946658E-01  0.901333E-01  0.946658E-01   0.00000       0.00000      0.184799      0.466351E-01  0.466351E-01  0.466351E-01  0.434982E-01  0.139548E-02
  0.208917E-01   1.42618      0.875188E-01  0.922523E-01  0.875188E-01  0.922523E-01   0.00000       0.00000      0.179771      0.454562E-01  0.454562E-01  0.454562E-01  0.420626E-01  0.133988E-02
  0.229073E-01   1.38511      0.849754E-01  0.899341E-01  0.849754E-01  0.899341E-01   0.00000       0.00000      0.174910      0.443243E-01  0.443243E-01  0.443243E-01  0.406511E-01  0.128562E-02
  0.251174E-01   1.34476      0.825043E-01  0.877144E-01  0.825043E-01  0.877144E-01   0.00000       0.00000      0.170219      0.432409E-01  0.432409E-01  0.432409E-01  0.392634E-01  0.123269E-02
  0.275406E-01   1.30520      0.801146E-01  0.856074E-01  0.801146E-01  0.856074E-01   0.00000       0.00000      0.165722      0.422131E-01  0.422131E-01  0.422131E-01  0.379015E-01  0.118119E-02
  0.301976E-01   1.26638      0.778055E-01  0.836137E-01  0.778055E-01  0.836137E-01   0.00000       0.00000      0.161419      0.412414E-01  0.412414E-01  0.412414E-01  0.365642E-01  0.113103E-02
  0.331110E-01   1.22824      0.755739E-01  0.817310E-01  0.755739E-01  0.817310E-01   0.00000       0.00000      0.157305      0.403244E-01  0.403244E-01  0.403244E-01  0.352494E-01  0.108211E-02
  0.363055E-01   1.19078      0.734217E-01  0.799637E-01  0.734217E-01  0.799637E-01   0.00000       0.00000      0.153385      0.394647E-01  0.394647E-01  0.394647E-01  0.339570E-01  0.103440E-02
  0.398081E-01   1.15404      0.713602E-01  0.783307E-01  0.713602E-01  0.783307E-01   0.00000       0.00000      0.149691      0.386713E-01  0.386713E-01  0.386713E-01  0.326889E-01  0.988012E-03
  0.436487E-01   1.11798      0.693882E-01  0.768321E-01  0.693882E-01  0.768321E-01   0.00000       0.00000      0.146220      0.379446E-01  0.379446E-01  0.379446E-01  0.314435E-01  0.942847E-03
  0.478598E-01   1.08254      0.675034E-01  0.754670E-01  0.675034E-01  0.754670E-01   0.00000       0.00000      0.142970      0.372841E-01  0.372841E-01  0.372841E-01  0.302194E-01  0.898817E-03
  0.524772E-01   1.04772      0.657088E-01  0.742415E-01  0.657088E-01  0.742415E-01   0.00000       0.00000      0.139950      0.366928E-01  0.366928E-01  0.366928E-01  0.290160E-01  0.855897E-03
  0.575400E-01   1.01356      0.640186E-01  0.731805E-01  0.640186E-01  0.731805E-01   0.00000       0.00000      0.137199      0.361831E-01  0.361831E-01  0.361831E-01  0.278354E-01  0.814189E-03
  0.630913E-01  0.980020      0.624307E-01  0.722831E-01  0.624307E-01  0.722831E-01   0.00000       0.00000      0.134714      0.357548E-01  0.357548E-01  0.357548E-01  0.266759E-01  0.773597E-03
  0.691782E-01  0.947044      0.609439E-01  0.715497E-01  0.609439E-01  0.715497E-01   0.00000       0.00000      0.132494      0.354078E-01  0.354078E-01  0.354078E-01  0.255360E-01  0.734044E-03
  0.758523E-01  0.914622      0.595619E-01  0.709883E-01  0.595619E-01  0.709883E-01   0.00000       0.00000      0.130550      0.351464E-01  0.351464E-01  0.351464E-01  0.244155E-01  0.695508E-03
  0.831703E-01  0.882803      0.583025E-01  0.706309E-01  0.583025E-01  0.706309E-01   0.00000       0.00000      0.128933      0.349864E-01  0.349864E-01  0.349864E-01  0.233161E-01  0.658088E-03
  0.911943E-01  0.851528      0.571622E-01  0.704741E-01  0.571622E-01  0.704741E-01   0.00000       0.00000      0.127636      0.349262E-01  0.349262E-01  0.349262E-01  0.222360E-01  0.621684E-03
  0.999925E-01  0.825020      0.564261E-01  0.708209E-01  0.564261E-01  0.708209E-01   0.00000       0.00000      0.127247      0.351151E-01  0.351151E-01  0.351151E-01  0.213110E-01  0.590730E-03
  0.109639      0.796559      0.556497E-01  0.712072E-01  0.556497E-01  0.712072E-01   0.00000       0.00000      0.126857      0.353246E-01  0.353246E-01  0.353246E-01  0.203251E-01  0.558075E-03
  0.120217      0.766662      0.548845E-01  0.717029E-01  0.548845E-01  0.717029E-01   0.00000       0.00000      0.126587      0.355893E-01  0.355893E-01  0.355893E-01  0.192953E-01  0.524353E-03
