   6.0000000             101          13  9.99999975E-05  0.99989998    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.100000E-03   2.46495      0.148309      0.148876      0.148309      0.148876       0.00000       0.00000      0.297184      0.744378E-01  0.744378E-01  0.744378E-01  0.738709E-01   0.00000    
  0.109648E-03   2.43053      0.145916      0.146479      0.145916      0.146479       0.00000       0.00000      0.292395      0.732393E-01  0.732393E-01  0.732393E-01  0.726768E-01   0.00000    
  0.120226E-03   2.39667      0.143561      0.144120      0.143561      0.144120       0.00000       0.00000      0.287681      0.720598E-01  0.720598E-01  0.720598E-01  0.715016E-01   0.00000    
  0.131825E-03   2.36304      0.141222      0.141776      0.141222      0.141776       0.00000       0.00000      0.282998      0.708881E-01  0.708881E-01  0.708881E-01  0.703341E-01   0.00000    
  0.144543E-03   2.32974      0.138905      0.139455      0.138905      0.139455       0.00000       0.00000      0.278360      0.697275E-01  0.697275E-01  0.697275E-01  0.691776E-01   0.00000    
  0.158489E-03   2.29690      0.136618      0.137164      0.136618      0.137164       0.00000       0.00000      0.273783      0.685822E-01  0.685822E-01  0.685822E-01  0.680362E-01   0.00000    
  0.173779E-03   2.26427      0.134347      0.134889      0.134347      0.134889       0.00000       0.00000      0.269236      0.674444E-01  0.674444E-01  0.674444E-01  0.669023E-01   0.00000    
  0.190545E-03   2.23207      0.132104      0.132642      0.132104      0.132642       0.00000       0.00000      0.264746      0.663211E-01  0.663211E-01  0.663211E-01  0.657826E-01   0.00000    
  0.208928E-03   2.20021      0.129883      0.130418      0.129883      0.130418       0.00000       0.00000      0.260302      0.652092E-01  0.652092E-01  0.652092E-01  0.646741E-01   0.00000    
  0.229085E-03   2.16856      0.127678      0.128209      0.127678      0.128209       0.00000       0.00000      0.255887      0.641047E-01  0.641047E-01  0.641047E-01  0.635729E-01   0.00000    
  0.251186E-03   2.13743      0.125507      0.126036      0.125507      0.126036       0.00000       0.00000      0.251543      0.630180E-01  0.630180E-01  0.630180E-01  0.624890E-01   0.00000    
  0.275420E-03   2.10653      0.123352      0.123878      0.123352      0.123878       0.00000       0.00000      0.247229      0.619389E-01  0.619389E-01  0.619389E-01  0.614127E-01   0.00000    
  0.301992E-03   2.07593      0.121217      0.121740      0.121217      0.121740       0.00000       0.00000      0.242957      0.608701E-01  0.608701E-01  0.608701E-01  0.603465E-01   0.00000    
  0.331127E-03   2.04576      0.119111      0.119632      0.119111      0.119632       0.00000       0.00000      0.238743      0.598161E-01  0.598161E-01  0.598161E-01  0.592947E-01   0.00000    
  0.363073E-03   2.01579      0.117019      0.117539      0.117019      0.117539       0.00000       0.00000      0.234558      0.587693E-01  0.587693E-01  0.587693E-01  0.582498E-01   0.00000    
  0.398101E-03   1.98622      0.114954      0.115472      0.114954      0.115472       0.00000       0.00000      0.230426      0.577360E-01  0.577360E-01  0.577360E-01  0.572181E-01   0.00000    
  0.436509E-03   1.95696      0.112911      0.113428      0.112911      0.113428       0.00000       0.00000      0.226339      0.567139E-01  0.567139E-01  0.567139E-01  0.561972E-01   0.00000    
  0.478622E-03   1.92791      0.110882      0.111398      0.110882      0.111398       0.00000       0.00000      0.222280      0.556989E-01  0.556989E-01  0.556989E-01  0.551831E-01   0.00000    
  0.524798E-03   1.89934      0.108886      0.109401      0.108886      0.109401       0.00000       0.00000      0.218287      0.547006E-01  0.547006E-01  0.547006E-01  0.541850E-01   0.00000    
  0.575429E-03   1.87098      0.106904      0.107420      0.106904      0.107420       0.00000       0.00000      0.214324      0.537100E-01  0.537100E-01  0.537100E-01  0.531943E-01   0.00000    
  0.630945E-03   1.84289      0.104942      0.105458      0.104942      0.105458       0.00000       0.00000      0.210400      0.527291E-01  0.527291E-01  0.527291E-01  0.522128E-01   0.00000    
  0.691816E-03   1.81522      0.103008      0.103525      0.103008      0.103525       0.00000       0.00000      0.206533      0.517627E-01  0.517627E-01  0.517627E-01  0.512450E-01   0.00000    
  0.758561E-03   1.78773      0.101087      0.101607      0.101087      0.101607       0.00000       0.00000      0.202694      0.508033E-01  0.508033E-01  0.508033E-01  0.502838E-01   0.00000    
  0.831745E-03   1.76061      0.991914E-01  0.997136E-01  0.991914E-01  0.997136E-01   0.00000       0.00000      0.198905      0.498568E-01  0.498568E-01  0.498568E-01  0.493346E-01   0.00000    
  0.911989E-03   1.73379      0.973173E-01  0.978430E-01  0.973173E-01  0.978430E-01   0.00000       0.00000      0.195160      0.489215E-01  0.489215E-01  0.489215E-01  0.483958E-01   0.00000    
  0.999975E-03   1.70715      0.954565E-01  0.959862E-01  0.954565E-01  0.959862E-01   0.00000       0.00000      0.191443      0.479931E-01  0.479931E-01  0.479931E-01  0.474634E-01   0.00000    
  0.109645E-02   1.68096      0.936268E-01  0.941618E-01  0.936268E-01  0.941618E-01   0.00000       0.00000      0.187789      0.470809E-01  0.470809E-01  0.470809E-01  0.465459E-01   0.00000    
  0.120223E-02   1.65497      0.918120E-01  0.923532E-01  0.918120E-01  0.923532E-01   0.00000       0.00000      0.184165      0.461766E-01  0.461766E-01  0.461766E-01  0.456354E-01   0.00000    
  0.131822E-02   1.62923      0.900150E-01  0.905633E-01  0.900150E-01  0.905633E-01   0.00000       0.00000      0.180578      0.452817E-01  0.452817E-01  0.452817E-01  0.447334E-01   0.00000    
  0.144540E-02   1.60387      0.882461E-01  0.888031E-01  0.882461E-01  0.888031E-01   0.00000       0.00000      0.177049      0.444016E-01  0.444016E-01  0.444016E-01  0.438445E-01   0.00000    
  0.158485E-02   1.57869      0.864902E-01  0.870569E-01  0.864902E-01  0.870569E-01   0.00000       0.00000      0.173547      0.435285E-01  0.435285E-01  0.435285E-01  0.429617E-01   0.00000    
  0.173775E-02   1.55384      0.847583E-01  0.853364E-01  0.847583E-01  0.853364E-01   0.00000       0.00000      0.170095      0.426682E-01  0.426682E-01  0.426682E-01  0.420901E-01   0.00000    
  0.190540E-02   1.52927      0.830481E-01  0.836393E-01  0.830481E-01  0.836393E-01   0.00000       0.00000      0.166687      0.418197E-01  0.418197E-01  0.418197E-01  0.412284E-01   0.00000    
  0.208923E-02   1.50488      0.813510E-01  0.819565E-01  0.813510E-01  0.819565E-01   0.00000       0.00000      0.163307      0.409782E-01  0.409782E-01  0.409782E-01  0.403728E-01   0.00000    
  0.229079E-02   1.48088      0.796842E-01  0.803068E-01  0.796842E-01  0.803068E-01   0.00000       0.00000      0.159991      0.401534E-01  0.401534E-01  0.401534E-01  0.395308E-01   0.00000    
  0.251180E-02   1.45709      0.780329E-01  0.786744E-01  0.780329E-01  0.786744E-01   0.00000       0.00000      0.156707      0.393372E-01  0.393372E-01  0.393372E-01  0.386957E-01   0.00000    
  0.275413E-02   1.43351      0.763989E-01  0.770610E-01  0.763989E-01  0.770610E-01   0.00000       0.00000      0.153460      0.385305E-01  0.385305E-01  0.385305E-01  0.378684E-01   0.00000    
  0.301984E-02   1.41029      0.747937E-01  0.754803E-01  0.747937E-01  0.754803E-01   0.00000       0.00000      0.150274      0.377401E-01  0.377401E-01  0.377401E-01  0.370536E-01   0.00000    
  0.331118E-02   1.38723      0.732019E-01  0.739147E-01  0.732019E-01  0.739147E-01   0.00000       0.00000      0.147117      0.369574E-01  0.369574E-01  0.369574E-01  0.362446E-01   0.00000    
  0.363064E-02   1.36447      0.716341E-01  0.723767E-01  0.716341E-01  0.723767E-01   0.00000       0.00000      0.144011      0.361884E-01  0.361884E-01  0.361884E-01  0.354458E-01   0.00000    
  0.398091E-02   1.34197      0.700894E-01  0.708656E-01  0.700894E-01  0.708656E-01   0.00000       0.00000      0.140955      0.354328E-01  0.354328E-01  0.354328E-01  0.346566E-01   0.00000    
  0.436498E-02   1.31964      0.685583E-01  0.693705E-01  0.685583E-01  0.693705E-01   0.00000       0.00000      0.137929      0.346853E-01  0.346853E-01  0.346853E-01  0.338731E-01   0.00000    
  0.478610E-02   1.29765      0.670587E-01  0.679129E-01  0.670587E-01  0.679129E-01   0.00000       0.00000      0.134972      0.339564E-01  0.339564E-01  0.339564E-01  0.331022E-01   0.00000    
  0.524785E-02   1.27585      0.655762E-01  0.664761E-01  0.655762E-01  0.664761E-01   0.00000       0.00000      0.132052      0.332381E-01  0.332381E-01  0.332381E-01  0.323381E-01   0.00000    
  0.575415E-02   1.25425      0.641117E-01  0.650613E-01  0.641117E-01  0.650613E-01   0.00000       0.00000      0.129173      0.325307E-01  0.325307E-01  0.325307E-01  0.315810E-01   0.00000    
  0.630929E-02   1.23298      0.626793E-01  0.636866E-01  0.626793E-01  0.636866E-01   0.00000       0.00000      0.126366      0.318433E-01  0.318433E-01  0.318433E-01  0.308360E-01   0.00000    
  0.691799E-02   1.21185      0.612618E-01  0.623308E-01  0.612618E-01  0.623308E-01   0.00000       0.00000      0.123593      0.311654E-01  0.311654E-01  0.311654E-01  0.300964E-01   0.00000    
  0.758542E-02   1.19098      0.598705E-01  0.610085E-01  0.598705E-01  0.610085E-01   0.00000       0.00000      0.120879      0.305043E-01  0.305043E-01  0.305043E-01  0.293663E-01   0.00000    
  0.831724E-02   1.17035      0.585063E-01  0.597217E-01  0.585063E-01  0.597217E-01   0.00000       0.00000      0.118228      0.298609E-01  0.298609E-01  0.298609E-01  0.286454E-01   0.00000    
  0.911966E-02   1.15048      0.571983E-01  0.584966E-01  0.571983E-01  0.584966E-01   0.00000       0.00000      0.115695      0.292483E-01  0.292483E-01  0.292483E-01  0.279500E-01   0.00000    
  0.999950E-02   1.13640      0.562900E-01  0.576864E-01  0.562900E-01  0.576864E-01   0.00000       0.00000      0.113976      0.288432E-01  0.288432E-01  0.288432E-01  0.274468E-01   0.00000    
  0.109642E-01   1.11932      0.551894E-01  0.566886E-01  0.551894E-01  0.566886E-01   0.00000       0.00000      0.111878      0.283443E-01  0.283443E-01  0.283443E-01  0.268451E-01   0.00000    
  0.120220E-01   1.09941      0.539146E-01  0.555276E-01  0.539146E-01  0.555276E-01   0.00000       0.00000      0.109442      0.277638E-01  0.277638E-01  0.277638E-01  0.261509E-01   0.00000    
  0.131819E-01   1.07971      0.526691E-01  0.544082E-01  0.526691E-01  0.544082E-01   0.00000       0.00000      0.107077      0.272041E-01  0.272041E-01  0.272041E-01  0.254650E-01   0.00000    
  0.144536E-01   1.06021      0.514536E-01  0.533325E-01  0.514536E-01  0.533325E-01   0.00000       0.00000      0.104786      0.266662E-01  0.266662E-01  0.266662E-01  0.247873E-01   0.00000    
  0.158481E-01   1.04091      0.502671E-01  0.522998E-01  0.502671E-01  0.522998E-01   0.00000       0.00000      0.102567      0.261499E-01  0.261499E-01  0.261499E-01  0.241173E-01   0.00000    
  0.173770E-01   1.02179      0.491110E-01  0.513125E-01  0.491110E-01  0.513125E-01   0.00000       0.00000      0.100424      0.256563E-01  0.256563E-01  0.256563E-01  0.234547E-01   0.00000    
  0.190535E-01   1.00287      0.479896E-01  0.503784E-01  0.479896E-01  0.503784E-01   0.00000       0.00000      0.983680E-01  0.251892E-01  0.251892E-01  0.251892E-01  0.228003E-01   0.00000    
  0.208917E-01  0.984145      0.469039E-01  0.494999E-01  0.469039E-01  0.494999E-01   0.00000       0.00000      0.964038E-01  0.247500E-01  0.247500E-01  0.247500E-01  0.221539E-01   0.00000    
  0.229073E-01  0.965589      0.458532E-01  0.486769E-01  0.458532E-01  0.486769E-01   0.00000       0.00000      0.945301E-01  0.243384E-01  0.243384E-01  0.243384E-01  0.215148E-01   0.00000    
  0.251174E-01  0.947202      0.448395E-01  0.479130E-01  0.448395E-01  0.479130E-01   0.00000       0.00000      0.927525E-01  0.239565E-01  0.239565E-01  0.239565E-01  0.208830E-01   0.00000    
  0.275406E-01  0.928998      0.438688E-01  0.472192E-01  0.438688E-01  0.472192E-01   0.00000       0.00000      0.910880E-01  0.236096E-01  0.236096E-01  0.236096E-01  0.202591E-01   0.00000    
  0.301976E-01  0.910964      0.429422E-01  0.465985E-01  0.429422E-01  0.465985E-01   0.00000       0.00000      0.895407E-01  0.232993E-01  0.232993E-01  0.232993E-01  0.196429E-01   0.00000    
  0.331110E-01  0.893087      0.420596E-01  0.460516E-01  0.420596E-01  0.460516E-01   0.00000       0.00000      0.881112E-01  0.230258E-01  0.230258E-01  0.230258E-01  0.190338E-01   0.00000    
  0.363055E-01  0.875361      0.412236E-01  0.455839E-01  0.412236E-01  0.455839E-01   0.00000       0.00000      0.868075E-01  0.227919E-01  0.227919E-01  0.227919E-01  0.184316E-01   0.00000    
  0.398081E-01  0.857799      0.404427E-01  0.452111E-01  0.404427E-01  0.452111E-01   0.00000       0.00000      0.856539E-01  0.226056E-01  0.226056E-01  0.226056E-01  0.178372E-01   0.00000    
  0.436487E-01  0.840387      0.397183E-01  0.449365E-01  0.397183E-01  0.449365E-01   0.00000       0.00000      0.846548E-01  0.224683E-01  0.224683E-01  0.224683E-01  0.172500E-01   0.00000    
