   200.00000             101          13  9.99999975E-05  0.99989998    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot    
  0.100000E-03   13.1527      0.882117       1.15894      0.882117       1.15894       0.00000       0.00000       2.04106      0.441350      0.441350      0.441350      0.440767      0.276242    
  0.109648E-03   12.7925      0.859617       1.12852      0.859617       1.12852       0.00000       0.00000       1.98814      0.430099      0.430099      0.430099      0.429518      0.268323    
  0.120226E-03   12.4452      0.837857       1.09913      0.837857       1.09913       0.00000       0.00000       1.93699      0.419218      0.419218      0.419218      0.418639      0.260696    
  0.131825E-03   12.1031      0.816394       1.07016      0.816394       1.07016       0.00000       0.00000       1.88655      0.408486      0.408486      0.408486      0.407908      0.253186    
  0.144543E-03   11.7684      0.795357       1.04178      0.795357       1.04178       0.00000       0.00000       1.83714      0.397968      0.397968      0.397968      0.397390      0.245843    
  0.158489E-03   11.4436      0.774894       1.01420      0.774894       1.01420       0.00000       0.00000       1.78909      0.387736      0.387736      0.387736      0.387158      0.238725    
  0.173779E-03   11.1237      0.754709      0.987003      0.754709      0.987003       0.00000       0.00000       1.74171      0.377644      0.377644      0.377644      0.377066      0.231716    
  0.190545E-03   10.8130      0.735060      0.960555      0.735060      0.960555       0.00000       0.00000       1.69561      0.367819      0.367819      0.367819      0.367240      0.224916    
  0.208928E-03   10.5093      0.715822      0.934680      0.715822      0.934680       0.00000       0.00000       1.65050      0.358201      0.358201      0.358201      0.357621      0.218277    
  0.229085E-03   10.2103      0.696852      0.909176      0.696852      0.909176       0.00000       0.00000       1.60603      0.348717      0.348717      0.348717      0.348135      0.211743    
  0.251186E-03   9.92218      0.678511      0.884548      0.678511      0.884548       0.00000       0.00000       1.56306      0.339548      0.339548      0.339548      0.338963      0.205453    
  0.275420E-03   9.63860      0.660438      0.860292      0.660438      0.860292       0.00000       0.00000       1.52073      0.330513      0.330513      0.330513      0.329925      0.199266    
  0.301992E-03   9.36118      0.642723      0.836534      0.642723      0.836534       0.00000       0.00000       1.47926      0.321657      0.321657      0.321657      0.321066      0.193219    
  0.331127E-03   9.09240      0.625514      0.813476      0.625514      0.813476       0.00000       0.00000       1.43899      0.313055      0.313055      0.313055      0.312459      0.187367    
  0.363073E-03   8.82775      0.608545      0.790754      0.608545      0.790754       0.00000       0.00000       1.39930      0.304573      0.304573      0.304573      0.303972      0.181608    
  0.398101E-03   8.57083      0.592029      0.768660      0.592029      0.768660       0.00000       0.00000       1.36069      0.296318      0.296318      0.296318      0.295711      0.176023    
  0.436509E-03   8.32013      0.575878      0.747071      0.575878      0.747071       0.00000       0.00000       1.32295      0.288246      0.288246      0.288246      0.287632      0.170579    
  0.478622E-03   8.07336      0.559957      0.725802      0.559957      0.725802       0.00000       0.00000       1.28576      0.280290      0.280290      0.280290      0.279668      0.165223    
  0.524798E-03   7.83567      0.544572      0.705275      0.544572      0.705275       0.00000       0.00000       1.24985      0.272602      0.272602      0.272602      0.271970      0.160072    
  0.575429E-03   7.60204      0.529425      0.685078      0.529425      0.685078       0.00000       0.00000       1.21450      0.265033      0.265033      0.265033      0.264391      0.155011    
  0.630945E-03   7.37351      0.514579      0.665299      0.514579      0.665299       0.00000       0.00000       1.17988      0.257616      0.257616      0.257616      0.256963      0.150066    
  0.691816E-03   7.15248      0.500177      0.646133      0.500177      0.646133       0.00000       0.00000       1.14631      0.250422      0.250422      0.250422      0.249755      0.145290    
  0.758561E-03   6.93495      0.485983      0.627255      0.485983      0.627255       0.00000       0.00000       1.11324      0.243332      0.243332      0.243332      0.242651      0.140592    
  0.831745E-03   6.72387      0.472171      0.608906      0.472171      0.608906       0.00000       0.00000       1.08108      0.236434      0.236434      0.236434      0.235737      0.136039    
  0.911989E-03   6.51819      0.458681      0.591003      0.458681      0.591003       0.00000       0.00000       1.04968      0.229698      0.229698      0.229698      0.228983      0.131607    
  0.999975E-03   6.31585      0.445389      0.573373      0.445389      0.573373       0.00000       0.00000       1.01876      0.223061      0.223061      0.223061      0.222327      0.127250    
  0.109645E-02   6.12110      0.432551      0.556370      0.432551      0.556370       0.00000       0.00000      0.988921      0.216653      0.216653      0.216653      0.215897      0.123063    
  0.120223E-02   5.92991      0.419925      0.539662      0.419925      0.539662       0.00000       0.00000      0.959587      0.210353      0.210353      0.210353      0.209573      0.118956    
  0.131822E-02   5.74293      0.407552      0.523302      0.407552      0.523302       0.00000       0.00000      0.930854      0.204179      0.204179      0.204179      0.203373      0.114944    
  0.144540E-02   5.56241      0.395568      0.507479      0.395568      0.507479       0.00000       0.00000      0.903047      0.198202      0.198202      0.198202      0.197366      0.111076    
  0.158485E-02   5.38485      0.383762      0.491903      0.383762      0.491903       0.00000       0.00000      0.875665      0.192314      0.192314      0.192314      0.191448      0.107274    
  0.173775E-02   5.21264      0.372279      0.476772      0.372279      0.476772       0.00000       0.00000      0.849051      0.186590      0.186590      0.186590      0.185689      0.103592    
  0.190540E-02   5.04511      0.361080      0.462033      0.361080      0.462033       0.00000       0.00000      0.823113      0.181009      0.181009      0.181009      0.180070      0.100014    
  0.208923E-02   4.88039      0.350051      0.447530      0.350051      0.447530       0.00000       0.00000      0.797581      0.175515      0.175515      0.175515      0.174536      0.964991E-01
  0.229079E-02   4.72198      0.339406      0.433557      0.339406      0.433557       0.00000       0.00000      0.772963      0.170216      0.170216      0.170216      0.169191      0.931248E-01
  0.251180E-02   4.56666      0.328951      0.419845      0.328951      0.419845       0.00000       0.00000      0.748797      0.165013      0.165013      0.165013      0.163939      0.898196E-01
  0.275413E-02   4.41481      0.318708      0.406426      0.318708      0.406426       0.00000       0.00000      0.725134      0.159917      0.159917      0.159917      0.158790      0.865912E-01
  0.301984E-02   4.26849      0.308805      0.393478      0.308805      0.393478       0.00000       0.00000      0.702283      0.154996      0.154996      0.154996      0.153809      0.834862E-01
  0.331118E-02   4.12466      0.299056      0.380742      0.299056      0.380742       0.00000       0.00000      0.679798      0.150153      0.150153      0.150153      0.148903      0.804365E-01
  0.363064E-02   3.98524      0.289580      0.368383      0.289580      0.368383       0.00000       0.00000      0.657963      0.145449      0.145449      0.145449      0.144131      0.774847E-01
