*
* The data are taken from:
*
* "Combined Measurement and QCD Analysis of the Inclusive e+- p Scattering Cross Sections at HERA."
* By H1 and ZEUS Collaboration (F.D. Aaron et al.). DESY-09-158, Oct 2009. 61pp. Published in JHEP 1001:109,2010. 
* e-Print: arXiv:0911.0884 [hep-ex]
*
*
&Data 
   Name  = 'NC cross section HERA-I H1-ZEUS combined e-p.'    

 ! Data table definitions:
   NData   =  145   ! 145 rows, corresponding to 145 data points
   NColumn =  120   ! 3 bins, sigma and 116 errors   

 ! Layout of the data table columns: 3 bins, cross-section and 116 errors
 ! The following types are predefined: Bin, Sigma, Error and Dummy (case sensitive!)
  ColumnType = 3*'Bin','Sigma',116*'Error'

!   To treat error uncorrelately, then: first  is uncor, then the sys_i(i=1,114) -> 115 sources
             !     Bins       x-sec                           Errors    
  ColumnName = 'x','Q2','y','reduced x-section','stat','uncor',110*'uncor',4*'ignore'


!   To take into account the correlations then set SystScales to 1. and uncomment below:   
!   ColumnName = 'x', 'Q2', 'y', 'Sigma',
!                    'stat', 'uncor',  'HERA_I_Source_1', 'HERA_I_Source_2', 'HERA_I_Source_3', 'HERA_I_Source_4', 'HERA_I_Source_5', 'HERA_I_Source_6', 'HERA_I_Source_7', 'HERA_I_Source_8', 'HERA_I_Source_9', 'HERA_I_Source_10',
!                    'HERA_I_Source_11', 'HERA_I_Source_12', 'HERA_I_Source_13', 'HERA_I_Source_14', 'HERA_I_Source_15', 'HERA_I_Source_16', 'HERA_I_Source_17', 'HERA_I_Source_18', 'HERA_I_Source_19', 'HERA_I_Source_20',
!                    'HERA_I_Source_21', 'HERA_I_Source_22', 'HERA_I_Source_23', 'HERA_I_Source_24', 'HERA_I_Source_25', 'HERA_I_Source_26', 'HERA_I_Source_27', 'HERA_I_Source_28', 'HERA_I_Source_29', 'HERA_I_Source_30',
!                    'HERA_I_Source_31', 'HERA_I_Source_32', 'HERA_I_Source_33', 'HERA_I_Source_34', 'HERA_I_Source_35', 'HERA_I_Source_36', 'HERA_I_Source_37', 'HERA_I_Source_38', 'HERA_I_Source_39', 'HERA_I_Source_40',
!                    'HERA_I_Source_41', 'HERA_I_Source_42', 'HERA_I_Source_43', 'HERA_I_Source_44', 'HERA_I_Source_45', 'HERA_I_Source_46', 'HERA_I_Source_47', 'HERA_I_Source_48', 'HERA_I_Source_49', 'HERA_I_Source_50',
!                    'HERA_I_Source_51', 'HERA_I_Source_52', 'HERA_I_Source_53', 'HERA_I_Source_54', 'HERA_I_Source_55', 'HERA_I_Source_56', 'HERA_I_Source_57', 'HERA_I_Source_58', 'HERA_I_Source_59', 'HERA_I_Source_60',
!                    'HERA_I_Source_61', 'HERA_I_Source_62', 'HERA_I_Source_63', 'HERA_I_Source_64', 'HERA_I_Source_65', 'HERA_I_Source_66', 'HERA_I_Source_67', 'HERA_I_Source_68', 'HERA_I_Source_69', 'HERA_I_Source_70',
!                    'HERA_I_Source_71', 'HERA_I_Source_72', 'HERA_I_Source_73', 'HERA_I_Source_74', 'HERA_I_Source_75', 'HERA_I_Source_76', 'HERA_I_Source_77', 'HERA_I_Source_78', 'HERA_I_Source_79', 'HERA_I_Source_80',
!                    'HERA_I_Source_81', 'HERA_I_Source_82', 'HERA_I_Source_83', 'HERA_I_Source_84', 'HERA_I_Source_85', 'HERA_I_Source_86', 'HERA_I_Source_87', 'HERA_I_Source_88', 'HERA_I_Source_89', 'HERA_I_Source_90',
!                    'HERA_I_Source_91', 'HERA_I_Source_92', 'HERA_I_Source_93', 'HERA_I_Source_94', 'HERA_I_Source_95', 'HERA_I_Source_96', 'HERA_I_Source_97', 'HERA_I_Source_98', 'HERA_I_Source_99', 'HERA_I_Source_100',
!                    'HERA_I_Source_101', 'HERA_I_Source_102', 'HERA_I_Source_103', 'HERA_I_Source_104', 'HERA_I_Source_105', 'HERA_I_Source_106', 'HERA_I_Source_107', 'HERA_I_Source_108', 'HERA_I_Source_109', 'HERA_I_Source_110',
!                    'HERA_I_Source_proc1', 'HERA_I_Source_proc2', 'HERA_I_Source_proc3',  
!                    'HERA_BH_corlum',                    

   
 ! options for bins: depends on Reaction type, for NC e+-p these are 'x', 'Q2' and 'y'
 ! options for the errors: 'stat', 'uncor', 'ignore' or different names for correlated uncertainties


 ! Extra information for the x-section calculation:
   NInfo    = 4
   DataInfo =  318.,        -1.,  1., 	0.
   CInfo    = 'sqrt(S)','e charge','reduced','e polarity'                       

   IndexDataset = 61

   Reaction = 'NC e+-p'          


!   To treat the uncertainties as absolute use "false" 
   Percent     = 116*true

&END
&PlotDesc
   PlotN = 20
   PlotDefColumn = 'Q2'
   PlotDefValue = 80., 100., 130., 170., 220., 270., 350., 450., 550., 700.,900., 1100., 1300., 1700., 2500., 4000., 7000., 10000., 15000., 25000., 35000.
   PlotVarColumn = 'x'
   PlotOptions(1)  = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 90   @Xlog'
   PlotOptions(2)  = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 120  @Xlog'
   PlotOptions(3)  = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 150  @Xlog'
   PlotOptions(4)  = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 200  @Xlog'
   PlotOptions(5)  = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 250  @Xlog'
   PlotOptions(6)  = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 300  @Xlog'
   PlotOptions(7)  = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 400  @Xlog'
   PlotOptions(8)  = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 500  @Xlog'
   PlotOptions(9)  = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 650  @Xlog'
   PlotOptions(10) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 800  @Xlog'
   PlotOptions(11) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 1000 @Xlog'
   PlotOptions(12) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 1200 @Xlog'
   PlotOptions(13) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 1500 @Xlog'
   PlotOptions(14) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 2000 @Xlog'
   PlotOptions(15) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 3000 @Xlog'
   PlotOptions(16) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 5000 @Xlog'
   PlotOptions(17) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 8000 @Xlog'
   PlotOptions(18) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 12000@Xlog'
   PlotOptions(19) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 20000@Xlog'
   PlotOptions(20) = 'Experiment:H1 ZEUS@ExtraLabel:e^{-}p #rightarrow NC @XTitle: x @YTitle: d#sigma/dx @Title:Q^{2} = 30000@Xlog'
&End
*   x          Q2        y       Sigma     Stat      Uncor     Corr1   Corr2   ...
0.0032000 150.0000000 0.4631917 1.2044710 2.7151024 2.9999578 1.2226 -0.0002 -0.0001 -0.0011 0.0005 0.0006 0.0013 -0.0015 0.0019 0.0019 0.0113 0.0087 0.0004 0.0051 0.0004 0.0048 0.0185 0.0097 0.0152 -0.0012 0.0174 0.0147 -0.0056 0.0026 -0.0080 -0.0050 -0.0094 0.0048 -0.0053 0.0341 0.0916 -0.0098 -0.0504 0.1763 0.0030 0.0120 -0.0976 0.1749 -0.1178 0.0090 0.1392 -0.0030 -0.0464 -0.0674 0.0519 0.0641 -0.0294 -0.0296 0.0224 -0.0295 0.0362 -0.0136 0.0439 -0.0016 -0.0228 -0.0139 -0.0436 0.0242 -0.1937 -0.0028 0.0992 0.0018 0.0332 0.0408 -0.1904 0.1596 0.2125 0.0023 0.0466 -0.0094 -0.0009 -0.0536 0.0599 0.0393 0.0112 0.0088 0.1046 0.0102 0.0200 -0.1563 -0.3247 -0.0123 0.1683 0.1988 0.2565 0.7368 0.0662 -0.0213 -0.0317 0.0401 0.0117 -0.0466 -0.0633 0.0202 -0.5974 -0.2351 0.0807 -0.1105 -0.1168 -0.1495 0.2438 0.0032 -0.0042 -0.0235 0.0015 0.0008 0.0465 0.0027 0.0000 0.0013 0.4288 -0.0233 -0.4888  0.5 
0.0050000 150.0000000 0.2964427 1.1373670 2.8203228 2.9998381 1.2226 -0.0008 0.0000 0.0030 0.0000 -0.0002 0.0001 0.0001 -0.0001 -0.0003 0.0024 0.0011 0.0003 -0.0016 0.0000 -0.0005 -0.0047 0.0012 0.0011 0.0004 -0.0007 -0.0006 -0.0005 0.0002 0.0016 -0.0032 0.0006 0.0021 0.0037 0.0091 0.0241 -0.0085 -0.0256 0.0987 -0.0352 -0.0018 -0.0030 -0.0198 -0.1600 -0.0005 0.0326 -0.0001 -0.0195 -0.0272 0.0219 0.0503 0.0475 -0.0573 0.0086 -0.0114 0.0169 -0.0501 0.1079 -0.0057 -0.0098 -0.0049 -0.0408 0.0014 -0.0093 0.0201 -0.0043 -0.0012 0.0208 -0.0129 -0.0877 0.0853 -0.0978 0.0262 -0.0020 -0.0009 -0.0004 -0.0350 0.0788 0.0049 -0.0066 0.0021 0.0023 0.0445 0.0081 -0.0901 -0.1220 0.0411 -0.2782 -0.4322 -0.7150 -0.4106 -0.0229 -0.0028 0.0009 0.0070 0.0010 0.0021 -0.0672 -0.0149 -0.2553 -0.1802 -0.0022 0.0044 0.0009 0.0744 0.0114 -0.0004 0.0009 0.0056 -0.0003 -0.0002 -0.0069 0.0007 0.0000 -0.0004 -0.0480 -0.0046 -0.1482  0.5 
0.0080000 150.0000000 0.1852767 0.9490151 4.1402893 5.3986521 1.2223 0.0006 0.0003 0.0087 0.0003 -0.0001 -0.0005 0.0002 -0.0010 -0.0005 -0.0023 -0.0005 0.0009 -0.0001 -0.0006 -0.0007 -0.0126 -0.0034 -0.0018 -0.0006 0.0036 0.0012 0.0011 -0.0003 -0.0006 0.0017 -0.0015 0.0026 -0.0082 0.0113 0.0333 -0.0133 -0.0324 0.1378 -0.0558 -0.0002 -0.0145 -0.0336 -0.2426 -0.0007 0.0428 -0.0075 -0.0227 -0.0434 0.0303 0.0746 0.1208 -0.0675 0.0086 -0.0123 0.0146 -0.1004 0.2091 -0.0061 0.0124 0.0051 -0.0059 -0.0173 0.0499 0.0109 -0.0278 0.0024 -0.0323 -0.0663 0.0648 -0.0090 -0.0171 0.0273 0.0141 -0.0059 -0.0011 -0.0560 0.0981 -0.1162 -0.0463 -0.0121 -0.1953 0.1424 0.0107 -0.1726 0.0873 0.1284 -0.9247 -1.3527 -1.7467 -1.7842 -0.1964 0.1306 0.1814 -0.4312 -0.2654 -0.1701 -0.5916 0.1399 0.2064 0.1810 -0.0925 0.1449 0.1316 0.7914 -0.1735 -0.0070 0.0135 0.0805 -0.0032 -0.0028 -0.1351 0.0029 0.0000 -0.0035 -1.2518 -0.0038 0.3004  0.5 
0.0032000 200.0000000 0.6175889 1.2726440 4.0974026 3.5000880 1.2227 0.0002 0.0005 0.0005 0.0010 0.0011 0.0005 -0.0024 0.0013 0.0027 0.0098 0.0110 0.0020 0.0123 -0.0007 0.0092 0.0309 0.0140 0.0204 -0.0034 0.0314 0.0253 -0.0061 0.0021 -0.0167 0.0019 -0.0177 0.0053 -0.0211 0.0462 0.1329 -0.0120 -0.0565 0.2238 0.0052 0.0200 -0.1690 0.2765 -0.1319 0.0147 0.2024 -0.0136 -0.0549 -0.1024 0.0721 0.0747 -0.0070 0.0220 0.0289 -0.0367 0.0377 -0.0153 0.0494 0.0031 -0.0150 -0.0122 -0.0087 0.0288 -0.2943 -0.0326 0.1701 0.0080 -0.0113 0.0098 -0.0851 0.0700 0.4283 -0.0178 0.0736 -0.0135 -0.0011 -0.0479 -0.0137 -0.0052 0.0069 0.0019 0.0414 0.0012 0.0108 -0.1025 -0.2499 -0.0251 0.3920 0.4158 0.8683 0.5652 0.0094 0.0419 0.0539 -0.1716 -0.1091 -0.1367 -0.2244 0.0688 -0.6326 -0.0947 0.0994 -0.1316 -0.1403 -0.0813 0.3006 0.0032 -0.0029 -0.0132 -0.0047 0.0006 0.0355 0.0046 0.0000 0.0016 0.0549 -0.0268 -0.0145  0.5 
0.0050000 200.0000000 0.3952569 1.1289890 2.0890975 1.2738149 1.2225 0.0004 0.0000 -0.0017 0.0004 0.0003 0.0001 -0.0003 -0.0002 0.0007 0.0027 0.0024 0.0001 0.0025 0.0002 0.0016 0.0129 0.0068 0.0049 -0.0002 0.0063 0.0052 -0.0015 0.0000 -0.0026 -0.0007 -0.0034 0.0018 0.0001 0.0148 0.0445 -0.0114 -0.0389 0.1580 -0.0612 -0.0048 0.0018 -0.0602 -0.2163 -0.0037 0.0028 -0.0012 0.0031 0.0068 -0.0072 0.0112 0.0985 -0.0619 -0.0056 0.0030 -0.0030 -0.0367 0.0640 0.0004 -0.0096 -0.0075 -0.0112 0.0110 -0.0939 -0.0032 0.0087 -0.0005 0.0141 0.0305 -0.1018 0.0803 0.0994 -0.0111 0.0233 -0.0069 -0.0008 -0.0541 0.0611 0.0215 0.0113 0.0051 0.0633 0.0154 0.0137 -0.1292 -0.3116 0.0023 0.1187 0.0808 0.1184 0.3305 0.0396 -0.0240 -0.0409 0.1057 0.0615 -0.1434 -0.1153 -0.4313 0.0908 0.1148 -0.0235 0.0293 0.0296 0.0676 -0.0143 0.0001 0.0006 0.0070 -0.0156 0.0006 0.0368 0.0023 0.0000 -0.0020 0.0547 -0.0033 -0.2417  0.5 
0.0080000 200.0000000 0.2470356 0.9398666 2.1028783 1.1545266 1.2226 -0.0001 0.0001 -0.0019 0.0002 0.0001 0.0000 -0.0003 -0.0001 0.0004 0.0014 0.0013 0.0002 0.0015 0.0000 0.0012 0.0080 0.0042 0.0027 -0.0001 0.0032 0.0027 -0.0007 0.0000 -0.0014 -0.0008 -0.0019 0.0015 0.0004 0.0114 0.0345 -0.0101 -0.0355 0.1401 -0.0550 -0.0057 0.0127 -0.0540 -0.1227 -0.0026 -0.0033 -0.0020 0.0027 0.0005 -0.0025 0.0180 0.1063 -0.0536 -0.0046 0.0027 -0.0033 -0.0505 0.0952 -0.0018 -0.0076 -0.0048 -0.0129 0.0078 -0.0650 0.0002 0.0078 -0.0002 0.0095 0.0101 -0.0676 0.0531 0.0336 -0.0014 0.0115 -0.0035 -0.0005 -0.0366 0.0380 0.0187 0.0072 0.0034 0.0423 0.0051 0.0071 -0.0697 -0.2093 0.0010 0.1021 0.0637 0.0847 0.1780 0.0260 -0.0219 -0.0342 0.0937 0.0585 -0.0591 0.0012 -0.3018 0.1539 0.0900 -0.0306 0.0379 0.0419 -0.0041 -0.0710 -0.0003 0.0002 0.0030 -0.0094 0.0004 0.0207 -0.0003 0.0000 -0.0013 0.1372 -0.0023 -0.1081  0.5 
0.0130000 200.0000000 0.1520219 0.8264156 2.1679237 1.2042612 1.2227 0.0007 0.0001 0.0054 0.0002 0.0002 -0.0004 0.0001 -0.0006 0.0002 -0.0006 0.0005 0.0005 0.0022 -0.0003 0.0012 0.0068 0.0040 0.0012 -0.0003 0.0031 0.0024 0.0000 -0.0010 -0.0016 0.0023 -0.0020 0.0002 -0.0017 0.0054 0.0206 -0.0065 -0.0141 0.0784 -0.0460 -0.0031 -0.0084 -0.0581 -0.2625 -0.0039 0.0128 -0.0037 -0.0026 -0.0126 0.0066 0.0500 0.1715 -0.1038 -0.0098 0.0058 -0.0042 -0.0683 0.1338 -0.0035 -0.0056 -0.0021 -0.0120 0.0099 -0.0938 -0.0015 0.0200 0.0009 0.0037 0.0027 -0.0439 0.0368 0.0237 -0.0059 0.0080 -0.0034 -0.0004 -0.0238 0.0392 -0.0126 -0.0042 -0.0025 -0.0115 0.0027 -0.0020 0.0033 -0.0307 0.0002 0.0210 0.0284 0.0405 -0.0227 0.0075 -0.0131 -0.0234 0.0792 0.0507 -0.1107 -0.0847 -0.3956 0.2020 0.1374 -0.0420 0.0544 0.0570 0.0764 -0.0835 -0.0006 0.0011 0.0092 -0.0140 0.0005 0.0310 0.0018 0.0000 -0.0024 -0.0442 -0.0011 0.0528  0.5 
0.0200000 200.0000000 0.0988142 0.7067245 2.6568160 1.5382655 1.2225 0.0005 0.0000 0.0000 0.0000 0.0001 -0.0002 0.0002 -0.0002 -0.0001 -0.0005 0.0002 0.0000 0.0002 -0.0001 -0.0002 -0.0043 -0.0013 -0.0002 -0.0003 0.0018 0.0011 -0.0003 -0.0003 -0.0007 0.0006 -0.0008 0.0006 -0.0014 0.0063 0.0208 -0.0079 -0.0255 0.1110 -0.0585 -0.0072 0.0166 -0.0866 -0.2340 -0.0049 -0.0067 -0.0008 0.0033 0.0052 -0.0053 0.0056 0.0282 -0.0262 -0.0021 -0.0009 0.0013 -0.0453 0.0924 -0.0023 -0.0011 0.0002 -0.0044 0.0051 -0.0565 -0.0019 0.0166 0.0010 -0.0005 0.0041 -0.0086 0.0137 0.0233 -0.0058 0.0047 -0.0021 -0.0002 -0.0021 0.0262 -0.0329 -0.0130 -0.0051 -0.0471 0.0068 -0.0035 0.0298 0.1373 0.0034 -0.1292 -0.0770 -0.1211 -0.0843 -0.0056 0.0039 -0.0001 0.0079 0.0029 -0.0836 -0.1173 -0.1762 0.2400 0.1463 -0.0358 0.0499 0.0493 0.1531 -0.0674 -0.0012 0.0022 0.0136 -0.0058 -0.0001 0.0033 0.0018 0.0000 -0.0019 -0.1005 -0.0020 0.0432  0.5 
0.0320000 200.0000000 0.0617589 0.5810579 2.9202013 1.6513076 1.2226 -0.0007 0.0003 -0.0018 0.0001 -0.0001 -0.0006 -0.0001 -0.0008 -0.0001 -0.0007 0.0007 0.0007 0.0007 -0.0005 0.0001 -0.0054 -0.0002 0.0011 -0.0007 0.0043 0.0028 -0.0002 -0.0006 -0.0020 0.0008 -0.0023 0.0019 -0.0029 0.0142 0.0446 -0.0145 -0.0456 0.1959 -0.0904 -0.0094 0.0149 -0.0979 -0.2679 -0.0043 0.0019 -0.0039 0.0011 -0.0071 0.0023 0.0244 0.1126 -0.0424 -0.0010 -0.0011 0.0005 -0.0454 0.0899 -0.0010 -0.0029 -0.0024 -0.0043 0.0037 -0.0469 -0.0024 0.0149 0.0012 -0.0052 -0.0091 -0.0011 0.0043 0.0249 0.0001 0.0058 -0.0016 -0.0002 -0.0085 0.0083 -0.0151 -0.0042 -0.0019 -0.0232 0.0108 -0.0015 0.0021 0.0264 0.0063 -0.0484 -0.0575 -0.0559 -0.1287 -0.0117 0.0055 0.0044 -0.0008 0.0012 -0.0379 -0.0379 -0.0643 0.3404 0.1707 -0.0312 0.0442 0.0425 0.1602 -0.0528 -0.0013 0.0026 0.0168 -0.0054 -0.0004 -0.0204 0.0006 0.0000 -0.0006 -0.0904 0.0001 0.0976  0.5 
0.0500000 200.0000000 0.0395257 0.4995017 2.8985207 1.2648770 1.2227 -0.0027 0.0006 0.0021 -0.0001 -0.0005 -0.0006 -0.0004 -0.0006 -0.0004 -0.0007 0.0002 0.0009 -0.0015 -0.0005 -0.0007 -0.0100 -0.0021 0.0003 -0.0006 0.0021 0.0007 0.0002 -0.0001 -0.0008 -0.0008 -0.0010 0.0027 -0.0019 0.0140 0.0406 -0.0141 -0.0392 0.1711 -0.0814 -0.0073 0.0072 -0.0900 -0.3112 -0.0040 0.0147 -0.0031 -0.0058 -0.0189 0.0118 0.0405 0.1402 -0.0465 0.0016 -0.0030 0.0000 -0.0876 0.1768 -0.0057 -0.0029 -0.0001 -0.0092 -0.0026 0.0321 0.0034 0.0005 0.0001 -0.0019 -0.0170 0.0162 -0.0117 -0.0163 0.0169 -0.0019 0.0025 0.0002 0.0076 -0.0386 0.0206 0.0070 0.0042 0.0211 0.0097 0.0030 -0.0244 -0.0337 0.0064 -0.0194 -0.0651 -0.0893 -0.0466 -0.0080 0.0054 0.0105 -0.0367 -0.0204 0.1517 0.2001 0.4543 0.4327 0.1070 -0.0017 0.0061 0.0026 0.0926 -0.0055 -0.0011 0.0022 0.0110 0.0116 -0.0013 -0.0819 -0.0036 0.0000 0.0031 0.1345 0.0015 0.0326  0.5 
