&StatCorr

  ! Matrix of systematic uncertainties correlation for LHCb-PAPER-2016-021
  ! Numbers from http://lhcbproject.web.cern.ch/lhcbproject/Publications/LHCbProjectPublic/LHCb-PAPER-2016-021.html

   Name1 = 'LHCb 13TeV Zmm Boson rapidity'
   Name2 = 'LHCb 13TeV Zmm Boson rapidity'

   NIdColumns1 = 2
   NIdColumns2 = 2

   IdColumns1 = 'y1','y2'
   IdColumns2 = 'y1','y2'

   NCorr = 279

   MatrixFormatIsTable=true

  ! Matrix Type: 
  !   'Statistical correlations':     Given are correlation factors that need to be applied to statistical errors
  !                                   needs 'stat' column in data files
  !   'Systematic correlations' :     Given are correlation factors that need to be applied to systematic errors
  !                                   needs 'uncor' column in data files
  !   'Systematic covariance matrix': Given is a systematic covariance matrix  
  !
  !   'Full covariance matrix':       Given is a full covariance matrix including stat and syst parts

   MatrixType = 'Systematic correlations'
&End
2.000 2.125 2.000 2.125 1.00
2.000 2.125 2.125 2.250 0.37
2.000 2.125 2.250 2.375 0.35
2.000 2.125 2.375 2.500 0.35
2.000 2.125 2.500 2.625 0.35
2.000 2.125 2.625 2.750 0.34
2.000 2.125 2.750 2.875 0.34
2.000 2.125 2.875 3.000 0.33
2.000 2.125 3.000 3.125 0.33
2.000 2.125 3.125 3.250 0.32
2.000 2.125 3.250 3.375 0.21
2.000 2.125 3.375 3.500 0.28
2.000 2.125 3.500 3.625 0.28
2.000 2.125 3.625 3.750 0.26
2.000 2.125 3.750 3.875 0.23
2.000 2.125 3.875 4.000 0.19
2.000 2.125 4.000 4.250 0.19
2.000 2.125 4.250 4.500 0.05
2.125 2.250 2.000 2.125 0.37
2.125 2.250 2.125 2.250 1.00
2.125 2.250 2.250 2.375 0.50
2.125 2.250 2.375 2.500 0.51
2.125 2.250 2.500 2.625 0.50
2.125 2.250 2.625 2.750 0.50
2.125 2.250 2.750 2.875 0.50
2.125 2.250 2.875 3.000 0.49
2.125 2.250 3.000 3.125 0.48
2.125 2.250 3.125 3.250 0.47
2.125 2.250 3.250 3.375 0.45
