&StatCorr

  ! Matrix of systematic uncertainties correlation for LHCb-PAPER-2015-003
  ! Numbers from http://lhcbproject.web.cern.ch/lhcbproject/Publications/LHCbProjectPublic/Directory_LHCb-PAPER-2015-003/Table_4.pdf

   Name1 = 'LHCb 13TeV Zee Boson rapidity'
   Name2 = 'LHCb 13TeV Zee Boson rapidity'

   NIdColumns1 = 2
   NIdColumns2 = 2

   IdColumns1 = 'y1','y2'
   IdColumns2 = 'y1','y2'

   NCorr = 279

   MatrixFormatIsTable=true

  ! Matrix Type: 
  !   'Statistical correlations':     Given are correlation factors that need to be applied to statistical errors
  !                                   needs 'stat' column in data files
  !   'Systematic correlations' :     Given are correlation factors that need to be applied to systematic errors
  !                                   needs 'uncor' column in data files
  !   'Systematic covariance matrix': Given is a systematic covariance matrix  
  !
  !   'Full covariance matrix':       Given is a full covariance matrix including stat and syst parts

   MatrixType = 'Systematic correlations'
&End
2.000 2.125 2.000 2.125 1.00
2.000 2.125 2.125 2.250 0.07
2.000 2.125 2.250 2.375 0.09
2.000 2.125 2.375 2.500 0.09
2.000 2.125 2.500 2.625 0.11
2.000 2.125 2.625 2.750 0.12
2.000 2.125 2.750 2.875 0.12
2.000 2.125 2.875 3.000 0.12
2.000 2.125 3.000 3.125 0.12
2.000 2.125 3.125 3.250 0.11
2.000 2.125 3.250 3.375 0.11
2.000 2.125 3.375 3.500 0.10
2.000 2.125 3.500 3.625 0.09
2.000 2.125 3.625 3.750 0.07
2.000 2.125 3.750 3.875 0.07
2.000 2.125 3.875 4.000 0.04
2.000 2.125 4.000 4.250 0.03
2.125 2.250 2.000 2.125 0.07
2.125 2.250 2.125 2.250 1.00
2.125 2.250 2.250 2.375 0.19
2.125 2.250 2.375 2.500 0.17
2.125 2.250 2.500 2.625 0.22
2.125 2.250 2.625 2.750 0.24
2.125 2.250 2.750 2.875 0.24
2.125 2.250 2.875 3.000 0.24
2.125 2.250 3.000 3.125 0.24
2.125 2.250 3.125 3.250 0.23
2.125 2.250 3.250 3.375 0.22
2.125 2.250 3.375 3.500 0.21
2.125 2.250 3.500 3.625 0.18
2.125 2.250 3.625 3.750 0.14
2.125 2.250 3.750 3.875 0.14
2.125 2.250 3.875 4.000 0.08
2.125 2.250 4.000 4.250 0.06
2.250 2.375 2.000 2.125	0.09
2.250 2.375 2.125 2.250	0.19
2.250 2.375 2.250 2.375	1.00
2.250 2.375 2.375 2.500	0.22
2.250 2.375 2.500 2.625	0.28
2.250 2.375 2.625 2.750	0.30
2.250 2.375 2.750 2.875 0.31
2.250 2.375 2.875 3.000 0.31
2.250 2.375 3.000 3.125	0.31
2.250 2.375 3.125 3.250	0.29
2.250 2.375 3.250 3.375	0.28
2.250 2.375 3.375 3.500	0.26
2.250 2.375 3.500 3.625	0.23
2.250 2.375 3.625 3.750	0.18
2.250 2.375 3.750 3.875	0.17
2.250 2.375 3.875 4.000 0.11
2.250 2.375 4.000 4.250 0.07
2.375 2.500 2.000 2.125	0.09
2.375 2.500 2.125 2.250	0.17
2.375 2.500 2.250 2.375	0.22
2.375 2.500 2.375 2.500	1.00
2.375 2.500 2.500 2.625	0.26
2.375 2.500 2.625 2.750	0.28
2.375 2.500 2.750 2.875 0.29
2.375 2.500 2.875 3.000 0.29
2.375 2.500 3.000 3.125	0.28
2.375 2.500 3.125 3.250	0.27
2.375 2.500 3.250 3.375	0.26
2.375 2.500 3.375 3.500	0.24
2.375 2.500 3.500 3.625	0.22
2.375 2.500 3.625 3.750	0.17
2.375 2.500 3.750 3.875	0.16
2.375 2.500 3.875 4.000 0.10
2.375 2.500 4.000 4.250 0.07
2.500 2.625 2.000 2.125 0.11
2.500 2.625 2.125 2.250 0.22
2.500 2.625 2.250 2.375 0.28
2.500 2.625 2.375 2.500 0.26
2.500 2.625 2.500 2.625 1.00
2.500 2.625 2.625 2.750 0.35
2.500 2.625 2.750 2.875 0.36
2.500 2.625 2.875 3.000 0.37
2.500 2.625 3.000 3.125 0.36
2.500 2.625 3.125 3.250 0.34
2.500 2.625 3.250 3.375 0.33
2.500 2.625 3.375 3.500 0.31
2.500 2.625 3.500 3.625 0.27
2.500 2.625 3.625 3.750 0.21
2.500 2.625 3.750 3.875 0.20
2.500 2.625 3.875 4.000 0.13
2.500 2.625 4.000 4.250 0.09
2.625 2.750 2.000 2.125 0.12
2.625 2.750 2.125 2.250 0.24
2.625 2.750 2.250 2.375 0.30
2.625 2.750 2.375 2.500 0.28
2.625 2.750 2.500 2.625 0.35
2.625 2.750 2.625 2.750 1.00
2.625 2.750 2.750 2.875 0.39
2.625 2.750 2.875 3.000 0.39
2.625 2.750 3.000 3.125 0.39
2.625 2.750 3.125 3.250 0.37
2.625 2.750 3.250 3.375 0.35
2.625 2.750 3.375 3.500 0.33
2.625 2.750 3.500 3.625 0.29
2.625 2.750 3.625 3.750 0.23
2.625 2.750 3.750 3.875 0.22
2.625 2.750 3.875 4.000 0.13
2.625 2.750 4.000 4.250 0.09
2.750 2.875 2.000 2.125 0.12
2.750 2.875 2.125 2.250 0.24
2.750 2.875 2.250 2.375 0.31
2.750 2.875 2.375 2.500 0.29
2.750 2.875 2.500 2.625 0.36
2.750 2.875 2.625 2.750	0.39
2.750 2.875 2.750 2.875 1.00
2.750 2.875 2.875 3.000 0.40
2.750 2.875 3.000 3.125 0.40
2.750 2.875 3.125 3.250 0.38
2.750 2.875 3.250 3.375 0.36
2.750 2.875 3.375 3.500 0.34
2.750 2.875 3.500 3.625 0.30
2.750 2.875 3.625 3.750 0.23
2.750 2.875 3.750 3.875 0.22
2.750 2.875 3.875 4.000 0.14
2.750 2.875 4.000 4.250 0.10
2.875 3.000 2.000 2.125 0.12
2.875 3.000 2.125 2.250 0.24
2.875 3.000 2.250 2.375 0.31
2.875 3.000 2.375 2.500 0.29
2.875 3.000 2.500 2.625 0.37
2.875 3.000 2.625 2.750 0.39
2.875 3.000 2.750 2.875	0.40
2.875 3.000 2.875 3.000 1.00
2.875 3.000 3.000 3.125 0.40
2.875 3.000 3.125 3.250 0.38
2.875 3.000 3.250 3.375 0.36
2.875 3.000 3.375 3.500 0.34
2.875 3.000 3.500 3.625 0.30
2.875 3.000 3.625 3.750 0.24
2.875 3.000 3.750 3.875 0.23
2.875 3.000 3.875 4.000 0.14
2.875 3.000 4.000 4.250 0.10
3.000 3.125 2.000 2.125 0.12
3.000 3.125 2.125 2.250 0.24
3.000 3.125 2.250 2.375 0.31
3.000 3.125 2.375 2.500 0.28
3.000 3.125 2.500 2.625 0.36
3.000 3.125 2.625 2.750 0.39
3.000 3.125 2.750 2.875 0.40
3.000 3.125 2.875 3.000 0.40
3.000 3.125 3.000 3.125 1.00
3.000 3.125 3.125 3.250 0.38
3.000 3.125 3.250 3.375 0.36
3.000 3.125 3.375 3.500 0.34
3.000 3.125 3.500 3.625 0.30
3.000 3.125 3.625 3.750 0.23
3.000 3.125 3.750 3.875 0.22
3.000 3.125 3.875 4.000 0.14
3.000 3.125 4.000 4.250 0.10
3.125 3.250 2.000 2.125 0.11
3.125 3.250 2.125 2.250 0.23
3.125 3.250 2.250 2.375 0.29
3.125 3.250 2.375 2.500 0.27
3.125 3.250 2.500 2.625 0.34
3.125 3.250 2.625 2.750 0.37
3.125 3.250 2.750 2.875 0.38
3.125 3.250 2.875 3.000 0.38
3.125 3.250 3.000 3.125 0.38
3.125 3.250 3.125 3.250 1.00
3.125 3.250 3.250 3.375 0.34
3.125 3.250 3.375 3.500 0.32
3.125 3.250 3.500 3.625 0.29
3.125 3.250 3.625 3.750 0.22
3.125 3.250 3.750 3.875 0.21
3.125 3.250 3.875 4.000 0.13
3.125 3.250 4.000 4.250 0.09
3.250 3.375 2.000 2.125 0.11
3.250 3.375 2.125 2.250 0.22
3.250 3.375 2.250 2.375 0.28
3.250 3.375 2.375 2.500 0.26
3.250 3.375 2.500 2.625 0.33
3.250 3.375 2.625 2.750 0.35
3.250 3.375 2.750 2.875 0.36
3.250 3.375 2.875 3.000 0.36
3.250 3.375 3.000 3.125 0.36
3.250 3.375 3.125 3.250 0.34
3.250 3.375 3.250 3.375 1.00
3.250 3.375 3.375 3.500 0.31
3.250 3.375 3.500 3.625 0.27
3.250 3.375 3.625 3.750 0.21
3.250 3.375 3.750 3.875 0.20
3.250 3.375 3.875 4.000 0.13
3.250 3.375 4.000 4.250 0.09
3.375 3.500 2.000 2.125 0.10
3.375 3.500 2.125 2.250 0.21
3.375 3.500 2.250 2.375 0.26
3.375 3.500 2.375 2.500 0.24
3.375 3.500 2.500 2.625 0.31
3.375 3.500 2.625 2.750 0.33
3.375 3.500 2.750 2.875 0.34
3.375 3.500 2.875 3.000 0.34
3.375 3.500 3.000 3.125 0.34
3.375 3.500 3.125 3.250 0.32
3.375 3.500 3.250 3.375 0.31
3.375 3.500 3.375 3.500 1.00
3.375 3.500 3.500 3.625 0.26
3.375 3.500 3.625 3.750 0.20
3.375 3.500 3.750 3.875 0.19
3.375 3.500 3.875 4.000 0.12
3.375 3.500 4.000 4.250 0.08
3.500 3.625 2.000 2.125 0.09
3.500 3.625 2.125 2.250 0.18
3.500 3.625 2.250 2.375 0.23
3.500 3.625 2.375 2.500 0.22
3.500 3.625 2.500 2.625 0.27
3.500 3.625 2.625 2.750 0.29
3.500 3.625 2.750 2.875 0.30
3.500 3.625 2.875 3.000 0.30
3.500 3.625 3.000 3.125 0.30
3.500 3.625 3.125 3.250 0.29
3.500 3.625 3.250 3.375 0.27
3.500 3.625 3.375 3.500 0.26
3.500 3.625 3.500 3.625 1.00
3.500 3.625 3.625 3.750 0.18
3.500 3.625 3.750 3.875 0.17
3.500 3.625 3.875 4.000 0.10
3.500 3.625 4.000 4.250 0.07
3.625 3.750 2.000 2.125 0.07
3.625 3.750 2.125 2.250 0.14
3.625 3.750 2.250 2.375 0.18
3.625 3.750 2.375 2.500 0.17
3.625 3.750 2.500 2.625 0.21
3.625 3.750 2.625 2.750 0.23
3.625 3.750 2.750 2.875 0.23
3.625 3.750 2.875 3.000 0.24
3.625 3.750 3.000 3.125 0.23
3.625 3.750 3.125 3.250 0.22
3.625 3.750 3.250 3.375 0.21
3.625 3.750 3.375 3.500 0.20
3.625 3.750 3.500 3.625 0.18
3.625 3.750 3.625 3.750 1.00
3.625 3.750 3.750 3.875 0.13
3.625 3.750 3.875 4.000 0.08
3.625 3.750 4.000 4.250 0.06
3.750 3.875 2.000 2.125 0.07
3.750 3.875 2.125 2.250 0.14
3.750 3.875 2.250 2.375 0.17
3.750 3.875 2.375 2.500 0.16
3.750 3.875 2.500 2.625 0.20
3.750 3.875 2.625 2.750 0.22
3.750 3.875 2.750 2.875 0.22
3.750 3.875 2.875 3.000 0.23
3.750 3.875 3.000 3.125 0.22
3.750 3.875 3.125 3.250 0.21
3.750 3.875 3.250 3.375 0.20
3.750 3.875 3.375 3.500 0.19
