* info from hepdata:                     
*REACtion       = muon Pb --> muon X
*Plab           = 200 GeV                                   
*Experiment  = CDHSW-1991                
*Additional info: Measurement of nucleon structure functions in neutrino scattering.
*
&Data
	 Name = 'CDHSW nu Fe DIS'
     Reaction = 'neutrino+p CC'

         NDATA = 464

         NColumn = 25
         
         ColumnType = 4*'Dummy', 2*'Bin', 'Dummy', 'Bin', 2*'Dummy', 5*'Dummy', 'Sigma', 4*'Error', 5*'Dummy'
         ColumnName = 'E', 'sqrt(S)', 'ylow', 'yhigh', 'y', 'Q2', 'W2', 'x', 'ignore', 'ignore', 'sigma 1/E', 'stat', 'ignore', 'uncor', 'ignore', 'x-section', 'stat', 'ignore', 'uncor', 'ignore', 'x-section', 'stat', 'ignore', 'uncor', 'ignore'
	 
	 Percent = 4*False
 
         NInfo 	  = 6
         DataInfo =  -1., 0.,        0.,	56, 26.0, 0.
	 CInfo 	  = 'e charge',	'reduced', 'e polarity', 'A1', 'Z1', 'ratio'
	 IndexDataset = 2002
&End
&PlotDesc
   PlotN = 10 
   PlotDefColumn = 'x'
   PlotVarColumn = 'Q2'
   PlotDefValue = 0.045, 0.08, 0.125, 0.175, 0.225, 0.275, 0.35, 0.45, 0.55, 0.65
   PlotOptions(1)  = 'Experiment:CDHSW p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 0.75  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:CDHSW p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 1.25  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:CDHSW p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 1.75  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:CDHSW p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 2.5  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(5)  = 'Experiment:CDHSW p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 3.5 @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(6)  = 'Experiment:CDHSW p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 4.5 @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(7)  = 'Experiment:CDHSW p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 5.5  @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(8)  = 'Experiment:CDHSW p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 7  @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(9)  = 'Experiment:CDHSW p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 9 @Ymin:0.01@Ymax:200.@Xlog@Ylog'
   PlotOptions(10)  = 'Experiment:CDHSW p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 11.5 @Ymin:0.01@Ymax:200.@Xlog@Ylog'
&End
*E(P=1)	squrt(S) in GeV	y low	y high	Y	Q2	W2	x	xlow	xhigh	sigma : (1/E(P=1)) dy+	dy-	dy+	dy-	sigma in pb	dy+ in pb	dy- in pb	dy+ in pb 	dy- in pb
23	6.635	0.441	0.573	0.507	10.044	12.276	0.45	0.4	0.5	0.713	0.025	-0.025	0.048	-0.048	0.164	0.006	-0.006	0.011	-0.011	0.233	0.008	-0.008	0.016	-0.016
23	6.635	0.339	0.441	0.39	4.721	12.448	0.275	0.25	0.3	1.297	0.052	-0.052	0.07	-0.07	0.298	0.012	-0.012	0.016	-0.016	0.424	0.017	-0.017	0.023	-0.023
23	6.635	0.573	0.745	0.659	15.956	13.055	0.55	0.5	0.6	0.372	0.016	-0.016	0.029	-0.029	0.086	0.004	-0.004	0.007	-0.007	0.122	0.005	-0.005	0.009	-0.009
23	6.635	0.441	0.573	0.507	7.812	14.508	0.35	0.3	0.4	0.991	0.03	-0.03	0.051	-0.051	0.228	0.007	-0.007	0.012	-0.012	0.324	0.010	-0.010	0.017	-0.017
23	6.635	0.573	0.745	0.659	13.055	15.956	0.45	0.4	0.5	0.627	0.021	-0.021	0.046	-0.046	0.144	0.005	-0.005	0.011	-0.011	0.205	0.007	-0.007	0.015	-0.015
23	6.635	0.441	0.573	0.507	6.138	16.182	0.275	0.25	0.3	1.409	0.051	-0.051	0.057	-0.057	0.324	0.012	-0.012	0.013	-0.013	0.461	0.017	-0.017	0.019	-0.019
23	6.635	0.441	0.573	0.507	5.022	17.298	0.225	0.2	0.25	1.459	0.05	-0.05	0.095	-0.095	0.336	0.012	-0.012	0.022	-0.022	0.477	0.016	-0.016	0.031	-0.031
23	6.635	0.573	0.745	0.659	10.154	18.857	0.35	0.3	0.4	1.002	0.028	-0.028	0.047	-0.047	0.230	0.006	-0.006	0.011	-0.011	0.328	0.009	-0.009	0.015	-0.015
23	6.635	0.573	0.745	0.659	7.978	21.033	0.275	0.25	0.3	1.219	0.042	-0.042	0.049	-0.049	0.280	0.010	-0.010	0.011	-0.011	0.399	0.014	-0.014	0.016	-0.016
23	6.635	0.573	0.745	0.659	6.528	22.484	0.225	0.2	0.25	1.409	0.043	-0.043	0.087	-0.087	0.324	0.010	-0.010	0.020	-0.020	0.461	0.014	-0.014	0.028	-0.028
23	6.635	0.573	0.745	0.659	5.077	23.934	0.175	0.15	0.2	1.525	0.046	-0.046	0.08	-0.08	0.351	0.011	-0.011	0.018	-0.018	0.499	0.015	-0.015	0.026	-0.026
29.9	7.548	0.339	0.441	0.39	9.999	12.221	0.45	0.4	0.5	0.673	0.027	-0.027	0.052	-0.052	0.201	0.008	-0.008	0.016	-0.016	0.286	0.011	-0.011	0.022	-0.022
29.9	7.548	0.261	0.339	0.3	4.700	12.391	0.275	0.25	0.3	1.253	0.056	-0.056	0.089	-0.089	0.375	0.017	-0.017	0.027	-0.027	0.533	0.024	-0.024	0.038	-0.038
29.9	7.548	0.441	0.573	0.507	15.887	12.998	0.55	0.5	0.6	0.411	0.019	-0.019	0.03	-0.03	0.123	0.006	-0.006	0.009	-0.009	0.175	0.008	-0.008	0.013	-0.013
29.9	7.548	0.573	0.745	0.659	24.404	13.141	0.65	0.6	0.7	0.167	0.009	-0.009	0.014	-0.014	0.050	0.003	-0.003	0.004	-0.004	0.071	0.004	-0.004	0.006	-0.006
29.9	7.548	0.339	0.441	0.39	7.777	14.442	0.35	0.3	0.4	1.052	0.036	-0.036	0.057	-0.057	0.315	0.011	-0.011	0.017	-0.017	0.447	0.015	-0.015	0.024	-0.024
29.9	7.548	0.441	0.573	0.507	12.998	15.887	0.45	0.4	0.5	0.641	0.024	-0.024	0.049	-0.049	0.192	0.007	-0.007	0.015	-0.015	0.273	0.010	-0.010	0.021	-0.021
29.9	7.548	0.339	0.441	0.39	6.110	16.109	0.275	0.25	0.3	1.388	0.054	-0.054	0.07	-0.07	0.415	0.016	-0.016	0.021	-0.021	0.590	0.023	-0.023	0.030	-0.030
29.9	7.548	0.573	0.745	0.659	20.650	16.895	0.55	0.5	0.6	0.378	0.016	-0.016	0.029	-0.029	0.113	0.005	-0.005	0.009	-0.009	0.161	0.007	-0.007	0.012	-0.012
