38.9	8.594	0.441	0.573	0.507	16.850	20.595	0.45	0.4	0.5	0.154	0.007	-0.007	0.009	-0.009	5.991	0.272	-0.272	0.350	-0.350	0.060	0.003	-0.003	0.004	-0.004
38.9	8.594	0.339	0.441	0.39	7.921	20.883	0.275	0.25	0.3	0.585	0.022	-0.022	0.029	-0.029	22.757	0.856	-0.856	1.128	-1.128	0.228	0.009	-0.009	0.011	-0.011
38.9	8.594	0.573	0.745	0.659	26.769	21.902	0.55	0.5	0.6	0.049	0.004	-0.004	0.004	-0.004	1.906	0.156	-0.156	0.156	-0.156	0.019	0.002	-0.002	0.002	-0.002
38.9	8.594	0.339	0.441	0.39	6.481	22.323	0.225	0.2	0.25	0.694	0.024	-0.024	0.046	-0.046	26.997	0.934	-0.934	1.789	-1.789	0.270	0.009	-0.009	0.018	-0.018
38.9	8.594	0.339	0.441	0.39	5.041	23.763	0.175	0.15	0.2	0.843	0.027	-0.027	0.048	-0.048	32.793	1.050	-1.050	1.867	-1.867	0.328	0.011	-0.011	0.019	-0.019
38.9	8.594	0.441	0.573	0.507	13.106	24.340	0.35	0.3	0.4	0.296	0.01	-0.01	0.013	-0.013	11.514	0.389	-0.389	0.506	-0.506	0.115	0.004	-0.004	0.005	-0.005
38.9	8.594	0.573	0.745	0.659	21.902	26.769	0.45	0.4	0.5	0.096	0.005	-0.005	0.006	-0.006	3.734	0.195	-0.195	0.233	-0.233	0.037	0.002	-0.002	0.002	-0.002
38.9	8.594	0.441	0.573	0.507	10.297	27.148	0.275	0.25	0.3	0.392	0.017	-0.017	0.021	-0.021	15.249	0.661	-0.661	0.817	-0.817	0.152	0.007	-0.007	0.008	-0.008
38.9	8.594	0.441	0.573	0.507	8.425	29.020	0.225	0.2	0.25	0.535	0.02	-0.02	0.034	-0.034	20.812	0.778	-0.778	1.323	-1.323	0.208	0.008	-0.008	0.013	-0.013
38.9	8.594	0.441	0.573	0.507	6.553	30.892	0.175	0.15	0.2	0.636	0.021	-0.021	0.034	-0.034	24.740	0.817	-0.817	1.323	-1.323	0.247	0.008	-0.008	0.013	-0.013
38.9	8.594	0.573	0.745	0.659	17.035	31.637	0.35	0.3	0.4	0.183	0.007	-0.007	0.009	-0.009	7.119	0.272	-0.272	0.350	-0.350	0.071	0.003	-0.003	0.004	-0.004
38.9	8.594	0.441	0.573	0.507	4.681	32.765	0.125	0.1	0.15	0.73	0.023	-0.023	0.049	-0.049	28.397	0.895	-0.895	1.906	-1.906	0.284	0.009	-0.009	0.019	-0.019
38.9	8.594	0.573	0.745	0.659	13.385	35.287	0.275	0.25	0.3	0.259	0.012	-0.012	0.016	-0.016	10.075	0.467	-0.467	0.622	-0.622	0.101	0.005	-0.005	0.006	-0.006
38.9	8.594	0.573	0.745	0.659	10.951	37.721	0.225	0.2	0.25	0.371	0.014	-0.014	0.027	-0.027	14.432	0.545	-0.545	1.050	-1.050	0.144	0.005	-0.005	0.011	-0.011
38.9	8.594	0.573	0.745	0.659	8.518	40.154	0.175	0.15	0.2	0.475	0.016	-0.016	0.025	-0.025	18.478	0.622	-0.622	0.973	-0.973	0.185	0.006	-0.006	0.010	-0.010
38.9	8.594	0.573	0.745	0.659	6.084	42.588	0.125	0.1	0.15	0.63	0.019	-0.019	0.037	-0.037	24.507	0.739	-0.739	1.439	-1.439	0.245	0.007	-0.007	0.014	-0.014
50.5	9.778	0.201	0.261	0.231	9.939	12.147	0.45	0.4	0.5	0.421	0.019	-0.019	0.027	-0.027	21.261	0.960	-0.960	1.364	-1.364	0.213	0.010	-0.010	0.014	-0.014
50.5	9.778	0.154	0.201	0.1775	4.667	12.304	0.275	0.25	0.3	0.945	0.045	-0.045	0.061	-0.061	47.723	2.273	-2.273	3.081	-3.081	0.477	0.023	-0.023	0.031	-0.031
50.5	9.778	0.261	0.339	0.3	15.776	12.907	0.55	0.5	0.6	0.163	0.01	-0.01	0.022	-0.022	8.232	0.505	-0.505	1.111	-1.111	0.082	0.005	-0.005	0.011	-0.011
50.5	9.778	0.339	0.441	0.39	24.237	13.051	0.65	0.6	0.7	0.048	0.004	-0.004	0.007	-0.007	2.424	0.202	-0.202	0.354	-0.354	0.024	0.002	-0.002	0.004	-0.004
50.5	9.778	0.201	0.261	0.231	7.730	14.356	0.35	0.3	0.4	0.624	0.024	-0.024	0.041	-0.041	31.512	1.212	-1.212	2.071	-2.071	0.315	0.012	-0.012	0.021	-0.021
50.5	9.778	0.261	0.339	0.3	12.907	15.776	0.45	0.4	0.5	0.314	0.014	-0.014	0.02	-0.02	15.857	0.707	-0.707	1.010	-1.010	0.159	0.007	-0.007	0.010	-0.010
50.5	9.778	0.201	0.261	0.231	6.074	16.012	0.275	0.25	0.3	0.849	0.039	-0.039	0.05	-0.05	42.875	1.970	-1.970	2.525	-2.525	0.429	0.020	-0.020	0.025	-0.025
50.5	9.778	0.339	0.441	0.39	20.508	16.779	0.55	0.5	0.6	0.114	0.007	-0.007	0.014	-0.014	5.757	0.354	-0.354	0.707	-0.707	0.058	0.004	-0.004	0.007	-0.007
50.5	9.778	0.441	0.573	0.507	31.508	16.966	0.65	0.6	0.7	0.035	0.003	-0.003	0.004	-0.004	1.768	0.152	-0.152	0.202	-0.202	0.018	0.002	-0.002	0.002	-0.002
50.5	9.778	0.201	0.261	0.231	4.969	17.116	0.225	0.2	0.25	0.968	0.04	-0.04	0.078	-0.078	48.884	2.020	-2.020	3.939	-3.939	0.489	0.020	-0.020	0.039	-0.039
50.5	9.778	0.261	0.339	0.3	10.039	18.644	0.35	0.3	0.4	0.538	0.019	-0.019	0.031	-0.031	27.169	0.960	-0.960	1.566	-1.566	0.272	0.010	-0.010	0.016	-0.016
50.5	9.778	0.339	0.441	0.39	16.779	20.508	0.45	0.4	0.5	0.231	0.011	-0.011	0.014	-0.014	11.666	0.556	-0.556	0.707	-0.707	0.117	0.006	-0.006	0.007	-0.007
50.5	9.778	0.261	0.339	0.3	7.888	20.795	0.275	0.25	0.3	0.65	0.029	-0.029	0.039	-0.039	32.825	1.465	-1.465	1.970	-1.970	0.328	0.015	-0.015	0.020	-0.020
50.5	9.778	0.441	0.573	0.507	26.661	21.813	0.55	0.5	0.6	0.083	0.006	-0.006	0.007	-0.007	4.192	0.303	-0.303	0.354	-0.354	0.042	0.003	-0.003	0.004	-0.004
50.5	9.778	0.573	0.745	0.659	40.954	22.052	0.65	0.6	0.7	0.018	0.002	-0.002	0.002	-0.002	0.909	0.101	-0.101	0.101	-0.101	0.009	0.001	-0.001	0.001	-0.001
50.5	9.778	0.261	0.339	0.3	6.454	22.229	0.225	0.2	0.25	0.775	0.033	-0.033	0.062	-0.062	39.138	1.667	-1.667	3.131	-3.131	0.391	0.017	-0.017	0.031	-0.031
50.5	9.778	0.261	0.339	0.3	5.019	23.663	0.175	0.15	0.2	0.98	0.036	-0.036	0.067	-0.067	49.490	1.818	-1.818	3.384	-3.384	0.495	0.018	-0.018	0.034	-0.034
50.5	9.778	0.339	0.441	0.39	13.051	24.237	0.35	0.3	0.4	0.393	0.015	-0.015	0.021	-0.021	19.847	0.758	-0.758	1.061	-1.061	0.198	0.008	-0.008	0.011	-0.011
50.5	9.778	0.441	0.573	0.507	21.813	26.661	0.45	0.4	0.5	0.15	0.008	-0.008	0.009	-0.009	7.575	0.404	-0.404	0.455	-0.455	0.076	0.004	-0.004	0.005	-0.005
50.5	9.778	0.339	0.441	0.39	10.254	27.034	0.275	0.25	0.3	0.567	0.025	-0.025	0.029	-0.029	28.634	1.263	-1.263	1.465	-1.465	0.286	0.013	-0.013	0.015	-0.015
50.5	9.778	0.573	0.745	0.659	34.654	28.353	0.55	0.5	0.6	0.042	0.003	-0.003	0.004	-0.004	2.121	0.152	-0.152	0.202	-0.202	0.021	0.002	-0.002	0.002	-0.002
50.5	9.778	0.339	0.441	0.39	8.390	28.898	0.225	0.2	0.25	0.679	0.027	-0.027	0.047	-0.047	34.290	1.364	-1.364	2.374	-2.374	0.343	0.014	-0.014	0.024	-0.024
50.5	9.778	0.339	0.441	0.39	6.525	30.762	0.175	0.15	0.2	0.828	0.029	-0.029	0.048	-0.048	41.814	1.465	-1.465	2.424	-2.424	0.418	0.015	-0.015	0.024	-0.024
50.5	9.778	0.441	0.573	0.507	16.966	31.508	0.35	0.3	0.4	0.269	0.011	-0.011	0.013	-0.013	13.585	0.556	-0.556	0.657	-0.657	0.136	0.006	-0.006	0.007	-0.007
50.5	9.778	0.339	0.441	0.39	4.661	32.627	0.125	0.1	0.15	1.045	0.034	-0.034	0.068	-0.068	52.773	1.717	-1.717	3.434	-3.434	0.528	0.017	-0.017	0.034	-0.034
50.5	9.778	0.573	0.745	0.659	28.353	34.654	0.45	0.4	0.5	0.079	0.005	-0.005	0.006	-0.006	3.990	0.253	-0.253	0.303	-0.303	0.040	0.003	-0.003	0.003	-0.003
50.5	9.778	0.441	0.573	0.507	13.330	35.144	0.275	0.25	0.3	0.422	0.018	-0.018	0.021	-0.021	21.311	0.909	-0.909	1.061	-1.061	0.213	0.009	-0.009	0.011	-0.011
50.5	9.778	0.441	0.573	0.507	10.907	37.567	0.225	0.2	0.25	0.531	0.021	-0.021	0.035	-0.035	26.816	1.061	-1.061	1.768	-1.768	0.268	0.011	-0.011	0.018	-0.018
50.5	9.778	0.441	0.573	0.507	8.483	39.991	0.175	0.15	0.2	0.681	0.024	-0.024	0.034	-0.034	34.391	1.212	-1.212	1.717	-1.717	0.344	0.012	-0.012	0.017	-0.017
50.5	9.778	0.573	0.745	0.659	22.052	40.954	0.35	0.3	0.4	0.155	0.007	-0.007	0.009	-0.009	7.828	0.354	-0.354	0.455	-0.455	0.078	0.004	-0.004	0.005	-0.005
50.5	9.778	0.441	0.573	0.507	6.059	42.415	0.125	0.1	0.15	0.822	0.026	-0.026	0.049	-0.049	41.511	1.313	-1.313	2.475	-2.475	0.415	0.013	-0.013	0.025	-0.025
50.5	9.778	0.573	0.745	0.659	17.327	45.680	0.275	0.25	0.3	0.252	0.013	-0.013	0.016	-0.016	12.726	0.657	-0.657	0.808	-0.808	0.127	0.007	-0.007	0.008	-0.008
50.5	9.778	0.573	0.745	0.659	14.176	48.830	0.225	0.2	0.25	0.332	0.015	-0.015	0.028	-0.028	16.766	0.758	-0.758	1.414	-1.414	0.168	0.008	-0.008	0.014	-0.014
50.5	9.778	0.573	0.745	0.659	11.026	51.980	0.175	0.15	0.2	0.486	0.018	-0.018	0.025	-0.025	24.543	0.909	-0.909	1.263	-1.263	0.245	0.009	-0.009	0.013	-0.013
50.5	9.778	0.573	0.745	0.659	7.876	55.131	0.125	0.1	0.15	0.607	0.02	-0.02	0.038	-0.038	30.654	1.010	-1.010	1.919	-1.919	0.307	0.010	-0.010	0.019	-0.019
50.5	9.778	0.573	0.745	0.659	5.041	57.966	0.08	0.06	0.1	0.82	0.027	-0.027	0.053	-0.053	41.410	1.364	-1.364	2.677	-2.677	0.414	0.014	-0.014	0.027	-0.027
65.7	11.142	0.154	0.201	0.1775	9.916	12.120	0.45	0.4	0.5	0.445	0.023	-0.023	0.03	-0.03	29.237	1.511	-1.511	1.971	-1.971	0.292	0.015	-0.015	0.020	-0.020
65.7	11.142	0.119	0.154	0.1365	4.660	12.286	0.275	0.25	0.3	0.929	0.055	-0.055	0.07	-0.07	61.035	3.614	-3.614	4.599	-4.599	0.610	0.036	-0.036	0.046	-0.046
65.7	11.142	0.201	0.261	0.231	15.773	12.905	0.55	0.5	0.6	0.195	0.013	-0.013	0.028	-0.028	12.812	0.854	-0.854	1.840	-1.840	0.128	0.009	-0.009	0.018	-0.018
65.7	11.142	0.261	0.339	0.3	24.208	13.035	0.65	0.6	0.7	0.065	0.006	-0.006	0.009	-0.009	4.271	0.394	-0.394	0.591	-0.591	0.043	0.004	-0.004	0.006	-0.006
65.7	11.142	0.154	0.201	0.1775	7.712	14.323	0.35	0.3	0.4	0.719	0.031	-0.031	0.048	-0.048	47.238	2.037	-2.037	3.154	-3.154	0.472	0.020	-0.020	0.032	-0.032
65.7	11.142	0.201	0.261	0.231	12.905	15.773	0.45	0.4	0.5	0.358	0.018	-0.018	0.024	-0.024	23.521	1.183	-1.183	1.577	-1.577	0.235	0.012	-0.012	0.016	-0.016
65.7	11.142	0.154	0.201	0.1775	6.060	15.976	0.275	0.25	0.3	0.922	0.049	-0.049	0.059	-0.059	60.575	3.219	-3.219	3.876	-3.876	0.606	0.032	-0.032	0.039	-0.039
65.7	11.142	0.261	0.339	0.3	20.484	16.759	0.55	0.5	0.6	0.163	0.011	-0.011	0.02	-0.02	10.709	0.723	-0.723	1.314	-1.314	0.107	0.007	-0.007	0.013	-0.013
65.7	11.142	0.339	0.441	0.39	31.471	16.946	0.65	0.6	0.7	0.051	0.005	-0.005	0.006	-0.006	3.351	0.329	-0.329	0.394	-0.394	0.034	0.003	-0.003	0.004	-0.004
65.7	11.142	0.154	0.201	0.1775	4.958	17.078	0.225	0.2	0.25	1.089	0.052	-0.052	0.063	-0.063	71.547	3.416	-3.416	4.139	-4.139	0.715	0.034	-0.034	0.041	-0.041
65.7	11.142	0.201	0.261	0.231	10.037	18.640	0.35	0.3	0.4	0.632	0.025	-0.025	0.038	-0.038	41.522	1.643	-1.643	2.497	-2.497	0.415	0.016	-0.016	0.025	-0.025
65.7	11.142	0.261	0.339	0.3	16.759	20.484	0.45	0.4	0.5	0.308	0.015	-0.015	0.018	-0.018	20.236	0.986	-0.986	1.183	-1.183	0.202	0.010	-0.010	0.012	-0.012
65.7	11.142	0.201	0.261	0.231	7.886	20.791	0.275	0.25	0.3	0.877	0.042	-0.042	0.048	-0.048	57.619	2.759	-2.759	3.154	-3.154	0.576	0.028	-0.028	0.032	-0.032
65.7	11.142	0.339	0.441	0.39	26.629	21.787	0.55	0.5	0.6	0.111	0.008	-0.008	0.012	-0.012	7.293	0.526	-0.526	0.788	-0.788	0.073	0.005	-0.005	0.008	-0.008
65.7	11.142	0.441	0.573	0.507	40.912	22.029	0.65	0.6	0.7	0.039	0.004	-0.004	0.004	-0.004	2.562	0.263	-0.263	0.263	-0.263	0.026	0.003	-0.003	0.003	-0.003
65.7	11.142	0.201	0.261	0.231	6.452	22.225	0.225	0.2	0.25	0.976	0.044	-0.044	0.051	-0.051	64.123	2.891	-2.891	3.351	-3.351	0.641	0.029	-0.029	0.034	-0.034
65.7	11.142	0.201	0.261	0.231	5.019	23.659	0.175	0.15	0.2	1.144	0.048	-0.048	0.061	-0.061	75.161	3.154	-3.154	4.008	-4.008	0.752	0.032	-0.032	0.040	-0.040
65.7	11.142	0.261	0.339	0.3	13.035	24.208	0.35	0.3	0.4	0.512	0.02	-0.02	0.028	-0.028	33.638	1.314	-1.314	1.840	-1.840	0.336	0.013	-0.013	0.018	-0.018
